Method,Duration,Sample Rate,Noise,Seed,Dim,x0,runtime
Preprocessing,0.5,0.002,0.002,11,10,"(0.32231522642709676, 0.6879783042994292)",0.004071474075317383
E-STLSQ,0.5,0.002,0.002,11,10,"(0.32231522642709676, 0.6879783042994292)",0.15650200843811035
STLSQ,0.5,0.002,0.002,11,10,"(0.32231522642709676, 0.6879783042994292)",0.002932310104370117
SSR,0.5,0.002,0.002,11,10,"(0.32231522642709676, 0.6879783042994292)",0.013321161270141602
SR3,0.5,0.002,0.002,11,10,"(0.32231522642709676, 0.6879783042994292)",0.0021703243255615234
MIOSR,0.5,0.002,0.002,11,10,"(0.32231522642709676, 0.6879783042994292)",0.7232260704040527
MIOSR-Opt,0.5,0.002,0.002,11,10,"(0.32231522642709676, 0.6879783042994292)",0.6897268295288086
MIOSR-Build,0.5,0.002,0.002,11,10,"(0.32231522642709676, 0.6879783042994292)",0.031217336654663086
Preprocessing,0.8277532798848107,0.002,0.002,11,10,"(0.32231522642709676, 0.6879783042994292)",0.0028884410858154297
E-STLSQ,0.8277532798848107,0.002,0.002,11,10,"(0.32231522642709676, 0.6879783042994292)",0.1629323959350586
STLSQ,0.8277532798848107,0.002,0.002,11,10,"(0.32231522642709676, 0.6879783042994292)",0.002962350845336914
SSR,0.8277532798848107,0.002,0.002,11,10,"(0.32231522642709676, 0.6879783042994292)",0.01353311538696289
SR3,0.8277532798848107,0.002,0.002,11,10,"(0.32231522642709676, 0.6879783042994292)",0.0020914077758789062
MIOSR,0.8277532798848107,0.002,0.002,11,10,"(0.32231522642709676, 0.6879783042994292)",0.6861448287963867
MIOSR-Opt,0.8277532798848107,0.002,0.002,11,10,"(0.32231522642709676, 0.6879783042994292)",0.6655771732330322
MIOSR-Build,0.8277532798848107,0.002,0.002,11,10,"(0.32231522642709676, 0.6879783042994292)",0.01840066909790039
Preprocessing,1.3703509847201238,0.002,0.002,11,10,"(0.32231522642709676, 0.6879783042994292)",0.0031461715698242188
E-STLSQ,1.3703509847201238,0.002,0.002,11,10,"(0.32231522642709676, 0.6879783042994292)",0.1631917953491211
STLSQ,1.3703509847201238,0.002,0.002,11,10,"(0.32231522642709676, 0.6879783042994292)",0.0030431747436523438
SSR,1.3703509847201238,0.002,0.002,11,10,"(0.32231522642709676, 0.6879783042994292)",0.01399683952331543
SR3,1.3703509847201238,0.002,0.002,11,10,"(0.32231522642709676, 0.6879783042994292)",0.0024335384368896484
MIOSR,1.3703509847201238,0.002,0.002,11,10,"(0.32231522642709676, 0.6879783042994292)",0.7502701282501221
MIOSR-Opt,1.3703509847201238,0.002,0.002,11,10,"(0.32231522642709676, 0.6879783042994292)",0.7298476696014404
MIOSR-Build,1.3703509847201238,0.002,0.002,11,10,"(0.32231522642709676, 0.6879783042994292)",0.0178830623626709
Preprocessing,2.268625044390925,0.002,0.002,11,10,"(0.32231522642709676, 0.6879783042994292)",0.003418445587158203
E-STLSQ,2.268625044390925,0.002,0.002,11,10,"(0.32231522642709676, 0.6879783042994292)",0.19353008270263672
STLSQ,2.268625044390925,0.002,0.002,11,10,"(0.32231522642709676, 0.6879783042994292)",0.004536151885986328
SSR,2.268625044390925,0.002,0.002,11,10,"(0.32231522642709676, 0.6879783042994292)",0.01444864273071289
SR3,2.268625044390925,0.002,0.002,11,10,"(0.32231522642709676, 0.6879783042994292)",0.002450704574584961
MIOSR,2.268625044390925,0.002,0.002,11,10,"(0.32231522642709676, 0.6879783042994292)",0.7303619384765625
MIOSR-Opt,2.268625044390925,0.002,0.002,11,10,"(0.32231522642709676, 0.6879783042994292)",0.7106237411499023
MIOSR-Build,2.268625044390925,0.002,0.002,11,10,"(0.32231522642709676, 0.6879783042994292)",0.017383098602294922
Preprocessing,3.7557236426468257,0.002,0.002,11,10,"(0.32231522642709676, 0.6879783042994292)",0.004023075103759766
E-STLSQ,3.7557236426468257,0.002,0.002,11,10,"(0.32231522642709676, 0.6879783042994292)",0.21279096603393555
STLSQ,3.7557236426468257,0.002,0.002,11,10,"(0.32231522642709676, 0.6879783042994292)",0.0037064552307128906
SSR,3.7557236426468257,0.002,0.002,11,10,"(0.32231522642709676, 0.6879783042994292)",0.015776395797729492
SR3,3.7557236426468257,0.002,0.002,11,10,"(0.32231522642709676, 0.6879783042994292)",0.002782106399536133
MIOSR,3.7557236426468257,0.002,0.002,11,10,"(0.32231522642709676, 0.6879783042994292)",0.7660956382751465
