Method,Duration,Sample Rate,Noise,Seed,x0,insample_r2,validation_r2,validation_mse,test_r2,test_rmse,coef_l1,coef_l2,coef_linf,support_accuracy,support_tp,support_fp,support_fn,runtime,threshold,alpha,nu,group_sparsity
STLSQ,0.5,0.002,0.002,2,"(-0.19201529357398872, -1.422221304516326, 0.14898743363612743, -0.19403282214516926, -0.23889659373753291, -0.5089955369883776)",0.5720386896187776,0.2376191595951238,0.32782747929070855,-3.8821798143368946,5.895096727394884,1.7347652552985668,1.4388136889880294,1.735197535014377,0.0,0.0,7.0,12.0,6.355988502502441,1.8858632787726497,0.001,,
E-STLSQ,0.5,0.002,0.002,2,"(-0.19201529357398872, -1.422221304516326, 0.14898743363612743, -0.19403282214516926, -0.23889659373753291, -0.5089955369883776)",0.2193997806419845,-5.732654253831968,3.6645795415321776,-0.5685432190298939,4.28789638025248,1.3153618918987833,1.1162194116149506,1.0,0.05555555555555555,1.0,6.0,11.0,40.53635120391846,1.6378937069540638,0.001,,
SR3,0.5,0.002,0.002,2,"(-0.19201529357398872, -1.422221304516326, 0.14898743363612743, -0.19403282214516926, -0.23889659373753291, -0.5089955369883776)",0.9916671796447374,-1111646762.9410632,518995855.1007417,-2226586814491.026,2937790.384275718,4478914.941347322,987714.2376110946,558586.157792081,0.023809523809523808,12.0,492.0,0.0,5.11916446685791,0.01,,0.03333333333333333,
SSR,0.5,0.002,0.002,2,"(-0.19201529357398872, -1.422221304516326, 0.14898743363612743, -0.19403282214516926, -0.23889659373753291, -0.5089955369883776)",0.9843647421877026,0.9432758330965649,0.02088248429129944,-0.04296427908039175,2.8882676272387693,0.9299858887361805,0.8033620614820642,0.7777777777777778,0.25,5,8,7,2.612252950668335,,"(0.2, 0.01, 0.01, 0.01, 0.001, 0.001)",,
MIOSR,0.5,0.002,0.002,2,"(-0.19201529357398872, -1.422221304516326, 0.14898743363612743, -0.19403282214516926, -0.23889659373753291, -0.5089955369883776)",0.9848589375386373,0.9451971458018958,0.020029509408762688,0.4257882721009242,1.5012541607442444,0.3879980734403166,0.47279198983979004,0.585226721795913,0.5,8,4,4,2082.190103530884,,"(0, 0, 0.01, 0, 0, 0)",,"(2, 2, 2, 2, 2, 2)"
STLSQ,0.6851754923600619,0.002,0.002,2,"(-0.19201529357398872, -1.422221304516326, 0.14898743363612743, -0.19403282214516926, -0.23889659373753291, -0.5089955369883776)",0.741453908855731,-0.11612017601777151,0.19050859185477442,-1.8763014602047714,6.310291777329763,2.651950880768673,1.967199731309735,1.7285815710148444,0.17857142857142858,5.0,16.0,7.0,7.431840896606445,0.5302611335911988,0.05,,
E-STLSQ,0.6851754923600619,0.002,0.002,2,"(-0.19201529357398872, -1.422221304516326, 0.14898743363612743, -0.19403282214516926, -0.23889659373753291, -0.5089955369883776)",0.2026036927231125,0.19164429216688209,0.3580447384917449,-271.2270595016087,82.17692013897413,19.981314148932075,27.327256830221895,34.94380437481222,0.1875,6.0,20.0,6.0,33.238648414611816,0.46053782558224143,0.05,,
SR3,0.6851754923600619,0.002,0.002,2,"(-0.19201529357398872, -1.422221304516326, 0.14898743363612743, -0.19403282214516926, -0.23889659373753291, -0.5089955369883776)",0.9948523486565096,-60154719.92619414,9205385.688737549,-2906515223017.236,2908666.447784652,2934843.5072554033,1013527.61507441,653902.9405187921,0.024,12.0,488.0,0.0,20.47503137588501,82.86427728546842,,0.03333333333333333,
SSR,0.6851754923600619,0.002,0.002,2,"(-0.19201529357398872, -1.422221304516326, 0.14898743363612743, -0.19403282214516926, -0.23889659373753291, -0.5089955369883776)",0.9926576686921139,0.8755138315741751,0.028496618215234155,-0.05275943937389375,2.5922552081796577,0.6241384959617126,0.6103826625340433,0.7777777777777778,0.3684210526315789,7,7,5,2.949352979660034,,"(0.05, 0.01, 0.01, 0.01, 0.001, 0.001)",,
MIOSR,0.6851754923600619,0.002,0.002,2,"(-0.19201529357398872, -1.422221304516326, 0.14898743363612743, -0.19403282214516926, -0.23889659373753291, -0.5089955369883776)",0.9927559306791665,0.8812229489508033,0.028319780739753303,0.707350963443856,0.6475264949551887,0.12432476908263702,0.20714571725318529,0.3333333333333333,0.7142857142857143,10,2,2,1615.2124955654144,,"(0, 0, 0.01, 0, 0, 0)",,"(2, 2, 2, 2, 2, 2)"
