Method,Duration,Sample Rate,Noise,Seed,x0,insample_r2,validation_r2,validation_mse,test_r2,test_rmse,coef_l1,coef_l2,coef_linf,support_accuracy,support_tp,support_fp,support_fn,runtime,threshold,alpha,nu,group_sparsity
STLSQ,0.5,0.002,0.002,26,"(-0.5761951421250875, 0.058174437915902155, 0.8048929846139203, 0.8676622085125794, 1.1116861874274706, -0.9362358251337933)",-2.783554916010478,-1.1854112178549263,8.54313042700076,-1.9483574193140742,8.41281925963643,1.6192768196044554,1.3284877311172127,1.3487055962495793,0.047619047619047616,1.0,9.0,11.0,6.627629995346069,0.8094001216083124,0.05,,
E-STLSQ,0.5,0.002,0.002,26,"(-0.5761951421250875, 0.058174437915902155, 0.8048929846139203, 0.8676622085125794, 1.1116861874274706, -0.9362358251337933)",-2.7866873323683095,-1.365928747716268,10.14545233763566,-0.4903456096352626,6.778386364993795,1.3969585498163672,1.1663342647875512,1.0,0.0,0.0,6.0,12.0,31.244589805603027,0.9319395762340775,0.05,,
SR3,0.5,0.002,0.002,26,"(-0.5761951421250875, 0.058174437915902155, 0.8048929846139203, 0.8676622085125794, 1.1116861874274706, -0.9362358251337933)",0.9844802484886402,-5391262057.990781,15922769462.11365,-586110847700.1765,2569419.014729059,1509543.286326445,503928.4878403589,368851.9838164579,0.02434077079107505,12.0,481.0,0.0,15.11956000328064,100.0,,3.3333333333333335,
SSR,0.5,0.002,0.002,26,"(-0.5761951421250875, 0.058174437915902155, 0.8048929846139203, 0.8676622085125794, 1.1116861874274706, -0.9362358251337933)",0.9678818627431833,0.8145073349459464,0.9288941621421385,-0.6277860436090159,4.9757706201477365,1.3015357355664317,1.0024661270891189,0.8947453382289241,0.12,3,13,9,2.7251927852630615,,"(1e-05, 0.05, 0.05, 0.2, 0.01, 0.01)",,
MIOSR,0.5,0.002,0.002,26,"(-0.5761951421250875, 0.058174437915902155, 0.8048929846139203, 0.8676622085125794, 1.1116861874274706, -0.9362358251337933)",0.9738186199523562,0.7901606934182527,1.193044572278081,0.3050165207661849,3.3421141791061366,0.6693521624071043,0.7123822916440596,0.8601282949362735,0.3888888888888889,7,6,5,2487.2791242599487,,"(1e-05, 0.2, 0, 0.2, 0, 1e-05)",,"(2, 2, 2, 3, 2, 2)"
STLSQ,0.6851754923600619,0.002,0.002,26,"(-0.5761951421250875, 0.058174437915902155, 0.8048929846139203, 0.8676622085125794, 1.1116861874274706, -0.9362358251337933)",-1.5163115765650204,-6.286275108175455,9.653214128039124,-0.9016992960022518,6.985747749384069,1.424842702517751,1.2292221709485986,1.0789294829100673,0.0625,1.0,4.0,11.0,6.651432275772095,1.4225293134853698,0.01,,
E-STLSQ,0.6851754923600619,0.002,0.002,26,"(-0.5761951421250875, 0.058174437915902155, 0.8048929846139203, 0.8676622085125794, 1.1116861874274706, -0.9362358251337933)",-1.5269125070128802,-6.452942248900331,12.905118372483622,0.0010672616237073394,5.5319734453749065,1.2077297261308082,1.0371827282245878,1.3547343489153396,0.19047619047619047,4.0,9.0,8.0,42.03268766403198,0.7029732115325472,0.01,,
SR3,0.6851754923600619,0.002,0.002,26,"(-0.5761951421250875, 0.058174437915902155, 0.8048929846139203, 0.8676622085125794, 1.1116861874274706, -0.9362358251337933)",0.9888226882132821,-18083546299.59981,15092254189.726252,-4907425534.014919,193077.1239345195,126375.38485427639,40150.55734493238,27144.286486472134,0.024539877300613498,12.0,477.0,0.0,22.185527563095093,47.1486636345739,,0.3333333333333333,
SSR,0.6851754923600619,0.002,0.002,26,"(-0.5761951421250875, 0.058174437915902155, 0.8048929846139203, 0.8676622085125794, 1.1116861874274706, -0.9362358251337933)",0.9805538759518381,0.7198286888512323,2.658914453558097,0.6168541611621443,2.7340947086438994,0.5566493635362193,0.5923981158463419,0.5555555555555556,0.5555555555555556,10,6,2,2.4681622982025146,,"(0.2, 0.2, 0.0, 0.05, 0.01, 0.01)",,
MIOSR,0.6851754923600619,0.002,0.002,26,"(-0.5761951421250875, 0.058174437915902155, 0.8048929846139203, 0.8676622085125794, 1.1116861874274706, -0.9362358251337933)",0.9853265471636297,0.9617558666585891,0.04511835617337744,0.9998550462243649,0.04060340393572896,0.004791289711868078,0.006446893424314409,0.010980974967407834,1.0,12,0,0,2914.220921754837,,"(0, 0, 0, 0, 0, 0)",,"(2, 2, 2, 2, 2, 2)"
STLSQ,0.9389309106617063,0.002,0.002,26,"(-0.5761951421250875, 0.058174437915902155, 0.8048929846139203, 0.8676622085125794, 1.1116861874274706, -0.9362358251337933)",0.8089373248086832,0.3774211479983262,2.295768903550272,-0.12281959106800508,4.019473935029335,1.3788991503128294,1.1241302143253482,1.1696437562999051,0.27586206896551724,8.0,17.0,4.0,7.429064512252808,0.5302611335911988,0.05,,
E-STLSQ,0.9389309106617063,0.002,0.002,26,"(-0.5761951421250875, 0.058174437915902155, 0.8048929846139203, 0.8676622085125794, 1.1116861874274706, -0.9362358251337933)",0.20996727113862712,-1.8593207299615144,3.045651962264597,0.17984052190152905,3.327650511130365,0.8261249739819444,0.7508216870188441,0.9029724381946423,0.35,7.0,8.0,5.0,41.62295651435852,0.6105402296585326,0.05,,
SR3,0.9389309106617063,0.002,0.002,26,"(-0.5761951421250875, 0.058174437915902155, 0.8048929846139203, 0.8676622085125794, 1.1116861874274706, -0.9362358251337933)",0.9936295143037556,-4093153.542006348,5068784.387857117,-7552537.415827572,6875.751887961649,7053.375836032404,1791.672963296671,1425.5188081871893,0.026252983293556086,11.0,407.0,1.0,29.001887559890747,100.0,,1.0,
