Method,Duration,Sample Rate,Noise,Seed,x0,insample_r2,validation_r2,validation_mse,test_r2,test_rmse,coef_l1,coef_l2,coef_linf,support_accuracy,support_tp,support_fp,support_fn,runtime,threshold,alpha,nu,group_sparsity
STLSQ,0.5,0.002,0.002,7,"(-1.2710751318781286, 0.8397563767203438, -0.18477230567731961, 0.6703955334928238, 1.4339685359898082, 0.11548761123130102)",0.6835102242790373,-1.601079935205192,9.182742571864006,-0.3450391884525012,5.933833494551268,1.357032010235442,1.105464869749224,1.0,0.1,2.0,8.0,10.0,4.9487464427948,1.235482888256747,0.01,,
E-STLSQ,0.5,0.002,0.002,7,"(-1.2710751318781286, 0.8397563767203438, -0.18477230567731961, 0.6703955334928238, 1.4339685359898082, 0.11548761123130102)",0.4092826251466715,-1.450211691332678,16.462916825781672,0.23656652316399937,4.8584904808097225,0.933650989349852,0.9447461611342147,1.0,0.25,4.0,4.0,8.0,27.583272218704224,0.8094001216083124,0.01,,
SR3,0.5,0.002,0.002,7,"(-1.2710751318781286, 0.8397563767203438, -0.18477230567731961, 0.6703955334928238, 1.4339685359898082, 0.11548761123130102)",0.9952765782760338,-8376414051.961389,14834555235.92395,-399676456746.26227,2389228.606329889,1595187.1747370122,402674.4429069897,243095.8254964583,0.02390438247011952,12.0,490.0,0.0,6.638080358505249,100.0,,0.03333333333333333,
SSR,0.5,0.002,0.002,7,"(-1.2710751318781286, 0.8397563767203438, -0.18477230567731961, 0.6703955334928238, 1.4339685359898082, 0.11548761123130102)",0.9902492449710832,0.9246538920107806,0.14408089359975382,0.44654991852285875,1.3283253856755326,0.4329575778786143,0.47396276656735253,0.5555555555555556,0.5294117647058824,9,5,3,1.75716233253479,,"(0.01, 0.05, 0.2, 0.05, 0.2, 0.01)",,
MIOSR,0.5,0.002,0.002,7,"(-1.2710751318781286, 0.8397563767203438, -0.18477230567731961, 0.6703955334928238, 1.4339685359898082, 0.11548761123130102)",0.9925235749183141,0.9815683475217263,0.04828212614977185,0.9999793730529065,0.023205374557717144,0.0010696704468063625,0.0013039903528715504,0.0016671670985511059,1.0,12,0,0,2648.196599960327,,"(0, 0, 0, 0, 0, 0)",,"(2, 2, 2, 2, 2, 2)"
STLSQ,0.6851754923600619,0.002,0.002,7,"(-1.2710751318781286, 0.8397563767203438, -0.18477230567731961, 0.6703955334928238, 1.4339685359898082, 0.11548761123130102)",0.5810201439835578,0.5206361508639198,15.21505196922468,0.4491623277216374,3.0582366979347255,0.7010857271120522,0.6237376187281592,0.7777777777777778,0.25,6.0,12.0,6.0,4.909674167633057,0.6105402296585326,0.2,,
E-STLSQ,0.6851754923600619,0.002,0.002,7,"(-1.2710751318781286, 0.8397563767203438, -0.18477230567731961, 0.6703955334928238, 1.4339685359898082, 0.11548761123130102)",0.5795144979495246,0.5171022054107411,14.951612188564274,0.47208990659810884,2.9123665214384955,0.634780663212442,0.595482330106236,0.7777777777777778,0.2727272727272727,6.0,10.0,6.0,25.0261173248291,0.6105402296585326,0.2,,
SR3,0.6851754923600619,0.002,0.002,7,"(-1.2710751318781286, 0.8397563767203438, -0.18477230567731961, 0.6703955334928238, 1.4339685359898082, 0.11548761123130102)",0.9933597181964925,-4002100941.7604427,169652230046.69934,-3958991334.49345,284868.81325058395,158706.49498451402,47522.36349155075,38072.781517763484,0.022132796780684104,11.0,485.0,1.0,10.9975106716156,100.0,,0.03333333333333333,
SSR,0.6851754923600619,0.002,0.002,7,"(-1.2710751318781286, 0.8397563767203438, -0.18477230567731961, 0.6703955334928238, 1.4339685359898082, 0.11548761123130102)",0.9796909911788599,0.988039935050669,0.5134829588580002,0.2896079068454292,2.8630478494766227,0.7544916155420144,0.6939112940556987,0.7777777777777778,0.2857142857142857,6,9,6,1.7886977195739746,,"(0.01, 0.2, 0.05, 0.01, 0.05, 0.01)",,
MIOSR,0.6851754923600619,0.002,0.002,7,"(-1.2710751318781286, 0.8397563767203438, -0.18477230567731961, 0.6703955334928238, 1.4339685359898082, 0.11548761123130102)",0.9910383543273228,0.9970788025621843,0.042458083623003406,0.9999600553077845,0.03152325157896611,0.003081500701803826,0.004379191740509512,0.007629432129502117,1.0,12,0,0,2844.772888660431,,"(0, 0, 0, 0, 0, 0)",,"(2, 2, 2, 2, 2, 2)"
STLSQ,0.9389309106617063,0.002,0.002,7,"(-1.2710751318781286, 0.8397563767203438, -0.18477230567731961, 0.6703955334928238, 1.4339685359898082, 0.11548761123130102)",0.9724755965099939,0.9588778736312022,0.19372561373265304,0.1418306036870411,2.9792021282676293,1.2919292483693374,0.8450462077613364,0.8741942145900223,0.16,8.0,38.0,4.0,5.836912155151367,0.3999823395608933,0.2,,
E-STLSQ,0.9389309106617063,0.002,0.002,7,"(-1.2710751318781286, 0.8397563767203438, -0.18477230567731961, 0.6703955334928238, 1.4339685359898082, 0.11548761123130102)",0.7846898156850056,0.7656360999302184,0.5540987954138848,0.13296842890011432,3.782459554170378,1.1017509247910657,0.958064016814246,1.17288981365233,0.23529411764705882,8.0,22.0,4.0,30.251598596572876,0.5302611335911988,0.2,,
SR3,0.9389309106617063,0.002,0.002,7,"(-1.2710751318781286, 0.8397563767203438, -0.18477230567731961, 0.6703955334928238, 1.4339685359898082, 0.11548761123130102)",0.9959418431210111,-307.26093730690485,3492.080633505982,-21765.995451087267,761.8623847417024,584.5907920160302,186.16509078472114,123.20516272522433,0.021538461538461538,7.0,313.0,5.0,19.527756690979004,100.0,,3.3333333333333335,
