Method,Duration,Sample Rate,Noise,Seed,x0,insample_r2,validation_r2,validation_mse,test_r2,test_rmse,coef_l1,coef_l2,coef_linf,support_accuracy,support_tp,support_fp,support_fn,runtime,threshold,alpha,nu,group_sparsity
STLSQ,0.5,0.002,0.002,33,"(-0.7544696176868102, -0.1500737368476135, -0.26717759101037775, -0.7191009273393004, 1.1111870650408484, -0.944880218514285)",-0.3213620841888939,-3.251577315447586,3.468809880691301,-2.3376274626244404,9.538189321565477,1.4132396692445648,1.147761828756845,1.0,0.05555555555555555,1.0,6.0,11.0,7.255789279937744,1.073030940526156,0.01,,
E-STLSQ,0.5,0.002,0.002,33,"(-0.7544696176868102, -0.1500737368476135, -0.26717759101037775, -0.7191009273393004, 1.1111870650408484, -0.944880218514285)",-0.458831212055232,-3.4455944158410063,8.362176447288968,-0.35365034351886243,5.723148001366892,1.0482343765194444,0.9445151952767687,1.0,0.0625,1.0,4.0,11.0,39.14966583251953,0.9319395762340775,0.01,,
SR3,0.5,0.002,0.002,33,"(-0.7544696176868102, -0.1500737368476135, -0.26717759101037775, -0.7191009273393004, 1.1111870650408484, -0.944880218514285)",0.9927151621223896,-231959105.54354253,766504588.6082894,-966019492711.9603,4353626.0905175265,1868103.985091871,479314.2475310797,296032.7551451003,0.022,11.0,488.0,1.0,12.713135957717896,56.89866029018293,,0.03333333333333333,
SSR,0.5,0.002,0.002,33,"(-0.7544696176868102, -0.1500737368476135, -0.26717759101037775, -0.7191009273393004, 1.1111870650408484, -0.944880218514285)",0.9693628993601836,0.9055579582272163,0.14932205566245385,-12.506838523773364,11.813947407551137,2.0859849627848077,1.8991491475842528,2.281265988744943,0.15384615384615385,4,14,8,2.557387351989746,,"(1e-05, 0.01, 0.2, 0.2, 0.05, 0.01)",,
MIOSR,0.5,0.002,0.002,33,"(-0.7544696176868102, -0.1500737368476135, -0.26717759101037775, -0.7191009273393004, 1.1111870650408484, -0.944880218514285)",0.9874542454352842,0.9665337259923582,0.041333025661907365,0.9998681558422093,0.05088312608172439,0.005162188182338212,0.008131892475649737,0.015850956171711356,1.0,12,0,0,2980.741190671921,,"(0, 0, 0, 0, 0, 0)",,"(2, 2, 2, 2, 2, 2)"
STLSQ,0.6851754923600619,0.002,0.002,33,"(-0.7544696176868102, -0.1500737368476135, -0.26717759101037775, -0.7191009273393004, 1.1111870650408484, -0.944880218514285)",0.9050326110145046,0.7116958942746088,1.4346072694095746,-50.94844824339695,37.731709754962274,6.639071347184331,7.013763363445284,10.329934314854118,0.21212121212121213,7.0,21.0,5.0,5.620388031005859,0.5302611335911988,0.05,,
E-STLSQ,0.6851754923600619,0.002,0.002,33,"(-0.7544696176868102, -0.1500737368476135, -0.26717759101037775, -0.7191009273393004, 1.1111870650408484, -0.944880218514285)",0.681643368118285,-1.2730195458740834,2.750184520373658,-2.9669199589321824,9.372828700107897,2.144816881831928,1.692944504565055,1.592895542361839,0.21428571428571427,6.0,16.0,6.0,32.056305170059204,0.5302611335911988,0.05,,
SR3,0.6851754923600619,0.002,0.002,33,"(-0.7544696176868102, -0.1500737368476135, -0.26717759101037775, -0.7191009273393004, 1.1111870650408484, -0.944880218514285)",0.9939871050863279,-283983156.204423,632341105.5812736,-17567667610.16518,349170.6932834579,173250.27200018795,43667.027875586115,20960.648736745447,0.024,12.0,488.0,0.0,16.06879758834839,47.1486636345739,,0.03333333333333333,
SSR,0.6851754923600619,0.002,0.002,33,"(-0.7544696176868102, -0.1500737368476135, -0.26717759101037775, -0.7191009273393004, 1.1111870650408484, -0.944880218514285)",0.9913693461148735,0.951709043641367,0.4562159861975297,0.37405946948100344,3.2529386147293815,0.40792885157178305,0.5768735494681244,0.7777777777777778,0.6666666666666666,10,3,2,2.1728620529174805,,"(0.01, 0.001, 0.01, 0.05, 0.05, 0.05)",,
MIOSR,0.6851754923600619,0.002,0.002,33,"(-0.7544696176868102, -0.1500737368476135, -0.26717759101037775, -0.7191009273393004, 1.1111870650408484, -0.944880218514285)",0.9919639477858476,0.9740448392208619,0.041548584754683454,0.9999404835017236,0.03536710635431445,0.0034278649635606784,0.004775366294207887,0.008600915093938986,1.0,12,0,0,2422.3384730815887,,"(0, 0, 0, 0, 0, 0)",,"(2, 2, 2, 2, 2, 2)"
