Method,Duration,Sample Rate,Noise,Seed,Dim,x0,runtime
Preprocessing,0.5,0.002,0.002,20,462,"(0.26439240323182256, 1.1931411837282537, 1.174592188424124, 0.9475124319230517, -1.3923312431494401, 0.575272745276652)",0.4225499629974365
E-STLSQ,0.5,0.002,0.002,20,462,"(0.26439240323182256, 1.1931411837282537, 1.174592188424124, 0.9475124319230517, -1.3923312431494401, 0.575272745276652)",7.453525543212891
STLSQ,0.5,0.002,0.002,20,462,"(0.26439240323182256, 1.1931411837282537, 1.174592188424124, 0.9475124319230517, -1.3923312431494401, 0.575272745276652)",0.14653301239013672
SSR,0.5,0.002,0.002,20,462,"(0.26439240323182256, 1.1931411837282537, 1.174592188424124, 0.9475124319230517, -1.3923312431494401, 0.575272745276652)",10.249344110488892
SR3,0.5,0.002,0.002,20,462,"(0.26439240323182256, 1.1931411837282537, 1.174592188424124, 0.9475124319230517, -1.3923312431494401, 0.575272745276652)",15.9432852268219
MIOSR,0.5,0.002,0.002,20,462,"(0.26439240323182256, 1.1931411837282537, 1.174592188424124, 0.9475124319230517, -1.3923312431494401, 0.575272745276652)",181.9659276008606
MIOSR-Opt,0.5,0.002,0.002,20,462,"(0.26439240323182256, 1.1931411837282537, 1.174592188424124, 0.9475124319230517, -1.3923312431494401, 0.575272745276652)",181.35138487815857
MIOSR-Build,0.5,0.002,0.002,20,462,"(0.26439240323182256, 1.1931411837282537, 1.174592188424124, 0.9475124319230517, -1.3923312431494401, 0.575272745276652)",0.5726029872894287
Preprocessing,0.8277532798848107,0.002,0.002,20,462,"(0.26439240323182256, 1.1931411837282537, 1.174592188424124, 0.9475124319230517, -1.3923312431494401, 0.575272745276652)",0.01883697509765625
E-STLSQ,0.8277532798848107,0.002,0.002,20,462,"(0.26439240323182256, 1.1931411837282537, 1.174592188424124, 0.9475124319230517, -1.3923312431494401, 0.575272745276652)",16.80095100402832
STLSQ,0.8277532798848107,0.002,0.002,20,462,"(0.26439240323182256, 1.1931411837282537, 1.174592188424124, 0.9475124319230517, -1.3923312431494401, 0.575272745276652)",0.3504149913787842
SSR,0.8277532798848107,0.002,0.002,20,462,"(0.26439240323182256, 1.1931411837282537, 1.174592188424124, 0.9475124319230517, -1.3923312431494401, 0.575272745276652)",18.99070692062378
SR3,0.8277532798848107,0.002,0.002,20,462,"(0.26439240323182256, 1.1931411837282537, 1.174592188424124, 0.9475124319230517, -1.3923312431494401, 0.575272745276652)",21.416979551315308
MIOSR,0.8277532798848107,0.002,0.002,20,462,"(0.26439240323182256, 1.1931411837282537, 1.174592188424124, 0.9475124319230517, -1.3923312431494401, 0.575272745276652)",183.66630911827087
MIOSR-Opt,0.8277532798848107,0.002,0.002,20,462,"(0.26439240323182256, 1.1931411837282537, 1.174592188424124, 0.9475124319230517, -1.3923312431494401, 0.575272745276652)",183.00049924850464
MIOSR-Build,0.8277532798848107,0.002,0.002,20,462,"(0.26439240323182256, 1.1931411837282537, 1.174592188424124, 0.9475124319230517, -1.3923312431494401, 0.575272745276652)",0.5844480991363525
Preprocessing,1.3703509847201238,0.002,0.002,20,462,"(0.26439240323182256, 1.1931411837282537, 1.174592188424124, 0.9475124319230517, -1.3923312431494401, 0.575272745276652)",0.023492813110351562
E-STLSQ,1.3703509847201238,0.002,0.002,20,462,"(0.26439240323182256, 1.1931411837282537, 1.174592188424124, 0.9475124319230517, -1.3923312431494401, 0.575272745276652)",30.049556732177734
STLSQ,1.3703509847201238,0.002,0.002,20,462,"(0.26439240323182256, 1.1931411837282537, 1.174592188424124, 0.9475124319230517, -1.3923312431494401, 0.575272745276652)",0.5787887573242188
SSR,1.3703509847201238,0.002,0.002,20,462,"(0.26439240323182256, 1.1931411837282537, 1.174592188424124, 0.9475124319230517, -1.3923312431494401, 0.575272745276652)",27.345412731170654
SR3,1.3703509847201238,0.002,0.002,20,462,"(0.26439240323182256, 1.1931411837282537, 1.174592188424124, 0.9475124319230517, -1.3923312431494401, 0.575272745276652)",24.949061632156372
MIOSR,1.3703509847201238,0.002,0.002,20,462,"(0.26439240323182256, 1.1931411837282537, 1.174592188424124, 0.9475124319230517, -1.3923312431494401, 0.575272745276652)",165.9587278366089
MIOSR-Opt,1.3703509847201238,0.002,0.002,20,462,"(0.26439240323182256, 1.1931411837282537, 1.174592188424124, 0.9475124319230517, -1.3923312431494401, 0.575272745276652)",165.20035648345947
MIOSR-Build,1.3703509847201238,0.002,0.002,20,462,"(0.26439240323182256, 1.1931411837282537, 1.174592188424124, 0.9475124319230517, -1.3923312431494401, 0.575272745276652)",0.6261000633239746
Preprocessing,2.268625044390925,0.002,0.002,20,462,"(0.26439240323182256, 1.1931411837282537, 1.174592188424124, 0.9475124319230517, -1.3923312431494401, 0.575272745276652)",0.028154373168945312
E-STLSQ,2.268625044390925,0.002,0.002,20,462,"(0.26439240323182256, 1.1931411837282537, 1.174592188424124, 0.9475124319230517, -1.3923312431494401, 0.575272745276652)",51.29808044433594
STLSQ,2.268625044390925,0.002,0.002,20,462,"(0.26439240323182256, 1.1931411837282537, 1.174592188424124, 0.9475124319230517, -1.3923312431494401, 0.575272745276652)",0.9598507881164551
SSR,2.268625044390925,0.002,0.002,20,462,"(0.26439240323182256, 1.1931411837282537, 1.174592188424124, 0.9475124319230517, -1.3923312431494401, 0.575272745276652)",40.98892426490784
SR3,2.268625044390925,0.002,0.002,20,462,"(0.26439240323182256, 1.1931411837282537, 1.174592188424124, 0.9475124319230517, -1.3923312431494401, 0.575272745276652)",30.52200198173523
MIOSR,2.268625044390925,0.002,0.002,20,462,"(0.26439240323182256, 1.1931411837282537, 1.174592188424124, 0.9475124319230517, -1.3923312431494401, 0.575272745276652)",183.76146984100342
MIOSR-Opt,2.268625044390925,0.002,0.002,20,462,"(0.26439240323182256, 1.1931411837282537, 1.174592188424124, 0.9475124319230517, -1.3923312431494401, 0.575272745276652)",182.91298055648804
MIOSR-Build,2.268625044390925,0.002,0.002,20,462,"(0.26439240323182256, 1.1931411837282537, 1.174592188424124, 0.9475124319230517, -1.3923312431494401, 0.575272745276652)",0.6826057434082031
Preprocessing,3.7557236426468257,0.002,0.002,20,462,"(0.26439240323182256, 1.1931411837282537, 1.174592188424124, 0.9475124319230517, -1.3923312431494401, 0.575272745276652)",0.032176971435546875
E-STLSQ,3.7557236426468257,0.002,0.002,20,462,"(0.26439240323182256, 1.1931411837282537, 1.174592188424124, 0.9475124319230517, -1.3923312431494401, 0.575272745276652)",69.44330024719238
STLSQ,3.7557236426468257,0.002,0.002,20,462,"(0.26439240323182256, 1.1931411837282537, 1.174592188424124, 0.9475124319230517, -1.3923312431494401, 0.575272745276652)",1.1793873310089111
SSR,3.7557236426468257,0.002,0.002,20,462,"(0.26439240323182256, 1.1931411837282537, 1.174592188424124, 0.9475124319230517, -1.3923312431494401, 0.575272745276652)",57.555562019348145
SR3,3.7557236426468257,0.002,0.002,20,462,"(0.26439240323182256, 1.1931411837282537, 1.174592188424124, 0.9475124319230517, -1.3923312431494401, 0.575272745276652)",0.26971864700317383
MIOSR,3.7557236426468257,0.002,0.002,20,462,"(0.26439240323182256, 1.1931411837282537, 1.174592188424124, 0.9475124319230517, -1.3923312431494401, 0.575272745276652)",183.466943025589
MIOSR-Opt,3.7557236426468257,0.002,0.002,20,462,"(0.26439240323182256, 1.1931411837282537, 1.174592188424124, 0.9475124319230517, -1.3923312431494401, 0.575272745276652)",182.51802229881287
MIOSR-Build,3.7557236426468257,0.002,0.002,20,462,"(0.26439240323182256, 1.1931411837282537, 1.174592188424124, 0.9475124319230517, -1.3923312431494401, 0.575272745276652)",0.7223551273345947
Preprocessing,6.217625127083679,0.002,0.002,20,462,"(0.26439240323182256, 1.1931411837282537, 1.174592188424124, 0.9475124319230517, -1.3923312431494401, 0.575272745276652)",0.04931998252868652
E-STLSQ,6.217625127083679,0.002,0.002,20,462,"(0.26439240323182256, 1.1931411837282537, 1.174592188424124, 0.9475124319230517, -1.3923312431494401, 0.575272745276652)",123.44143223762512
