Method,Duration,Sample Rate,Noise,Pts/Domain,# Domains,Seed,x0,test_r2,test_rmse,coef_l1,coef_l2,coef_linf,support_accuracy,support_tp,support_fp,support_fn,runtime,threshold,alpha,nu,group_sparsity
STLSQ,50,0.002,0.01,400,2400,1,"(0.417022004702574, 0.7203244934421581)",0.9999544764116385,0.0026034182366241497,0.006648028467108556,0.007269644160760353,0.00862790047017432,0.8,4.0,1.0,0.0,5.33520245552063,8.832716109390496,0.001,,
SSR,50,0.002,0.01,400,2400,1,"(0.417022004702574, 0.7203244934421581)",0.9999598902660451,0.002371201385438881,0.0004964322603162548,0.0005087772136853438,0.0006345103569197263,1.0,4,0,0,0.24307680130004883,,"(0.0, 1e-05)",,
SR3,50,0.002,0.01,400,2400,1,"(0.417022004702574, 0.7203244934421581)",0.7727288485894999,0.11886467680377288,2.5791425697674866,1.6782736438594088,1.4923471940825364,0.23529411764705882,4.0,13.0,0.0,164.63448119163513,2.0,,3.3333333333333335,
E-STLSQ,50,0.002,0.01,400,2400,1,"(0.417022004702574, 0.7203244934421581)",0.9999548658082794,0.0025890797578472743,0.006369081852482089,0.0069410466240802625,0.008213216724074357,0.8,4.0,1.0,0.0,9.363109350204468,8.832716109390496,0.001,,
MIOSR,50,0.002,0.01,400,2400,1,"(0.417022004702574, 0.7203244934421581)",0.9999597854638715,0.0023788401385738548,0.0005731253553227088,0.0005651480351021994,0.0006345103569207922,1.0,4,0,0,63.39939284324646,,"(0, 0)",,"(2, 2)"
STLSQ,50,0.002,0.014273992181725854,400,2400,1,"(0.417022004702574, 0.7203244934421581)",0.99994890325879,0.002777042044299431,0.009380011824609135,0.010246296151573644,0.012156827968655559,0.8,4.0,1.0,0.0,5.201095342636108,8.832716109390496,0.001,,
SSR,50,0.002,0.014273992181725854,400,2400,1,"(0.417022004702574, 0.7203244934421581)",0.9999595962240692,0.0023933898003798493,0.000737373442155969,0.000747520416647075,0.0009136209808412232,1.0,4,0,0,0.2337181568145752,,"(0.0, 1e-05)",,
SR3,50,0.002,0.014273992181725854,400,2400,1,"(0.417022004702574, 0.7203244934421581)",0.7283308360780274,0.13071719602958573,2.666175627222529,1.7528725606043258,1.4707457511752173,0.2222222222222222,4.0,14.0,0.0,159.5100977420807,1.0,,0.03333333333333333,
E-STLSQ,50,0.002,0.014273992181725854,400,2400,1,"(0.417022004702574, 0.7203244934421581)",0.9999495654994923,0.0027568310350292082,0.009006291978564661,0.00980403483011194,0.01159165879423294,0.8,4.0,1.0,0.0,9.16611933708191,8.832716109390496,0.001,,
MIOSR,50,0.002,0.014273992181725854,400,2400,1,"(0.417022004702574, 0.7203244934421581)",0.9999594621801389,0.0024021588571749132,0.0008141013832561002,0.000804753138742832,0.0009136209808424667,1.0,4,0,0,63.2502326965332,,"(0, 0)",,"(2, 2)"
STLSQ,50,0.002,0.02037468528039708,400,2400,1,"(0.417022004702574, 0.7203244934421581)",0.9999380533230164,0.0030526217848915313,0.013160919858353399,0.014354065665044017,0.017022611007097854,0.8,4.0,1.0,0.0,5.235646724700928,8.832716109390496,0.001,,
SSR,50,0.002,0.02037468528039708,400,2400,1,"(0.417022004702574, 0.7203244934421581)",0.9999589043629129,0.002439935604562995,0.0011063823478336145,0.0011248222065610265,0.0013805521661478081,1.0,4,0,0,0.2350456714630127,,"(1e-05, 1e-05)",,
SR3,50,0.002,0.02037468528039708,400,2400,1,"(0.417022004702574, 0.7203244934421581)",0.8138308002608957,0.12279021568671507,2.0337371541189224,1.4332651776570675,1.3380044191634695,0.17647058823529413,3.0,13.0,1.0,165.30549216270447,1.1040895136738123,,0.03333333333333333,
E-STLSQ,50,0.002,0.02037468528039708,400,2400,1,"(0.417022004702574, 0.7203244934421581)",0.9999390375451178,0.0030278166500455807,0.012667772901409104,0.013771005345761471,0.016271815220229024,0.8,4.0,1.0,0.0,9.16529130935669,8.832716109390496,0.001,,
MIOSR,50,0.002,0.02037468528039708,400,2400,1,"(0.417022004702574, 0.7203244934421581)",0.9999587964577034,0.002445653431268061,0.001153914090175005,0.0011451571797214055,0.0013202358797119729,1.0,4,0,0,64.86749625205994,,"(0, 0)",,"(2, 2)"
STLSQ,50,0.002,0.029082809839751277,400,2400,1,"(0.417022004702574, 0.7203244934421581)",0.9999174311303308,0.003473750396317807,0.018308658481379324,0.01992201893074757,0.023609376968152063,0.8,4.0,1.0,0.0,5.220702648162842,8.832716109390496,0.001,,
SSR,50,0.002,0.029082809839751277,400,2400,1,"(0.417022004702574, 0.7203244934421581)",0.9999575580479656,0.002518921232713687,0.0015827853702642294,0.0016098720473787004,0.0019775703835037462,1.0,4,0,0,0.2376086711883545,,"(1e-05, 1e-05)",,
SR3,50,0.002,0.029082809839751277,400,2400,1,"(0.417022004702574, 0.7203244934421581)",0.7413711850796751,0.1484568453679767,2.1565719202797298,1.3799694488734866,1.2624599213870558,0.17647058823529413,3.0,13.0,1.0,193.5889298915863,1.1040895136738123,,0.03333333333333333,
E-STLSQ,50,0.002,0.029082809839751277,400,2400,1,"(0.417022004702574, 0.7203244934421581)",0.9999186405153596,0.0034491024326857634,0.01773720186865303,0.01925492384648737,0.02276446529103482,0.8,4.0,1.0,0.0,9.169690132141113,8.832716109390496,0.001,,
MIOSR,50,0.002,0.029082809839751277,400,2400,1,"(0.417022004702574, 0.7203244934421581)",0.9999574349333156,0.002524207696215506,0.0016304344508649802,0.0016285588404874175,0.0019173641197902213,1.0,4,0,0,68.33533310890198,,"(0, 0)",,"(2, 2)"
STLSQ,50,0.002,0.04151278002752295,400,2400,1,"(0.417022004702574, 0.7203244934421581)",0.9998796541050335,0.004088933857964267,0.025136585262567564,0.027254258374491393,0.03226449435241054,0.8,4.0,1.0,0.0,5.187379598617554,8.832716109390496,0.001,,
SSR,50,0.002,0.04151278002752295,400,2400,1,"(0.417022004702574, 0.7203244934421581)",0.9998432804433076,0.005043774049097337,0.010981223226953047,0.010938360656202488,0.012632642714433118,1.0,4,0,0,0.2397291660308838,,"(0.001, 0.001)",,
