Method,Duration,Sample Rate,Noise,Pts/Domain,# Domains,Seed,x0,test_r2,test_rmse,coef_l1,coef_l2,coef_linf,support_accuracy,support_tp,support_fp,support_fn,runtime,threshold,alpha,nu,group_sparsity
STLSQ,50,0.002,0.01,400,2400,29,"(0.8637599855700829, 0.2849059652276268)",0.9999614314666221,0.0030968112324798853,0.000286774106619891,0.00031908615784535246,0.00040675531651395146,1.0,4.0,0.0,0.0,5.203852415084839,6.5626828480611,0.0,,
SSR,50,0.002,0.01,400,2400,29,"(0.8637599855700829, 0.2849059652276268)",0.9999616683617469,0.003085890697479601,0.00021334225025063225,0.00021148317681379044,0.00025792321460631483,1.0,4,0,0,0.2321920394897461,,"(1e-05, 1e-05)",,
SR3,50,0.002,0.01,400,2400,29,"(0.8637599855700829, 0.2849059652276268)",0.9851004549223387,0.046544108991793245,0.41416069701962577,0.44248390636466417,0.544718124086079,0.4444444444444444,4.0,5.0,0.0,150.77832961082458,5.383600770529422,,3.3333333333333335,
E-STLSQ,50,0.002,0.01,400,2400,29,"(0.8637599855700829, 0.2849059652276268)",0.999961560567761,0.0030903716918193056,0.00024503493252543517,0.00027352630794993764,0.00036347272324910307,1.0,4.0,0.0,0.0,10.24345064163208,16.0,0.0,,
MIOSR,50,0.002,0.01,400,2400,29,"(0.8637599855700829, 0.2849059652276268)",0.9999614314666221,0.0030968112324798853,0.000286774106619891,0.00031908615784535246,0.00040675531651395146,1.0,4,0,0,61.83350682258606,,"(0, 0)",,"(2, 2)"
STLSQ,50,0.002,0.014273992181725854,400,2400,29,"(0.8637599855700829, 0.2849059652276268)",0.999960894427843,0.0031233270915372686,0.0004013836976062231,0.0004451552217659544,0.0005683745263379336,1.0,4.0,0.0,0.0,5.247436285018921,7.245789314111251,1e-05,,
SSR,50,0.002,0.014273992181725854,400,2400,29,"(0.8637599855700829, 0.2849059652276268)",0.9999611539164374,0.003111584248619918,0.00032794156239904346,0.00033684008120369154,0.00041951495392797964,1.0,4,0,0,0.24193358421325684,,"(1e-05, 1e-05)",,
SR3,50,0.002,0.014273992181725854,400,2400,29,"(0.8637599855700829, 0.2849059652276268)",0.9999616577311233,0.0030842145460769966,0.0032882673626943664,0.002272542197891317,0.0019144193310149716,0.5,4.0,4.0,0.0,141.09533977508545,8.0,,3.3333333333333335,
E-STLSQ,50,0.002,0.014273992181725854,400,2400,29,"(0.8637599855700829, 0.2849059652276268)",0.9999611699802843,0.0031102769416708467,0.0003289797584266932,0.0003682421952741731,0.0004903604563942565,1.0,4.0,0.0,0.0,9.823776006698608,8.832716109390496,1e-05,,
MIOSR,50,0.002,0.014273992181725854,400,2400,29,"(0.8637599855700829, 0.2849059652276268)",0.999960894427843,0.0031233270915372686,0.0004013836976062231,0.0004451552217659544,0.0005683745263379336,1.0,4,0,0,63.122615337371826,,"(0, 0)",,"(2, 2)"
STLSQ,50,0.002,0.02037468528039708,400,2400,29,"(0.8637599855700829, 0.2849059652276268)",0.9999599649685296,0.0031655775793327985,0.0005566958686666708,0.0006144231889270972,0.0007863360294395605,1.0,4.0,0.0,0.0,5.200763702392578,8.0,1e-05,,
