Method,Duration,Sample Rate,Noise,Pts/Domain,# Domains,Seed,x0,test_r2,test_rmse,coef_l1,coef_l2,coef_linf,support_accuracy,support_tp,support_fp,support_fn,runtime,threshold,alpha,nu,group_sparsity
STLSQ,50,0.002,0.01,400,2400,8,"(0.8734294027918162, 0.968540662820932)",0.9998816913931299,0.005183706586749016,0.0021644367074895583,0.0021273823020900614,0.0024242191945506022,0.8,4.0,1.0,0.0,7.0579681396484375,10.767201541058844,0.001,,
SSR,50,0.002,0.01,400,2400,8,"(0.8734294027918162, 0.968540662820932)",0.9998817045527657,0.005193512474896985,0.0008187720456982365,0.0009015684478018051,0.00093565111233751,1.0,4,0,0,0.3363051414489746,,"(1e-05, 0.0)",,
SR3,50,0.002,0.01,400,2400,8,"(0.8734294027918162, 0.968540662820932)",0.7634245969792272,0.14949780482097713,1.0472180298594003,0.9023217995820112,1.0,0.2727272727272727,3.0,7.0,1.0,283.9920268058777,6.5626828480611,,0.03333333333333333,
E-STLSQ,50,0.002,0.01,400,2400,8,"(0.8734294027918162, 0.968540662820932)",0.9998649568739498,0.005667253093114101,0.010123839461855194,0.00986155867138606,0.010831116998537779,0.6666666666666666,4.0,2.0,0.0,13.665122032165527,10.767201541058844,0.001,,
MIOSR,50,0.002,0.01,400,2400,8,"(0.8734294027918162, 0.968540662820932)",0.9998816439164351,0.005197070866956397,0.0008395962059298098,0.0009280155509245273,0.0009423237195187895,1.0,4,0,0,58.796263694763184,,"(0, 0)",,"(2, 2)"
STLSQ,50,0.002,0.014273992181725854,400,2400,8,"(0.8734294027918162, 0.968540662820932)",0.9998794993825519,0.005274162415357419,0.003482801978241562,0.0034480755387049566,0.00388703659250373,0.8,4.0,1.0,0.0,7.021529674530029,10.767201541058844,0.001,,
SSR,50,0.002,0.014273992181725854,400,2400,8,"(0.8734294027918162, 0.968540662820932)",0.9997929769140643,0.0069778264085790425,0.008800988589693167,0.009489274097532878,0.01261540942674344,1.0,4,0,0,0.33658528327941895,,"(0.001, 0.001)",,
SR3,50,0.002,0.014273992181725854,400,2400,8,"(0.8734294027918162, 0.968540662820932)",0.48067097548871107,0.22157859272919284,1.5913853429660088,1.0622797778483313,0.9283324412386298,0.23529411764705882,4.0,13.0,0.0,302.3986146450043,1.4859942891369482,,0.3333333333333333,
E-STLSQ,50,0.002,0.014273992181725854,400,2400,8,"(0.8734294027918162, 0.968540662820932)",0.8488585905280116,0.11846728416321843,0.7496674793808377,0.7213144713449917,0.7990325973605424,0.5714285714285714,4.0,3.0,0.0,13.612799167633057,9.752109233635803,0.001,,
MIOSR,50,0.002,0.014273992181725854,400,2400,8,"(0.8734294027918162, 0.968540662820932)",0.9998799908047372,0.005277416081926038,0.001174742906693654,0.00130006606757211,0.0013284551977225333,1.0,4,0,0,62.92712211608887,,"(0, 0)",,"(2, 2)"
STLSQ,50,0.002,0.02037468528039708,400,2400,8,"(0.8734294027918162, 0.968540662820932)",0.9998768025819185,0.005402496954661233,0.0016284853372847154,0.00180572713862175,0.0018623454919545423,1.0,4.0,0.0,0.0,6.991272926330566,7.245789314111251,1e-05,,
SSR,50,0.002,0.02037468528039708,400,2400,8,"(0.8734294027918162, 0.968540662820932)",0.9997976670500026,0.006885473153605946,0.008360641197150033,0.00906961287425182,0.012135751836221332,1.0,4,0,0,0.33664536476135254,,"(0.001, 0.001)",,
SR3,50,0.002,0.02037468528039708,400,2400,8,"(0.8734294027918162, 0.968540662820932)",0.6819365376557973,0.1949408270859416,0.9657521985174686,1.041619218215665,1.1051670262444795,0.2727272727272727,3.0,7.0,1.0,303.0777153968811,4.8760546168179015,,3.3333333333333335,
E-STLSQ,50,0.002,0.02037468528039708,400,2400,8,"(0.8734294027918162, 0.968540662820932)",0.9998779422660418,0.005358478756827726,0.0012414386542544844,0.0013844341921818726,0.0017379395996170999,1.0,4.0,0.0,0.0,14.734908103942871,7.245789314111251,1e-05,,
MIOSR,50,0.002,0.02037468528039708,400,2400,8,"(0.8734294027918162, 0.968540662820932)",0.9998768025819185,0.005402496954661233,0.0016284853372847154,0.00180572713862175,0.0018623454919545423,1.0,4,0,0,65.76583790779114,,"(0, 0)",,"(2, 2)"
