Method,Duration,Sample Rate,Noise,Pts/Domain,# Domains,Seed,x0,test_r2,test_rmse,coef_l1,coef_l2,coef_linf,support_accuracy,support_tp,support_fp,support_fn,runtime,threshold,alpha,nu,group_sparsity
STLSQ,50,0.002,0.01,400,2400,5,"(0.22199317108973948, 0.8707323061773764)",0.9998394381286427,0.006872580654825583,0.0031844046869136207,0.003476962787934243,0.003960173897732311,0.8,4.0,1.0,0.0,5.382150888442993,8.832716109390496,0.001,,
SSR,50,0.002,0.01,400,2400,5,"(0.22199317108973948, 0.8707323061773764)",0.9998414362561157,0.006799093332399366,0.00020296105568213914,0.00022234444249134987,0.00028712199565124054,1.0,4,0,0,0.24323248863220215,,"(1e-05, 1e-05)",,
SR3,50,0.002,0.01,400,2400,5,"(0.22199317108973948, 0.8707323061773764)",0.8928519150752436,0.1812349026340102,2.1283849640460972,1.3011801295547945,1.0,0.16666666666666666,3.0,14.0,1.0,201.91731071472168,0.4528618321319533,,0.03333333333333333,
E-STLSQ,50,0.002,0.01,400,2400,5,"(0.22199317108973948, 0.8707323061773764)",0.9998391155902292,0.006884265374071103,0.003422803840726033,0.003748747200669975,0.004267817723213741,0.8,4.0,1.0,0.0,9.227851152420044,8.832716109390496,0.001,,
MIOSR,50,0.002,0.01,400,2400,5,"(0.22199317108973948, 0.8707323061773764)",0.9998413642106767,0.006804679919295746,0.00014404415839960278,0.0001670056696719668,0.00023197408453423662,1.0,4,0,0,63.81736779212952,,"(0, 0)",,"(2, 2)"
STLSQ,50,0.002,0.014273992181725854,400,2400,5,"(0.22199317108973948, 0.8707323061773764)",0.9998372373204594,0.006950618533343632,0.005079260909627842,0.005557811329003961,0.00632109462979411,0.8,4.0,1.0,0.0,5.227045297622681,8.832716109390496,0.001,,
SSR,50,0.002,0.014273992181725854,400,2400,5,"(0.22199317108973948, 0.8707323061773764)",0.9998413941913586,0.006799082911333532,0.00026007194463258413,0.0002941025879868415,0.00039403345538158163,1.0,4,0,0,0.24017333984375,,"(1e-05, 1e-05)",,
SR3,50,0.002,0.014273992181725854,400,2400,5,"(0.22199317108973948, 0.8707323061773764)",0.8724995434717184,0.19920356345984686,2.14947282208014,1.2857620311076263,1.0,0.16666666666666666,3.0,14.0,1.0,195.9416434764862,0.4528618321319533,,0.03333333333333333,
E-STLSQ,50,0.002,0.014273992181725854,400,2400,5,"(0.22199317108973948, 0.8707323061773764)",0.9998366733500015,0.0069708763511974305,0.005377394579619349,0.005900700170167254,0.0067230485148392916,0.8,4.0,1.0,0.0,9.100270986557007,8.832716109390496,0.001,,
MIOSR,50,0.002,0.014273992181725854,400,2400,5,"(0.22199317108973948, 0.8707323061773764)",0.9998413271073983,0.00680440309413909,0.0002006682246668146,0.00024237961977734173,0.0003389066681158681,1.0,4,0,0,62.9234778881073,,"(0, 0)",,"(2, 2)"
STLSQ,50,0.002,0.02037468528039708,400,2400,5,"(0.22199317108973948, 0.8707323061773764)",0.9998317369518883,0.007138354755999693,0.008312468864686338,0.009116850501025236,0.01035219761023205,0.8,4.0,1.0,0.0,5.2105042934417725,8.832716109390496,0.001,,
SSR,50,0.002,0.02037468528039708,400,2400,5,"(0.22199317108973948, 0.8707323061773764)",0.9998413099524234,0.006800105570844447,0.00035617139712831506,0.0004077572165245641,0.0005546855568558939,1.0,4,0,0,0.24460363388061523,,"(1e-05, 1e-05)",,
SR3,50,0.002,0.02037468528039708,400,2400,5,"(0.22199317108973948, 0.8707323061773764)",0.8634564613632666,0.20478432330875776,2.04803778924075,1.288975576214042,1.0,0.2,3.0,11.0,1.0,188.76736044883728,4.8760546168179015,,0.3333333333333333,
E-STLSQ,50,0.002,0.02037468528039708,400,2400,5,"(0.22199317108973948, 0.8707323061773764)",0.9998311213962581,0.007158978481456466,0.008492907033283304,0.009328223567326105,0.010609972661955337,0.8,4.0,1.0,0.0,9.126616716384888,8.832716109390496,0.001,,
MIOSR,50,0.002,0.02037468528039708,400,2400,5,"(0.22199317108973948, 0.8707323061773764)",0.9998412531379882,0.006804892114860991,0.0002763703776385646,0.0003556231498249425,0.0004995896439213609,1.0,4,0,0,62.94782066345215,,"(0, 0)",,"(2, 2)"
STLSQ,50,0.002,0.029082809839751277,400,2400,5,"(0.22199317108973948, 0.8707323061773764)",0.9998169232888351,0.007588086909436617,0.013946582736431332,0.01533205555968849,0.01737966598672438,0.8,4.0,1.0,0.0,5.23102879524231,8.832716109390496,0.001,,
