Method,Duration,Sample Rate,Noise,Pts/Domain,# Domains,Seed,x0,test_r2,test_rmse,coef_l1,coef_l2,coef_linf,support_accuracy,support_tp,support_fp,support_fn,runtime,threshold,alpha,nu,group_sparsity
STLSQ,50,0.002,0.01,400,2400,4,"(0.9670298390136767, 0.5472322491757223)",0.9999429306648935,0.0033980923589108335,0.0038155450004590456,0.0041642714299103,0.004472400401908949,0.8,4.0,1.0,0.0,5.49650239944458,8.832716109390496,0.001,,
SSR,50,0.002,0.01,400,2400,4,"(0.9670298390136767, 0.5472322491757223)",0.9999477549323892,0.003248612492546528,0.0001651102774901393,0.00016995276476511564,0.00021976685193010327,1.0,4,0,0,0.24834990501403809,,"(1e-05, 1e-05)",,
SR3,50,0.002,0.01,400,2400,4,"(0.9670298390136767, 0.5472322491757223)",0.36603687415592423,0.18072657589564364,2.2842470176634833,1.4663628526916757,1.177531890224342,0.17647058823529413,3.0,13.0,1.0,244.40797805786133,2.208179027347624,,0.03333333333333333,
E-STLSQ,50,0.002,0.01,400,2400,4,"(0.9670298390136767, 0.5472322491757223)",0.9999442473599943,0.0033646096273930275,0.0033551213335451307,0.0036689653039412907,0.003978968305918906,0.8,4.0,1.0,0.0,9.771459102630615,8.832716109390496,0.001,,
MIOSR,50,0.002,0.01,400,2400,4,"(0.9670298390136767, 0.5472322491757223)",0.9999476438250976,0.0032548686938535694,0.0001606447615663893,0.00019575205062354525,0.00027268539700511243,1.0,4,0,0,61.4624707698822,,"(0, 0)",,"(2, 2)"
STLSQ,50,0.002,0.014273992181725854,400,2400,4,"(0.9670298390136767, 0.5472322491757223)",0.9999397509892299,0.0034682863736848002,0.004826754757164711,0.005255090962864857,0.00564652362280329,0.8,4.0,1.0,0.0,5.207679510116577,8.832716109390496,0.001,,
SSR,50,0.002,0.014273992181725854,400,2400,4,"(0.9670298390136767, 0.5472322491757223)",0.9998581851615382,0.005264500965577157,0.007369409849999897,0.009766582358371315,0.013668495300502136,1.0,4,0,0,0.23860597610473633,,"(1e-05, 0.001)",,
SR3,50,0.002,0.014273992181725854,400,2400,4,"(0.9670298390136767, 0.5472322491757223)",0.340224317536508,0.18909466866038022,2.2845259552924735,1.4391917694576752,1.1596849294013434,0.17647058823529413,3.0,13.0,1.0,233.3573248386383,1.345900192632356,,3.3333333333333335,
E-STLSQ,50,0.002,0.014273992181725854,400,2400,4,"(0.9670298390136767, 0.5472322491757223)",0.9999420025767541,0.0034246713094598148,0.0037141277610110023,0.004027136616039338,0.004202559750104129,0.8,4.0,1.0,0.0,9.517632484436035,8.832716109390496,0.001,,
MIOSR,50,0.002,0.014273992181725854,400,2400,4,"(0.9670298390136767, 0.5472322491757223)",0.9999474892228981,0.003266560547703691,0.00021949296840787552,0.00027115511474865174,0.0003798599291116034,1.0,4,0,0,60.26369023323059,,"(0, 0)",,"(2, 2)"
STLSQ,50,0.002,0.02037468528039708,400,2400,4,"(0.9670298390136767, 0.5472322491757223)",0.9999364082025816,0.0035356129567760625,0.005615151457943166,0.006084072268994527,0.006542732648156057,0.8,4.0,1.0,0.0,5.16386342048645,9.752109233635803,0.001,,
SSR,50,0.002,0.02037468528039708,400,2400,4,"(0.9670298390136767, 0.5472322491757223)",0.9998574897614162,0.005277618277453017,0.007447894554870044,0.009775914903359847,0.013672460968929379,1.0,4,0,0,0.2341463565826416,,"(1e-05, 0.001)",,
SR3,50,0.002,0.02037468528039708,400,2400,4,"(0.9670298390136767, 0.5472322491757223)",0.3812089538419142,0.18107064406948298,2.107398322937162,1.3348433184074822,1.0,0.125,2.0,12.0,2.0,217.8786792755127,4.0,,0.3333333333333333,
E-STLSQ,50,0.002,0.02037468528039708,400,2400,4,"(0.9670298390136767, 0.5472322491757223)",0.9999348497126164,0.0035673948984910704,0.005723358334686947,0.006216935078872672,0.006534456100102881,0.8,4.0,1.0,0.0,9.438893556594849,9.752109233635803,0.001,,
MIOSR,50,0.002,0.02037468528039708,400,2400,4,"(0.9670298390136767, 0.5472322491757223)",0.999947216602877,0.0032846394719656647,0.000293257522273199,0.00037132636985206396,0.0005230661869719099,1.0,4,0,0,62.9418466091156,,"(0, 0)",,"(2, 2)"
STLSQ,50,0.002,0.029082809839751277,400,2400,4,"(0.9670298390136767, 0.5472322491757223)",0.3983605594695638,0.17100802005589083,2.249132030364342,1.482780966069867,1.1966532724718608,0.2857142857142857,4.0,10.0,0.0,5.207386016845703,1.4859942891369482,0.01,,
SSR,50,0.002,0.029082809839751277,400,2400,4,"(0.9670298390136767, 0.5472322491757223)",0.9998479690004167,0.0054576283246910535,0.00953203330693491,0.010318317806757535,0.013713715720291475,1.0,4,0,0,0.23636245727539062,,"(0.001, 0.001)",,
