Method,Duration,Sample Rate,Noise,Pts/Domain,# Domains,Seed,x0,test_r2,test_rmse,coef_l1,coef_l2,coef_linf,support_accuracy,support_tp,support_fp,support_fn,runtime,threshold,alpha,nu,group_sparsity
STLSQ,50,0.002,0.01,400,2400,50,"(0.49460164553802144, 0.22808310444933622)",0.9999859854789372,0.0011749334019957019,0.00028003755009906885,0.0003167857348591687,0.00043627025099119977,1.0,4.0,0.0,0.0,5.286397457122803,2.208179027347624,0.0,,
SSR,50,0.002,0.01,400,2400,50,"(0.49460164553802144, 0.22808310444933622)",0.9999859737836129,0.0011771040674475371,0.00037469673856385785,0.00044314978930944484,0.0006162237667878045,1.0,4,0,0,0.24161410331726074,,"(0.0, 1e-05)",,
SR3,50,0.002,0.01,400,2400,50,"(0.49460164553802144, 0.22808310444933622)",0.9999859854789372,0.0011749334019957019,0.00028003755009906885,0.0003167857348591687,0.00043627025099119977,1.0,4.0,0.0,0.0,113.4237961769104,6.5626828480611,,3.3333333333333335,
E-STLSQ,50,0.002,0.01,400,2400,50,"(0.49460164553802144, 0.22808310444933622)",0.9999859896513025,0.0011742733247700086,0.0002796688815930363,0.00032161390603598354,0.000445056001591837,1.0,4.0,0.0,0.0,9.727902173995972,4.0,0.0,,
MIOSR,50,0.002,0.01,400,2400,50,"(0.49460164553802144, 0.22808310444933622)",0.9999859854789372,0.0011749334019957019,0.00028003755009906885,0.0003167857348591687,0.00043627025099119977,1.0,4,0,0,64.22426223754883,,"(0, 0)",,"(2, 2)"
STLSQ,50,0.002,0.014273992181725854,400,2400,50,"(0.49460164553802144, 0.22808310444933622)",0.999985887301289,0.0011876214669559256,0.00040281422009919265,0.00045795989559846884,0.0006316738083995688,1.0,4.0,0.0,0.0,5.132739305496216,3.281341424030552,1e-05,,
SSR,50,0.002,0.014273992181725854,400,2400,50,"(0.49460164553802144, 0.22808310444933622)",0.9999858406258333,0.0011916783792979982,0.0004974447122773014,0.0005842362326252226,0.0008115717418808899,1.0,4,0,0,0.23271417617797852,,"(0.0, 1e-05)",,
SR3,50,0.002,0.014273992181725854,400,2400,50,"(0.49460164553802144, 0.22808310444933622)",0.999985887301289,0.0011876214669559256,0.00040281422009919265,0.00045795989559846884,0.0006316738083995688,1.0,4.0,0.0,0.0,163.01130151748657,4.8760546168179015,,3.3333333333333335,
E-STLSQ,50,0.002,0.014273992181725854,400,2400,50,"(0.49460164553802144, 0.22808310444933622)",0.9999858929057732,0.0011867100846777176,0.00040206757359259967,0.000464484988456844,0.0006435602885165537,1.0,4.0,0.0,0.0,9.374165773391724,4.0,1e-05,,
MIOSR,50,0.002,0.014273992181725854,400,2400,50,"(0.49460164553802144, 0.22808310444933622)",0.999985887301289,0.0011876214669559256,0.00040281422009919265,0.00045795989559846884,0.0006316738083995688,1.0,4,0,0,67.11283612251282,,"(0, 0)",,"(2, 2)"
STLSQ,50,0.002,0.02037468528039708,400,2400,50,"(0.49460164553802144, 0.22808310444933622)",0.9999856371765388,0.0012110686467335535,0.0005812700155174433,0.0006655418843688999,0.0009198866133882433,1.0,4.0,0.0,0.0,5.125485420227051,4.8760546168179015,1e-05,,
SSR,50,0.002,0.02037468528039708,400,2400,50,"(0.49460164553802144, 0.22808310444933622)",0.9999855811156321,0.0012137715565894527,0.0006394381060293272,0.000785662487236364,0.0010997021846730348,1.0,4,0,0,0.23506450653076172,,"(1e-05, 1e-05)",,
SR3,50,0.002,0.02037468528039708,400,2400,50,"(0.49460164553802144, 0.22808310444933622)",0.9999856371765388,0.0012110686467335535,0.0005812700155174433,0.0006655418843688999,0.0009198866133882433,1.0,4.0,0.0,0.0,107.36797094345093,5.943977156547793,,1.0,
E-STLSQ,50,0.002,0.02037468528039708,400,2400,50,"(0.49460164553802144, 0.22808310444933622)",0.9999856358606133,0.0012111746902291058,0.0005852638168707741,0.0006627783875107465,0.0009128725422097971,1.0,4.0,0.0,0.0,9.36917781829834,4.8760546168179015,1e-05,,
MIOSR,50,0.002,0.02037468528039708,400,2400,50,"(0.49460164553802144, 0.22808310444933622)",0.9999856371765388,0.0012110686467335535,0.0005812700155174433,0.0006655418843688999,0.0009198866133882433,1.0,4,0,0,64.56387972831726,,"(0, 0)",,"(2, 2)"
STLSQ,50,0.002,0.029082809839751277,400,2400,50,"(0.49460164553802144, 0.22808310444933622)",0.9999850371946539,0.0012535859495320894,0.0008425280132575418,0.0009743467743858521,0.0013502552912370903,1.0,4.0,0.0,0.0,5.153907060623169,5.383600770529422,1e-05,,
SSR,50,0.002,0.029082809839751277,400,2400,50,"(0.49460164553802144, 0.22808310444933622)",0.9999849108619463,0.0012590487607450282,0.0009006034425258009,0.0010943116565079794,0.001529947129252207,1.0,4,0,0,0.24040579795837402,,"(1e-05, 1e-05)",,
SR3,50,0.002,0.029082809839751277,400,2400,50,"(0.49460164553802144, 0.22808310444933622)",0.9999850371946539,0.0012535859495320894,0.0008425280132575418,0.0009743467743858521,0.0013502552912370903,1.0,4.0,0.0,0.0,104.71101212501526,8.832716109390496,,1.0,
E-STLSQ,50,0.002,0.029082809839751277,400,2400,50,"(0.49460164553802144, 0.22808310444933622)",0.9999850894533834,0.0012500284304639883,0.000825838846198434,0.0009610512131868004,0.0013337292971787207,1.0,4.0,0.0,0.0,9.390128135681152,5.943977156547793,1e-05,,
MIOSR,50,0.002,0.029082809839751277,400,2400,50,"(0.49460164553802144, 0.22808310444933622)",0.9999850371946539,0.0012535859495320894,0.0008425280132575418,0.0009743467743858521,0.0013502552912370903,1.0,4,0,0,65.10646843910217,,"(0, 0)",,"(2, 2)"
STLSQ,50,0.002,0.04151278002752295,400,2400,50,"(0.49460164553802144, 0.22808310444933622)",0.9999836278624354,0.0013302514968117907,0.001228761187075764,0.0014409877028516646,0.0020033500418819017,1.0,4.0,0.0,0.0,5.071733713150024,6.5626828480611,1e-05,,
SSR,50,0.002,0.04151278002752295,400,2400,50,"(0.49460164553802144, 0.22808310444933622)",0.9999606533021101,0.0021810416316074962,0.004546102459033829,0.005291525869252282,0.007214074920636015,1.0,4,0,0,0.2324063777923584,,"(0.001, 1e-05)",,
SR3,50,0.002,0.04151278002752295,400,2400,50,"(0.49460164553802144, 0.22808310444933622)",0.9999836278624354,0.0013302514968117907,0.001228761187075764,0.0014409877028516646,0.0020033500418819017,1.0,4.0,0.0,0.0,65.25282120704651,10.767201541058844,,1.0,
E-STLSQ,50,0.002,0.04151278002752295,400,2400,50,"(0.49460164553802144, 0.22808310444933622)",0.9999836242547404,0.0013309067336028223,0.0011724216888578025,0.0013987986299494712,0.0019522515878293233,1.0,4.0,0.0,0.0,9.095240831375122,7.245789314111251,1e-05,,
