Method,Duration,Sample Rate,Noise,Pts/Domain,# Domains,Seed,x0,test_r2,test_rmse,coef_l1,coef_l2,coef_linf,support_accuracy,support_tp,support_fp,support_fn,runtime,threshold,alpha,nu,group_sparsity
STLSQ,50,0.002,0.01,400,2400,17,"(0.2946650026871097, 0.5305867556052941)",0.9998063049489103,0.008412198807095615,0.000309892231258913,0.0003177888082204465,0.0003693928345599673,1.0,4.0,0.0,0.0,5.24808669090271,4.416358054695248,1e-05,,
SSR,50,0.002,0.01,400,2400,17,"(0.2946650026871097, 0.5305867556052941)",0.9998064115289459,0.00840614868293564,0.0002313735840672713,0.00023564215186341493,0.0003082017606470089,1.0,4,0,0,0.2366492748260498,,"(1e-05, 1e-05)",,
SR3,50,0.002,0.01,400,2400,17,"(0.2946650026871097, 0.5305867556052941)",0.8138709606907277,0.2747704031591621,1.3804963922564966,1.345560426119453,1.7521102916483673,0.4444444444444444,4.0,5.0,0.0,204.37999033927917,4.416358054695248,,1.0,
E-STLSQ,50,0.002,0.01,400,2400,17,"(0.2946650026871097, 0.5305867556052941)",0.9998063245697064,0.008410945519764861,0.0003006858003486362,0.0003101598819745726,0.00037425132303390283,1.0,4.0,0.0,0.0,9.573891401290894,6.5626828480611,1e-05,,
MIOSR,50,0.002,0.01,400,2400,17,"(0.2946650026871097, 0.5305867556052941)",0.9998063049489103,0.008412198807095615,0.000309892231258913,0.0003177888082204465,0.0003693928345599673,1.0,4,0,0,59.83689594268799,,"(0, 0)",,"(2, 2)"
STLSQ,50,0.002,0.014273992181725854,400,2400,17,"(0.2946650026871097, 0.5305867556052941)",0.9998060446503292,0.008434251133329978,0.0004365182384134163,0.00044650240835398413,0.0005212542004915833,1.0,4.0,0.0,0.0,5.104488849639893,4.0,0.0,,
SSR,50,0.002,0.014273992181725854,400,2400,17,"(0.2946650026871097, 0.5305867556052941)",0.9998061710774488,0.00842772232153165,0.00035800702748763855,0.0003606204215595999,0.0004600685604504662,1.0,4,0,0,0.22903776168823242,,"(1e-05, 1e-05)",,
SR3,50,0.002,0.014273992181725854,400,2400,17,"(0.2946650026871097, 0.5305867556052941)",0.789987705553848,0.29010808620182216,1.3235512021842386,1.3005589974260063,1.6848123256068697,0.4444444444444444,4.0,5.0,0.0,179.6654965877533,5.943977156547793,,0.3333333333333333,
E-STLSQ,50,0.002,0.014273992181725854,400,2400,17,"(0.2946650026871097, 0.5305867556052941)",0.9998061334088282,0.008428485609473334,0.00038330962105836974,0.0003787308335975774,0.00043464285320489183,1.0,4.0,0.0,0.0,9.561913967132568,4.0,0.0,,
MIOSR,50,0.002,0.014273992181725854,400,2400,17,"(0.2946650026871097, 0.5305867556052941)",0.9998060446503292,0.008434251133329978,0.0004365182384134163,0.00044650240835398413,0.0005212542004915833,1.0,4,0,0,61.864120960235596,,"(0, 0)",,"(2, 2)"
STLSQ,50,0.002,0.02037468528039708,400,2400,17,"(0.2946650026871097, 0.5305867556052941)",0.9998054354191371,0.008471052707782707,0.0006112279323322493,0.0006229511694331428,0.0007317841841480543,1.0,4.0,0.0,0.0,5.070376634597778,5.383600770529422,0.0,,
SSR,50,0.002,0.02037468528039708,400,2400,17,"(0.2946650026871097, 0.5305867556052941)",0.9998055881847094,0.008463979809813924,0.0005327286551307846,0.000535491568782138,0.0006706069902818968,1.0,4,0,0,0.22856998443603516,,"(1e-05, 1e-05)",,
SR3,50,0.002,0.02037468528039708,400,2400,17,"(0.2946650026871097, 0.5305867556052941)",0.717040018363335,0.33746053279866867,1.2153558492816807,1.2193901237040101,1.553522874225783,0.4444444444444444,4.0,5.0,0.0,188.9785294532776,5.943977156547793,,0.3333333333333333,
E-STLSQ,50,0.002,0.02037468528039708,400,2400,17,"(0.2946650026871097, 0.5305867556052941)",0.9998055006898292,0.00846807352657495,0.000592047056309736,0.0006068519354541846,0.0007384046488365214,1.0,4.0,0.0,0.0,9.64833927154541,6.5626828480611,0.0,,
MIOSR,50,0.002,0.02037468528039708,400,2400,17,"(0.2946650026871097, 0.5305867556052941)",0.9998054354191371,0.008471052707782707,0.0006112279323322493,0.0006229511694331428,0.0007317841841480543,1.0,4,0,0,62.6235466003418,,"(0, 0)",,"(2, 2)"
STLSQ,50,0.002,0.029082809839751277,400,2400,17,"(0.2946650026871097, 0.5305867556052941)",0.999804099271444,0.008532120013814487,0.0008483139641084492,0.0008601915862669673,0.0010195949435980011,1.0,4.0,0.0,0.0,5.085574388504028,10.767201541058844,0.0,,
SSR,50,0.002,0.029082809839751277,400,2400,17,"(0.2946650026871097, 0.5305867556052941)",0.9998042855780431,0.008524483873250863,0.0007698344044780049,0.0007727303648664089,0.0009584312088025016,1.0,4,0,0,0.23214983940124512,,"(1e-05, 1e-05)",,
SR3,50,0.002,0.029082809839751277,400,2400,17,"(0.2946650026871097, 0.5305867556052941)",0.999804099271444,0.008532120013814487,0.0008483139641084492,0.0008601915862669673,0.0010195949435980011,1.0,4.0,0.0,0.0,159.2961175441742,8.0,,3.3333333333333335,
E-STLSQ,50,0.002,0.029082809839751277,400,2400,17,"(0.2946650026871097, 0.5305867556052941)",0.9998042277751145,0.00852611485365096,0.000799914527821321,0.0007945691281715021,0.0009237352260411669,1.0,4.0,0.0,0.0,9.282185554504395,16.0,0.0,,
