Method,Duration,Sample Rate,Noise,Seed,Dim,x0,runtime
Preprocessing,0.5,0.002,0.002,9,20,"(-4.896258461143001, 0.01874592148738774, 24.873198794024383)",0.004660844802856445
E-STLSQ,0.5,0.002,0.002,9,20,"(-4.896258461143001, 0.01874592148738774, 24.873198794024383)",0.35743165016174316
STLSQ,0.5,0.002,0.002,9,20,"(-4.896258461143001, 0.01874592148738774, 24.873198794024383)",0.007004976272583008
SSR,0.5,0.002,0.002,9,20,"(-4.896258461143001, 0.01874592148738774, 24.873198794024383)",0.03647732734680176
SR3,0.5,0.002,0.002,9,20,"(-4.896258461143001, 0.01874592148738774, 24.873198794024383)",0.0023980140686035156
MIOSR,0.5,0.002,0.002,9,20,"(-4.896258461143001, 0.01874592148738774, 24.873198794024383)",2.5507326126098633
MIOSR-Opt,0.5,0.002,0.002,9,20,"(-4.896258461143001, 0.01874592148738774, 24.873198794024383)",2.5059797763824463
MIOSR-Build,0.5,0.002,0.002,9,20,"(-4.896258461143001, 0.01874592148738774, 24.873198794024383)",0.042069435119628906
Preprocessing,0.8277532798848107,0.002,0.002,9,20,"(-4.896258461143001, 0.01874592148738774, 24.873198794024383)",0.003175020217895508
E-STLSQ,0.8277532798848107,0.002,0.002,9,20,"(-4.896258461143001, 0.01874592148738774, 24.873198794024383)",0.6588232517242432
STLSQ,0.8277532798848107,0.002,0.002,9,20,"(-4.896258461143001, 0.01874592148738774, 24.873198794024383)",0.012961149215698242
SSR,0.8277532798848107,0.002,0.002,9,20,"(-4.896258461143001, 0.01874592148738774, 24.873198794024383)",0.038820743560791016
SR3,0.8277532798848107,0.002,0.002,9,20,"(-4.896258461143001, 0.01874592148738774, 24.873198794024383)",2.0630910396575928
MIOSR,0.8277532798848107,0.002,0.002,9,20,"(-4.896258461143001, 0.01874592148738774, 24.873198794024383)",1.6414449214935303
MIOSR-Opt,0.8277532798848107,0.002,0.002,9,20,"(-4.896258461143001, 0.01874592148738774, 24.873198794024383)",1.6064887046813965
MIOSR-Build,0.8277532798848107,0.002,0.002,9,20,"(-4.896258461143001, 0.01874592148738774, 24.873198794024383)",0.030441761016845703
