Method,Duration,Sample Rate,Noise,Seed,Dim,x0,runtime
Preprocessing,0.5,0.002,0.002,7,20,"(-4.236917106260428, 2.7991879224011464, 23.152276943226806)",0.004633426666259766
E-STLSQ,0.5,0.002,0.002,7,20,"(-4.236917106260428, 2.7991879224011464, 23.152276943226806)",0.3345949649810791
STLSQ,0.5,0.002,0.002,7,20,"(-4.236917106260428, 2.7991879224011464, 23.152276943226806)",0.00733494758605957
SSR,0.5,0.002,0.002,7,20,"(-4.236917106260428, 2.7991879224011464, 23.152276943226806)",0.03674507141113281
SR3,0.5,0.002,0.002,7,20,"(-4.236917106260428, 2.7991879224011464, 23.152276943226806)",0.002754688262939453
MIOSR,0.5,0.002,0.002,7,20,"(-4.236917106260428, 2.7991879224011464, 23.152276943226806)",2.2475030422210693
MIOSR-Opt,0.5,0.002,0.002,7,20,"(-4.236917106260428, 2.7991879224011464, 23.152276943226806)",2.204188823699951
MIOSR-Build,0.5,0.002,0.002,7,20,"(-4.236917106260428, 2.7991879224011464, 23.152276943226806)",0.04056072235107422
Preprocessing,0.8277532798848107,0.002,0.002,7,20,"(-4.236917106260428, 2.7991879224011464, 23.152276943226806)",0.0029053688049316406
E-STLSQ,0.8277532798848107,0.002,0.002,7,20,"(-4.236917106260428, 2.7991879224011464, 23.152276943226806)",0.6209168434143066
STLSQ,0.8277532798848107,0.002,0.002,7,20,"(-4.236917106260428, 2.7991879224011464, 23.152276943226806)",0.01326751708984375
SSR,0.8277532798848107,0.002,0.002,7,20,"(-4.236917106260428, 2.7991879224011464, 23.152276943226806)",0.03624558448791504
SR3,0.8277532798848107,0.002,0.002,7,20,"(-4.236917106260428, 2.7991879224011464, 23.152276943226806)",1.9901385307312012
MIOSR,0.8277532798848107,0.002,0.002,7,20,"(-4.236917106260428, 2.7991879224011464, 23.152276943226806)",1.924182653427124
MIOSR-Opt,0.8277532798848107,0.002,0.002,7,20,"(-4.236917106260428, 2.7991879224011464, 23.152276943226806)",1.8921568393707275
MIOSR-Build,0.8277532798848107,0.002,0.002,7,20,"(-4.236917106260428, 2.7991879224011464, 23.152276943226806)",0.027944326400756836
Preprocessing,1.3703509847201238,0.002,0.002,7,20,"(-4.236917106260428, 2.7991879224011464, 23.152276943226806)",0.003596782684326172
E-STLSQ,1.3703509847201238,0.002,0.002,7,20,"(-4.236917106260428, 2.7991879224011464, 23.152276943226806)",0.4919764995574951
STLSQ,1.3703509847201238,0.002,0.002,7,20,"(-4.236917106260428, 2.7991879224011464, 23.152276943226806)",0.0101776123046875
SSR,1.3703509847201238,0.002,0.002,7,20,"(-4.236917106260428, 2.7991879224011464, 23.152276943226806)",0.0381007194519043
SR3,1.3703509847201238,0.002,0.002,7,20,"(-4.236917106260428, 2.7991879224011464, 23.152276943226806)",0.1024315357208252
MIOSR,1.3703509847201238,0.002,0.002,7,20,"(-4.236917106260428, 2.7991879224011464, 23.152276943226806)",1.3008651733398438
MIOSR-Opt,1.3703509847201238,0.002,0.002,7,20,"(-4.236917106260428, 2.7991879224011464, 23.152276943226806)",1.2708227634429932
MIOSR-Build,1.3703509847201238,0.002,0.002,7,20,"(-4.236917106260428, 2.7991879224011464, 23.152276943226806)",0.026990890502929688
Preprocessing,2.268625044390925,0.002,0.002,7,20,"(-4.236917106260428, 2.7991879224011464, 23.152276943226806)",0.0037648677825927734
E-STLSQ,2.268625044390925,0.002,0.002,7,20,"(-4.236917106260428, 2.7991879224011464, 23.152276943226806)",0.49361491203308105
STLSQ,2.268625044390925,0.002,0.002,7,20,"(-4.236917106260428, 2.7991879224011464, 23.152276943226806)",0.009527444839477539
SSR,2.268625044390925,0.002,0.002,7,20,"(-4.236917106260428, 2.7991879224011464, 23.152276943226806)",0.040715694427490234
SR3,2.268625044390925,0.002,0.002,7,20,"(-4.236917106260428, 2.7991879224011464, 23.152276943226806)",0.0833432674407959
MIOSR,2.268625044390925,0.002,0.002,7,20,"(-4.236917106260428, 2.7991879224011464, 23.152276943226806)",1.108630657196045
MIOSR-Opt,2.268625044390925,0.002,0.002,7,20,"(-4.236917106260428, 2.7991879224011464, 23.152276943226806)",1.0783333778381348
MIOSR-Build,2.268625044390925,0.002,0.002,7,20,"(-4.236917106260428, 2.7991879224011464, 23.152276943226806)",0.026831388473510742
Preprocessing,3.7557236426468257,0.002,0.002,7,20,"(-4.236917106260428, 2.7991879224011464, 23.152276943226806)",0.004252910614013672
E-STLSQ,3.7557236426468257,0.002,0.002,7,20,"(-4.236917106260428, 2.7991879224011464, 23.152276943226806)",0.5888814926147461
STLSQ,3.7557236426468257,0.002,0.002,7,20,"(-4.236917106260428, 2.7991879224011464, 23.152276943226806)",0.009926557540893555
SSR,3.7557236426468257,0.002,0.002,7,20,"(-4.236917106260428, 2.7991879224011464, 23.152276943226806)",0.047104597091674805
SR3,3.7557236426468257,0.002,0.002,7,20,"(-4.236917106260428, 2.7991879224011464, 23.152276943226806)",0.02591419219970703
MIOSR,3.7557236426468257,0.002,0.002,7,20,"(-4.236917106260428, 2.7991879224011464, 23.152276943226806)",1.044992208480835
MIOSR-Opt,3.7557236426468257,0.002,0.002,7,20,"(-4.236917106260428, 2.7991879224011464, 23.152276943226806)",1.0132803916931152
MIOSR-Build,3.7557236426468257,0.002,0.002,7,20,"(-4.236917106260428, 2.7991879224011464, 23.152276943226806)",0.027685880661010742
Preprocessing,6.217625127083679,0.002,0.002,7,20,"(-4.236917106260428, 2.7991879224011464, 23.152276943226806)",0.005791187286376953
E-STLSQ,6.217625127083679,0.002,0.002,7,20,"(-4.236917106260428, 2.7991879224011464, 23.152276943226806)",0.6505346298217773
STLSQ,6.217625127083679,0.002,0.002,7,20,"(-4.236917106260428, 2.7991879224011464, 23.152276943226806)",0.011459827423095703
SSR,6.217625127083679,0.002,0.002,7,20,"(-4.236917106260428, 2.7991879224011464, 23.152276943226806)",0.05797457695007324
SR3,6.217625127083679,0.002,0.002,7,20,"(-4.236917106260428, 2.7991879224011464, 23.152276943226806)",0.015341043472290039
MIOSR,6.217625127083679,0.002,0.002,7,20,"(-4.236917106260428, 2.7991879224011464, 23.152276943226806)",0.6925137042999268
MIOSR-Opt,6.217625127083679,0.002,0.002,7,20,"(-4.236917106260428, 2.7991879224011464, 23.152276943226806)",0.6591148376464844
MIOSR-Build,6.217625127083679,0.002,0.002,7,20,"(-4.236917106260428, 2.7991879224011464, 23.152276943226806)",0.028116226196289062
Preprocessing,10.293319184075452,0.002,0.002,7,20,"(-4.236917106260428, 2.7991879224011464, 23.152276943226806)",0.007892847061157227
E-STLSQ,10.293319184075452,0.002,0.002,7,20,"(-4.236917106260428, 2.7991879224011464, 23.152276943226806)",0.8901815414428711
STLSQ,10.293319184075452,0.002,0.002,7,20,"(-4.236917106260428, 2.7991879224011464, 23.152276943226806)",0.017240285873413086
SSR,10.293319184075452,0.002,0.002,7,20,"(-4.236917106260428, 2.7991879224011464, 23.152276943226806)",0.0785379409790039
SR3,10.293319184075452,0.002,0.002,7,20,"(-4.236917106260428, 2.7991879224011464, 23.152276943226806)",0.02083444595336914
MIOSR,10.293319184075452,0.002,0.002,7,20,"(-4.236917106260428, 2.7991879224011464, 23.152276943226806)",0.6611545085906982
MIOSR-Opt,10.293319184075452,0.002,0.002,7,20,"(-4.236917106260428, 2.7991879224011464, 23.152276943226806)",0.6241781711578369
MIOSR-Build,10.293319184075452,0.002,0.002,7,20,"(-4.236917106260428, 2.7991879224011464, 23.152276943226806)",0.029591083526611328
Preprocessing,17.040657431039403,0.002,0.002,7,20,"(-4.236917106260428, 2.7991879224011464, 23.152276943226806)",0.011412620544433594
E-STLSQ,17.040657431039403,0.002,0.002,7,20,"(-4.236917106260428, 2.7991879224011464, 23.152276943226806)",1.3946480751037598
STLSQ,17.040657431039403,0.002,0.002,7,20,"(-4.236917106260428, 2.7991879224011464, 23.152276943226806)",0.024103879928588867
SSR,17.040657431039403,0.002,0.002,7,20,"(-4.236917106260428, 2.7991879224011464, 23.152276943226806)",0.11292743682861328
SR3,17.040657431039403,0.002,0.002,7,20,"(-4.236917106260428, 2.7991879224011464, 23.152276943226806)",0.020914793014526367
MIOSR,17.040657431039403,0.002,0.002,7,20,"(-4.236917106260428, 2.7991879224011464, 23.152276943226806)",0.47048473358154297
MIOSR-Opt,17.040657431039403,0.002,0.002,7,20,"(-4.236917106260428, 2.7991879224011464, 23.152276943226806)",0.4298288822174072
MIOSR-Build,17.040657431039403,0.002,0.002,7,20,"(-4.236917106260428, 2.7991879224011464, 23.152276943226806)",0.030122756958007812
Preprocessing,28.210920159872682,0.002,0.002,7,20,"(-4.236917106260428, 2.7991879224011464, 23.152276943226806)",0.01684737205505371
E-STLSQ,28.210920159872682,0.002,0.002,7,20,"(-4.236917106260428, 2.7991879224011464, 23.152276943226806)",1.9177143573760986
STLSQ,28.210920159872682,0.002,0.002,7,20,"(-4.236917106260428, 2.7991879224011464, 23.152276943226806)",0.0317378044128418
SSR,28.210920159872682,0.002,0.002,7,20,"(-4.236917106260428, 2.7991879224011464, 23.152276943226806)",0.1604013442993164
SR3,28.210920159872682,0.002,0.002,7,20,"(-4.236917106260428, 2.7991879224011464, 23.152276943226806)",0.02499079704284668
MIOSR,28.210920159872682,0.002,0.002,7,20,"(-4.236917106260428, 2.7991879224011464, 23.152276943226806)",0.47974061965942383
MIOSR-Opt,28.210920159872682,0.002,0.002,7,20,"(-4.236917106260428, 2.7991879224011464, 23.152276943226806)",0.4334697723388672
MIOSR-Build,28.210920159872682,0.002,0.002,7,20,"(-4.236917106260428, 2.7991879224011464, 23.152276943226806)",0.030777692794799805
Preprocessing,46.70336338180629,0.002,0.002,7,20,"(-4.236917106260428, 2.7991879224011464, 23.152276943226806)",0.025716781616210938
E-STLSQ,46.70336338180629,0.002,0.002,7,20,"(-4.236917106260428, 2.7991879224011464, 23.152276943226806)",3.0926296710968018
STLSQ,46.70336338180629,0.002,0.002,7,20,"(-4.236917106260428, 2.7991879224011464, 23.152276943226806)",0.0541231632232666
SSR,46.70336338180629,0.002,0.002,7,20,"(-4.236917106260428, 2.7991879224011464, 23.152276943226806)",0.25209999084472656
SR3,46.70336338180629,0.002,0.002,7,20,"(-4.236917106260428, 2.7991879224011464, 23.152276943226806)",0.03685426712036133
MIOSR,46.70336338180629,0.002,0.002,7,20,"(-4.236917106260428, 2.7991879224011464, 23.152276943226806)",0.7142553329467773
MIOSR-Opt,46.70336338180629,0.002,0.002,7,20,"(-4.236917106260428, 2.7991879224011464, 23.152276943226806)",0.6557464599609375
MIOSR-Build,46.70336338180629,0.002,0.002,7,20,"(-4.236917106260428, 2.7991879224011464, 23.152276943226806)",0.03369951248168945
Preprocessing,77.31772444188466,0.002,0.002,7,20,"(-4.236917106260428, 2.7991879224011464, 23.152276943226806)",0.047145843505859375
