Method,Duration,Sample Rate,Noise,Seed,Dim,x0,runtime
Preprocessing,0.5,0.002,0.002,31,20,"(-2.139461783394844, 4.58105566519, 33.10938796656634)",0.0043430328369140625
E-STLSQ,0.5,0.002,0.002,31,20,"(-2.139461783394844, 4.58105566519, 33.10938796656634)",0.3596005439758301
STLSQ,0.5,0.002,0.002,31,20,"(-2.139461783394844, 4.58105566519, 33.10938796656634)",0.008782625198364258
SSR,0.5,0.002,0.002,31,20,"(-2.139461783394844, 4.58105566519, 33.10938796656634)",0.0363919734954834
SR3,0.5,0.002,0.002,31,20,"(-2.139461783394844, 4.58105566519, 33.10938796656634)",1.9488608837127686
MIOSR,0.5,0.002,0.002,31,20,"(-2.139461783394844, 4.58105566519, 33.10938796656634)",2.4604570865631104
MIOSR-Opt,0.5,0.002,0.002,31,20,"(-2.139461783394844, 4.58105566519, 33.10938796656634)",2.4137587547302246
MIOSR-Build,0.5,0.002,0.002,31,20,"(-2.139461783394844, 4.58105566519, 33.10938796656634)",0.04298210144042969
Preprocessing,0.8277532798848107,0.002,0.002,31,20,"(-2.139461783394844, 4.58105566519, 33.10938796656634)",0.0032074451446533203
E-STLSQ,0.8277532798848107,0.002,0.002,31,20,"(-2.139461783394844, 4.58105566519, 33.10938796656634)",0.5276138782501221
STLSQ,0.8277532798848107,0.002,0.002,31,20,"(-2.139461783394844, 4.58105566519, 33.10938796656634)",0.01684737205505371
SSR,0.8277532798848107,0.002,0.002,31,20,"(-2.139461783394844, 4.58105566519, 33.10938796656634)",0.037009477615356445
SR3,0.8277532798848107,0.002,0.002,31,20,"(-2.139461783394844, 4.58105566519, 33.10938796656634)",2.0223488807678223
MIOSR,0.8277532798848107,0.002,0.002,31,20,"(-2.139461783394844, 4.58105566519, 33.10938796656634)",2.0357396602630615
MIOSR-Opt,0.8277532798848107,0.002,0.002,31,20,"(-2.139461783394844, 4.58105566519, 33.10938796656634)",2.0052547454833984
MIOSR-Build,0.8277532798848107,0.002,0.002,31,20,"(-2.139461783394844, 4.58105566519, 33.10938796656634)",0.027550697326660156
Preprocessing,1.3703509847201238,0.002,0.002,31,20,"(-2.139461783394844, 4.58105566519, 33.10938796656634)",0.0033676624298095703
E-STLSQ,1.3703509847201238,0.002,0.002,31,20,"(-2.139461783394844, 4.58105566519, 33.10938796656634)",0.6697671413421631
STLSQ,1.3703509847201238,0.002,0.002,31,20,"(-2.139461783394844, 4.58105566519, 33.10938796656634)",0.012568473815917969
SSR,1.3703509847201238,0.002,0.002,31,20,"(-2.139461783394844, 4.58105566519, 33.10938796656634)",0.03987884521484375
SR3,1.3703509847201238,0.002,0.002,31,20,"(-2.139461783394844, 4.58105566519, 33.10938796656634)",2.1665382385253906
MIOSR,1.3703509847201238,0.002,0.002,31,20,"(-2.139461783394844, 4.58105566519, 33.10938796656634)",1.166748285293579
MIOSR-Opt,1.3703509847201238,0.002,0.002,31,20,"(-2.139461783394844, 4.58105566519, 33.10938796656634)",1.1344883441925049
MIOSR-Build,1.3703509847201238,0.002,0.002,31,20,"(-2.139461783394844, 4.58105566519, 33.10938796656634)",0.028368711471557617
Preprocessing,2.268625044390925,0.002,0.002,31,20,"(-2.139461783394844, 4.58105566519, 33.10938796656634)",0.003996372222900391
E-STLSQ,2.268625044390925,0.002,0.002,31,20,"(-2.139461783394844, 4.58105566519, 33.10938796656634)",0.6467399597167969
STLSQ,2.268625044390925,0.002,0.002,31,20,"(-2.139461783394844, 4.58105566519, 33.10938796656634)",0.012151241302490234
SSR,2.268625044390925,0.002,0.002,31,20,"(-2.139461783394844, 4.58105566519, 33.10938796656634)",0.044516801834106445
SR3,2.268625044390925,0.002,0.002,31,20,"(-2.139461783394844, 4.58105566519, 33.10938796656634)",2.388420581817627
MIOSR,2.268625044390925,0.002,0.002,31,20,"(-2.139461783394844, 4.58105566519, 33.10938796656634)",1.279236078262329
MIOSR-Opt,2.268625044390925,0.002,0.002,31,20,"(-2.139461783394844, 4.58105566519, 33.10938796656634)",1.247612714767456
MIOSR-Build,2.268625044390925,0.002,0.002,31,20,"(-2.139461783394844, 4.58105566519, 33.10938796656634)",0.028102636337280273
Preprocessing,3.7557236426468257,0.002,0.002,31,20,"(-2.139461783394844, 4.58105566519, 33.10938796656634)",0.004624843597412109
E-STLSQ,3.7557236426468257,0.002,0.002,31,20,"(-2.139461783394844, 4.58105566519, 33.10938796656634)",0.6362528800964355
STLSQ,3.7557236426468257,0.002,0.002,31,20,"(-2.139461783394844, 4.58105566519, 33.10938796656634)",0.013807058334350586
SSR,3.7557236426468257,0.002,0.002,31,20,"(-2.139461783394844, 4.58105566519, 33.10938796656634)",0.05129885673522949
SR3,3.7557236426468257,0.002,0.002,31,20,"(-2.139461783394844, 4.58105566519, 33.10938796656634)",0.027699708938598633
MIOSR,3.7557236426468257,0.002,0.002,31,20,"(-2.139461783394844, 4.58105566519, 33.10938796656634)",1.1277155876159668
MIOSR-Opt,3.7557236426468257,0.002,0.002,31,20,"(-2.139461783394844, 4.58105566519, 33.10938796656634)",1.0940077304840088
MIOSR-Build,3.7557236426468257,0.002,0.002,31,20,"(-2.139461783394844, 4.58105566519, 33.10938796656634)",0.02939462661743164
Preprocessing,6.217625127083679,0.002,0.002,31,20,"(-2.139461783394844, 4.58105566519, 33.10938796656634)",0.006000995635986328
E-STLSQ,6.217625127083679,0.002,0.002,31,20,"(-2.139461783394844, 4.58105566519, 33.10938796656634)",0.7369053363800049
STLSQ,6.217625127083679,0.002,0.002,31,20,"(-2.139461783394844, 4.58105566519, 33.10938796656634)",0.011598348617553711
SSR,6.217625127083679,0.002,0.002,31,20,"(-2.139461783394844, 4.58105566519, 33.10938796656634)",0.05869793891906738
SR3,6.217625127083679,0.002,0.002,31,20,"(-2.139461783394844, 4.58105566519, 33.10938796656634)",0.03384232521057129
MIOSR,6.217625127083679,0.002,0.002,31,20,"(-2.139461783394844, 4.58105566519, 33.10938796656634)",1.1089248657226562
MIOSR-Opt,6.217625127083679,0.002,0.002,31,20,"(-2.139461783394844, 4.58105566519, 33.10938796656634)",1.0748388767242432
MIOSR-Build,6.217625127083679,0.002,0.002,31,20,"(-2.139461783394844, 4.58105566519, 33.10938796656634)",0.028865337371826172
Preprocessing,10.293319184075452,0.002,0.002,31,20,"(-2.139461783394844, 4.58105566519, 33.10938796656634)",0.007786750793457031
E-STLSQ,10.293319184075452,0.002,0.002,31,20,"(-2.139461783394844, 4.58105566519, 33.10938796656634)",0.9358115196228027
STLSQ,10.293319184075452,0.002,0.002,31,20,"(-2.139461783394844, 4.58105566519, 33.10938796656634)",0.01613450050354004
SSR,10.293319184075452,0.002,0.002,31,20,"(-2.139461783394844, 4.58105566519, 33.10938796656634)",0.07812166213989258
SR3,10.293319184075452,0.002,0.002,31,20,"(-2.139461783394844, 4.58105566519, 33.10938796656634)",0.010185718536376953
MIOSR,10.293319184075452,0.002,0.002,31,20,"(-2.139461783394844, 4.58105566519, 33.10938796656634)",0.6406912803649902
MIOSR-Opt,10.293319184075452,0.002,0.002,31,20,"(-2.139461783394844, 4.58105566519, 33.10938796656634)",0.6033005714416504
MIOSR-Build,10.293319184075452,0.002,0.002,31,20,"(-2.139461783394844, 4.58105566519, 33.10938796656634)",0.030345916748046875
Preprocessing,17.040657431039403,0.002,0.002,31,20,"(-2.139461783394844, 4.58105566519, 33.10938796656634)",0.01173543930053711
E-STLSQ,17.040657431039403,0.002,0.002,31,20,"(-2.139461783394844, 4.58105566519, 33.10938796656634)",1.3460123538970947
