Method,Duration,Sample Rate,Noise,Seed,Dim,x0,runtime
Preprocessing,0.5,0.002,0.002,2,462,"(0.4906909168641515, 0.2216202726189387, -0.49003840124111514, -0.04694724589120862, 0.35494044642736455, -1.7132961310276595)",0.003812074661254883
STLSQ,0.5,0.002,0.002,2,462,"(0.4906909168641515, 0.2216202726189387, -0.49003840124111514, -0.04694724589120862, 0.35494044642736455, -1.7132961310276595)",0.16573429107666016
SSR,0.5,0.002,0.002,2,462,"(0.4906909168641515, 0.2216202726189387, -0.49003840124111514, -0.04694724589120862, 0.35494044642736455, -1.7132961310276595)",8.385090112686157
SR3,0.5,0.002,0.002,2,462,"(0.4906909168641515, 0.2216202726189387, -0.49003840124111514, -0.04694724589120862, 0.35494044642736455, -1.7132961310276595)",1.8639740943908691
MIOSOS,0.5,0.002,0.002,2,462,"(0.4906909168641515, 0.2216202726189387, -0.49003840124111514, -0.04694724589120862, 0.35494044642736455, -1.7132961310276595)",180.52141880989075
MIOSOS-Opt,0.5,0.002,0.002,2,462,"(0.4906909168641515, 0.2216202726189387, -0.49003840124111514, -0.04694724589120862, 0.35494044642736455, -1.7132961310276595)",180.09349036216736
MIOSOS-Build,0.5,0.002,0.002,2,462,"(0.4906909168641515, 0.2216202726189387, -0.49003840124111514, -0.04694724589120862, 0.35494044642736455, -1.7132961310276595)",0.33025598526000977
Warm-MIOSOS,0.5,0.002,0.002,2,462,"(0.4906909168641515, 0.2216202726189387, -0.49003840124111514, -0.04694724589120862, 0.35494044642736455, -1.7132961310276595)",180.46402406692505
Warm-MIOSOS-Opt,0.5,0.002,0.002,2,462,"(0.4906909168641515, 0.2216202726189387, -0.49003840124111514, -0.04694724589120862, 0.35494044642736455, -1.7132961310276595)",180.0817048549652
Warm-MIOSOS-Build,0.5,0.002,0.002,2,462,"(0.4906909168641515, 0.2216202726189387, -0.49003840124111514, -0.04694724589120862, 0.35494044642736455, -1.7132961310276595)",0.37534618377685547
Preprocessing,0.8277532798848107,0.002,0.002,2,462,"(0.4906909168641515, 0.2216202726189387, -0.49003840124111514, -0.04694724589120862, 0.35494044642736455, -1.7132961310276595)",0.004721164703369141
STLSQ,0.8277532798848107,0.002,0.002,2,462,"(0.4906909168641515, 0.2216202726189387, -0.49003840124111514, -0.04694724589120862, 0.35494044642736455, -1.7132961310276595)",0.3208320140838623
SSR,0.8277532798848107,0.002,0.002,2,462,"(0.4906909168641515, 0.2216202726189387, -0.49003840124111514, -0.04694724589120862, 0.35494044642736455, -1.7132961310276595)",14.444659948348999
SR3,0.8277532798848107,0.002,0.002,2,462,"(0.4906909168641515, 0.2216202726189387, -0.49003840124111514, -0.04694724589120862, 0.35494044642736455, -1.7132961310276595)",2.34382700920105
MIOSOS,0.8277532798848107,0.002,0.002,2,462,"(0.4906909168641515, 0.2216202726189387, -0.49003840124111514, -0.04694724589120862, 0.35494044642736455, -1.7132961310276595)",148.00401091575623
MIOSOS-Opt,0.8277532798848107,0.002,0.002,2,462,"(0.4906909168641515, 0.2216202726189387, -0.49003840124111514, -0.04694724589120862, 0.35494044642736455, -1.7132961310276595)",147.48141193389893
MIOSOS-Build,0.8277532798848107,0.002,0.002,2,462,"(0.4906909168641515, 0.2216202726189387, -0.49003840124111514, -0.04694724589120862, 0.35494044642736455, -1.7132961310276595)",0.34874653816223145
Warm-MIOSOS,0.8277532798848107,0.002,0.002,2,462,"(0.4906909168641515, 0.2216202726189387, -0.49003840124111514, -0.04694724589120862, 0.35494044642736455, -1.7132961310276595)",147.7681849002838
Warm-MIOSOS-Opt,0.8277532798848107,0.002,0.002,2,462,"(0.4906909168641515, 0.2216202726189387, -0.49003840124111514, -0.04694724589120862, 0.35494044642736455, -1.7132961310276595)",147.3850748538971
Warm-MIOSOS-Build,0.8277532798848107,0.002,0.002,2,462,"(0.4906909168641515, 0.2216202726189387, -0.49003840124111514, -0.04694724589120862, 0.35494044642736455, -1.7132961310276595)",0.37426114082336426
Preprocessing,1.3703509847201238,0.002,0.002,2,462,"(0.4906909168641515, 0.2216202726189387, -0.49003840124111514, -0.04694724589120862, 0.35494044642736455, -1.7132961310276595)",0.005013942718505859
STLSQ,1.3703509847201238,0.002,0.002,2,462,"(0.4906909168641515, 0.2216202726189387, -0.49003840124111514, -0.04694724589120862, 0.35494044642736455, -1.7132961310276595)",0.7207858562469482
SSR,1.3703509847201238,0.002,0.002,2,462,"(0.4906909168641515, 0.2216202726189387, -0.49003840124111514, -0.04694724589120862, 0.35494044642736455, -1.7132961310276595)",18.833988904953003
SR3,1.3703509847201238,0.002,0.002,2,462,"(0.4906909168641515, 0.2216202726189387, -0.49003840124111514, -0.04694724589120862, 0.35494044642736455, -1.7132961310276595)",3.030133008956909
MIOSOS,1.3703509847201238,0.002,0.002,2,462,"(0.4906909168641515, 0.2216202726189387, -0.49003840124111514, -0.04694724589120862, 0.35494044642736455, -1.7132961310276595)",132.46567821502686
MIOSOS-Opt,1.3703509847201238,0.002,0.002,2,462,"(0.4906909168641515, 0.2216202726189387, -0.49003840124111514, -0.04694724589120862, 0.35494044642736455, -1.7132961310276595)",131.88402128219604
MIOSOS-Build,1.3703509847201238,0.002,0.002,2,462,"(0.4906909168641515, 0.2216202726189387, -0.49003840124111514, -0.04694724589120862, 0.35494044642736455, -1.7132961310276595)",0.32452893257141113
Warm-MIOSOS,1.3703509847201238,0.002,0.002,2,462,"(0.4906909168641515, 0.2216202726189387, -0.49003840124111514, -0.04694724589120862, 0.35494044642736455, -1.7132961310276595)",1099.123283147812
