Method,Duration,Sample Rate,Noise,Pts/Domain,# Domains,Seed,coef_l1,coef_l2,coef_linf,support_accuracy,support_tp,support_fp,support_fn,runtime
MIOSR,5,0.02,0.025,36,400,22,0.0018494859528946884,0.002228181466522148,0.004169097784377018,1.0,14.0,0.0,0.0,63.04605150222778
STLSQ,5,0.02,0.025,36,400,22,0.0018494859528946884,0.002228181466522148,0.004169097784377018,1.0,14.0,0.0,0.0,1.6308646202087402
SSR,5,0.02,0.025,36,400,22,0.0018494859530108908,0.0022281814667682222,0.004169097784965992,1.0,14.0,0.0,0.0,1.2447960376739502
SR3,5,0.02,0.025,36,400,22,0.0018494859528946884,0.002228181466522148,0.004169097784377018,1.0,14.0,0.0,0.0,180.3111855983734
E-STLSQ,5,0.02,0.025,36,400,22,0.0018494859528946884,0.002228181466522148,0.004169097784377018,1.0,14.0,0.0,0.0,0.6744146347045898
MIOSR,5,0.02,0.05,36,400,22,0.00505147065691738,0.006078807477540458,0.0113690353735999,1.0,14.0,0.0,0.0,63.431390047073364
STLSQ,5,0.02,0.05,36,400,22,0.00505147065691738,0.006078807477540458,0.0113690353735999,1.0,14.0,0.0,0.0,1.5422461032867432
SSR,5,0.02,0.05,36,400,22,0.0050514706569551576,0.006078807477689239,0.011369035374075853,1.0,14.0,0.0,0.0,1.0949714183807373
SR3,5,0.02,0.05,36,400,22,0.00505147065691738,0.006078807477540458,0.0113690353735999,1.0,14.0,0.0,0.0,180.44079184532166
E-STLSQ,5,0.02,0.05,36,400,22,0.00505147065691738,0.006078807477540458,0.0113690353735999,1.0,14.0,0.0,0.0,0.7498915195465088
MIOSR,5,0.02,0.075,36,400,22,0.010704180624866716,0.0122282944182077,0.021614995704407947,1.0,14.0,0.0,0.0,35.860623359680176
STLSQ,5,0.02,0.075,36,400,22,0.010704180624866716,0.0122282944182077,0.021614995704407947,1.0,14.0,0.0,0.0,1.5453975200653076
SSR,5,0.02,0.075,36,400,22,0.010704180624708749,0.012228294417974133,0.02161499570372505,1.0,14.0,0.0,0.0,1.1246590614318848
SR3,5,0.02,0.075,36,400,22,0.010704180624866716,0.0122282944182077,0.021614995704407947,1.0,14.0,0.0,0.0,179.69682264328003
E-STLSQ,5,0.02,0.075,36,400,22,0.013467308212353426,0.014813755119363017,0.021614995704407947,1.0,14.0,0.0,0.0,0.8380670547485352
MIOSR,5,0.02,0.1,36,400,22,0.018415276008027344,0.020810390027632457,0.03493776441191432,1.0,14.0,0.0,0.0,80.97043800354004
STLSQ,5,0.02,0.1,36,400,22,0.018415276008027344,0.020810390027632457,0.03493776441191432,1.0,14.0,0.0,0.0,1.4769160747528076
SSR,5,0.02,0.1,36,400,22,0.018415276008701457,0.020810390028594247,0.03493776441412155,1.0,14.0,0.0,0.0,1.0172104835510254
SR3,5,0.02,0.1,36,400,22,0.018415276008027344,0.020810390027632457,0.03493776441191432,1.0,14.0,0.0,0.0,184.33739399909973
E-STLSQ,5,0.02,0.1,36,400,22,0.018415276008027344,0.020810390027632457,0.03493776441191432,1.0,14.0,0.0,0.0,0.7549574375152588
MIOSR,5,0.02,0.125,36,400,22,0.028643172250504095,0.03182466480167486,0.05133909700401251,1.0,14.0,0.0,0.0,95.60983300209045
STLSQ,5,0.02,0.125,36,400,22,0.028643172250504095,0.03182466480167486,0.05133909700401251,1.0,14.0,0.0,0.0,1.5036842823028564
SSR,5,0.02,0.125,36,400,22,0.02864317224987872,0.03182466480091506,0.05133909700225636,1.0,14.0,0.0,0.0,1.0502946376800537
SR3,5,0.02,0.125,36,400,22,0.27843241898515625,0.3504920883366926,0.7137635603217232,0.7,14.0,6.0,0.0,184.68612122535706
E-STLSQ,5,0.02,0.125,36,400,22,0.03669431441103008,0.039315382600796416,0.05686481031394097,1.0,14.0,0.0,0.0,0.7817561626434326
MIOSR,5,0.02,0.15,36,400,22,0.04120582835552027,0.04522768526179895,0.07078983205508582,1.0,14.0,0.0,0.0,166.7440640926361
STLSQ,5,0.02,0.15,36,400,22,0.18100667440950588,0.26999842752237385,0.6483715829004852,0.7368421052631579,14.0,5.0,0.0,1.3910958766937256
SSR,5,0.02,0.15,36,400,22,0.3872558810761449,0.41775496800423495,0.8162949266797245,0.5384615384615384,14.0,12.0,0.0,0.9589343070983887
SR3,5,0.02,0.15,36,400,22,0.7086259444953459,0.7324188769404267,0.8918261471122593,0.6666666666666666,10.0,1.0,4.0,185.40598464012146
E-STLSQ,5,0.02,0.15,36,400,22,0.1579754325646231,0.30324111699701245,0.9329321089979832,0.8666666666666667,13.0,1.0,1.0,0.8852968215942383
MIOSR,5,0.02,0.175,36,400,22,0.0560923250278559,0.06095227295230037,0.09322811841811207,1.0,14.0,0.0,0.0,370.92116522789
STLSQ,5,0.02,0.175,36,400,22,0.3618121429794194,0.43042183657748434,0.8744539487612718,0.7,14.0,6.0,0.0,1.524451494216919
SSR,5,0.02,0.175,36,400,22,0.4313913789728078,0.45213024148732617,0.8744539487613107,0.5384615384615384,14.0,12.0,0.0,1.0214653015136719
SR3,5,0.02,0.175,36,400,22,0.7062734034199991,0.7245025766097043,0.8830414536645732,0.6875,11.0,2.0,3.0,186.42533016204834
E-STLSQ,5,0.02,0.175,36,400,22,0.06548220551238076,0.0693992341162448,0.09471211614604935,1.0,14.0,0.0,0.0,0.7467703819274902
MIOSR,5,0.02,0.19999999999999998,36,400,22,0.07315858379946735,0.07891321160327666,0.11855777327697092,1.0,14.0,0.0,0.0,564.5505611896515
STLSQ,5,0.02,0.19999999999999998,36,400,22,0.22807220609835763,0.29857564211398624,0.7128895568963061,0.7777777777777778,14.0,4.0,0.0,1.4487724304199219
SSR,5,0.02,0.19999999999999998,36,400,22,0.07315858379949323,0.07891321160328206,0.11855777327683525,1.0,14.0,0.0,0.0,1.0002548694610596
