Method,Duration,Sample Rate,Noise,Pts/Domain,# Domains,Seed,coef_l1,coef_l2,coef_linf,support_accuracy,support_tp,support_fp,support_fn,runtime
MIOSR,5,0.02,0.025,36,400,3,0.007459289081097912,0.010742353358068836,0.020598039850310945,1.0,14.0,0.0,0.0,15.022745609283447
STLSQ,5,0.02,0.025,36,400,3,0.007459289081097912,0.010742353358068836,0.020598039850310945,1.0,14.0,0.0,0.0,0.9352290630340576
SSR,5,0.02,0.025,36,400,3,0.007459289081247067,0.01074235335825154,0.0205980398506187,1.0,14.0,0.0,0.0,0.7338840961456299
SR3,5,0.02,0.025,36,400,3,0.007459289081097912,0.010742353358068836,0.020598039850310945,1.0,14.0,0.0,0.0,133.42111778259277
E-STLSQ,5,0.02,0.025,36,400,3,0.007459289081097912,0.010742353358068836,0.020598039850310945,1.0,14.0,0.0,0.0,0.5056226253509521
MIOSR,5,0.02,0.05,36,400,3,0.016138292500904122,0.023294542311066393,0.04532350025406662,1.0,14.0,0.0,0.0,25.06153893470764
STLSQ,5,0.02,0.05,36,400,3,0.6501039161693261,0.6438878073538076,0.8336986516078687,0.5789473684210527,11.0,5.0,3.0,0.9431791305541992
SSR,5,0.02,0.05,36,400,3,0.4465613424517285,0.43701618472681275,0.6918474500644929,0.5789473684210527,11.0,5.0,3.0,0.6970975399017334
SR3,5,0.02,0.05,36,400,3,0.4800508799194003,0.5962951664807116,0.8769180208317321,0.7142857142857143,10.0,0.0,4.0,138.71705031394958
E-STLSQ,5,0.02,0.05,36,400,3,0.7295844631035552,0.721401605759994,0.8336986516078687,0.5882352941176471,10.0,3.0,4.0,0.4750957489013672
MIOSR,5,0.02,0.075,36,400,3,0.02615374490377947,0.03783292047847624,0.07386960522377184,1.0,14.0,0.0,0.0,12.09220838546753
STLSQ,5,0.02,0.075,36,400,3,0.02615374490377947,0.03783292047847624,0.07386960522377184,1.0,14.0,0.0,0.0,0.949631929397583
SSR,5,0.02,0.075,36,400,3,0.026153744904110897,0.037832920479095214,0.07386960522495889,1.0,14.0,0.0,0.0,0.7040789127349854
SR3,5,0.02,0.075,36,400,3,0.4795403679855883,0.5974934493457321,0.8837435204515433,0.7142857142857143,10.0,0.0,4.0,144.39359641075134
E-STLSQ,5,0.02,0.075,36,400,3,0.09164521013392853,0.09474496726262942,0.14722727320203077,0.8666666666666667,13.0,1.0,1.0,0.5831918716430664
MIOSR,5,0.02,0.1,36,400,3,0.03877119284504706,0.05444758223883259,0.10594488205861607,1.0,14.0,0.0,0.0,30.65110421180725
STLSQ,5,0.02,0.1,36,400,3,0.21806026109078266,0.28545993065271713,0.5859650112716256,0.7,14.0,6.0,0.0,0.9587123394012451
SSR,5,0.02,0.1,36,400,3,0.5151212991384813,0.731074940172776,1.4530539052549656,0.75,12.0,2.0,2.0,0.7054963111877441
SR3,5,0.02,0.1,36,400,3,1.3273080206339278,1.2223868693521178,1.923033603231511,0.52,13.0,11.0,1.0,144.71098804473877
E-STLSQ,5,0.02,0.1,36,400,3,0.20719036970776614,0.23520217072450186,0.5504057155738196,0.75,12.0,2.0,2.0,0.6053266525268555
MIOSR,5,0.02,0.125,36,400,3,0.05430607862635162,0.07314405037720159,0.1412285394984868,1.0,14.0,0.0,0.0,39.86089754104614
STLSQ,5,0.02,0.125,36,400,3,0.724773392061029,0.603978555107374,0.8156534617604022,0.38461538461538464,10.0,12.0,4.0,0.9647369384765625
