Method,Duration,Sample Rate,Noise,Pts/Domain,# Domains,Seed,coef_l1,coef_l2,coef_linf,support_accuracy,support_tp,support_fp,support_fn,runtime
MIOSR,5,0.02,0.025,36,400,6,0.006609110246275945,0.009807441054893926,0.018215077468854535,1.0,14.0,0.0,0.0,32.32973766326904
STLSQ,5,0.02,0.025,36,400,6,0.006609110246275945,0.009807441054893926,0.018215077468854535,1.0,14.0,0.0,0.0,1.2688372135162354
SSR,5,0.02,0.025,36,400,6,0.006609110246554902,0.009807441055059669,0.018215077469061702,1.0,14.0,0.0,0.0,0.8918209075927734
SR3,5,0.02,0.025,36,400,6,0.006609110246275945,0.009807441054893926,0.018215077468854535,1.0,14.0,0.0,0.0,153.35444045066833
E-STLSQ,5,0.02,0.025,36,400,6,0.006609110246275945,0.009807441054893926,0.018215077468854535,1.0,14.0,0.0,0.0,0.6522064208984375
MIOSR,5,0.02,0.05,36,400,6,0.01240289543210274,0.018355429420219106,0.034017462764635686,1.0,14.0,0.0,0.0,35.25696659088135
STLSQ,5,0.02,0.05,36,400,6,0.01240289543210274,0.018355429420219106,0.034017462764635686,1.0,14.0,0.0,0.0,1.2841227054595947
SSR,5,0.02,0.05,36,400,6,0.012402895432062355,0.018355429420196925,0.0340174627646086,1.0,14.0,0.0,0.0,0.8997635841369629
SR3,5,0.02,0.05,36,400,6,0.594015274523813,0.663025571370259,0.8873615128236659,0.7058823529411765,12.0,3.0,2.0,163.94710516929626
E-STLSQ,5,0.02,0.05,36,400,6,0.01240289543210274,0.018355429420219106,0.034017462764635686,1.0,14.0,0.0,0.0,0.696286678314209
MIOSR,5,0.02,0.075,36,400,6,0.019718491011206467,0.026277897434900582,0.049727797034210264,1.0,14.0,0.0,0.0,43.395713329315186
STLSQ,5,0.02,0.075,36,400,6,0.019718491011206467,0.026277897434900582,0.049727797034210264,1.0,14.0,0.0,0.0,1.3217947483062744
SSR,5,0.02,0.075,36,400,6,0.019718491011016793,0.026277897434643104,0.04972779703377528,1.0,14.0,0.0,0.0,0.9056031703948975
SR3,5,0.02,0.075,36,400,6,0.7083420832258299,0.7409548444066252,0.873747839818908,0.6666666666666666,10.0,1.0,4.0,162.60368847846985
E-STLSQ,5,0.02,0.075,36,400,6,0.015932818874417727,0.01968691455331903,0.037918338707864985,1.0,14.0,0.0,0.0,0.738914966583252
MIOSR,5,0.02,0.1,36,400,6,0.02831325188994288,0.034286172095428794,0.0645712693070466,1.0,14.0,0.0,0.0,29.972880840301514
STLSQ,5,0.02,0.1,36,400,6,0.8903192156408654,0.8034950698129759,1.0,0.42105263157894735,8.0,5.0,6.0,1.2999861240386963
SSR,5,0.02,0.1,36,400,6,0.028313251889802576,0.03428617209530926,0.06457126930687651,1.0,14.0,0.0,0.0,0.888047456741333
SR3,5,0.02,0.1,36,400,6,0.7054196981822886,0.7373010572219035,0.8722027731228077,0.6666666666666666,10.0,1.0,4.0,164.67111802101135
E-STLSQ,5,0.02,0.1,36,400,6,0.8808713390928896,0.797435194516877,1.0,0.42105263157894735,8.0,5.0,6.0,0.6582152843475342
MIOSR,5,0.02,0.125,36,400,6,0.3941786677636559,0.5750913834768956,1.1092819443712714,0.5555555555555556,10.0,4.0,4.0,97.88447427749634
STLSQ,5,0.02,0.125,36,400,6,0.8878307002360143,0.8005177565659776,1.0,0.42105263157894735,8.0,5.0,6.0,1.291008710861206
SSR,5,0.02,0.125,36,400,6,0.03839569321614154,0.043091202413228426,0.07851624145943048,1.0,14.0,0.0,0.0,0.9021561145782471
SR3,5,0.02,0.125,36,400,6,0.7038536346179588,0.7338528750993085,0.8705539271513305,0.6666666666666666,10.0,1.0,4.0,165.3419201374054
E-STLSQ,5,0.02,0.125,36,400,6,0.8873845013319056,0.7989244079732741,1.0,0.42105263157894735,8.0,5.0,6.0,0.6487061977386475
MIOSR,5,0.02,0.15,36,400,6,0.04951259504771489,0.053287361036832015,0.09151512806878026,1.0,14.0,0.0,0.0,151.44169569015503
STLSQ,5,0.02,0.15,36,400,6,0.7937904337685524,0.6999956501767004,0.9032418991991344,0.5454545454545454,12.0,8.0,2.0,1.293956995010376
SSR,5,0.02,0.15,36,400,6,0.20098820010929397,0.23365149098963103,0.4023800113560596,0.7647058823529411,13.0,3.0,1.0,0.899348258972168
SR3,5,0.02,0.15,36,400,6,0.7743582036405826,0.7448936344692952,0.8701556568211004,0.5882352941176471,10.0,3.0,4.0,165.9806227684021
E-STLSQ,5,0.02,0.15,36,400,6,0.7331562546337721,0.7026190431324482,1.0,0.5555555555555556,10.0,4.0,4.0,0.705590009689331
MIOSR,5,0.02,0.175,36,400,6,0.4087498425431272,0.5761181442686482,1.1015273168913324,0.5555555555555556,10.0,4.0,4.0,442.3662796020508
STLSQ,5,0.02,0.175,36,400,6,0.8139519561325009,0.7061211550522174,0.8496063419565104,0.5454545454545454,12.0,8.0,2.0,1.3107657432556152
