Method,Duration,Sample Rate,Noise,Pts/Domain,# Domains,Seed,coef_l1,coef_l2,coef_linf,support_accuracy,support_tp,support_fp,support_fn,runtime
MIOSR,5,0.02,0.025,36,400,29,0.0013711177171616597,0.0014655059803944416,0.0025293373496226845,1.0,14.0,0.0,0.0,21.886016845703125
STLSQ,5,0.02,0.025,36,400,29,0.0013711177171616597,0.0014655059803944416,0.0025293373496226845,1.0,14.0,0.0,0.0,1.0282926559448242
SSR,5,0.02,0.025,36,400,29,0.0013711177172968708,0.0014655059804246373,0.002529337350258176,1.0,14.0,0.0,0.0,0.775252103805542
SR3,5,0.02,0.025,36,400,29,0.0013711177171616597,0.0014655059803944416,0.0025293373496226845,1.0,14.0,0.0,0.0,130.79670357704163
E-STLSQ,5,0.02,0.025,36,400,29,0.0013711177171616597,0.0014655059803944416,0.0025293373496226845,1.0,14.0,0.0,0.0,0.5093898773193359
MIOSR,5,0.02,0.05,36,400,29,0.0040547194079215,0.0043161344934979,0.007092189406909921,1.0,14.0,0.0,0.0,14.664103746414185
STLSQ,5,0.02,0.05,36,400,29,0.0040547194079215,0.0043161344934979,0.007092189406909921,1.0,14.0,0.0,0.0,1.027989149093628
SSR,5,0.02,0.05,36,400,29,0.0040547194078587355,0.004316134493453418,0.007092189406784355,1.0,14.0,0.0,0.0,0.7713427543640137
SR3,5,0.02,0.05,36,400,29,0.0040547194079215,0.0043161344934979,0.007092189406909921,1.0,14.0,0.0,0.0,136.9188323020935
E-STLSQ,5,0.02,0.05,36,400,29,0.0040547194079215,0.0043161344934979,0.007092189406909921,1.0,14.0,0.0,0.0,0.5450737476348877
MIOSR,5,0.02,0.075,36,400,29,0.008834221813275209,0.009410339948174272,0.014315831275576674,1.0,14.0,0.0,0.0,8.783742189407349
STLSQ,5,0.02,0.075,36,400,29,0.41437714151036303,0.49903545355388784,0.705851385016113,0.7333333333333333,11.0,1.0,3.0,1.050492525100708
SSR,5,0.02,0.075,36,400,29,0.008834221813063673,0.009410339947793646,0.014315831274250401,1.0,14.0,0.0,0.0,0.7706804275512695
SR3,5,0.02,0.075,36,400,29,0.41437714151036303,0.49903545355388784,0.705851385016113,0.7333333333333333,11.0,1.0,3.0,142.23237490653992
E-STLSQ,5,0.02,0.075,36,400,29,0.41437714151036303,0.49903545355388784,0.705851385016113,0.7333333333333333,11.0,1.0,3.0,0.506899356842041
MIOSR,5,0.02,0.1,36,400,29,0.015394668345320455,0.016798050632719958,0.023945093143415086,1.0,14.0,0.0,0.0,32.51396679878235
STLSQ,5,0.02,0.1,36,400,29,0.9327098382443022,0.7552066614542249,1.1172645755437909,0.5,12.0,10.0,2.0,1.0553228855133057
