Method,Duration,Sample Rate,Noise,Pts/Domain,# Domains,Seed,coef_l1,coef_l2,coef_linf,support_accuracy,support_tp,support_fp,support_fn,runtime
MIOSR,5,0.02,0.025,36,400,41,0.003364587841239081,0.0040562913338438155,0.0068660730673975046,1.0,14.0,0.0,0.0,20.64487648010254
STLSQ,5,0.02,0.025,36,400,41,0.003364587841239081,0.0040562913338438155,0.0068660730673975046,1.0,14.0,0.0,0.0,1.026724100112915
SSR,5,0.02,0.025,36,400,41,0.0033645878414134793,0.004056291334036955,0.006866073067543499,1.0,14.0,0.0,0.0,0.7707116603851318
SR3,5,0.02,0.025,36,400,41,0.003364587841239081,0.0040562913338438155,0.0068660730673975046,1.0,14.0,0.0,0.0,148.1060917377472
E-STLSQ,5,0.02,0.025,36,400,41,0.003364587841239081,0.0040562913338438155,0.0068660730673975046,1.0,14.0,0.0,0.0,0.5570113658905029
MIOSR,5,0.02,0.05,36,400,41,0.007802792802253954,0.009482741233290204,0.017712765074016534,1.0,14.0,0.0,0.0,18.695964336395264
STLSQ,5,0.02,0.05,36,400,41,0.2666872549366696,0.3573573701965006,0.7117999248881037,0.6842105263157895,13.0,5.0,1.0,1.023540735244751
SSR,5,0.02,0.05,36,400,41,0.01648614047308591,0.021601363679003147,0.03954555361463308,1.0,14.0,0.0,0.0,0.768744945526123
SR3,5,0.02,0.05,36,400,41,0.341377526160279,0.6039112909707198,1.108994171125738,0.8571428571428571,12.0,0.0,2.0,149.87717604637146
E-STLSQ,5,0.02,0.05,36,400,41,0.1478886571700937,0.20404001521467494,0.4669603302309178,0.75,12.0,2.0,2.0,0.5394201278686523
MIOSR,5,0.02,0.075,36,400,41,0.01427283916317673,0.01719739951484211,0.032426968849474935,1.0,14.0,0.0,0.0,16.80151343345642
STLSQ,5,0.02,0.075,36,400,41,0.2766823081455791,0.36806970403623257,0.7411998847765611,0.6842105263157895,13.0,5.0,1.0,1.0328798294067383
SSR,5,0.02,0.075,36,400,41,0.023301844511826535,0.029219671491379336,0.054051742768777,1.0,14.0,0.0,0.0,0.7716066837310791
SR3,5,0.02,0.075,36,400,41,0.33990923819831664,0.4182549849799769,0.8305746614226813,0.6190476190476191,13.0,7.0,1.0,153.68401551246643
E-STLSQ,5,0.02,0.075,36,400,41,0.09070995589048388,0.14011658871770413,0.3492536236229314,0.8666666666666667,13.0,1.0,1.0,0.6117942333221436
MIOSR,5,0.02,0.1,36,400,41,0.023427914754489042,0.027519146084656228,0.05088351945552849,1.0,14.0,0.0,0.0,19.22182583808899
STLSQ,5,0.02,0.1,36,400,41,0.32972866019830427,0.3324011375243924,0.531007160832011,0.65,13.0,6.0,1.0,1.0353107452392578
SSR,5,0.02,0.1,36,400,41,0.03283600471336371,0.0395331009489249,0.07226520841041395,1.0,14.0,0.0,0.0,0.7736561298370361
SR3,5,0.02,0.1,36,400,41,0.37078040570317644,0.4439188695159231,0.8755039261931367,0.6190476190476191,13.0,7.0,1.0,153.40970945358276
E-STLSQ,5,0.02,0.1,36,400,41,0.26360395364158035,0.2692509668791335,0.331331310578001,0.8,12.0,1.0,2.0,0.5830481052398682
MIOSR,5,0.02,0.125,36,400,41,0.03534354925953221,0.040481792923645905,0.07291805847352051,1.0,14.0,0.0,0.0,36.69044780731201
STLSQ,5,0.02,0.125,36,400,41,0.4770217054437113,0.46510329934317923,0.8078950281457014,0.5416666666666666,13.0,10.0,1.0,1.0489046573638916
SSR,5,0.02,0.125,36,400,41,0.0353435492594773,0.04048179292357744,0.07291805847341037,1.0,14.0,0.0,0.0,0.7704839706420898
SR3,5,0.02,0.125,36,400,41,0.6141205944101157,0.6090949744193915,0.8684092656789615,0.5416666666666666,13.0,10.0,1.0,151.41876316070557
E-STLSQ,5,0.02,0.125,36,400,41,0.4405387993374041,0.5414156850424685,1.0,0.5555555555555556,10.0,4.0,4.0,0.6382155418395996
MIOSR,5,0.02,0.15,36,400,41,0.049464178742208896,0.056002455374293506,0.09832811009304465,1.0,14.0,0.0,0.0,53.636496782302856
STLSQ,5,0.02,0.15,36,400,41,0.22312987883113566,0.25215206717151295,0.475556722861099,0.6666666666666666,14.0,7.0,0.0,1.0573084354400635
SSR,5,0.02,0.15,36,400,41,0.049464178742455296,0.05600245537464527,0.09832811009370335,1.0,14.0,0.0,0.0,0.7724437713623047
SR3,5,0.02,0.15,36,400,41,0.6999258512115109,0.7329623527911182,1.1066292577924262,0.5555555555555556,10.0,4.0,4.0,152.08530139923096
E-STLSQ,5,0.02,0.15,36,400,41,0.08972239010231063,0.10587462430532776,0.20443299587811503,1.0,14.0,0.0,0.0,0.6824095249176025
MIOSR,5,0.02,0.175,36,400,41,0.06564104466739204,0.07394380040564158,0.1268749737981416,1.0,14.0,0.0,0.0,153.3889126777649
STLSQ,5,0.02,0.175,36,400,41,0.4075935811677288,0.33562539694021654,0.449113175558858,0.5,14.0,14.0,0.0,1.0962600708007812
SSR,5,0.02,0.175,36,400,41,0.06564104466730758,0.0739438004055183,0.12687497379781565,1.0,14.0,0.0,0.0,0.7725110054016113
SR3,5,0.02,0.175,36,400,41,0.7077171235802071,0.7347325391226437,1.105290804646812,0.5555555555555556,10.0,4.0,4.0,148.23275899887085
E-STLSQ,5,0.02,0.175,36,400,41,0.4318058029346095,0.512904078027567,1.0,0.5555555555555556,10.0,4.0,4.0,0.6811399459838867
MIOSR,5,0.02,0.19999999999999998,36,400,41,0.08474574456749366,0.09413743250263414,0.15828641545761712,1.0,14.0,0.0,0.0,421.20996832847595
STLSQ,5,0.02,0.19999999999999998,36,400,41,0.4667767162188456,0.5927105555700578,1.0,0.5,7.0,0.0,7.0,1.1058402061462402
SSR,5,0.02,0.19999999999999998,36,400,41,0.16738324810275682,0.158062093053822,0.23922768669716277,0.75,12.0,2.0,2.0,0.7720646858215332
SR3,5,0.02,0.19999999999999998,36,400,41,0.715856380413768,0.736500775872442,1.1049045985538257,0.5555555555555556,10.0,4.0,4.0,144.80005645751953
E-STLSQ,5,0.02,0.19999999999999998,36,400,41,0.466789561893076,0.5927118781649705,1.0,0.5,7.0,0.0,7.0,0.5270428657531738
