Method,Duration,Sample Rate,Noise,Pts/Domain,# Domains,Seed,coef_l1,coef_l2,coef_linf,support_accuracy,support_tp,support_fp,support_fn,runtime
MIOSR,5,0.02,0.025,36,400,24,0.002206181051457424,0.002823495209600528,0.005204123434359387,1.0,14.0,0.0,0.0,42.85115933418274
STLSQ,5,0.02,0.025,36,400,24,0.002206181051457424,0.002823495209600528,0.005204123434359387,1.0,14.0,0.0,0.0,1.4078691005706787
SSR,5,0.02,0.025,36,400,24,0.002206181051225744,0.0028234952094596684,0.0052041234342334874,1.0,14.0,0.0,0.0,0.9864335060119629
SR3,5,0.02,0.025,36,400,24,0.002206181051457424,0.002823495209600528,0.005204123434359387,1.0,14.0,0.0,0.0,174.4534785747528
E-STLSQ,5,0.02,0.025,36,400,24,0.002206181051457424,0.002823495209600528,0.005204123434359387,1.0,14.0,0.0,0.0,0.6991400718688965
MIOSR,5,0.02,0.05,36,400,24,0.004325355149598033,0.0049384130379188495,0.008495846805503415,1.0,14.0,0.0,0.0,48.04181671142578
STLSQ,5,0.02,0.05,36,400,24,0.004325355149598033,0.0049384130379188495,0.008495846805503415,1.0,14.0,0.0,0.0,1.3720974922180176
SSR,5,0.02,0.05,36,400,24,0.004325355149715861,0.004938413038117458,0.008495846805952167,1.0,14.0,0.0,0.0,0.968003511428833
SR3,5,0.02,0.05,36,400,24,0.4251943815867367,0.5234863820109003,0.7647316225358111,0.7142857142857143,10.0,0.0,4.0,187.14452600479126
E-STLSQ,5,0.02,0.05,36,400,24,0.004325355149598033,0.0049384130379188495,0.008495846805503415,1.0,14.0,0.0,0.0,0.7987468242645264
MIOSR,5,0.02,0.075,36,400,24,0.007552836363824785,0.008102933504040512,0.01344920589575005,1.0,14.0,0.0,0.0,75.39199185371399
STLSQ,5,0.02,0.075,36,400,24,0.007552836363824785,0.008102933504040512,0.01344920589575005,1.0,14.0,0.0,0.0,1.4182169437408447
SSR,5,0.02,0.075,36,400,24,0.007552836364123937,0.008102933504297576,0.013449205895749272,1.0,14.0,0.0,0.0,0.9614663124084473
SR3,5,0.02,0.075,36,400,24,0.42253739986276145,0.5205790272810292,0.7601454019203533,0.7142857142857143,10.0,0.0,4.0,193.29882788658142
E-STLSQ,5,0.02,0.075,36,400,24,0.007552836363824785,0.008102933504040512,0.01344920589575005,1.0,14.0,0.0,0.0,0.8573358058929443
MIOSR,5,0.02,0.1,36,400,24,0.011962735674628756,0.013524641181225148,0.02250760363390525,1.0,14.0,0.0,0.0,54.3230938911438
STLSQ,5,0.02,0.1,36,400,24,0.011962735674628756,0.013524641181225148,0.02250760363390525,1.0,14.0,0.0,0.0,1.3148772716522217
SSR,5,0.02,0.1,36,400,24,0.011962735674745427,0.013524641181322645,0.02250760363390414,1.0,14.0,0.0,0.0,0.9670934677124023
SR3,5,0.02,0.1,36,400,24,0.64860689504743,0.6813333639956187,0.9256927825025572,0.6666666666666666,10.0,1.0,4.0,200.65388989448547
E-STLSQ,5,0.02,0.1,36,400,24,0.021880842790763244,0.030386843148577192,0.06755361237671687,1.0,14.0,0.0,0.0,0.8565051555633545
MIOSR,5,0.02,0.125,36,400,24,0.019442325689009454,0.021423174694692,0.03368706812079547,1.0,14.0,0.0,0.0,83.16192054748535
STLSQ,5,0.02,0.125,36,400,24,0.038021110018969524,0.044842008794372626,0.08380879169186761,0.9333333333333333,14.0,1.0,0.0,1.4221420288085938
SSR,5,0.02,0.125,36,400,24,0.019442325689005537,0.02142317469467395,0.03368706812079392,1.0,14.0,0.0,0.0,0.9841010570526123
SR3,5,0.02,0.125,36,400,24,0.6503455983822716,0.6818131505543747,0.9309453048515134,0.6666666666666666,10.0,1.0,4.0,202.71612238883972
E-STLSQ,5,0.02,0.125,36,400,24,0.048001861517551314,0.05500982528677696,0.1,0.8666666666666667,13.0,1.0,1.0,0.8324646949768066
