Method,Duration,Sample Rate,Noise,Pts/Domain,# Domains,Seed,coef_l1,coef_l2,coef_linf,support_accuracy,support_tp,support_fp,support_fn,runtime
MIOSR,5,0.02,0.025,36,400,25,0.006680003355026271,0.008195685519001877,0.0122468836771783,1.0,14.0,0.0,0.0,20.825466632843018
STLSQ,5,0.02,0.025,36,400,25,0.006680003355026271,0.008195685519001877,0.0122468836771783,1.0,14.0,0.0,0.0,1.021284580230713
SSR,5,0.02,0.025,36,400,25,0.006680003355231135,0.008195685519270262,0.012246883677544451,1.0,14.0,0.0,0.0,0.7688393592834473
SR3,5,0.02,0.025,36,400,25,0.006680003355026271,0.008195685519001877,0.0122468836771783,1.0,14.0,0.0,0.0,136.29614901542664
E-STLSQ,5,0.02,0.025,36,400,25,0.006680003355026271,0.008195685519001877,0.0122468836771783,1.0,14.0,0.0,0.0,0.5662598609924316
MIOSR,5,0.02,0.05,36,400,25,0.013989457830071326,0.01623985420280597,0.02436964562346311,1.0,14.0,0.0,0.0,16.80879044532776
STLSQ,5,0.02,0.05,36,400,25,0.013989457830071326,0.01623985420280597,0.02436964562346311,1.0,14.0,0.0,0.0,1.0292093753814697
SSR,5,0.02,0.05,36,400,25,0.01398945783058023,0.016239854203471887,0.02436964562480659,1.0,14.0,0.0,0.0,0.7613747119903564
SR3,5,0.02,0.05,36,400,25,0.013989457830071326,0.01623985420280597,0.02436964562346311,1.0,14.0,0.0,0.0,153.2114176750183
E-STLSQ,5,0.02,0.05,36,400,25,0.013989457830071326,0.01623985420280597,0.02436964562346311,1.0,14.0,0.0,0.0,0.6039888858795166
MIOSR,5,0.02,0.075,36,400,25,0.02208511476225227,0.024791668321433712,0.04088521577854931,1.0,14.0,0.0,0.0,39.597660541534424
STLSQ,5,0.02,0.075,36,400,25,0.02208511476225227,0.024791668321433712,0.04088521577854931,1.0,14.0,0.0,0.0,1.0308268070220947
SSR,5,0.02,0.075,36,400,25,0.022085114762393845,0.02479166832153073,0.04088521577802573,1.0,14.0,0.0,0.0,0.7668313980102539
SR3,5,0.02,0.075,36,400,25,0.5994241019326707,0.7224358764264122,1.321562086998002,0.6470588235294118,11.0,3.0,3.0,154.43096947669983
E-STLSQ,5,0.02,0.075,36,400,25,0.024329570582030276,0.028247471622289813,0.04949070900484642,1.0,14.0,0.0,0.0,0.607459545135498
MIOSR,5,0.02,0.1,36,400,25,0.030890699544486006,0.03442408767165753,0.06023395084276939,1.0,14.0,0.0,0.0,51.12395668029785
STLSQ,5,0.02,0.1,36,400,25,0.030890699544486006,0.03442408767165753,0.06023395084276939,1.0,14.0,0.0,0.0,1.050933599472046
SSR,5,0.02,0.1,36,400,25,0.030890699544102253,0.034424087671260345,0.060233950842388806,1.0,14.0,0.0,0.0,0.7697503566741943
SR3,5,0.02,0.1,36,400,25,0.48692288076632195,0.6003049541533598,0.8274599368094465,0.7142857142857143,10.0,0.0,4.0,155.7764995098114
E-STLSQ,5,0.02,0.1,36,400,25,0.03678347353307681,0.04387307976076043,0.0799035463873472,1.0,14.0,0.0,0.0,0.6454067230224609
MIOSR,5,0.02,0.125,36,400,25,0.04037651001317294,0.045573592439446614,0.08235897570726447,1.0,14.0,0.0,0.0,55.58101963996887
STLSQ,5,0.02,0.125,36,400,25,0.04037651001317294,0.045573592439446614,0.08235897570726447,1.0,14.0,0.0,0.0,1.0514895915985107
SSR,5,0.02,0.125,36,400,25,0.04037651001269682,0.045573592438735794,0.0823589757056955,1.0,14.0,0.0,0.0,0.767174482345581
SR3,5,0.02,0.125,36,400,25,0.6776585053430292,0.7227808318017709,1.0146830868480088,0.6875,11.0,2.0,3.0,157.22053265571594
E-STLSQ,5,0.02,0.125,36,400,25,0.06732824174697476,0.08999027093665764,0.17138836171488925,1.0,14.0,0.0,0.0,0.6544013023376465
MIOSR,5,0.02,0.15,36,400,25,0.050550799743162574,0.05851689045304955,0.1071798428110784,1.0,14.0,0.0,0.0,67.32404851913452
STLSQ,5,0.02,0.15,36,400,25,0.4583082416839037,0.5560102727392043,0.940598828583469,0.7,14.0,6.0,0.0,1.062540054321289
SSR,5,0.02,0.15,36,400,25,0.501414964353936,0.5602911264908731,0.9405988285828133,0.5384615384615384,14.0,12.0,0.0,0.7696201801300049
SR3,5,0.02,0.15,36,400,25,0.686403021573265,0.7271458456196727,1.0164307207960486,0.6875,11.0,2.0,3.0,154.99192762374878
E-STLSQ,5,0.02,0.15,36,400,25,0.061375107009120175,0.07578574767164863,0.14222174699428414,1.0,14.0,0.0,0.0,0.6151108741760254
MIOSR,5,0.02,0.175,36,400,25,0.061536663758198495,0.07338783181903515,0.13458908821904425,1.0,14.0,0.0,0.0,177.08681559562683
STLSQ,5,0.02,0.175,36,400,25,0.5353843538109202,0.6458300439543799,1.0995597041401546,0.6666666666666666,14.0,7.0,0.0,1.0861015319824219
SSR,5,0.02,0.175,36,400,25,0.06921141709032957,0.0842767749184351,0.1596007158638556,1.0,14.0,0.0,0.0,0.7689497470855713
SR3,5,0.02,0.175,36,400,25,0.6958588724417633,0.7326542484822622,1.0180928297130352,0.6875,11.0,2.0,3.0,154.21724677085876
E-STLSQ,5,0.02,0.175,36,400,25,0.09827441099712077,0.1258514969613319,0.24311508273408355,0.8666666666666667,13.0,1.0,1.0,0.6132068634033203
MIOSR,5,0.02,0.19999999999999998,36,400,25,0.07637428774325773,0.09021034466615066,0.16444899834593585,1.0,14.0,0.0,0.0,382.62945652008057
STLSQ,5,0.02,0.19999999999999998,36,400,25,0.9530303592170541,0.8498986291576515,1.2287280379213792,0.5416666666666666,13.0,10.0,1.0,1.117811918258667
SSR,5,0.02,0.19999999999999998,36,400,25,1.8731497412087574,1.938639074070237,3.1436938417882527,0.42857142857142855,12.0,14.0,2.0,0.7690410614013672
SR3,5,0.02,0.19999999999999998,36,400,25,0.7054172501908578,0.7388879073592262,1.0195893794688595,0.6875,11.0,2.0,3.0,151.79053783416748
E-STLSQ,5,0.02,0.19999999999999998,36,400,25,0.5198353535537545,0.5275953570240005,0.7300193749994865,0.75,12.0,2.0,2.0,0.6090364456176758
