Method,Duration,Sample Rate,Noise,Pts/Domain,# Domains,Seed,coef_l1,coef_l2,coef_linf,support_accuracy,support_tp,support_fp,support_fn,runtime
MIOSR,5,0.02,0.025,36,400,16,0.006433510864969323,0.008004192157262642,0.011626456883034209,1.0,14.0,0.0,0.0,11.017235040664673
STLSQ,5,0.02,0.025,36,400,16,0.006433510864969323,0.008004192157262642,0.011626456883034209,1.0,14.0,0.0,0.0,1.2206530570983887
SSR,5,0.02,0.025,36,400,16,0.006433510864966515,0.008004192157294334,0.011626456883774727,1.0,14.0,0.0,0.0,0.8440322875976562
SR3,5,0.02,0.025,36,400,16,0.2284047913850823,0.39819138643912494,0.7338103605971581,0.9285714285714286,13.0,0.0,1.0,163.16523003578186
E-STLSQ,5,0.02,0.025,36,400,16,0.006433510864969323,0.008004192157262642,0.011626456883034209,1.0,14.0,0.0,0.0,0.6242785453796387
MIOSR,5,0.02,0.05,36,400,16,0.015312624555869224,0.018253270468747453,0.02628294708288459,1.0,14.0,0.0,0.0,15.896758317947388
STLSQ,5,0.02,0.05,36,400,16,0.18377773333260597,0.28217313000442623,0.6076219868858834,0.7647058823529411,13.0,3.0,1.0,1.1965768337249756
SSR,5,0.02,0.05,36,400,16,0.40010445123076643,0.5573671095656695,0.9106017133278517,0.75,12.0,2.0,2.0,0.8508584499359131
SR3,5,0.02,0.05,36,400,16,0.49444421905986413,0.6198161088046957,0.9421703809836054,0.7142857142857143,10.0,0.0,4.0,165.4205162525177
E-STLSQ,5,0.02,0.05,36,400,16,0.07668966284505828,0.10080018785424044,0.18056905501982734,0.8666666666666667,13.0,1.0,1.0,0.6024267673492432
MIOSR,5,0.02,0.075,36,400,16,0.026614532919275735,0.03081235423585395,0.04456799978921877,1.0,14.0,0.0,0.0,25.775617122650146
STLSQ,5,0.02,0.075,36,400,16,0.19067341714340058,0.27603681393177637,0.587495232439273,0.7647058823529411,13.0,3.0,1.0,1.222749948501587
SSR,5,0.02,0.075,36,400,16,0.026614532918404595,0.03081235423474785,0.0445679997873305,1.0,14.0,0.0,0.0,0.8435781002044678
SR3,5,0.02,0.075,36,400,16,0.4982052361965484,0.6244082457160685,0.9485857749387124,0.7142857142857143,10.0,0.0,4.0,165.2563672065735
E-STLSQ,5,0.02,0.075,36,400,16,0.3150506469311924,0.4657690847921553,0.7924590454881633,0.8,12.0,1.0,2.0,0.6328608989715576
MIOSR,5,0.02,0.1,36,400,16,0.04033181636342417,0.04570281388927946,0.0663881133800881,1.0,14.0,0.0,0.0,32.08636426925659
