Method,Duration,Sample Rate,Noise,Pts/Domain,# Domains,Seed,coef_l1,coef_l2,coef_linf,support_accuracy,support_tp,support_fp,support_fn,runtime
MIOSR,5,0.02,0.025,36,400,46,0.00830520814412036,0.010487028886778667,0.017956734274445774,1.0,14.0,0.0,0.0,12.88242244720459
STLSQ,5,0.02,0.025,36,400,46,0.00830520814412036,0.010487028886778667,0.017956734274445774,1.0,14.0,0.0,0.0,1.1730563640594482
SSR,5,0.02,0.025,36,400,46,0.008305208144333262,0.01048702888688505,0.017956734274058195,1.0,14.0,0.0,0.0,0.8344190120697021
SR3,5,0.02,0.025,36,400,46,0.00830520814412036,0.010487028886778667,0.017956734274445774,1.0,14.0,0.0,0.0,134.51845049858093
E-STLSQ,5,0.02,0.025,36,400,46,0.00830520814412036,0.010487028886778667,0.017956734274445774,1.0,14.0,0.0,0.0,0.6253547668457031
MIOSR,5,0.02,0.05,36,400,46,0.01711863998899525,0.02167926977005537,0.038942889383676293,1.0,14.0,0.0,0.0,13.101579904556274
STLSQ,5,0.02,0.05,36,400,46,0.01711863998899525,0.02167926977005537,0.038942889383676293,1.0,14.0,0.0,0.0,1.187990427017212
SSR,5,0.02,0.05,36,400,46,0.017118639989045812,0.02167926977012029,0.03894288938377766,1.0,14.0,0.0,0.0,0.8332028388977051
SR3,5,0.02,0.05,36,400,46,0.01711863998899525,0.02167926977005537,0.038942889383676293,1.0,14.0,0.0,0.0,158.7377107143402
E-STLSQ,5,0.02,0.05,36,400,46,0.01711863998899525,0.02167926977005537,0.038942889383676293,1.0,14.0,0.0,0.0,0.6703934669494629
MIOSR,5,0.02,0.075,36,400,46,0.026944670239810918,0.03392157453427743,0.06283335480765928,1.0,14.0,0.0,0.0,15.039638042449951
STLSQ,5,0.02,0.075,36,400,46,0.026944670239810918,0.03392157453427743,0.06283335480765928,1.0,14.0,0.0,0.0,1.2566063404083252
SSR,5,0.02,0.075,36,400,46,0.02694467023966461,0.03392157453406853,0.06283335480728036,1.0,14.0,0.0,0.0,0.87520432472229
SR3,5,0.02,0.075,36,400,46,0.4927949190955846,0.6256501789067336,0.9657796262706617,0.7142857142857143,10.0,0.0,4.0,163.24868655204773
E-STLSQ,5,0.02,0.075,36,400,46,0.026944670239810918,0.03392157453427743,0.06283335480765928,1.0,14.0,0.0,0.0,0.6948304176330566
MIOSR,5,0.02,0.1,36,400,46,0.03749716729281733,0.047483135813321246,0.08948397432194921,1.0,14.0,0.0,0.0,21.619210720062256
STLSQ,5,0.02,0.1,36,400,46,0.23305700893780887,0.24713798315652155,0.42654966599711797,0.6666666666666666,14.0,7.0,0.0,1.1844072341918945
SSR,5,0.02,0.1,36,400,46,0.03749716729326345,0.047483135813794514,0.08948397432269273,1.0,14.0,0.0,0.0,0.8465356826782227
SR3,5,0.02,0.1,36,400,46,0.7287509097406242,0.7505841513105299,0.8720248153838148,0.6875,11.0,2.0,3.0,168.12728881835938
E-STLSQ,5,0.02,0.1,36,400,46,0.07305444294379322,0.08127436715024111,0.12495857127452314,0.8666666666666667,13.0,1.0,1.0,0.7406420707702637
MIOSR,5,0.02,0.125,36,400,46,0.04878491142210443,0.06255861196199797,0.11872612559089069,1.0,14.0,0.0,0.0,17.773853540420532
STLSQ,5,0.02,0.125,36,400,46,0.3168671520511378,0.33587480315509033,0.5777050915858006,0.6666666666666666,14.0,7.0,0.0,1.1854708194732666
SSR,5,0.02,0.125,36,400,46,0.07638339189972089,0.08912470367345984,0.14860856404130052,0.875,14.0,2.0,0.0,0.8336849212646484
SR3,5,0.02,0.125,36,400,46,0.7338402063460789,0.7542915856741712,0.8681211566419389,0.6875,11.0,2.0,3.0,170.22995829582214
E-STLSQ,5,0.02,0.125,36,400,46,0.09546057045462258,0.10761668195116389,0.16857847462821152,0.8666666666666667,13.0,1.0,1.0,0.76249098777771
MIOSR,5,0.02,0.15,36,400,46,0.062285024293511584,0.07927279969428126,0.15036893233241577,1.0,14.0,0.0,0.0,61.52780508995056
STLSQ,5,0.02,0.15,36,400,46,0.4981223126025823,0.6023412821855038,0.8308260565442622,0.7058823529411765,12.0,3.0,2.0,1.2304320335388184
SSR,5,0.02,0.15,36,400,46,0.13286830546985334,0.14125735660276414,0.21276585546914561,0.875,14.0,2.0,0.0,0.8386721611022949
SR3,5,0.02,0.15,36,400,46,0.740324163342841,0.7594557859964537,0.8678904810402224,0.6875,11.0,2.0,3.0,170.4156949520111
E-STLSQ,5,0.02,0.15,36,400,46,0.4168558684460015,0.5132772591726854,0.7296818286748387,0.8666666666666667,13.0,1.0,1.0,0.7514655590057373
MIOSR,5,0.02,0.175,36,400,46,0.0777212556159887,0.09769041159968399,0.1842017480774778,1.0,14.0,0.0,0.0,160.87574863433838
STLSQ,5,0.02,0.175,36,400,46,0.5087505088581213,0.6049370781923195,0.8320111153240916,0.7058823529411765,12.0,3.0,2.0,1.2677674293518066
SSR,5,0.02,0.175,36,400,46,0.5181769769239687,0.6458988733088142,0.8764768911338094,0.75,12.0,2.0,2.0,0.8517870903015137
SR3,5,0.02,0.175,36,400,46,0.7480040804782536,0.7659669973133019,0.8692999098659902,0.6875,11.0,2.0,3.0,174.57532405853271
E-STLSQ,5,0.02,0.175,36,400,46,0.5175738547804422,0.6057408728068132,0.8320111153240916,0.6470588235294118,11.0,3.0,3.0,0.776069164276123
MIOSR,5,0.02,0.19999999999999998,36,400,46,0.09663711152414985,0.11782720876524855,0.21999678875916173,1.0,14.0,0.0,0.0,376.45078444480896
STLSQ,5,0.02,0.19999999999999998,36,400,46,0.6080476646826958,0.6006766855755976,0.9947047915570109,0.6363636363636364,14.0,8.0,0.0,1.2688791751861572
