Method,Duration,Sample Rate,Noise,Pts/Domain,# Domains,Seed,coef_l1,coef_l2,coef_linf,support_accuracy,support_tp,support_fp,support_fn,runtime
MIOSR,5,0.02,0.025,36,400,38,0.003983633535575558,0.005549056774553239,0.010742704730607566,1.0,14.0,0.0,0.0,11.909668445587158
STLSQ,5,0.02,0.025,36,400,38,0.007068045726678248,0.008119327323338865,0.011630502068468829,0.9333333333333333,14.0,1.0,0.0,1.205000638961792
SSR,5,0.02,0.025,36,400,38,0.003983633536204106,0.0055490567751946655,0.010742704731632413,1.0,14.0,0.0,0.0,0.8522722721099854
SR3,5,0.02,0.025,36,400,38,0.2223781837110578,0.3889563388835647,0.7133821612775642,0.9285714285714286,13.0,0.0,1.0,152.07818150520325
E-STLSQ,5,0.02,0.025,36,400,38,0.11211680383032406,0.1287619794622633,0.1737866409371226,0.75,12.0,2.0,2.0,0.6424121856689453
MIOSR,5,0.02,0.05,36,400,38,0.009437353239615476,0.012890337246502754,0.025169341084580354,1.0,14.0,0.0,0.0,12.187907934188843
STLSQ,5,0.02,0.05,36,400,38,0.009437353239615476,0.012890337246502754,0.025169341084580354,1.0,14.0,0.0,0.0,1.2015564441680908
SSR,5,0.02,0.05,36,400,38,0.009437353239115669,0.01289033724568128,0.025169341082969976,1.0,14.0,0.0,0.0,0.8601150512695312
SR3,5,0.02,0.05,36,400,38,0.06549754423067486,0.0939189525859761,0.17163511508659823,0.8666666666666667,13.0,1.0,1.0,157.58383131027222
E-STLSQ,5,0.02,0.05,36,400,38,0.08360645244309915,0.10191875985950714,0.14122817118689857,0.8666666666666667,13.0,1.0,1.0,0.6597211360931396
MIOSR,5,0.02,0.075,36,400,38,0.01773338484962933,0.022497187150041287,0.043051121992000785,1.0,14.0,0.0,0.0,62.8370726108551
STLSQ,5,0.02,0.075,36,400,38,0.4363630650719832,0.5434100678110361,0.7258822608379334,0.8125,13.0,2.0,1.0,1.228297472000122
SSR,5,0.02,0.075,36,400,38,0.4535801428761899,0.4092434394298952,0.5226085537218504,0.6666666666666666,12.0,4.0,2.0,0.8850607872009277
SR3,5,0.02,0.075,36,400,38,0.4871886148229926,0.6139441324534782,0.9382088767723643,0.7142857142857143,10.0,0.0,4.0,163.55087399482727
E-STLSQ,5,0.02,0.075,36,400,38,0.5425941416606664,0.573072249262453,0.7258822608379334,0.75,12.0,2.0,2.0,0.6439473628997803
MIOSR,5,0.02,0.1,36,400,38,0.028299804117295026,0.03455768462479656,0.06415754136088969,1.0,14.0,0.0,0.0,83.84962272644043
STLSQ,5,0.02,0.1,36,400,38,0.28838958508080703,0.34284314531567256,0.5390065563839519,0.8125,13.0,2.0,1.0,1.1767635345458984
SSR,5,0.02,0.1,36,400,38,0.353329937883143,0.36627436503069616,0.5431375776338987,0.6666666666666666,12.0,4.0,2.0,0.8411803245544434
SR3,5,0.02,0.1,36,400,38,0.49977858383516083,0.560303562088894,0.7388441446245751,0.7058823529411765,12.0,3.0,2.0,163.97665333747864
E-STLSQ,5,0.02,0.1,36,400,38,0.29218284625984076,0.34576528630587966,0.545607314160646,0.8,12.0,1.0,2.0,0.6873948574066162
MIOSR,5,0.02,0.125,36,400,38,0.04153351828755247,0.049101178615775204,0.08823489512710625,1.0,14.0,0.0,0.0,97.49194622039795
STLSQ,5,0.02,0.125,36,400,38,0.384410183242759,0.3841846842838528,0.5595685004825979,0.65,13.0,6.0,1.0,1.2076420783996582
SSR,5,0.02,0.125,36,400,38,0.35145198884458445,0.3691685100734593,0.5595685004827151,0.6666666666666666,12.0,4.0,2.0,0.8465995788574219
SR3,5,0.02,0.125,36,400,38,0.51136261093963,0.5708622503442872,0.7546163468059441,0.7058823529411765,12.0,3.0,2.0,163.54787921905518
E-STLSQ,5,0.02,0.125,36,400,38,0.33874125145022643,0.37001979201655494,0.5595685004825979,0.75,12.0,2.0,2.0,0.7787189483642578
MIOSR,5,0.02,0.15,36,400,38,0.4937645815528269,0.5871902329919714,1.0,0.6470588235294118,11.0,3.0,3.0,432.9402656555176
STLSQ,5,0.02,0.15,36,400,38,0.611550960915344,0.6995160426530307,1.0,0.5625,9.0,2.0,5.0,1.3516032695770264
