Method,Duration,Sample Rate,Noise,Pts/Domain,# Domains,Seed,coef_l1,coef_l2,coef_linf,support_accuracy,support_tp,support_fp,support_fn,runtime
MIOSR,5,0.02,0.025,36,400,19,0.007144981303511836,0.008491651070255596,0.012544148108014963,1.0,14.0,0.0,0.0,28.991848707199097
STLSQ,5,0.02,0.025,36,400,19,0.007144981303511836,0.008491651070255596,0.012544148108014963,1.0,14.0,0.0,0.0,1.3478367328643799
SSR,5,0.02,0.025,36,400,19,0.0071449813035623444,0.008491651070307575,0.012544148107925368,1.0,14.0,0.0,0.0,0.9389870166778564
SR3,5,0.02,0.025,36,400,19,0.007144981303511836,0.008491651070255596,0.012544148108014963,1.0,14.0,0.0,0.0,158.04347348213196
E-STLSQ,5,0.02,0.025,36,400,19,0.007144981303511836,0.008491651070255596,0.012544148108014963,1.0,14.0,0.0,0.0,0.6754655838012695
MIOSR,5,0.02,0.05,36,400,19,0.01688416255439136,0.019425903666907787,0.0283416218942405,1.0,14.0,0.0,0.0,41.75410175323486
STLSQ,5,0.02,0.05,36,400,19,0.01688416255439136,0.019425903666907787,0.0283416218942405,1.0,14.0,0.0,0.0,1.45711350440979
SSR,5,0.02,0.05,36,400,19,0.016884162554904863,0.019425903667598478,0.02834162189556577,1.0,14.0,0.0,0.0,1.0043821334838867
SR3,5,0.02,0.05,36,400,19,0.01688416255439136,0.019425903666907787,0.0283416218942405,1.0,14.0,0.0,0.0,175.35245418548584
E-STLSQ,5,0.02,0.05,36,400,19,0.01688416255439136,0.019425903666907787,0.0283416218942405,1.0,14.0,0.0,0.0,0.6440768241882324
MIOSR,5,0.02,0.075,36,400,19,0.029137127116196797,0.03285987298509611,0.04729436193163783,1.0,14.0,0.0,0.0,46.10057878494263
STLSQ,5,0.02,0.075,36,400,19,0.029137127116196797,0.03285987298509611,0.04729436193163783,1.0,14.0,0.0,0.0,1.588015079498291
SSR,5,0.02,0.075,36,400,19,0.029137127115878965,0.03285987298465781,0.04729436193027037,1.0,14.0,0.0,0.0,1.1797354221343994
SR3,5,0.02,0.075,36,400,19,0.061686892486665576,0.05931060432818167,0.07255226573479023,0.875,14.0,2.0,0.0,180.44674348831177
E-STLSQ,5,0.02,0.075,36,400,19,0.06128025172779352,0.06311152335291671,0.1,0.8666666666666667,13.0,1.0,1.0,0.6542887687683105
MIOSR,5,0.02,0.1,36,400,19,0.04381864572943847,0.04878074609952572,0.06929824554500241,1.0,14.0,0.0,0.0,64.9025149345398
STLSQ,5,0.02,0.1,36,400,19,0.07625057706419695,0.07973455406433501,0.10585842252285804,0.9333333333333333,14.0,1.0,0.0,1.5280306339263916
SSR,5,0.02,0.1,36,400,19,0.09153282663359984,0.08745082060174965,0.1058584225221827,0.875,14.0,2.0,0.0,1.1356940269470215
SR3,5,0.02,0.1,36,400,19,0.9597344863952932,0.8777569985567638,0.8879307104202656,0.625,10.0,2.0,4.0,188.7461531162262
E-STLSQ,5,0.02,0.1,36,400,19,0.08574388996698021,0.08575228577458921,0.10585842252285804,0.8666666666666667,13.0,1.0,1.0,0.7250769138336182
MIOSR,5,0.02,0.125,36,400,19,0.06086590221085205,0.06711660714173885,0.09423278656239065,1.0,14.0,0.0,0.0,109.48790454864502
STLSQ,5,0.02,0.125,36,400,19,0.26606596631032997,0.22654176452492417,0.2935531407676194,0.6666666666666666,14.0,7.0,0.0,1.4982433319091797
SSR,5,0.02,0.125,36,400,19,0.12562650439151318,0.11948634801355223,0.14331910799699554,0.875,14.0,2.0,0.0,1.0754094123840332
SR3,5,0.02,0.125,36,400,19,0.9694848389781392,0.8871295583983172,0.9102942867845699,0.625,10.0,2.0,4.0,193.48797249794006
E-STLSQ,5,0.02,0.125,36,400,19,0.180264148622733,0.1583834360765075,0.15619130969475625,0.75,12.0,2.0,2.0,0.8017323017120361
MIOSR,5,0.02,0.15,36,400,19,0.08022368649617825,0.0877525394380853,0.12196142374267449,1.0,14.0,0.0,0.0,276.7820158004761
STLSQ,5,0.02,0.15,36,400,19,0.8174631689756143,0.7341079580668971,1.0,0.3333333333333333,8.0,10.0,6.0,1.3562960624694824
SSR,5,0.02,0.15,36,400,19,0.16367124759211762,0.15514615458450087,0.18460160905537715,0.875,14.0,2.0,0.0,0.9346060752868652
SR3,5,0.02,0.15,36,400,19,0.9798922294570863,0.8972486092499742,0.9333550931165165,0.625,10.0,2.0,4.0,196.7742040157318
E-STLSQ,5,0.02,0.15,36,400,19,0.9279122133657518,0.8676894940831229,1.0,0.17391304347826086,4.0,9.0,10.0,0.7319562435150146
MIOSR,5,0.02,0.175,36,400,19,0.515264727024039,0.6031268684259541,1.0,0.5555555555555556,10.0,4.0,4.0,488.7780990600586
