Method,Duration,Sample Rate,Noise,Pts/Domain,# Domains,Seed,coef_l1,coef_l2,coef_linf,support_accuracy,support_tp,support_fp,support_fn,runtime
MIOSR,5,0.02,0.025,36,400,37,0.0062284653276497215,0.009009396782754643,0.01797358247488945,1.0,14.0,0.0,0.0,18.66874670982361
STLSQ,5,0.02,0.025,36,400,37,0.0062284653276497215,0.009009396782754643,0.01797358247488945,1.0,14.0,0.0,0.0,1.1818475723266602
SSR,5,0.02,0.025,36,400,37,0.006228465327430215,0.009009396782025088,0.017973582473302607,1.0,14.0,0.0,0.0,0.8357536792755127
SR3,5,0.02,0.025,36,400,37,0.3153242422710957,0.40935323225894793,0.7217551239331417,0.7142857142857143,10.0,0.0,4.0,151.2586121559143
E-STLSQ,5,0.02,0.025,36,400,37,0.0062284653276497215,0.009009396782754643,0.01797358247488945,1.0,14.0,0.0,0.0,0.6735773086547852
MIOSR,5,0.02,0.05,36,400,37,0.013093173333437607,0.019296027542426035,0.03906750124374048,1.0,14.0,0.0,0.0,15.486984014511108
STLSQ,5,0.02,0.05,36,400,37,0.013093173333437607,0.019296027542426035,0.03906750124374048,1.0,14.0,0.0,0.0,1.1432476043701172
SSR,5,0.02,0.05,36,400,37,0.013093173332703456,0.019296027541320482,0.039067501241658475,1.0,14.0,0.0,0.0,0.8250408172607422
SR3,5,0.02,0.05,36,400,37,3.379859486896474,4.222630137541871,6.85091977323917,0.5,10.0,6.0,4.0,166.76249074935913
E-STLSQ,5,0.02,0.05,36,400,37,0.013157415700169551,0.019416532633366432,0.03906750124374048,1.0,14.0,0.0,0.0,0.6444389820098877
MIOSR,5,0.02,0.075,36,400,37,0.02196737606234066,0.031228280151268797,0.06302144385001274,1.0,14.0,0.0,0.0,33.13879942893982
STLSQ,5,0.02,0.075,36,400,37,0.1238991445877317,0.15308058423163123,0.24485966971881887,0.7647058823529411,13.0,3.0,1.0,1.1667397022247314
SSR,5,0.02,0.075,36,400,37,0.09339782640634331,0.1219940982832031,0.23843988446059772,0.8666666666666667,13.0,1.0,1.0,0.8303368091583252
SR3,5,0.02,0.075,36,400,37,3.19060123741991,3.9588398016429434,6.45598906271275,0.5,10.0,6.0,4.0,169.56114673614502
E-STLSQ,5,0.02,0.075,36,400,37,0.07682952835482607,0.10723670740813585,0.20807536847135666,0.8666666666666667,13.0,1.0,1.0,0.6411879062652588
MIOSR,5,0.02,0.1,36,400,37,0.033755471345567015,0.04509526536589194,0.08960565235714135,1.0,14.0,0.0,0.0,42.06737232208252
STLSQ,5,0.02,0.1,36,400,37,0.07301960670252124,0.09706516641853928,0.19196023289402486,0.8125,13.0,2.0,1.0,1.195427656173706
SSR,5,0.02,0.1,36,400,37,0.08345248140062485,0.1115954902160489,0.22397971572165654,0.8666666666666667,13.0,1.0,1.0,0.8393247127532959
SR3,5,0.02,0.1,36,400,37,4.318304146177554,5.206276786752097,7.88628869551428,0.45454545454545453,10.0,8.0,4.0,163.02330613136292
E-STLSQ,5,0.02,0.1,36,400,37,0.06602312172419937,0.09427027395687419,0.19155670513173917,0.8666666666666667,13.0,1.0,1.0,0.6083362102508545
MIOSR,5,0.02,0.125,36,400,37,0.0481246186716417,0.06110390756131795,0.11859838731815553,1.0,14.0,0.0,0.0,39.74484062194824
STLSQ,5,0.02,0.125,36,400,37,0.08610563851251851,0.10572343384871,0.21516551008766027,0.8125,13.0,2.0,1.0,1.1842596530914307
SSR,5,0.02,0.125,36,400,37,0.0921975281159086,0.1182047147268331,0.2432056907898399,0.8666666666666667,13.0,1.0,1.0,0.8363285064697266
SR3,5,0.02,0.125,36,400,37,2.609562813211455,2.4323184359747847,3.8114962812303013,0.42857142857142855,12.0,14.0,2.0,162.4927773475647
