Method,Duration,Sample Rate,Noise,Pts/Domain,# Domains,Seed,coef_l1,coef_l2,coef_linf,support_accuracy,support_tp,support_fp,support_fn,runtime
MIOSR,5,0.02,0.025,36,400,44,0.006977560302522676,0.00936398751400084,0.017958511727009907,1.0,14.0,0.0,0.0,22.47575283050537
STLSQ,5,0.02,0.025,36,400,44,0.006977560302522676,0.00936398751400084,0.017958511727009907,1.0,14.0,0.0,0.0,1.209521770477295
SSR,5,0.02,0.025,36,400,44,0.006977560302274104,0.00936398751367015,0.01795851172646512,1.0,14.0,0.0,0.0,0.8695282936096191
SR3,5,0.02,0.025,36,400,44,0.006977560302522676,0.00936398751400084,0.017958511727009907,1.0,14.0,0.0,0.0,154.76224946975708
E-STLSQ,5,0.02,0.025,36,400,44,0.006977560302522676,0.00936398751400084,0.017958511727009907,1.0,14.0,0.0,0.0,0.6290416717529297
MIOSR,5,0.02,0.05,36,400,44,0.01665453857177934,0.02155960326158475,0.04123520863212582,1.0,14.0,0.0,0.0,29.366032361984253
STLSQ,5,0.02,0.05,36,400,44,0.01665453857177934,0.02155960326158475,0.04123520863212582,1.0,14.0,0.0,0.0,1.2278342247009277
SSR,5,0.02,0.05,36,400,44,0.016654538570887282,0.021559603260228953,0.041235208629608944,1.0,14.0,0.0,0.0,0.8611671924591064
SR3,5,0.02,0.05,36,400,44,0.01665453857177934,0.02155960326158475,0.04123520863212582,1.0,14.0,0.0,0.0,164.42216181755066
E-STLSQ,5,0.02,0.05,36,400,44,0.016501467134278795,0.021520710799728858,0.04123520863212582,1.0,14.0,0.0,0.0,0.7117249965667725
MIOSR,5,0.02,0.075,36,400,44,0.028950892522684638,0.03660820458507776,0.06965154202303492,1.0,14.0,0.0,0.0,36.66951012611389
STLSQ,5,0.02,0.075,36,400,44,0.032589556700838455,0.03946835421516301,0.06965154202303492,0.9333333333333333,14.0,1.0,0.0,1.2358810901641846
SSR,5,0.02,0.075,36,400,44,0.028950892523012493,0.03660820458556756,0.0696515420239483,1.0,14.0,0.0,0.0,0.8494725227355957
SR3,5,0.02,0.075,36,400,44,0.032589556700838455,0.03946835421516301,0.06965154202303492,0.9333333333333333,14.0,1.0,0.0,167.2624716758728
E-STLSQ,5,0.02,0.075,36,400,44,0.02873409155517431,0.037384701242270335,0.06965154202303492,1.0,14.0,0.0,0.0,0.7566676139831543
MIOSR,5,0.02,0.1,36,400,44,0.04377885758153005,0.054465711696831134,0.10297209629598647,1.0,14.0,0.0,0.0,51.0968074798584
STLSQ,5,0.02,0.1,36,400,44,0.10478159872575832,0.13689442738664812,0.27893721402011773,0.8666666666666667,13.0,1.0,1.0,1.249659538269043
SSR,5,0.02,0.1,36,400,44,0.26483263653319533,0.30585663946945213,0.4479168250563601,0.7647058823529411,13.0,3.0,1.0,0.8576784133911133
SR3,5,0.02,0.1,36,400,44,1.2941247687144704,1.3238264433608216,1.7848470500305103,0.5652173913043478,13.0,9.0,1.0,168.54181337356567
E-STLSQ,5,0.02,0.1,36,400,44,0.13275851928321433,0.18453860360086843,0.3702083517045178,0.8666666666666667,13.0,1.0,1.0,0.6689507961273193
MIOSR,5,0.02,0.125,36,400,44,0.061088404823671234,0.07503120109227826,0.1408962156326582,1.0,14.0,0.0,0.0,66.08846735954285
STLSQ,5,0.02,0.125,36,400,44,0.11915280917196884,0.1530236120458176,0.3182709403794939,0.8666666666666667,13.0,1.0,1.0,1.263789176940918
SSR,5,0.02,0.125,36,400,44,0.2821712198799137,0.32223403586460764,0.46261915445669244,0.7647058823529411,13.0,3.0,1.0,0.8598754405975342
SR3,5,0.02,0.125,36,400,44,1.2868902385201662,1.3028913260477648,1.736584544009,0.5652173913043478,13.0,9.0,1.0,169.39948272705078
E-STLSQ,5,0.02,0.125,36,400,44,0.15694675669959351,0.20613817806896673,0.4081401820948829,0.8666666666666667,13.0,1.0,1.0,0.6879775524139404
MIOSR,5,0.02,0.15,36,400,44,0.08072474970223306,0.0981579192772112,0.18305861059889084,1.0,14.0,0.0,0.0,127.98706102371216
STLSQ,5,0.02,0.15,36,400,44,0.1367795984052358,0.17445679408836817,0.3667996790719812,0.8666666666666667,13.0,1.0,1.0,1.2629523277282715
SSR,5,0.02,0.15,36,400,44,0.7459689453203929,0.744340218754471,1.0,0.4166666666666667,10.0,10.0,4.0,0.8757398128509521
SR3,5,0.02,0.15,36,400,44,1.2706740978392002,1.2708426970500233,1.6789780666594212,0.5652173913043478,13.0,9.0,1.0,170.14299392700195
