Method,Duration,Sample Rate,Noise,Pts/Domain,# Domains,Seed,coef_l1,coef_l2,coef_linf,support_accuracy,support_tp,support_fp,support_fn,runtime
MIOSR,5,0.02,0.025,36,400,30,0.008485720974674007,0.010664748536401553,0.01570960084113593,1.0,14.0,0.0,0.0,14.804580450057983
STLSQ,5,0.02,0.025,36,400,30,0.008485720974674007,0.010664748536401553,0.01570960084113593,1.0,14.0,0.0,0.0,1.0269818305969238
SSR,5,0.02,0.025,36,400,30,0.008485720974691647,0.010664748536428788,0.01570960084123585,1.0,14.0,0.0,0.0,0.7685370445251465
SR3,5,0.02,0.025,36,400,30,0.008485720974674007,0.010664748536401553,0.01570960084113593,1.0,14.0,0.0,0.0,137.97665286064148
E-STLSQ,5,0.02,0.025,36,400,30,0.008485720974674007,0.010664748536401553,0.01570960084113593,1.0,14.0,0.0,0.0,0.5453362464904785
MIOSR,5,0.02,0.05,36,400,30,0.019109875701941687,0.023081437614617152,0.034492600571995435,1.0,14.0,0.0,0.0,20.265925884246826
STLSQ,5,0.02,0.05,36,400,30,0.22806288532236765,0.3875466225658501,0.8482615291566342,0.7647058823529411,13.0,3.0,1.0,1.0287721157073975
SSR,5,0.02,0.05,36,400,30,0.019109875701949337,0.023081437614618828,0.03449260057190784,1.0,14.0,0.0,0.0,0.7658672332763672
SR3,5,0.02,0.05,36,400,30,0.45668492987016607,0.5682534768214469,0.8504487513735445,0.7142857142857143,10.0,0.0,4.0,150.0479645729065
E-STLSQ,5,0.02,0.05,36,400,30,0.33491912740510227,0.5674281129461969,1.273729097959832,0.75,12.0,2.0,2.0,0.571425199508667
MIOSR,5,0.02,0.075,36,400,30,0.03179006995489202,0.03730785518249625,0.056266711114262846,1.0,14.0,0.0,0.0,10.661951303482056
STLSQ,5,0.02,0.075,36,400,30,1.014276090678575,1.3662186956609683,2.991083481465534,0.46153846153846156,12.0,12.0,2.0,1.0414273738861084
SSR,5,0.02,0.075,36,400,30,0.5315076187589156,0.7543839058806915,1.38969780550478,0.75,12.0,2.0,2.0,0.7675635814666748
SR3,5,0.02,0.075,36,400,30,0.4624646992269689,0.5754555486687851,0.8574023580868247,0.7142857142857143,10.0,0.0,4.0,147.24277591705322
E-STLSQ,5,0.02,0.075,36,400,30,0.5816801327841229,1.1102340824197392,2.616161023679408,0.75,12.0,2.0,2.0,0.5680739879608154
MIOSR,5,0.02,0.1,36,400,30,0.0464569073420724,0.05337522719179743,0.08094854507983684,1.0,14.0,0.0,0.0,41.53014636039734
STLSQ,5,0.02,0.1,36,400,30,2.334764854244691,1.9842676780535855,3.2724363499694413,0.375,12.0,18.0,2.0,1.0545618534088135
SSR,5,0.02,0.1,36,400,30,0.04645690734194374,0.053375227191611384,0.08094854507934357,1.0,14.0,0.0,0.0,0.7707417011260986
SR3,5,0.02,0.1,36,400,30,0.4695589564434522,0.5828172747567965,0.864079794306823,0.7142857142857143,10.0,0.0,4.0,147.34405088424683
E-STLSQ,5,0.02,0.1,36,400,30,0.7181863972574325,1.1327333555575034,2.4727835955281643,0.75,12.0,2.0,2.0,0.5917885303497314
MIOSR,5,0.02,0.125,36,400,30,0.06302449295476052,0.07126973254064035,0.10842625355376123,1.0,14.0,0.0,0.0,43.95846366882324
STLSQ,5,0.02,0.125,36,400,30,1.1608020650851176,1.0806849017585094,1.82524038169618,0.4642857142857143,13.0,14.0,1.0,1.0707542896270752
SSR,5,0.02,0.125,36,400,30,0.06302449295436624,0.07126973254010158,0.10842625355255364,1.0,14.0,0.0,0.0,0.7711291313171387
SR3,5,0.02,0.125,36,400,30,0.4790968555681005,0.5903871448121637,0.8705021114887085,0.7142857142857143,10.0,0.0,4.0,149.1232283115387
E-STLSQ,5,0.02,0.125,36,400,30,0.9579599686924009,1.0227040127436313,1.7112571415645186,0.3333333333333333,7.0,7.0,7.0,0.595282793045044
MIOSR,5,0.02,0.15,36,400,30,0.08139183070330602,0.0909406954395475,0.13855972111516124,1.0,14.0,0.0,0.0,87.51140022277832
STLSQ,5,0.02,0.15,36,400,30,1.3225894138655079,1.183643625307021,1.9988350878788381,0.41935483870967744,13.0,17.0,1.0,1.061645269393921
SSR,5,0.02,0.15,36,400,30,1.2725054078875921,1.5022751700698453,2.947054080625136,0.42857142857142855,9.0,7.0,5.0,0.7706451416015625
SR3,5,0.02,0.15,36,400,30,0.7608100925436604,0.7894024356142096,0.9032940396632055,0.6666666666666666,10.0,1.0,4.0,151.186927318573
E-STLSQ,5,0.02,0.15,36,400,30,0.6568315947156136,0.808941785061482,1.7237725610891093,0.47368421052631576,9.0,5.0,5.0,0.6297118663787842
MIOSR,5,0.02,0.175,36,400,30,0.1014444730029903,0.11230732213450938,0.1711810562557894,1.0,14.0,0.0,0.0,179.67824530601501
STLSQ,5,0.02,0.175,36,400,30,1.5070200701645406,1.2491559543178732,1.8172197869649478,0.40625,13.0,18.0,1.0,1.0822021961212158
SSR,5,0.02,0.175,36,400,30,0.4022571513099048,0.3997701368492974,0.7711387754970571,0.5384615384615384,14.0,12.0,0.0,0.773984432220459
SR3,5,0.02,0.175,36,400,30,0.7711112375918568,0.7976251614668429,0.9091017086623256,0.6666666666666666,10.0,1.0,4.0,149.7728991508484
E-STLSQ,5,0.02,0.175,36,400,30,1.0137339518632955,1.0391545995577767,1.689604462822036,0.3333333333333333,7.0,7.0,7.0,0.6287877559661865
MIOSR,5,0.02,0.19999999999999998,36,400,30,0.12305630246301834,0.13526429005590088,0.20609535512807275,1.0,14.0,0.0,0.0,454.486483335495
STLSQ,5,0.02,0.19999999999999998,36,400,30,1.8789867962896472,1.5432154787778845,2.402358721112325,0.32432432432432434,12.0,23.0,2.0,1.0901381969451904
SSR,5,0.02,0.19999999999999998,36,400,30,1.1098736493104178,1.207780639564092,2.383186814133535,0.52,13.0,11.0,1.0,0.7736392021179199
SR3,5,0.02,0.19999999999999998,36,400,30,0.781960224862346,0.8061696202325329,0.9152216566494615,0.6666666666666666,10.0,1.0,4.0,149.86639046669006
E-STLSQ,5,0.02,0.19999999999999998,36,400,30,1.6009764268111233,1.36624613808337,2.1542066014664085,0.2727272727272727,6.0,8.0,8.0,0.6222362518310547
MIOSR,5,0.02,0.22499999999999998,36,400,30,0.14609133362299054,0.15968643029760676,0.24308174139129302,1.0,14.0,0.0,0.0,600.3601717948914
STLSQ,5,0.02,0.22499999999999998,36,400,30,2.019231097703104,1.2961523144795657,1.754405825540197,0.3023255813953488,13.0,29.0,1.0,1.0823473930358887
SSR,5,0.02,0.22499999999999998,36,400,30,1.256119155835924,1.3079234045182122,2.630683071095548,0.4482758620689655,13.0,15.0,1.0,0.7738544940948486
SR3,5,0.02,0.22499999999999998,36,400,30,0.7933344633550822,0.8150673523061459,0.9216870771409263,0.6666666666666666,10.0,1.0,4.0,148.62951040267944
E-STLSQ,5,0.02,0.22499999999999998,36,400,30,1.024195218176587,1.005540955828936,1.8146533600529393,0.4,8.0,6.0,6.0,0.6555593013763428
MIOSR,5,0.02,0.24999999999999997,36,400,30,0.40038598183116136,0.561613248139219,1.0,0.6470588235294118,11.0,3.0,3.0,600.3217551708221
