Method,Duration,Sample Rate,Noise,Pts/Domain,# Domains,Seed,coef_l1,coef_l2,coef_linf,support_accuracy,support_tp,support_fp,support_fn,runtime
MIOSR,5,0.02,0.025,36,400,1,0.003916804484591881,0.004405162579173284,0.008081595554273902,1.0,14.0,0.0,0.0,9.879835367202759
STLSQ,5,0.02,0.025,36,400,1,0.003916804484591881,0.004405162579173284,0.008081595554273902,1.0,14.0,0.0,0.0,0.9375519752502441
SSR,5,0.02,0.025,36,400,1,0.003916804484436288,0.004405162578951099,0.008081595553787957,1.0,14.0,0.0,0.0,0.7111210823059082
SR3,5,0.02,0.025,36,400,1,0.12426725991158323,0.20511590443171845,0.3928030115482093,0.9285714285714286,13.0,0.0,1.0,142.10459446907043
E-STLSQ,5,0.02,0.025,36,400,1,0.003916804484591881,0.004405162579173284,0.008081595554273902,1.0,14.0,0.0,0.0,0.4959230422973633
MIOSR,5,0.02,0.05,36,400,1,0.010624762925178471,0.011475044023671286,0.01967142820960377,1.0,14.0,0.0,0.0,15.535202980041504
STLSQ,5,0.02,0.05,36,400,1,0.16721632232985087,0.2003324690710064,0.3179151496166165,0.8125,13.0,2.0,1.0,0.9670407772064209
SSR,5,0.02,0.05,36,400,1,0.16756536388034243,0.2003410789164562,0.3179151496164655,0.7647058823529411,13.0,3.0,1.0,0.710261344909668
SR3,5,0.02,0.05,36,400,1,0.7967632677506261,0.8340348195788033,0.9764796498549657,0.6666666666666666,10.0,1.0,4.0,148.71027445793152
E-STLSQ,5,0.02,0.05,36,400,1,0.1534264052185346,0.1951068022500842,0.3179151496166165,0.8666666666666667,13.0,1.0,1.0,0.5314626693725586
MIOSR,5,0.02,0.075,36,400,1,0.020013908349774057,0.021267966964981365,0.03466052520136409,1.0,14.0,0.0,0.0,29.83918786048889
STLSQ,5,0.02,0.075,36,400,1,0.1710205848267997,0.19928830418093837,0.31597648831467406,0.8125,13.0,2.0,1.0,0.9693372249603271
SSR,5,0.02,0.075,36,400,1,0.1715561726803301,0.19931236712620948,0.31597648831369296,0.7647058823529411,13.0,3.0,1.0,0.7111878395080566
SR3,5,0.02,0.075,36,400,1,0.7932507084533464,0.8303180581906998,0.976467543096997,0.6666666666666666,10.0,1.0,4.0,141.95575094223022
E-STLSQ,5,0.02,0.075,36,400,1,0.15734917579936647,0.19417077952917827,0.31597648831467406,0.8666666666666667,13.0,1.0,1.0,0.5178813934326172
MIOSR,5,0.02,0.1,36,400,1,0.03196711208822716,0.03371321393455503,0.052912407922465654,1.0,14.0,0.0,0.0,36.818307876586914
STLSQ,5,0.02,0.1,36,400,1,0.17788863311341893,0.2013160297889649,0.317901475239194,0.8125,13.0,2.0,1.0,0.9483222961425781
SSR,5,0.02,0.1,36,400,1,0.18336924761403503,0.2020271387143824,0.3179014752389244,0.7647058823529411,13.0,3.0,1.0,0.713191032409668
SR3,5,0.02,0.1,36,400,1,0.7911954670320628,0.8266709968476573,0.9773073111125321,0.6666666666666666,10.0,1.0,4.0,140.54652667045593
E-STLSQ,5,0.02,0.1,36,400,1,0.18690297704708334,0.20376522783381026,0.317901475239194,0.75,12.0,2.0,2.0,0.5306570529937744
MIOSR,5,0.02,0.125,36,400,1,0.04634398853995922,0.0486801986809586,0.07426104531897426,1.0,14.0,0.0,0.0,56.602062463760376
STLSQ,5,0.02,0.125,36,400,1,0.07291773085742957,0.08175924433453419,0.15324392737356174,0.8666666666666667,13.0,1.0,1.0,0.967904806137085
SSR,5,0.02,0.125,36,400,1,0.20805497330963924,0.2222185878421426,0.3355272373664234,0.7647058823529411,13.0,3.0,1.0,0.7136297225952148
SR3,5,0.02,0.125,36,400,1,0.827723837886737,0.7879933008258106,0.871453553167038,0.5882352941176471,10.0,3.0,4.0,141.70723724365234
E-STLSQ,5,0.02,0.125,36,400,1,0.19695607322484546,0.20950827030357277,0.324032367680267,0.75,12.0,2.0,2.0,0.5500936508178711
MIOSR,5,0.02,0.15,36,400,1,0.06298319105667234,0.0660026478177,0.0985128207208179,1.0,14.0,0.0,0.0,152.31978797912598
STLSQ,5,0.02,0.15,36,400,1,0.26059747425626106,0.23640678942070972,0.3346371189920817,0.65,13.0,6.0,1.0,0.9815120697021484
SSR,5,0.02,0.15,36,400,1,0.2221240980921072,0.23317122886737257,0.3460889440117423,0.7647058823529411,13.0,3.0,1.0,0.7146878242492676
SR3,5,0.02,0.15,36,400,1,0.8249050590987534,0.7841088270356542,0.8637942155283389,0.5882352941176471,10.0,3.0,4.0,143.5227506160736
E-STLSQ,5,0.02,0.15,36,400,1,0.22328155288126444,0.22565620048637244,0.3346371189920817,0.75,12.0,2.0,2.0,0.6224720478057861
MIOSR,5,0.02,0.175,36,400,1,0.0817049706191532,0.0854887911043427,0.1254486281927697,1.0,14.0,0.0,0.0,305.68940472602844
STLSQ,5,0.02,0.175,36,400,1,0.3001382782423518,0.26169701961076464,0.3691172371226651,0.6190476190476191,13.0,7.0,1.0,0.9885733127593994
SSR,5,0.02,0.175,36,400,1,0.10982900124286119,0.11292944601814653,0.195091546383252,0.8666666666666667,13.0,1.0,1.0,0.7121767997741699
SR3,5,0.02,0.175,36,400,1,0.9224153899967089,0.8134570455215682,0.9019670750596164,0.5263157894736842,10.0,5.0,4.0,140.53701376914978
E-STLSQ,5,0.02,0.175,36,400,1,0.2682415359225034,0.257446280999835,0.36164004650847503,0.75,12.0,2.0,2.0,0.5775916576385498
MIOSR,5,0.02,0.19999999999999998,36,400,1,0.39597989475823386,0.5406541342091803,1.0,0.5555555555555556,10.0,4.0,4.0,540.6594302654266
