Method,Duration,Sample Rate,Noise,Pts/Domain,# Domains,Seed,coef_l1,coef_l2,coef_linf,support_accuracy,support_tp,support_fp,support_fn,runtime
MIOSR,5,0.02,0.025,36,400,2,0.006528896566476721,0.008166769972945161,0.012945551778971609,1.0,14.0,0.0,0.0,10.931157350540161
STLSQ,5,0.02,0.025,36,400,2,0.006528896566476721,0.008166769972945161,0.012945551778971609,1.0,14.0,0.0,0.0,1.0223779678344727
SSR,5,0.02,0.025,36,400,2,0.00652889656674793,0.008166769973407097,0.012945551780108921,1.0,14.0,0.0,0.0,0.7463533878326416
SR3,5,0.02,0.025,36,400,2,0.7386764457951138,0.7714951727654727,0.9224779373806721,0.6666666666666666,10.0,1.0,4.0,155.12488865852356
E-STLSQ,5,0.02,0.025,36,400,2,0.006528896566476721,0.008166769972945161,0.012945551778971609,1.0,14.0,0.0,0.0,0.5906939506530762
MIOSR,5,0.02,0.05,36,400,2,0.011996846024763936,0.014214431732858716,0.023298368369066846,1.0,14.0,0.0,0.0,13.375910520553589
STLSQ,5,0.02,0.05,36,400,2,0.011996846024763936,0.014214431732858716,0.023298368369066846,1.0,14.0,0.0,0.0,0.9895851612091064
SSR,5,0.02,0.05,36,400,2,0.011996846024795888,0.014214431732925319,0.023298368369229827,1.0,14.0,0.0,0.0,0.7069761753082275
SR3,5,0.02,0.05,36,400,2,0.7076564781666483,0.5216713110998871,0.5793045133354926,0.3684210526315789,14.0,24.0,0.0,159.23418951034546
E-STLSQ,5,0.02,0.05,36,400,2,0.011996846024763936,0.014214431732858716,0.023298368369066846,1.0,14.0,0.0,0.0,0.5846552848815918
MIOSR,5,0.02,0.075,36,400,2,0.016502683050287528,0.018881200370489595,0.03316450979281371,1.0,14.0,0.0,0.0,26.008208513259888
STLSQ,5,0.02,0.075,36,400,2,0.9978909286201472,0.9247653482815785,1.0,0.375,6.0,2.0,8.0,1.0076749324798584
SSR,5,0.02,0.075,36,400,2,0.4698463453435038,0.6016067999678306,0.8413091336899808,0.75,12.0,2.0,2.0,0.7056784629821777
SR3,5,0.02,0.075,36,400,2,2.3722292594515815,1.786008318129213,2.1747506909896526,0.35714285714285715,10.0,14.0,4.0,163.8321681022644
E-STLSQ,5,0.02,0.075,36,400,2,0.971760887929627,0.9051274984447611,1.0,0.375,6.0,2.0,8.0,0.5431983470916748
MIOSR,5,0.02,0.1,36,400,2,0.02009242679492919,0.02314921393424542,0.04184205140932673,1.0,14.0,0.0,0.0,9.619091033935547
STLSQ,5,0.02,0.1,36,400,2,0.9920749004144813,0.9203194517881035,1.0,0.375,6.0,2.0,8.0,0.9941906929016113
SSR,5,0.02,0.1,36,400,2,0.05304169164044383,0.06815265756269098,0.12332645389970553,0.875,14.0,2.0,0.0,0.7109184265136719
SR3,5,0.02,0.1,36,400,2,2.548157848773958,1.9745437292975474,2.4539134696894216,0.35714285714285715,10.0,14.0,4.0,161.21606612205505
E-STLSQ,5,0.02,0.1,36,400,2,1.0725254745243518,0.8965533821498868,1.0,0.3333333333333333,7.0,7.0,7.0,0.5634610652923584
MIOSR,5,0.02,0.125,36,400,2,0.025403882709576994,0.028147899531072326,0.049277129131497066,1.0,14.0,0.0,0.0,42.483680725097656
STLSQ,5,0.02,0.125,36,400,2,0.9063151949383003,0.8148847653244466,1.0,0.42105263157894735,8.0,5.0,6.0,1.0086581707000732
SSR,5,0.02,0.125,36,400,2,0.5871042503983439,0.6651842035374226,1.0,0.5555555555555556,10.0,4.0,4.0,0.7088396549224854
SR3,5,0.02,0.125,36,400,2,2.6359704371425394,2.093180801764455,2.655159870190313,0.3225806451612903,10.0,17.0,4.0,160.57829761505127
E-STLSQ,5,0.02,0.125,36,400,2,0.7854761570615894,0.7650913702129988,1.0,0.47058823529411764,8.0,3.0,6.0,0.617971658706665
MIOSR,5,0.02,0.15,36,400,2,0.03246082420692276,0.034849209622457494,0.05538193473593345,1.0,14.0,0.0,0.0,128.4263105392456
STLSQ,5,0.02,0.15,36,400,2,0.9810309775076259,0.9119919355372442,1.0,0.375,6.0,2.0,8.0,1.0283329486846924
SSR,5,0.02,0.15,36,400,2,0.588865152064175,0.6639011486720197,1.0,0.5555555555555556,10.0,4.0,4.0,0.7112998962402344
SR3,5,0.02,0.15,36,400,2,2.6835870934796264,2.1499976718226015,2.7233839991221975,0.3225806451612903,10.0,17.0,4.0,161.16203474998474
E-STLSQ,5,0.02,0.15,36,400,2,0.9810309775076259,0.9119919355372442,1.0,0.375,6.0,2.0,8.0,0.5195207595825195
MIOSR,5,0.02,0.175,36,400,2,0.04007275799401005,0.04379831295513652,0.06003550764739263,1.0,14.0,0.0,0.0,425.22948145866394
STLSQ,5,0.02,0.175,36,400,2,0.9758314560109216,0.9081191539451563,1.0,0.375,6.0,2.0,8.0,1.0328078269958496
SSR,5,0.02,0.175,36,400,2,0.5216349170031255,0.6530414716217867,1.0,0.5555555555555556,10.0,4.0,4.0,0.7515964508056641
SR3,5,0.02,0.175,36,400,2,2.6225109127834023,2.0884866601590897,2.61958951362248,0.3225806451612903,10.0,17.0,4.0,161.76869463920593
E-STLSQ,5,0.02,0.175,36,400,2,0.9758314560109216,0.9081191539451563,1.0,0.375,6.0,2.0,8.0,0.520622968673706
MIOSR,5,0.02,0.19999999999999998,36,400,2,0.04798641246930773,0.05512026982064089,0.073052554336412,1.0,14.0,0.0,0.0,600.3787851333618
STLSQ,5,0.02,0.19999999999999998,36,400,2,0.8808751453846739,0.7891601326225097,1.0,0.42105263157894735,8.0,5.0,6.0,1.0432648658752441
SSR,5,0.02,0.19999999999999998,36,400,2,0.8997832910166826,0.7858209222163269,0.9616813407102758,0.35714285714285715,10.0,14.0,4.0,0.7118971347808838
SR3,5,0.02,0.19999999999999998,36,400,2,1.180569514909514,0.9009468892867734,0.9846631675593234,0.4,10.0,11.0,4.0,157.04694151878357
E-STLSQ,5,0.02,0.19999999999999998,36,400,2,0.7530693556485725,0.7309027030967692,1.0,0.47058823529411764,8.0,3.0,6.0,0.514167308807373
MIOSR,5,0.02,0.22499999999999998,36,400,2,0.060898356719397626,0.06870074531683536,0.09070708283526696,1.0,14.0,0.0,0.0,600.5090250968933
STLSQ,5,0.02,0.22499999999999998,36,400,2,0.871549560294395,0.7796658829444655,1.0,0.42105263157894735,8.0,5.0,6.0,1.1030919551849365
SSR,5,0.02,0.22499999999999998,36,400,2,0.9265084375239981,0.8439323635394355,1.0,0.4,8.0,6.0,6.0,0.7508432865142822
SR3,5,0.02,0.22499999999999998,36,400,2,1.3404157187668728,0.9780885602864858,1.020950885981026,0.37037037037037035,10.0,13.0,4.0,149.3084659576416
E-STLSQ,5,0.02,0.22499999999999998,36,400,2,0.843680658807604,0.7510952862216874,1.0,0.4,8.0,6.0,6.0,0.5323481559753418
MIOSR,5,0.02,0.24999999999999997,36,400,2,0.07618671418961377,0.08433935028441425,0.10968679165306683,1.0,14.0,0.0,0.0,600.4494984149933
STLSQ,5,0.02,0.24999999999999997,36,400,2,0.9147064760273971,0.7969151657646228,1.0,0.38095238095238093,8.0,7.0,6.0,1.1127967834472656
SSR,5,0.02,0.24999999999999997,36,400,2,0.9618736290328674,0.8978586555370247,1.0,0.375,6.0,2.0,8.0,0.751190185546875
SR3,5,0.02,0.24999999999999997,36,400,2,1.3492501834965729,0.9638482076454261,1.0351957952754733,0.3448275862068966,10.0,15.0,4.0,146.40867066383362
E-STLSQ,5,0.02,0.24999999999999997,36,400,2,0.9159631899355004,0.8050379845848191,1.0,0.4,8.0,6.0,6.0,0.5267486572265625
MIOSR,5,0.02,0.27499999999999997,36,400,2,0.09327144787591489,0.1018238460856683,0.12979713894046607,1.0,14.0,0.0,0.0,600.4116179943085
STLSQ,5,0.02,0.27499999999999997,36,400,2,0.9036683533169907,0.7879138057042978,1.0,0.38095238095238093,8.0,7.0,6.0,1.0685756206512451
SSR,5,0.02,0.27499999999999997,36,400,2,0.9185319516908919,0.8168146593137376,1.0,0.3333333333333333,9.0,13.0,5.0,0.7126555442810059
SR3,5,0.02,0.27499999999999997,36,400,2,1.6554160005337883,1.0433040720084088,1.0401831740406517,0.24390243902439024,10.0,27.0,4.0,145.3731861114502
E-STLSQ,5,0.02,0.27499999999999997,36,400,2,0.9367106699059254,0.8179413124515326,1.0188045228008005,0.4,8.0,6.0,6.0,0.5585319995880127
MIOSR,5,0.02,0.3,36,400,2,0.11204061583582618,0.12095530938660233,0.15084556588424047,1.0,14.0,0.0,0.0,600.5916209220886
