Method,Duration,Sample Rate,Noise,Pts/Domain,# Domains,Seed,coef_l1,coef_l2,coef_linf,support_accuracy,support_tp,support_fp,support_fn,runtime
MIOSR,25,0.1,0.25,50,200,32,0.0182229907624674,0.018233557523391238,0.019029654529407858,1.0,3.0,0.0,0.0,2.60591459274292
STLSQ,25,0.1,0.25,50,200,32,0.0182229907624674,0.018233557523391238,0.019029654529407858,1.0,3.0,0.0,0.0,0.27534985542297363
SSR,25,0.1,0.25,50,200,32,0.01822299076246277,0.018233557523386693,0.01902965452940708,1.0,3.0,0.0,0.0,0.051311492919921875
SR3,25,0.1,0.25,50,200,32,0.0182229907624674,0.018233557523391238,0.019029654529407858,1.0,3.0,0.0,0.0,5.069425582885742
E-STLSQ,25,0.1,0.25,50,200,32,0.0182229907624674,0.018233557523391238,0.019029654529407858,1.0,3.0,0.0,0.0,0.13430213928222656
MIOSR,25,0.1,0.5,50,200,32,0.017217050207637235,0.02350543984465866,0.03981395035125701,1.0,3.0,0.0,0.0,2.6890499591827393
STLSQ,25,0.1,0.5,50,200,32,0.017217050207637235,0.02350543984465866,0.03981395035125701,1.0,3.0,0.0,0.0,0.2592942714691162
SSR,25,0.1,0.5,50,200,32,0.01721705020763742,0.023505439844659113,0.0398139503512579,1.0,3.0,0.0,0.0,0.05101752281188965
SR3,25,0.1,0.5,50,200,32,0.017217050207637235,0.02350543984465866,0.03981395035125701,1.0,3.0,0.0,0.0,8.28303074836731
E-STLSQ,25,0.1,0.5,50,200,32,0.017217050207637235,0.02350543984465866,0.03981395035125701,1.0,3.0,0.0,0.0,0.14873290061950684
MIOSR,25,0.1,0.75,50,200,32,0.032403474210361605,0.041520385111671054,0.06588307983687813,1.0,3.0,0.0,0.0,2.6525888442993164
STLSQ,25,0.1,0.75,50,200,32,0.032403474210361605,0.041520385111671054,0.06588307983687813,1.0,3.0,0.0,0.0,0.272815465927124
SSR,25,0.1,0.75,50,200,32,0.03240347421036416,0.04152038511167193,0.0658830798368778,1.0,3.0,0.0,0.0,0.05065584182739258
SR3,25,0.1,0.75,50,200,32,0.032403474210361605,0.041520385111671054,0.06588307983687813,1.0,3.0,0.0,0.0,20.37276005744934
E-STLSQ,25,0.1,0.75,50,200,32,0.0355112209159539,0.048178599289142914,0.07936620784840365,1.0,3.0,0.0,0.0,0.12924861907958984
MIOSR,25,0.1,1.0,50,200,32,0.049497688685564256,0.062390101682724665,0.0974408635069337,1.0,3.0,0.0,0.0,2.7046499252319336
STLSQ,25,0.1,1.0,50,200,32,0.049497688685564256,0.062390101682724665,0.0974408635069337,1.0,3.0,0.0,0.0,0.2743949890136719
SSR,25,0.1,1.0,50,200,32,0.049497688685566775,0.06239010168272529,0.0974408635069326,1.0,3.0,0.0,0.0,0.05104684829711914
SR3,25,0.1,1.0,50,200,32,0.049497688685564256,0.062390101682724665,0.0974408635069337,1.0,3.0,0.0,0.0,42.481361865997314
E-STLSQ,25,0.1,1.0,50,200,32,0.049497688685564256,0.062390101682724665,0.0974408635069337,1.0,3.0,0.0,0.0,0.13992929458618164
MIOSR,25,0.1,1.25,50,200,32,0.06515652987288038,0.08509335323429533,0.13461995181761566,1.0,3.0,0.0,0.0,2.7252042293548584
STLSQ,25,0.1,1.25,50,200,32,0.06515652987288038,0.08509335323429533,0.13461995181761566,1.0,3.0,0.0,0.0,0.28087711334228516
SSR,25,0.1,1.25,50,200,32,0.0651565298728796,0.08509335323429448,0.13461995181761466,1.0,3.0,0.0,0.0,0.05071735382080078
SR3,25,0.1,1.25,50,200,32,0.06515652987288038,0.08509335323429533,0.13461995181761566,1.0,3.0,0.0,0.0,50.405765771865845
E-STLSQ,25,0.1,1.25,50,200,32,0.06889390370249222,0.09127146463870611,0.14655035348749224,1.0,3.0,0.0,0.0,0.13828253746032715
