Method,Duration,Sample Rate,Noise,Pts/Domain,# Domains,Seed,coef_l1,coef_l2,coef_linf,support_accuracy,support_tp,support_fp,support_fn,runtime
MIOSR,25,0.1,0.25,50,200,6,0.011498080935780974,0.012730454512683733,0.017582236157069664,1.0,3.0,0.0,0.0,2.8180832862854004
STLSQ,25,0.1,0.25,50,200,6,0.011498080935780974,0.012730454512683733,0.017582236157069664,1.0,3.0,0.0,0.0,0.329984188079834
SSR,25,0.1,0.25,50,200,6,0.011498080935779234,0.012730454512682244,0.017582236157066666,1.0,3.0,0.0,0.0,0.05475568771362305
SR3,25,0.1,0.25,50,200,6,0.011498080935780974,0.012730454512683733,0.017582236157069664,1.0,3.0,0.0,0.0,6.56125020980835
E-STLSQ,25,0.1,0.25,50,200,6,0.011498080935780974,0.012730454512683733,0.017582236157069664,1.0,3.0,0.0,0.0,0.15922856330871582
MIOSR,25,0.1,0.5,50,200,6,0.019530216590702976,0.02115003361177832,0.025345857614043732,1.0,3.0,0.0,0.0,2.866696834564209
STLSQ,25,0.1,0.5,50,200,6,0.019530216590702976,0.02115003361177832,0.025345857614043732,1.0,3.0,0.0,0.0,0.33335256576538086
SSR,25,0.1,0.5,50,200,6,0.019530216590701865,0.02115003361177771,0.025345857614041956,1.0,3.0,0.0,0.0,0.05438041687011719
SR3,25,0.1,0.5,50,200,6,0.019530216590702976,0.02115003361177832,0.025345857614043732,1.0,3.0,0.0,0.0,20.67211937904358
E-STLSQ,25,0.1,0.5,50,200,6,0.019530216590702976,0.02115003361177832,0.025345857614043732,1.0,3.0,0.0,0.0,0.1666860580444336
MIOSR,25,0.1,0.75,50,200,6,0.040148149748924444,0.041182936087641966,0.052784138836598826,1.0,3.0,0.0,0.0,2.8976361751556396
STLSQ,25,0.1,0.75,50,200,6,0.040148149748924444,0.041182936087641966,0.052784138836598826,1.0,3.0,0.0,0.0,0.33832645416259766
SSR,25,0.1,0.75,50,200,6,0.04014814974892408,0.04118293608764161,0.05278413883659816,1.0,3.0,0.0,0.0,0.05237317085266113
SR3,25,0.1,0.75,50,200,6,0.040148149748924444,0.041182936087641966,0.052784138836598826,1.0,3.0,0.0,0.0,53.56303024291992
E-STLSQ,25,0.1,0.75,50,200,6,0.040148149748924444,0.041182936087641966,0.052784138836598826,1.0,3.0,0.0,0.0,0.17399835586547852
MIOSR,25,0.1,1.0,50,200,6,0.05842975078155891,0.06003452099712412,0.07762579991712593,1.0,3.0,0.0,0.0,2.870356798171997
STLSQ,25,0.1,1.0,50,200,6,0.05842975078155891,0.06003452099712412,0.07762579991712593,1.0,3.0,0.0,0.0,0.32224059104919434
SSR,25,0.1,1.0,50,200,6,0.058429750781557654,0.06003452099712277,0.07762579991712415,1.0,3.0,0.0,0.0,0.0539698600769043
SR3,25,0.1,1.0,50,200,6,0.05726494894891557,0.04773943757147944,0.05417381049514125,0.375,3.0,5.0,0.0,53.93568253517151
E-STLSQ,25,0.1,1.0,50,200,6,0.05842975078155891,0.06003452099712412,0.07762579991712593,1.0,3.0,0.0,0.0,0.18449807167053223
MIOSR,25,0.1,1.25,50,200,6,0.07406383123287459,0.07650417017313137,0.0995426384301803,1.0,3.0,0.0,0.0,3.009739398956299
STLSQ,25,0.1,1.25,50,200,6,0.07406383123287459,0.07650417017313137,0.0995426384301803,1.0,3.0,0.0,0.0,0.31814098358154297
SSR,25,0.1,1.25,50,200,6,0.06770504833467002,0.06982899780804885,0.09138834676435925,1.0,3.0,0.0,0.0,0.055489540100097656
SR3,25,0.1,1.25,50,200,6,0.11097436236533996,0.09449700803413927,0.12575371104844213,0.3,3.0,7.0,0.0,59.666669607162476
E-STLSQ,25,0.1,1.25,50,200,6,0.07406383123287459,0.07650417017313137,0.0995426384301803,1.0,3.0,0.0,0.0,0.15604853630065918
MIOSR,25,0.1,1.5,50,200,6,0.08674992046390417,0.0901643176964402,0.11824804087611906,1.0,3.0,0.0,0.0,2.890780448913574
STLSQ,25,0.1,1.5,50,200,6,0.08674992046390417,0.0901643176964402,0.11824804087611906,1.0,3.0,0.0,0.0,0.3171243667602539
SSR,25,0.1,1.5,50,200,6,0.08030788796497257,0.08331543635800895,0.10996710020858869,1.0,3.0,0.0,0.0,0.05672788619995117
SR3,25,0.1,1.5,50,200,6,0.12663601015968315,0.1242837233270313,0.16774077128866893,0.3333333333333333,3.0,6.0,0.0,60.857985734939575
E-STLSQ,25,0.1,1.5,50,200,6,0.08674992046390417,0.0901643176964402,0.11824804087611906,1.0,3.0,0.0,0.0,0.15085387229919434
MIOSR,25,0.1,1.75,50,200,6,0.09620861802034897,0.10075092880227512,0.13350890697664242,1.0,3.0,0.0,0.0,2.9585015773773193
STLSQ,25,0.1,1.75,50,200,6,0.09620861802034897,0.10075092880227512,0.13350890697664242,1.0,3.0,0.0,0.0,0.3263728618621826
SSR,25,0.1,1.75,50,200,6,0.03528979114616382,0.04095634661036533,0.05514600652780888,1.0,3.0,0.0,0.0,0.05516529083251953
SR3,25,0.1,1.75,50,200,6,0.15347680608409184,0.15593684708837965,0.21056223630549353,0.3333333333333333,3.0,6.0,0.0,60.849323987960815
E-STLSQ,25,0.1,1.75,50,200,6,0.09620861802034897,0.10075092880227512,0.13350890697664242,1.0,3.0,0.0,0.0,0.1540236473083496
MIOSR,25,0.1,2.0,50,200,6,0.10219517428623452,0.10810384687345037,0.1451590322964651,1.0,3.0,0.0,0.0,2.9751837253570557
STLSQ,25,0.1,2.0,50,200,6,0.10219517428623452,0.10810384687345037,0.1451590322964651,1.0,3.0,0.0,0.0,0.33910274505615234
SSR,25,0.1,2.0,50,200,6,0.04106676970405491,0.046254060307829144,0.06631945346010859,1.0,3.0,0.0,0.0,0.055258989334106445
SR3,25,0.1,2.0,50,200,6,0.17432850348158305,0.18196515795912752,0.24643150098537658,0.3333333333333333,3.0,6.0,0.0,62.049566984176636
E-STLSQ,25,0.1,2.0,50,200,6,0.10219517428623452,0.10810384687345037,0.1451590322964651,1.0,3.0,0.0,0.0,0.15081381797790527
MIOSR,25,0.1,2.25,50,200,6,0.10451638312182994,0.11218330704410358,0.15311344989486564,1.0,3.0,0.0,0.0,2.991680145263672
STLSQ,25,0.1,2.25,50,200,6,0.10451638312182994,0.11218330704410358,0.15311344989486564,1.0,3.0,0.0,0.0,0.33249378204345703
SSR,25,0.1,2.25,50,200,6,0.043462706053194244,0.04914527574880984,0.07415093517861537,1.0,3.0,0.0,0.0,0.05522298812866211
SR3,25,0.1,2.25,50,200,6,0.1890201910204441,0.20222328145029994,0.2753140051923104,0.3333333333333333,3.0,6.0,0.0,62.13242721557617
E-STLSQ,25,0.1,2.25,50,200,6,0.04731396006938585,0.049520471659670134,0.06662653994583811,1.0,3.0,0.0,0.0,0.15007376670837402
MIOSR,25,0.1,2.5,50,200,6,0.10304992991707063,0.11311746770317606,0.1573824102166006,1.0,3.0,0.0,0.0,2.9236953258514404
STLSQ,25,0.1,2.5,50,200,6,0.10304992991707063,0.11311746770317606,0.1573824102166006,1.0,3.0,0.0,0.0,0.33066582679748535
SSR,25,0.1,2.5,50,200,6,0.04234357475094316,0.04958657889945402,0.07863614266129737,1.0,3.0,0.0,0.0,0.054526567459106445
SR3,25,0.1,2.5,50,200,6,0.19760200886698945,0.21697655896295948,0.29747225784770137,0.3333333333333333,3.0,6.0,0.0,57.925849199295044
E-STLSQ,25,0.1,2.5,50,200,6,0.10304992991707063,0.11311746770317606,0.1573824102166006,1.0,3.0,0.0,0.0,0.14604663848876953
MIOSR,25,0.1,2.75,50,200,6,0.09776423312750408,0.11127869622743425,0.15808285636642982,1.0,3.0,0.0,0.0,2.920283794403076
STLSQ,25,0.1,2.75,50,200,6,0.09776423312750408,0.11127869622743425,0.15808285636642982,1.0,3.0,0.0,0.0,0.3196687698364258
SSR,25,0.1,2.75,50,200,6,0.03765919776060452,0.04813688114333576,0.07986849756765246,1.0,3.0,0.0,0.0,0.05324697494506836
SR3,25,0.1,2.75,50,200,6,0.21010785743800817,0.23261373045789446,0.3237140669633234,0.3,3.0,7.0,0.0,61.85877323150635
E-STLSQ,25,0.1,2.75,50,200,6,0.09776423312750408,0.11127869622743425,0.15808285636642982,1.0,3.0,0.0,0.0,0.14669394493103027
MIOSR,25,0.1,3.0,50,200,6,0.08873581407411264,0.10739434726527965,0.15544470424233858,1.0,3.0,0.0,0.0,2.9769740104675293
STLSQ,25,0.1,3.0,50,200,6,0.08873581407411264,0.10739434726527965,0.15544470424233858,1.0,3.0,0.0,0.0,0.31119775772094727
SSR,25,0.1,3.0,50,200,6,0.03367307017086659,0.04621859210311054,0.0780459127733506,1.0,3.0,0.0,0.0,0.05565690994262695
SR3,25,0.1,3.0,50,200,6,0.20670020694145666,0.23755538882126892,0.3336411157711905,0.3,3.0,7.0,0.0,64.76597023010254
E-STLSQ,25,0.1,3.0,50,200,6,0.05446861992314863,0.05711087515807773,0.07578026991492148,1.0,3.0,0.0,0.0,0.14565753936767578
