Method,Duration,Sample Rate,Noise,Pts/Domain,# Domains,Seed,coef_l1,coef_l2,coef_linf,support_accuracy,support_tp,support_fp,support_fn,runtime
MIOSR,25,0.1,0.25,50,200,47,0.04528022159603636,0.05094409941462558,0.06999044422895251,1.0,3.0,0.0,0.0,2.758478879928589
STLSQ,25,0.1,0.25,50,200,47,0.04528022159603636,0.05094409941462558,0.06999044422895251,1.0,3.0,0.0,0.0,0.28705382347106934
SSR,25,0.1,0.25,50,200,47,0.045280221596028625,0.05094409941461647,0.06999044422894007,1.0,3.0,0.0,0.0,0.050179243087768555
SR3,25,0.1,0.25,50,200,47,0.04528022159603636,0.05094409941462558,0.06999044422895251,1.0,3.0,0.0,0.0,11.632016658782959
E-STLSQ,25,0.1,0.25,50,200,47,0.04528022159603636,0.05094409941462558,0.06999044422895251,1.0,3.0,0.0,0.0,0.13382482528686523
MIOSR,25,0.1,0.5,50,200,47,0.06617770582787674,0.07141807451664628,0.09636538783400184,1.0,3.0,0.0,0.0,2.7843337059020996
STLSQ,25,0.1,0.5,50,200,47,0.06617770582787674,0.07141807451664628,0.09636538783400184,1.0,3.0,0.0,0.0,0.27683281898498535
SSR,25,0.1,0.5,50,200,47,0.0661777058278773,0.07141807451664682,0.09636538783400217,1.0,3.0,0.0,0.0,0.05014491081237793
SR3,25,0.1,0.5,50,200,47,0.06617770582787674,0.07141807451664628,0.09636538783400184,1.0,3.0,0.0,0.0,19.222490310668945
E-STLSQ,25,0.1,0.5,50,200,47,0.06617770582787674,0.07141807451664628,0.09636538783400184,1.0,3.0,0.0,0.0,0.13175439834594727
MIOSR,25,0.1,0.75,50,200,47,0.08954582862942002,0.09463012340930994,0.12543003591048785,1.0,3.0,0.0,0.0,2.897351026535034
STLSQ,25,0.1,0.75,50,200,47,0.08954582862942002,0.09463012340930994,0.12543003591048785,1.0,3.0,0.0,0.0,0.2780642509460449
SSR,25,0.1,0.75,50,200,47,0.08954582862941578,0.09463012340930516,0.12543003591048119,1.0,3.0,0.0,0.0,0.04969978332519531
SR3,25,0.1,0.75,50,200,47,0.08031866011912547,0.08293695030745041,0.10624599403974389,0.6,3.0,2.0,0.0,34.95800423622131
E-STLSQ,25,0.1,0.75,50,200,47,0.08954582862942002,0.09463012340930994,0.12543003591048785,1.0,3.0,0.0,0.0,0.1270887851715088
MIOSR,25,0.1,1.0,50,200,47,0.11503869558309014,0.12007945683432003,0.15667698406409847,1.0,3.0,0.0,0.0,2.8890154361724854
STLSQ,25,0.1,1.0,50,200,47,0.11503869558309014,0.12007945683432003,0.15667698406409847,1.0,3.0,0.0,0.0,0.2765169143676758
SSR,25,0.1,1.0,50,200,47,0.11503869558308007,0.1200794568343089,0.15667698406408337,1.0,3.0,0.0,0.0,0.049690961837768555
SR3,25,0.1,1.0,50,200,47,0.1001732604886343,0.10228626516546672,0.12714822427537786,0.6,3.0,2.0,0.0,34.63047456741333
E-STLSQ,25,0.1,1.0,50,200,47,0.11503869558309014,0.12007945683432003,0.15667698406409847,1.0,3.0,0.0,0.0,0.12883520126342773
MIOSR,25,0.1,1.25,50,200,47,0.14235606969574088,0.147386067019981,0.1896467444041665,1.0,3.0,0.0,0.0,2.9492347240448
STLSQ,25,0.1,1.25,50,200,47,0.14235606969574088,0.147386067019981,0.1896467444041665,1.0,3.0,0.0,0.0,0.2783656120300293
SSR,25,0.1,1.25,50,200,47,0.14235606969574488,0.14738606701998538,0.18964674440417284,1.0,3.0,0.0,0.0,0.04945993423461914
SR3,25,0.1,1.25,50,200,47,0.12289214426703428,0.12476731631491003,0.151405505652227,0.6,3.0,2.0,0.0,43.774394035339355
E-STLSQ,25,0.1,1.25,50,200,47,0.187377982438338,0.19840829638127488,0.25897810270674426,1.0,3.0,0.0,0.0,0.15050363540649414
MIOSR,25,0.1,1.5,50,200,47,0.17123621052567062,0.17624355271593609,0.2239281568973085,1.0,3.0,0.0,0.0,2.9441442489624023
STLSQ,25,0.1,1.5,50,200,47,0.17123621052567062,0.17624355271593609,0.2239281568973085,1.0,3.0,0.0,0.0,0.28882360458374023
SSR,25,0.1,1.5,50,200,47,0.1712362105256636,0.17624355271592848,0.22392815689729817,1.0,3.0,0.0,0.0,0.04953145980834961
SR3,25,0.1,1.5,50,200,47,0.24721889994997914,0.25501731763585384,0.30411676392771336,0.42857142857142855,3.0,4.0,0.0,47.757997035980225
E-STLSQ,25,0.1,1.5,50,200,47,0.17123621052567062,0.17624355271593609,0.2239281568973085,1.0,3.0,0.0,0.0,0.12543869018554688
MIOSR,25,0.1,1.75,50,200,47,0.2014463140789067,0.20639424449828972,0.25915563401253794,1.0,3.0,0.0,0.0,3.02839994430542
STLSQ,25,0.1,1.75,50,200,47,0.2014463140789067,0.20639424449828972,0.25915563401253794,1.0,3.0,0.0,0.0,0.2873718738555908
SSR,25,0.1,1.75,50,200,47,0.2015398817075047,0.2064953515835614,0.25929677814243135,1.0,3.0,0.0,0.0,0.049634456634521484
SR3,25,0.1,1.75,50,200,47,0.286719791027398,0.29539604839212275,0.3507203985467625,0.42857142857142855,3.0,4.0,0.0,49.860687494277954
E-STLSQ,25,0.1,1.75,50,200,47,0.2014463140789067,0.20639424449828972,0.25915563401253794,1.0,3.0,0.0,0.0,0.1208798885345459
MIOSR,25,0.1,2.0,50,200,47,0.23277177419987805,0.2376118510478248,0.29500422132710113,1.0,3.0,0.0,0.0,2.9352545738220215
STLSQ,25,0.1,2.0,50,200,47,0.23277177419987805,0.2376118510478248,0.29500422132710113,1.0,3.0,0.0,0.0,0.2941403388977051
SSR,25,0.1,2.0,50,200,47,0.3095194064858152,0.32092859866366974,0.41000690790050875,1.0,3.0,0.0,0.0,0.04956626892089844
SR3,25,0.1,2.0,50,200,47,0.3443955570944229,0.34881216868981035,0.41384462195429383,0.3333333333333333,3.0,6.0,0.0,54.16733956336975
E-STLSQ,25,0.1,2.0,50,200,47,0.23277177419987805,0.2376118510478248,0.29500422132710113,1.0,3.0,0.0,0.0,0.12665724754333496
MIOSR,25,0.1,2.25,50,200,47,0.26500554711330687,0.26968731068052,0.33118347873925436,1.0,3.0,0.0,0.0,3.111560344696045
STLSQ,25,0.1,2.25,50,200,47,0.26500554711330687,0.26968731068052,0.33118347873925436,1.0,3.0,0.0,0.0,0.2904775142669678
SSR,25,0.1,2.25,50,200,47,0.3370596311664735,0.3474752801538834,0.4390267723391508,1.0,3.0,0.0,0.0,0.04970240592956543
SR3,25,0.1,2.25,50,200,47,0.385999196326893,0.3906594307291925,0.4606227728346761,0.3333333333333333,3.0,6.0,0.0,54.66986608505249
E-STLSQ,25,0.1,2.25,50,200,47,0.26500554711330687,0.26968731068052,0.33118347873925436,1.0,3.0,0.0,0.0,0.1277458667755127
MIOSR,25,0.1,2.5,50,200,47,0.29793890619225954,0.30241704459537905,0.36743117410527526,1.0,3.0,0.0,0.0,3.392653465270996
STLSQ,25,0.1,2.5,50,200,47,0.40278567209621846,0.41682097361012094,0.49610690292866266,0.75,3.0,1.0,0.0,0.28012919425964355
SSR,25,0.1,2.5,50,200,47,0.36534139242618696,0.3747795420895588,0.46819338077738004,1.0,3.0,0.0,0.0,0.04952073097229004
SR3,25,0.1,2.5,50,200,47,0.4277840917060338,0.4326450224405611,0.5070700098682852,0.3333333333333333,3.0,6.0,0.0,51.056437969207764
E-STLSQ,25,0.1,2.5,50,200,47,0.5814020314178759,0.6596116539959347,1.0,0.5,2.0,1.0,1.0,0.14081335067749023
MIOSR,25,0.1,2.75,50,200,47,0.33135475519785057,0.33559402550042083,0.40350769535457764,1.0,3.0,0.0,0.0,3.462473154067993
STLSQ,25,0.1,2.75,50,200,47,0.44414593700616867,0.4580848709812903,0.5411096485989038,0.75,3.0,1.0,0.0,0.2824532985687256
SSR,25,0.1,2.75,50,200,47,0.39418753225118053,0.4026782821282078,0.49732932449578127,1.0,3.0,0.0,0.0,0.04955458641052246
SR3,25,0.1,2.75,50,200,47,0.46948299305231983,0.4744536129671121,0.5528991930145054,0.3333333333333333,3.0,6.0,0.0,60.90066146850586
E-STLSQ,25,0.1,2.75,50,200,47,0.6091284689850742,0.6768015601027997,1.0,0.5,2.0,1.0,1.0,0.14162063598632812
MIOSR,25,0.1,3.0,50,200,47,0.745574749218366,0.7953809979943189,1.0,0.5,2.0,1.0,1.0,3.561980724334717
STLSQ,25,0.1,3.0,50,200,47,0.48501784705050865,0.49868723330850484,0.5846286983190423,0.75,3.0,1.0,0.0,0.28169846534729004
SSR,25,0.1,3.0,50,200,47,0.6410512342264424,0.6674821247448626,0.8031582908073882,0.75,3.0,1.0,0.0,0.04999518394470215
SR3,25,0.1,3.0,50,200,47,0.5108325650410177,0.5158113540950259,0.5978685822429415,0.3333333333333333,3.0,6.0,0.0,64.67478060722351
E-STLSQ,25,0.1,3.0,50,200,47,0.636859841213738,0.6951511256863634,1.0,0.5,2.0,1.0,1.0,0.1369307041168213
