Method,Duration,Sample Rate,Noise,Pts/Domain,# Domains,Seed,coef_l1,coef_l2,coef_linf,support_accuracy,support_tp,support_fp,support_fn,runtime
MIOSR,25,0.1,0.25,50,200,23,0.0430402060391033,0.05452397229181852,0.082536548800485,1.0,3.0,0.0,0.0,7.141693592071533
STLSQ,25,0.1,0.25,50,200,23,0.0430402060391033,0.05452397229181852,0.082536548800485,1.0,3.0,0.0,0.0,0.3342766761779785
SSR,25,0.1,0.25,50,200,23,0.04304020603910604,0.05452397229182156,0.08253654880048922,1.0,3.0,0.0,0.0,0.05988645553588867
SR3,25,0.1,0.25,50,200,23,0.0430402060391033,0.05452397229181852,0.082536548800485,1.0,3.0,0.0,0.0,10.88324522972107
E-STLSQ,25,0.1,0.25,50,200,23,0.0430402060391033,0.05452397229181852,0.082536548800485,1.0,3.0,0.0,0.0,0.16872549057006836
MIOSR,25,0.1,0.5,50,200,23,0.0636764262902783,0.08140684036149236,0.1264315330459047,1.0,3.0,0.0,0.0,7.0998992919921875
STLSQ,25,0.1,0.5,50,200,23,0.0636764262902783,0.08140684036149236,0.1264315330459047,1.0,3.0,0.0,0.0,0.31565260887145996
SSR,25,0.1,0.5,50,200,23,0.0636764262902727,0.08140684036148649,0.12643153304589672,1.0,3.0,0.0,0.0,0.05881619453430176
SR3,25,0.1,0.5,50,200,23,0.0636764262902783,0.08140684036149236,0.1264315330459047,1.0,3.0,0.0,0.0,18.134060859680176
E-STLSQ,25,0.1,0.5,50,200,23,0.05129326749212245,0.06765005512113044,0.10917702557195863,1.0,3.0,0.0,0.0,0.16482019424438477
MIOSR,25,0.1,0.75,50,200,23,0.08765740985238413,0.11173030462723206,0.17497797732479814,1.0,3.0,0.0,0.0,7.276303768157959
STLSQ,25,0.1,0.75,50,200,23,0.08765740985238413,0.11173030462723206,0.17497797732479814,1.0,3.0,0.0,0.0,0.3127889633178711
SSR,25,0.1,0.75,50,200,23,0.08765740985237754,0.11173030462722505,0.17497797732478848,1.0,3.0,0.0,0.0,0.058632612228393555
SR3,25,0.1,0.75,50,200,23,0.08765740985238413,0.11173030462723206,0.17497797732479814,1.0,3.0,0.0,0.0,37.396164655685425
E-STLSQ,25,0.1,0.75,50,200,23,0.08765740985238413,0.11173030462723206,0.17497797732479814,1.0,3.0,0.0,0.0,0.15266132354736328
MIOSR,25,0.1,1.0,50,200,23,0.11465395491691825,0.14496887461306646,0.22745766960495484,1.0,3.0,0.0,0.0,7.296168327331543
STLSQ,25,0.1,1.0,50,200,23,0.11465395491691825,0.14496887461306646,0.22745766960495484,1.0,3.0,0.0,0.0,0.3337676525115967
SSR,25,0.1,1.0,50,200,23,0.11465395491691777,0.14496887461306604,0.2274576696049544,1.0,3.0,0.0,0.0,0.05855751037597656
SR3,25,0.1,1.0,50,200,23,0.07489790416271269,0.10627821026791213,0.18179124344218378,0.6,3.0,2.0,0.0,47.22507905960083
E-STLSQ,25,0.1,1.0,50,200,23,0.08090719819089849,0.10795702919664943,0.18179124344218378,1.0,3.0,0.0,0.0,0.15128469467163086
MIOSR,25,0.1,1.25,50,200,23,0.14437677279444447,0.18067738929143035,0.28316444928960804,1.0,3.0,0.0,0.0,7.446183681488037
STLSQ,25,0.1,1.25,50,200,23,0.14437677279444447,0.18067738929143035,0.28316444928960804,1.0,3.0,0.0,0.0,0.32940173149108887
SSR,25,0.1,1.25,50,200,23,0.14437677279444294,0.180677389291429,0.2831644492896064,1.0,3.0,0.0,0.0,0.0616302490234375
SR3,25,0.1,1.25,50,200,23,0.0869582172910512,0.09622534872622215,0.158430449687058,0.375,3.0,5.0,0.0,52.672704458236694
E-STLSQ,25,0.1,1.25,50,200,23,0.14437677279444447,0.18067738929143035,0.28316444928960804,1.0,3.0,0.0,0.0,0.16294503211975098
MIOSR,25,0.1,1.5,50,200,23,0.17657111977265497,0.218447864818868,0.3414067452569731,1.0,3.0,0.0,0.0,7.417736053466797
STLSQ,25,0.1,1.5,50,200,23,0.17657111977265497,0.218447864818868,0.3414067452569731,1.0,3.0,0.0,0.0,0.31711292266845703
SSR,25,0.1,1.5,50,200,23,0.17657111977265652,0.21844786481886952,0.341406745256975,1.0,3.0,0.0,0.0,0.05853986740112305
SR3,25,0.1,1.5,50,200,23,0.10360697076410923,0.12092646856093035,0.20003484463119836,0.375,3.0,5.0,0.0,53.031734228134155
E-STLSQ,25,0.1,1.5,50,200,23,0.08557401614937055,0.1182347164759982,0.19636237514664723,1.0,3.0,0.0,0.0,0.14628005027770996
MIOSR,25,0.1,1.75,50,200,23,0.21100339442917157,0.25789476709795406,0.40150243640146766,1.0,3.0,0.0,0.0,7.229843854904175
STLSQ,25,0.1,1.75,50,200,23,0.21100339442917157,0.25789476709795406,0.40150243640146766,1.0,3.0,0.0,0.0,0.3233058452606201
SSR,25,0.1,1.75,50,200,23,0.27994467301599624,0.33075190363769386,0.4992098681353905,1.0,3.0,0.0,0.0,0.05844712257385254
SR3,25,0.1,1.75,50,200,23,0.12493430894830808,0.15048669273504786,0.24980732455259913,0.375,3.0,5.0,0.0,65.0682008266449
E-STLSQ,25,0.1,1.75,50,200,23,0.21100339442917157,0.25789476709795406,0.40150243640146766,1.0,3.0,0.0,0.0,0.1558840274810791
MIOSR,25,0.1,2.0,50,200,23,0.24744147149335108,0.2986439697293597,0.4627689986641741,1.0,3.0,0.0,0.0,7.3908162117004395
STLSQ,25,0.1,2.0,50,200,23,0.24744147149335108,0.2986439697293597,0.4627689986641741,1.0,3.0,0.0,0.0,0.346571683883667
SSR,25,0.1,2.0,50,200,23,0.6098822714847506,0.6950713078165307,1.0,0.6666666666666666,2.0,0.0,1.0,0.05881810188293457
SR3,25,0.1,2.0,50,200,23,0.1637716589271134,0.1853194448669205,0.3031155819353605,0.375,3.0,5.0,0.0,73.18531656265259
E-STLSQ,25,0.1,2.0,50,200,23,0.24744147149335108,0.2986439697293597,0.4627689986641741,1.0,3.0,0.0,0.0,0.16033482551574707
MIOSR,25,0.1,2.25,50,200,23,0.28563179564590957,0.3403214907206203,0.5245130425169934,1.0,3.0,0.0,0.0,7.555773735046387
STLSQ,25,0.1,2.25,50,200,23,0.28563179564590957,0.3403214907206203,0.5245130425169934,1.0,3.0,0.0,0.0,0.3456871509552002
SSR,25,0.1,2.25,50,200,23,0.6085144009503431,0.6925668714095232,1.0,0.6666666666666666,2.0,0.0,1.0,0.05866098403930664
SR3,25,0.1,2.25,50,200,23,0.2001531022715065,0.22507695573613695,0.3668468767555362,0.375,3.0,5.0,0.0,72.91372394561768
E-STLSQ,25,0.1,2.25,50,200,23,0.28563179564590957,0.3403214907206203,0.5245130425169934,1.0,3.0,0.0,0.0,0.15577268600463867
MIOSR,25,0.1,2.5,50,200,23,0.3252773045721898,0.3825430724655557,0.5860238363730172,1.0,3.0,0.0,0.0,7.855623245239258
STLSQ,25,0.1,2.5,50,200,23,0.5824654816641082,0.6779393857084053,1.0,0.6666666666666666,2.0,0.0,1.0,0.344313383102417
SSR,25,0.1,2.5,50,200,23,0.6087640849498747,0.6907762388500831,1.0,0.6666666666666666,2.0,0.0,1.0,0.05883455276489258
SR3,25,0.1,2.5,50,200,23,0.23910937798575937,0.26726686271212613,0.4322917587656423,0.375,3.0,5.0,0.0,73.73983645439148
E-STLSQ,25,0.1,2.5,50,200,23,0.579319261572181,0.6702462910877642,1.0,0.5,2.0,1.0,1.0,0.15648770332336426
MIOSR,25,0.1,2.75,50,200,23,0.36602074473762286,0.4249069874192079,0.646574951356842,1.0,3.0,0.0,0.0,8.084289789199829
