Method,Duration,Sample Rate,Noise,Pts/Domain,# Domains,Seed,coef_l1,coef_l2,coef_linf,support_accuracy,support_tp,support_fp,support_fn,runtime
MIOSR,25,0.1,0.25,50,200,19,0.04847276267236866,0.05756009695275294,0.07893856008817801,1.0,3.0,0.0,0.0,7.092475414276123
STLSQ,25,0.1,0.25,50,200,19,0.04847276267236866,0.05756009695275294,0.07893856008817801,1.0,3.0,0.0,0.0,0.2848687171936035
SSR,25,0.1,0.25,50,200,19,0.04847276267236559,0.05756009695274926,0.0789385600881729,1.0,3.0,0.0,0.0,0.05648684501647949
SR3,25,0.1,0.25,50,200,19,0.04847276267236866,0.05756009695275294,0.07893856008817801,1.0,3.0,0.0,0.0,12.73934030532837
E-STLSQ,25,0.1,0.25,50,200,19,0.04847276267236866,0.05756009695275294,0.07893856008817801,1.0,3.0,0.0,0.0,0.15532612800598145
MIOSR,25,0.1,0.5,50,200,19,0.08020782615614634,0.09319870761570803,0.12704625960761207,1.0,3.0,0.0,0.0,7.1270787715911865
STLSQ,25,0.1,0.5,50,200,19,0.08020782615614634,0.09319870761570803,0.12704625960761207,1.0,3.0,0.0,0.0,0.28720951080322266
SSR,25,0.1,0.5,50,200,19,0.08020782615614908,0.09319870761571149,0.12704625960761728,1.0,3.0,0.0,0.0,0.056032419204711914
SR3,25,0.1,0.5,50,200,19,0.08020782615614634,0.09319870761570803,0.12704625960761207,1.0,3.0,0.0,0.0,18.408281564712524
E-STLSQ,25,0.1,0.5,50,200,19,0.08020782615614634,0.09319870761570803,0.12704625960761207,1.0,3.0,0.0,0.0,0.14610624313354492
MIOSR,25,0.1,0.75,50,200,19,0.11849388324099082,0.13604366605642834,0.18505040422755448,1.0,3.0,0.0,0.0,7.506089925765991
STLSQ,25,0.1,0.75,50,200,19,0.11849388324099082,0.13604366605642834,0.18505040422755448,1.0,3.0,0.0,0.0,0.302121639251709
SSR,25,0.1,0.75,50,200,19,0.11849388324098842,0.13604366605642562,0.18505040422755092,1.0,3.0,0.0,0.0,0.05556964874267578
SR3,25,0.1,0.75,50,200,19,0.11849388324099082,0.13604366605642834,0.18505040422755448,1.0,3.0,0.0,0.0,20.104371070861816
E-STLSQ,25,0.1,0.75,50,200,19,0.19338302964539142,0.20631796014875975,0.29310267138082335,1.0,3.0,0.0,0.0,0.14506316184997559
MIOSR,25,0.1,1.0,50,200,19,0.1628571749091843,0.18545809216848821,0.25199814580739976,1.0,3.0,0.0,0.0,7.555346250534058
STLSQ,25,0.1,1.0,50,200,19,0.1628571749091843,0.18545809216848821,0.25199814580739976,1.0,3.0,0.0,0.0,0.33944058418273926
SSR,25,0.1,1.0,50,200,19,0.16285717490918172,0.18545809216848527,0.25199814580739566,1.0,3.0,0.0,0.0,0.05594158172607422
SR3,25,0.1,1.0,50,200,19,0.1628571749091843,0.18545809216848821,0.25199814580739976,1.0,3.0,0.0,0.0,60.38428473472595
E-STLSQ,25,0.1,1.0,50,200,19,0.17026483187207073,0.17827026048922004,0.23954473850152913,1.0,3.0,0.0,0.0,0.16220974922180176
