Method,Duration,Sample Rate,Noise,Pts/Domain,# Domains,Seed,coef_l1,coef_l2,coef_linf,support_accuracy,support_tp,support_fp,support_fn,runtime
MIOSR,25,0.1,0.25,50,200,45,0.01853657978911183,0.020544383265396305,0.028962150349948645,1.0,3.0,0.0,0.0,2.837043523788452
STLSQ,25,0.1,0.25,50,200,45,0.01853657978911183,0.020544383265396305,0.028962150349948645,1.0,3.0,0.0,0.0,0.30292463302612305
SSR,25,0.1,0.25,50,200,45,0.018536579789104685,0.020544383265386955,0.02896215034993488,1.0,3.0,0.0,0.0,0.050649404525756836
SR3,25,0.1,0.25,50,200,45,0.01853657978911183,0.020544383265396305,0.028962150349948645,1.0,3.0,0.0,0.0,17.862740516662598
E-STLSQ,25,0.1,0.25,50,200,45,0.01853657978911183,0.020544383265396305,0.028962150349948645,1.0,3.0,0.0,0.0,0.14671826362609863
MIOSR,25,0.1,0.5,50,200,45,0.014030024462743965,0.015136272305100814,0.021695628455520755,1.0,3.0,0.0,0.0,2.824160575866699
STLSQ,25,0.1,0.5,50,200,45,0.014030024462743965,0.015136272305100814,0.021695628455520755,1.0,3.0,0.0,0.0,0.2750556468963623
SSR,25,0.1,0.5,50,200,45,0.014030024462737675,0.015136272305094142,0.02169562845550932,1.0,3.0,0.0,0.0,0.05015397071838379
SR3,25,0.1,0.5,50,200,45,0.014030024462743965,0.015136272305100814,0.021695628455520755,1.0,3.0,0.0,0.0,17.193288326263428
E-STLSQ,25,0.1,0.5,50,200,45,0.014030024462743965,0.015136272305100814,0.021695628455520755,1.0,3.0,0.0,0.0,0.14288783073425293
MIOSR,25,0.1,0.75,50,200,45,0.011102753906167587,0.013561216808095711,0.017565929238777755,1.0,3.0,0.0,0.0,2.916718006134033
STLSQ,25,0.1,0.75,50,200,45,0.011102753906167587,0.013561216808095711,0.017565929238777755,1.0,3.0,0.0,0.0,0.27625226974487305
SSR,25,0.1,0.75,50,200,45,0.011102753906168291,0.01356121680809621,0.01756592923877831,1.0,3.0,0.0,0.0,0.049941301345825195
SR3,25,0.1,0.75,50,200,45,0.011102753906167587,0.013561216808095711,0.017565929238777755,1.0,3.0,0.0,0.0,19.41772723197937
E-STLSQ,25,0.1,0.75,50,200,45,0.011102753906167587,0.013561216808095711,0.017565929238777755,1.0,3.0,0.0,0.0,0.15180635452270508
MIOSR,25,0.1,1.0,50,200,45,0.013017849225993436,0.01408826942724784,0.01708046381410333,1.0,3.0,0.0,0.0,2.8597311973571777
STLSQ,25,0.1,1.0,50,200,45,0.013017849225993436,0.01408826942724784,0.01708046381410333,1.0,3.0,0.0,0.0,0.27538585662841797
SSR,25,0.1,1.0,50,200,45,0.013017849225993028,0.014088269427244973,0.01708046381410444,1.0,3.0,0.0,0.0,0.049425601959228516
SR3,25,0.1,1.0,50,200,45,0.013017849225993436,0.01408826942724784,0.01708046381410333,1.0,3.0,0.0,0.0,26.70793843269348
