Method,Duration,Sample Rate,Noise,Pts/Domain,# Domains,Seed,coef_l1,coef_l2,coef_linf,support_accuracy,support_tp,support_fp,support_fn,runtime
MIOSR,25,0.1,0.25,50,200,16,0.011574470459383646,0.012364648128683117,0.014748058454173263,1.0,3.0,0.0,0.0,2.722816228866577
STLSQ,25,0.1,0.25,50,200,16,0.011574470459383646,0.012364648128683117,0.014748058454173263,1.0,3.0,0.0,0.0,0.29819679260253906
SSR,25,0.1,0.25,50,200,16,0.011574470459384941,0.01236464812868498,0.01474805845417515,1.0,3.0,0.0,0.0,0.05050373077392578
SR3,25,0.1,0.25,50,200,16,0.011574470459383646,0.012364648128683117,0.014748058454173263,1.0,3.0,0.0,0.0,13.065062522888184
E-STLSQ,25,0.1,0.25,50,200,16,0.011574470459383646,0.012364648128683117,0.014748058454173263,1.0,3.0,0.0,0.0,0.14022302627563477
MIOSR,25,0.1,0.5,50,200,16,0.004489850704732475,0.005805848321384932,0.009122137554423482,1.0,3.0,0.0,0.0,2.726057291030884
STLSQ,25,0.1,0.5,50,200,16,0.004489850704732475,0.005805848321384932,0.009122137554423482,1.0,3.0,0.0,0.0,0.28447914123535156
SSR,25,0.1,0.5,50,200,16,0.004489850704731106,0.005805848321384599,0.009122137554423704,1.0,3.0,0.0,0.0,0.05016660690307617
SR3,25,0.1,0.5,50,200,16,0.004489850704732475,0.005805848321384932,0.009122137554423482,1.0,3.0,0.0,0.0,37.961756467819214
E-STLSQ,25,0.1,0.5,50,200,16,0.004489850704732475,0.005805848321384932,0.009122137554423482,1.0,3.0,0.0,0.0,0.15075898170471191
MIOSR,25,0.1,0.75,50,200,16,0.004422368401259129,0.006210168356772212,0.01040042657669149,1.0,3.0,0.0,0.0,2.829998254776001
STLSQ,25,0.1,0.75,50,200,16,0.004422368401259129,0.006210168356772212,0.01040042657669149,1.0,3.0,0.0,0.0,0.28021883964538574
SSR,25,0.1,0.75,50,200,16,0.004422368401260424,0.006210168356772085,0.0104004265766926,1.0,3.0,0.0,0.0,0.050279855728149414
SR3,25,0.1,0.75,50,200,16,0.004422368401259129,0.006210168356772212,0.01040042657669149,1.0,3.0,0.0,0.0,54.84140920639038
E-STLSQ,25,0.1,0.75,50,200,16,0.004422368401259129,0.006210168356772212,0.01040042657669149,1.0,3.0,0.0,0.0,0.14506983757019043
MIOSR,25,0.1,1.0,50,200,16,0.010979165978344585,0.01114442713701415,0.013607287474299512,1.0,3.0,0.0,0.0,2.769577980041504
STLSQ,25,0.1,1.0,50,200,16,0.010979165978344585,0.01114442713701415,0.013607287474299512,1.0,3.0,0.0,0.0,0.27170801162719727
SSR,25,0.1,1.0,50,200,16,0.01097916597834788,0.011144427137017859,0.013607287474305951,1.0,3.0,0.0,0.0,0.05013132095336914
SR3,25,0.1,1.0,50,200,16,0.049705771306505324,0.043164501831655426,0.054702508135248795,0.375,3.0,5.0,0.0,53.83269119262695
E-STLSQ,25,0.1,1.0,50,200,16,0.016169801947909956,0.01860879666024877,0.029179195382995626,1.0,3.0,0.0,0.0,0.13627934455871582
MIOSR,25,0.1,1.25,50,200,16,0.023936040080894932,0.02799438655116618,0.040466877804729795,1.0,3.0,0.0,0.0,2.918897867202759
STLSQ,25,0.1,1.25,50,200,16,0.023936040080894932,0.02799438655116618,0.040466877804729795,1.0,3.0,0.0,0.0,0.2707374095916748
SSR,25,0.1,1.25,50,200,16,0.031700076837116065,0.03853124501745684,0.05567879317359181,1.0,3.0,0.0,0.0,0.0504457950592041
SR3,25,0.1,1.25,50,200,16,0.05394807134298584,0.04917956681176967,0.07107454431305704,0.375,3.0,5.0,0.0,62.512526750564575
E-STLSQ,25,0.1,1.25,50,200,16,0.02797501739099421,0.03405165625984046,0.05258380973502763,1.0,3.0,0.0,0.0,0.13707733154296875
MIOSR,25,0.1,1.5,50,200,16,0.04358452185343079,0.05402495286633628,0.07908832914241826,1.0,3.0,0.0,0.0,2.8311140537261963
STLSQ,25,0.1,1.5,50,200,16,0.04358452185343079,0.05402495286633628,0.07908832914241826,1.0,3.0,0.0,0.0,0.2702207565307617
SSR,25,0.1,1.5,50,200,16,0.05242477053018909,0.0640990237298651,0.09339325265919374,1.0,3.0,0.0,0.0,0.0501704216003418
SR3,25,0.1,1.5,50,200,16,0.13618346009467605,0.11245924612558511,0.13875920626039284,0.3333333333333333,3.0,6.0,0.0,58.536778688430786
E-STLSQ,25,0.1,1.5,50,200,16,0.04358452185343079,0.05402495286633628,0.07908832914241826,1.0,3.0,0.0,0.0,0.13341307640075684
MIOSR,25,0.1,1.75,50,200,16,0.07323697031825231,0.08743993459710693,0.12774555388240127,1.0,3.0,0.0,0.0,3.0255048274993896
STLSQ,25,0.1,1.75,50,200,16,0.07323697031825231,0.08743993459710693,0.12774555388240127,1.0,3.0,0.0,0.0,0.2692248821258545
SSR,25,0.1,1.75,50,200,16,0.07323697031824665,0.08743993459710005,0.1277455538823914,1.0,3.0,0.0,0.0,0.049658775329589844
SR3,25,0.1,1.75,50,200,16,0.15923643066334478,0.14101265450488498,0.18512716877865665,0.3333333333333333,3.0,6.0,0.0,45.647971868515015
E-STLSQ,25,0.1,1.75,50,200,16,0.10361987366892193,0.1277214867597599,0.18453307231274074,1.0,3.0,0.0,0.0,0.14104294776916504
MIOSR,25,0.1,2.0,50,200,16,0.10849557293538008,0.12685156628448466,0.18451448281277782,1.0,3.0,0.0,0.0,3.0667569637298584
STLSQ,25,0.1,2.0,50,200,16,0.10849557293538008,0.12685156628448466,0.18451448281277782,1.0,3.0,0.0,0.0,0.2823183536529541
SSR,25,0.1,2.0,50,200,16,0.17745628830328966,0.2052957067660976,0.29456250191242017,1.0,3.0,0.0,0.0,0.049576759338378906
SR3,25,0.1,2.0,50,200,16,0.15271642790245435,0.16575883274070768,0.2410366383466691,0.3333333333333333,3.0,6.0,0.0,54.65611290931702
E-STLSQ,25,0.1,2.0,50,200,16,0.16098084417283806,0.19385486048036685,0.28819348848767623,1.0,3.0,0.0,0.0,0.13351655006408691
MIOSR,25,0.1,2.25,50,200,16,0.1483393214289671,0.17093962044484795,0.24741930575319837,1.0,3.0,0.0,0.0,3.2327094078063965
STLSQ,25,0.1,2.25,50,200,16,0.1483393214289671,0.17093962044484795,0.24741930575319837,1.0,3.0,0.0,0.0,0.28723931312561035
SSR,25,0.1,2.25,50,200,16,0.37709888882801906,0.4274945437419754,0.6040326505410023,1.0,3.0,0.0,0.0,0.04985952377319336
SR3,25,0.1,2.25,50,200,16,0.1953694467966687,0.21607555879054272,0.3233591865845399,0.42857142857142855,3.0,4.0,0.0,61.63401389122009
E-STLSQ,25,0.1,2.25,50,200,16,0.20052754787012447,0.24617617621766863,0.36450574654718093,1.0,3.0,0.0,0.0,0.13948607444763184
MIOSR,25,0.1,2.5,50,200,16,0.1917621180836725,0.21845284378316873,0.31454758542674355,1.0,3.0,0.0,0.0,3.3316149711608887
STLSQ,25,0.1,2.5,50,200,16,0.1917621180836725,0.21845284378316873,0.31454758542674355,1.0,3.0,0.0,0.0,0.2760910987854004
SSR,25,0.1,2.5,50,200,16,0.6058909679258195,0.6970956702946748,1.0,0.6666666666666666,2.0,0.0,1.0,0.04953765869140625
SR3,25,0.1,2.5,50,200,16,0.22507847362287267,0.26253725605245654,0.3896592221459487,0.42857142857142855,3.0,4.0,0.0,37.896538734436035
E-STLSQ,25,0.1,2.5,50,200,16,0.48972554775576294,0.6091225156758756,1.0,0.5,2.0,1.0,1.0,0.1374664306640625
