Method,Duration,Sample Rate,Noise,Pts/Domain,# Domains,Seed,coef_l1,coef_l2,coef_linf,support_accuracy,support_tp,support_fp,support_fn,runtime
MIOSR,25,0.1,0.25,50,200,15,0.017406955334419827,0.01773573552416346,0.022035313923373545,1.0,3.0,0.0,0.0,2.802417755126953
STLSQ,25,0.1,0.25,50,200,15,0.017406955334419827,0.01773573552416346,0.022035313923373545,1.0,3.0,0.0,0.0,0.27290844917297363
SSR,25,0.1,0.25,50,200,15,0.017406955334420788,0.01773573552416454,0.022035313923375544,1.0,3.0,0.0,0.0,0.050019025802612305
SR3,25,0.1,0.25,50,200,15,0.017406955334419827,0.01773573552416346,0.022035313923373545,1.0,3.0,0.0,0.0,8.107057809829712
E-STLSQ,25,0.1,0.25,50,200,15,0.017406955334419827,0.01773573552416346,0.022035313923373545,1.0,3.0,0.0,0.0,0.14280366897583008
MIOSR,25,0.1,0.5,50,200,15,0.05492393747227645,0.058485126087803777,0.07519399044147157,1.0,3.0,0.0,0.0,2.799010992050171
STLSQ,25,0.1,0.5,50,200,15,0.05492393747227645,0.058485126087803777,0.07519399044147157,1.0,3.0,0.0,0.0,0.2770676612854004
SSR,25,0.1,0.5,50,200,15,0.05492393747227409,0.05848512608780101,0.07519399044146757,1.0,3.0,0.0,0.0,0.05068206787109375
SR3,25,0.1,0.5,50,200,15,0.05492393747227645,0.058485126087803777,0.07519399044147157,1.0,3.0,0.0,0.0,23.093050003051758
E-STLSQ,25,0.1,0.5,50,200,15,0.05492393747227645,0.058485126087803777,0.07519399044147157,1.0,3.0,0.0,0.0,0.14109563827514648
MIOSR,25,0.1,0.75,50,200,15,0.08583463317019453,0.09185285683030898,0.1157962854576966,1.0,3.0,0.0,0.0,2.90234112739563
STLSQ,25,0.1,0.75,50,200,15,0.08583463317019453,0.09185285683030898,0.1157962854576966,1.0,3.0,0.0,0.0,0.29586100578308105
SSR,25,0.1,0.75,50,200,15,0.08583463317019224,0.09185285683030647,0.11579628545769305,1.0,3.0,0.0,0.0,0.04954648017883301
SR3,25,0.1,0.75,50,200,15,0.08583463317019453,0.09185285683030898,0.1157962854576966,1.0,3.0,0.0,0.0,49.79314088821411
E-STLSQ,25,0.1,0.75,50,200,15,0.08583463317019453,0.09185285683030898,0.1157962854576966,1.0,3.0,0.0,0.0,0.14472365379333496
MIOSR,25,0.1,1.0,50,200,15,0.10968755175026816,0.11710387902584014,0.14340091012335776,1.0,3.0,0.0,0.0,2.8340866565704346
STLSQ,25,0.1,1.0,50,200,15,0.10968755175026816,0.11710387902584014,0.14340091012335776,1.0,3.0,0.0,0.0,0.31423401832580566
SSR,25,0.1,1.0,50,200,15,0.10968755175026668,0.11710387902583873,0.14340091012335643,1.0,3.0,0.0,0.0,0.04952573776245117
SR3,25,0.1,1.0,50,200,15,0.10968755175026816,0.11710387902584014,0.14340091012335776,1.0,3.0,0.0,0.0,49.699808835983276
E-STLSQ,25,0.1,1.0,50,200,15,0.10968755175026816,0.11710387902584014,0.14340091012335776,1.0,3.0,0.0,0.0,0.15744948387145996
MIOSR,25,0.1,1.25,50,200,15,0.12635078969876914,0.13432697971191485,0.1589205241306333,1.0,3.0,0.0,0.0,2.8185675144195557
STLSQ,25,0.1,1.25,50,200,15,0.12635078969876914,0.13432697971191485,0.1589205241306333,1.0,3.0,0.0,0.0,0.2954695224761963
SSR,25,0.1,1.25,50,200,15,0.12635078969876767,0.1343269797119131,0.15892052413063196,1.0,3.0,0.0,0.0,0.04963326454162598
SR3,25,0.1,1.25,50,200,15,0.12635078969876914,0.13432697971191485,0.1589205241306333,1.0,3.0,0.0,0.0,55.65481901168823
E-STLSQ,25,0.1,1.25,50,200,15,0.12635078969876914,0.13432697971191485,0.1589205241306333,1.0,3.0,0.0,0.0,0.14022612571716309
MIOSR,25,0.1,1.5,50,200,15,0.13594784729860251,0.1439898019018935,0.17714540062442818,1.0,3.0,0.0,0.0,2.8443591594696045
STLSQ,25,0.1,1.5,50,200,15,0.13594784729860251,0.1439898019018935,0.17714540062442818,1.0,3.0,0.0,0.0,0.2842710018157959
SSR,25,0.1,1.5,50,200,15,0.13594784729859968,0.1439898019018904,0.1771454006244253,1.0,3.0,0.0,0.0,0.049452781677246094
SR3,25,0.1,1.5,50,200,15,0.14416735940371336,0.13848541782858398,0.15861298128686596,0.42857142857142855,3.0,4.0,0.0,54.30009913444519
E-STLSQ,25,0.1,1.5,50,200,15,0.12815770764006432,0.13470985732942975,0.15861298128686596,1.0,3.0,0.0,0.0,0.13295865058898926
MIOSR,25,0.1,1.75,50,200,15,0.13877580957745658,0.1468114362531498,0.18869443197076374,1.0,3.0,0.0,0.0,2.917534112930298
STLSQ,25,0.1,1.75,50,200,15,0.13877580957745658,0.1468114362531498,0.18869443197076374,1.0,3.0,0.0,0.0,0.28665781021118164
SSR,25,0.1,1.75,50,200,15,0.1387758095774542,0.14681143625314722,0.18869443197076152,1.0,3.0,0.0,0.0,0.05048704147338867
SR3,25,0.1,1.75,50,200,15,0.14290399189609046,0.13669318054440735,0.16133676378730044,0.42857142857142855,3.0,4.0,0.0,53.77522110939026
E-STLSQ,25,0.1,1.75,50,200,15,0.13044110297445988,0.13432145652150945,0.16133676378730044,1.0,3.0,0.0,0.0,0.14388608932495117
MIOSR,25,0.1,2.0,50,200,15,0.1352274764342681,0.14366762097499894,0.1939937005085386,1.0,3.0,0.0,0.0,2.8418331146240234
STLSQ,25,0.1,2.0,50,200,15,0.1352274764342681,0.14366762097499894,0.1939937005085386,1.0,3.0,0.0,0.0,0.2909390926361084
SSR,25,0.1,2.0,50,200,15,0.13522747643427416,0.14366762097500577,0.19399370050854658,1.0,3.0,0.0,0.0,0.04976797103881836
SR3,25,0.1,2.0,50,200,15,0.13529335243625415,0.12956273850630778,0.15852180195540044,0.42857142857142855,3.0,4.0,0.0,48.25384569168091
E-STLSQ,25,0.1,2.0,50,200,15,0.13635185794995083,0.14126105718337997,0.18168124026186083,1.0,3.0,0.0,0.0,0.14279747009277344
MIOSR,25,0.1,2.25,50,200,15,0.1257331271386156,0.13554898439240148,0.19351862234571815,1.0,3.0,0.0,0.0,2.8105905055999756
STLSQ,25,0.1,2.25,50,200,15,0.1257331271386156,0.13554898439240148,0.19351862234571815,1.0,3.0,0.0,0.0,0.2829580307006836
SSR,25,0.1,2.25,50,200,15,0.12573312713861892,0.13554898439240498,0.19351862234572237,1.0,3.0,0.0,0.0,0.049686431884765625
SR3,25,0.1,2.25,50,200,15,0.12282237754283272,0.11879346903419788,0.15200385290008,0.42857142857142855,3.0,4.0,0.0,45.94607758522034
E-STLSQ,25,0.1,2.25,50,200,15,0.11650940160206757,0.12327901697075491,0.1694641183723249,1.0,3.0,0.0,0.0,0.14073920249938965
MIOSR,25,0.1,2.5,50,200,15,0.11072938893517185,0.1236125259284732,0.18776115614176003,1.0,3.0,0.0,0.0,2.799285650253296
STLSQ,25,0.1,2.5,50,200,15,0.11072938893517185,0.1236125259284732,0.18776115614176003,1.0,3.0,0.0,0.0,0.27681994438171387
SSR,25,0.1,2.5,50,200,15,0.05425762386584824,0.07078253146530188,0.11419690681909911,1.0,3.0,0.0,0.0,0.049542903900146484
SR3,25,0.1,2.5,50,200,15,0.262107472526333,0.20899390839560278,0.3013295380502503,0.25,3.0,9.0,0.0,51.08879613876343
