Method,Duration,Sample Rate,Noise,Pts/Domain,# Domains,Seed,coef_l1,coef_l2,coef_linf,support_accuracy,support_tp,support_fp,support_fn,runtime
MIOSR,25,0.1,0.25,50,200,26,0.04247217348043175,0.04676737538252696,0.05805606010038733,1.0,3.0,0.0,0.0,2.7046005725860596
STLSQ,25,0.1,0.25,50,200,26,0.04247217348043175,0.04676737538252696,0.05805606010038733,1.0,3.0,0.0,0.0,0.24321389198303223
SSR,25,0.1,0.25,50,200,26,0.042472173480431565,0.046767375382526885,0.058056060100386886,1.0,3.0,0.0,0.0,0.04797768592834473
SR3,25,0.1,0.25,50,200,26,0.04247217348043175,0.04676737538252696,0.05805606010038733,1.0,3.0,0.0,0.0,5.16405987739563
E-STLSQ,25,0.1,0.25,50,200,26,0.04247217348043175,0.04676737538252696,0.05805606010038733,1.0,3.0,0.0,0.0,0.12789368629455566
MIOSR,25,0.1,0.5,50,200,26,0.06404745566407255,0.06856135581874928,0.08738430914651973,1.0,3.0,0.0,0.0,2.7130651473999023
STLSQ,25,0.1,0.5,50,200,26,0.06404745566407255,0.06856135581874928,0.08738430914651973,1.0,3.0,0.0,0.0,0.2724604606628418
SSR,25,0.1,0.5,50,200,26,0.06404745566407173,0.0685613558187481,0.08738430914651807,1.0,3.0,0.0,0.0,0.05052590370178223
SR3,25,0.1,0.5,50,200,26,0.06404745566407255,0.06856135581874928,0.08738430914651973,1.0,3.0,0.0,0.0,14.02854061126709
E-STLSQ,25,0.1,0.5,50,200,26,0.06404745566407255,0.06856135581874928,0.08738430914651973,1.0,3.0,0.0,0.0,0.1335766315460205
MIOSR,25,0.1,0.75,50,200,26,0.09247411781530183,0.09781000380228654,0.12389571402694144,1.0,3.0,0.0,0.0,2.7081761360168457
STLSQ,25,0.1,0.75,50,200,26,0.09247411781530183,0.09781000380228654,0.12389571402694144,1.0,3.0,0.0,0.0,0.2618095874786377
SSR,25,0.1,0.75,50,200,26,0.0924741178152985,0.09781000380228294,0.12389571402693733,1.0,3.0,0.0,0.0,0.047037601470947266
SR3,25,0.1,0.75,50,200,26,0.09247411781530183,0.09781000380228654,0.12389571402694144,1.0,3.0,0.0,0.0,27.293477058410645
E-STLSQ,25,0.1,0.75,50,200,26,0.09247411781530183,0.09781000380228654,0.12389571402694144,1.0,3.0,0.0,0.0,0.13852334022521973
MIOSR,25,0.1,1.0,50,200,26,0.12735211084913212,0.13388267840355503,0.16714885603328122,1.0,3.0,0.0,0.0,2.664534568786621
STLSQ,25,0.1,1.0,50,200,26,0.12735211084913212,0.13388267840355503,0.16714885603328122,1.0,3.0,0.0,0.0,0.2643251419067383
SSR,25,0.1,1.0,50,200,26,0.12735211084913653,0.13388267840355986,0.16714885603328633,1.0,3.0,0.0,0.0,0.04697418212890625
SR3,25,0.1,1.0,50,200,26,0.12735211084913212,0.13388267840355503,0.16714885603328122,1.0,3.0,0.0,0.0,39.1581552028656
E-STLSQ,25,0.1,1.0,50,200,26,0.15910407736710985,0.1725447053568808,0.23226614478904017,1.0,3.0,0.0,0.0,0.12535619735717773
MIOSR,25,0.1,1.25,50,200,26,0.1681731500839981,0.17619377754774054,0.2165743865913572,1.0,3.0,0.0,0.0,2.7008607387542725
STLSQ,25,0.1,1.25,50,200,26,0.1681731500839981,0.17619377754774054,0.2165743865913572,1.0,3.0,0.0,0.0,0.2856593132019043
SSR,25,0.1,1.25,50,200,26,0.22662672015822885,0.23856208940307783,0.28141579754166635,1.0,3.0,0.0,0.0,0.04978322982788086
SR3,25,0.1,1.25,50,200,26,0.17671828452979832,0.187933972100934,0.2402143789037281,0.6,3.0,2.0,0.0,43.96862268447876
E-STLSQ,25,0.1,1.25,50,200,26,0.19540697242682914,0.20909136744289242,0.2731279957932232,1.0,3.0,0.0,0.0,0.1321406364440918
MIOSR,25,0.1,1.5,50,200,26,0.21433881777911082,0.22408236290367672,0.2714954124628389,1.0,3.0,0.0,0.0,2.747746467590332
STLSQ,25,0.1,1.5,50,200,26,0.21433881777911082,0.22408236290367672,0.2714954124628389,1.0,3.0,0.0,0.0,0.2668766975402832
SSR,25,0.1,1.5,50,200,26,0.2680514379206877,0.28139722746049584,0.3311720580756725,1.0,3.0,0.0,0.0,0.04680657386779785
SR3,25,0.1,1.5,50,200,26,0.21565140979868472,0.22235106519189887,0.27535594164204447,0.42857142857142855,3.0,4.0,0.0,52.6289267539978
E-STLSQ,25,0.1,1.5,50,200,26,0.23713296556406468,0.25054370086014394,0.29814843770234645,1.0,3.0,0.0,0.0,0.13334012031555176
MIOSR,25,0.1,1.75,50,200,26,0.26517931511822906,0.27680362628147215,0.33114975445702977,1.0,3.0,0.0,0.0,2.746429443359375
STLSQ,25,0.1,1.75,50,200,26,0.26517931511822906,0.27680362628147215,0.33114975445702977,1.0,3.0,0.0,0.0,0.2724337577819824
SSR,25,0.1,1.75,50,200,26,0.4505661859708059,0.4740109886624698,0.572576898022499,1.0,3.0,0.0,0.0,0.04677295684814453
SR3,25,0.1,1.75,50,200,26,0.28866673097078077,0.29371323988477827,0.35489762876773856,0.375,3.0,5.0,0.0,54.67409348487854
E-STLSQ,25,0.1,1.75,50,200,26,0.29799578952075284,0.31501722844733404,0.3713698323840138,1.0,3.0,0.0,0.0,0.12729191780090332
MIOSR,25,0.1,2.0,50,200,26,0.31997123266664673,0.33354963235967783,0.39471236579780156,1.0,3.0,0.0,0.0,2.9800708293914795
STLSQ,25,0.1,2.0,50,200,26,0.31997123266664673,0.33354963235967783,0.39471236579780156,1.0,3.0,0.0,0.0,0.26874637603759766
SSR,25,0.1,2.0,50,200,26,0.48633469292082204,0.5102198018949614,0.6117308362225022,1.0,3.0,0.0,0.0,0.0474240779876709
SR3,25,0.1,2.0,50,200,26,0.3570470551211849,0.3673456496381245,0.4411206699195037,0.3,3.0,7.0,0.0,61.25200295448303
E-STLSQ,25,0.1,2.0,50,200,26,0.3737174128334109,0.39641330556790216,0.4769164749310699,1.0,3.0,0.0,0.0,0.12271881103515625
MIOSR,25,0.1,2.25,50,200,26,0.37795370798214484,0.39347454941742244,0.4613170785150924,1.0,3.0,0.0,0.0,3.5853829383850098
STLSQ,25,0.1,2.25,50,200,26,0.37795370798214484,0.39347454941742244,0.4613170785150924,1.0,3.0,0.0,0.0,0.26876354217529297
SSR,25,0.1,2.25,50,200,26,0.5248643091736334,0.54914084318601,0.6540994175520463,1.0,3.0,0.0,0.0,0.046944618225097656
SR3,25,0.1,2.25,50,200,26,0.41728328626721184,0.43203329285429487,0.5183508254940259,0.3,3.0,7.0,0.0,63.88048529624939
E-STLSQ,25,0.1,2.25,50,200,26,0.37795370798214484,0.39347454941742244,0.4613170785150924,1.0,3.0,0.0,0.0,0.1257331371307373
MIOSR,25,0.1,2.5,50,200,26,0.43834332082095423,0.4557181677114489,0.5300776921811872,1.0,3.0,0.0,0.0,3.739565372467041
STLSQ,25,0.1,2.5,50,200,26,0.4642830665366044,0.4815332331318871,0.5828935288298349,0.42857142857142855,3.0,4.0,0.0,0.277296781539917
