Method,Duration,Sample Rate,Noise,Pts/Domain,# Domains,Seed,coef_l1,coef_l2,coef_linf,support_accuracy,support_tp,support_fp,support_fn,runtime
MIOSR,25,0.1,0.25,50,200,12,0.03476639458947554,0.038768422255872806,0.058027342036228724,1.0,3.0,0.0,0.0,2.716254711151123
STLSQ,25,0.1,0.25,50,200,12,0.03476639458947554,0.038768422255872806,0.058027342036228724,1.0,3.0,0.0,0.0,0.28476667404174805
SSR,25,0.1,0.25,50,200,12,0.03476639458947913,0.0387684222558769,0.0580273420362345,1.0,3.0,0.0,0.0,0.0512700080871582
SR3,25,0.1,0.25,50,200,12,0.03476639458947554,0.038768422255872806,0.058027342036228724,1.0,3.0,0.0,0.0,11.451751947402954
E-STLSQ,25,0.1,0.25,50,200,12,0.03476639458947554,0.038768422255872806,0.058027342036228724,1.0,3.0,0.0,0.0,0.13167905807495117
MIOSR,25,0.1,0.5,50,200,12,0.048668192107600726,0.05309940643472722,0.07857686403390196,1.0,3.0,0.0,0.0,2.6968867778778076
STLSQ,25,0.1,0.5,50,200,12,0.048668192107600726,0.05309940643472722,0.07857686403390196,1.0,3.0,0.0,0.0,0.28499603271484375
SSR,25,0.1,0.5,50,200,12,0.04866819210759817,0.0530994064347245,0.07857686403389796,1.0,3.0,0.0,0.0,0.05089974403381348
SR3,25,0.1,0.5,50,200,12,0.048668192107600726,0.05309940643472722,0.07857686403390196,1.0,3.0,0.0,0.0,17.664138793945312
E-STLSQ,25,0.1,0.5,50,200,12,0.048668192107600726,0.05309940643472722,0.07857686403390196,1.0,3.0,0.0,0.0,0.15862298011779785
MIOSR,25,0.1,0.75,50,200,12,0.0655493359362022,0.07123115795681217,0.10337610290879873,1.0,3.0,0.0,0.0,2.882291555404663
STLSQ,25,0.1,0.75,50,200,12,0.0655493359362022,0.07123115795681217,0.10337610290879873,1.0,3.0,0.0,0.0,0.2787010669708252
SSR,25,0.1,0.75,50,200,12,0.06554933593619176,0.07123115795680161,0.10337610290878307,1.0,3.0,0.0,0.0,0.0505983829498291
SR3,25,0.1,0.75,50,200,12,0.0655493359362022,0.07123115795681217,0.10337610290879873,1.0,3.0,0.0,0.0,45.75472283363342
