Method,Duration,Sample Rate,Noise,Pts/Domain,# Domains,Seed,coef_l1,coef_l2,coef_linf,support_accuracy,support_tp,support_fp,support_fn,runtime
MIOSR,25,0.1,0.25,50,200,2,0.0693436188730625,0.08312796525837483,0.11252018417551524,1.0,3.0,0.0,0.0,2.979360580444336
STLSQ,25,0.1,0.25,50,200,2,0.0693436188730625,0.08312796525837483,0.11252018417551524,1.0,3.0,0.0,0.0,0.24303507804870605
SSR,25,0.1,0.25,50,200,2,0.06934361887306957,0.08312796525838362,0.11252018417552834,1.0,3.0,0.0,0.0,0.04596686363220215
SR3,25,0.1,0.25,50,200,2,0.0693436188730625,0.08312796525837483,0.11252018417551524,1.0,3.0,0.0,0.0,13.070055723190308
E-STLSQ,25,0.1,0.25,50,200,2,0.12081421063429439,0.12607878890299287,0.1618911474360344,1.0,3.0,0.0,0.0,0.1260840892791748
MIOSR,25,0.1,0.5,50,200,2,0.1223902108334068,0.14585292493887336,0.1969407565812602,1.0,3.0,0.0,0.0,2.695594072341919
STLSQ,25,0.1,0.5,50,200,2,0.1223902108334068,0.14585292493887336,0.1969407565812602,1.0,3.0,0.0,0.0,0.26073312759399414
SSR,25,0.1,0.5,50,200,2,0.122390210833409,0.14585292493887653,0.19694075658126498,1.0,3.0,0.0,0.0,0.04631185531616211
SR3,25,0.1,0.5,50,200,2,0.1223902108334068,0.14585292493887336,0.1969407565812602,1.0,3.0,0.0,0.0,26.630306720733643
E-STLSQ,25,0.1,0.5,50,200,2,0.21762505750575312,0.22353541220681214,0.2894939972140209,1.0,3.0,0.0,0.0,0.12789392471313477
MIOSR,25,0.1,0.75,50,200,2,0.1808493542740025,0.21505956326616102,0.2903447349199517,1.0,3.0,0.0,0.0,2.9828786849975586
STLSQ,25,0.1,0.75,50,200,2,0.1808493542740025,0.21505956326616102,0.2903447349199517,1.0,3.0,0.0,0.0,0.25008726119995117
SSR,25,0.1,0.75,50,200,2,0.18084935427400875,0.2150595632661687,0.2903447349199627,1.0,3.0,0.0,0.0,0.04331016540527344
SR3,25,0.1,0.75,50,200,2,0.1808493542740025,0.21505956326616102,0.2903447349199517,1.0,3.0,0.0,0.0,35.77397274971008
E-STLSQ,25,0.1,0.75,50,200,2,0.5670746578447908,0.6976792404272785,1.0,0.6666666666666666,2.0,0.0,1.0,0.12603211402893066
MIOSR,25,0.1,1.0,50,200,2,0.2427408556296163,0.2882207692890997,0.38896241053075997,1.0,3.0,0.0,0.0,3.064018726348877
STLSQ,25,0.1,1.0,50,200,2,0.5758997806858804,0.7037920132157448,1.0,0.6666666666666666,2.0,0.0,1.0,0.2729928493499756
SSR,25,0.1,1.0,50,200,2,0.5758997806858809,0.7037920132157449,1.0,0.6666666666666666,2.0,0.0,1.0,0.04522442817687988
SR3,25,0.1,1.0,50,200,2,0.5758997806858804,0.7037920132157448,1.0,0.6666666666666666,2.0,0.0,1.0,33.76023006439209
E-STLSQ,25,0.1,1.0,50,200,2,0.6511533277673913,0.7167286975657494,1.0,0.5,2.0,1.0,1.0,0.12273931503295898
MIOSR,25,0.1,1.25,50,200,2,0.7462554049891804,0.7500085250554634,1.0,0.5,2.0,1.0,1.0,3.163008213043213
STLSQ,25,0.1,1.25,50,200,2,0.5852016510894638,0.7103468187258977,1.0,0.6666666666666666,2.0,0.0,1.0,0.24354958534240723
SSR,25,0.1,1.25,50,200,2,0.5857968294649963,0.710581200792973,1.0,0.6666666666666666,2.0,0.0,1.0,0.043282508850097656
SR3,25,0.1,1.25,50,200,2,0.7090704940314699,0.819793218069178,1.0,0.3333333333333333,1.0,0.0,2.0,32.78625774383545
E-STLSQ,25,0.1,1.25,50,200,2,0.5852016510894638,0.7103468187258977,1.0,0.6666666666666666,2.0,0.0,1.0,0.14797449111938477
MIOSR,25,0.1,1.5,50,200,2,0.7561736476059885,0.7578683445207858,1.0,0.5,2.0,1.0,1.0,3.3349108695983887
STLSQ,25,0.1,1.5,50,200,2,0.5950339586768917,0.717356730538695,1.0,0.6666666666666666,2.0,0.0,1.0,0.24339056015014648
SSR,25,0.1,1.5,50,200,2,0.7725471891829189,0.7653211040472858,1.0,0.5,2.0,1.0,1.0,0.04492950439453125
SR3,25,0.1,1.5,50,200,2,0.6142765551267476,0.7081940006196922,1.0,0.25,2.0,5.0,1.0,40.57229709625244
E-STLSQ,25,0.1,1.5,50,200,2,0.7499691192017948,0.7473632654043614,1.0,0.5,2.0,1.0,1.0,0.12356686592102051
MIOSR,25,0.1,1.75,50,200,2,0.7680154178584176,0.7667504990719064,1.0,0.5,2.0,1.0,1.0,3.3812689781188965
STLSQ,25,0.1,1.75,50,200,2,0.8028548653871335,0.7800024838836643,1.0,0.4,2.0,2.0,1.0,0.24591994285583496
SSR,25,0.1,1.75,50,200,2,0.8252540096897948,0.795435616901955,1.0,0.5,2.0,1.0,1.0,0.045742034912109375
SR3,25,0.1,1.75,50,200,2,0.7738751893073886,0.7430785815994395,1.0,0.2,2.0,7.0,1.0,43.05363655090332
E-STLSQ,25,0.1,1.75,50,200,2,0.8728483619703346,0.8565591627781823,1.0,0.2,1.0,2.0,2.0,0.11458253860473633
MIOSR,25,0.1,2.0,50,200,2,0.7821505248661546,0.7768349480504723,1.0,0.5,2.0,1.0,1.0,3.485548734664917
STLSQ,25,0.1,2.0,50,200,2,0.7125222006732547,0.8203504474697109,1.0,0.3333333333333333,1.0,0.0,2.0,0.26412391662597656
SSR,25,0.1,2.0,50,200,2,0.9927101474095013,0.9685718287237006,1.2350365144264959,0.5,2.0,1.0,1.0,0.04604911804199219
SR3,25,0.1,2.0,50,200,2,0.9205166876147611,0.8766540134219065,1.0,0.25,1.0,1.0,2.0,45.86280560493469
E-STLSQ,25,0.1,2.0,50,200,2,0.7125222006732547,0.8203504474697109,1.0,0.3333333333333333,1.0,0.0,2.0,0.11547493934631348
MIOSR,25,0.1,2.25,50,200,2,0.9687605524486629,0.9597501434321276,1.236937389779365,0.5,2.0,1.0,1.0,3.1898915767669678
STLSQ,25,0.1,2.25,50,200,2,0.7143554056940115,0.8206639471529874,1.0,0.3333333333333333,1.0,0.0,2.0,0.25323057174682617
SSR,25,0.1,2.25,50,200,2,1.0340491482909155,0.9674446248474857,1.2237817431221794,0.4,2.0,2.0,1.0,0.043442726135253906
SR3,25,0.1,2.25,50,200,2,0.9786398933297416,0.9285640735060863,1.229944493225564,0.23076923076923078,3.0,10.0,0.0,50.71733379364014
E-STLSQ,25,0.1,2.25,50,200,2,0.9175394212326964,0.8755404988794282,1.0,0.25,1.0,1.0,2.0,0.09997177124023438
MIOSR,25,0.1,2.5,50,200,2,0.9643923993028268,0.9510817499555934,1.212974023573671,0.5,2.0,1.0,1.0,3.30668044090271
STLSQ,25,0.1,2.5,50,200,2,0.9923349001091076,0.9528487571752771,1.22167299271356,0.4,2.0,2.0,1.0,0.24693775177001953
SSR,25,0.1,2.5,50,200,2,1.02646112060839,0.9585678509168832,1.2011418663513878,0.4,2.0,2.0,1.0,0.043502092361450195
SR3,25,0.1,2.5,50,200,2,1.028126808658161,0.9717066627197216,1.2681557553556273,0.2,3.0,12.0,0.0,52.635467529296875
E-STLSQ,25,0.1,2.5,50,200,2,0.9184439025379211,0.8624147032268765,1.0,0.2,1.0,2.0,2.0,0.1273961067199707
MIOSR,25,0.1,2.75,50,200,2,0.9625596869652434,0.9435066565252851,1.1888152642154712,0.5,2.0,1.0,1.0,3.3991003036499023
STLSQ,25,0.1,2.75,50,200,2,0.9885181235210316,0.9444831760930502,1.1966516059129118,0.4,2.0,2.0,1.0,0.25048255920410156
SSR,25,0.1,2.75,50,200,2,0.7196722686498139,0.8216419221238983,1.0,0.3333333333333333,1.0,0.0,2.0,0.04348492622375488
SR3,25,0.1,2.75,50,200,2,1.0387490989011523,1.0086430899277217,1.3220843789458678,0.2,2.0,7.0,1.0,51.63960146903992
