Method,Duration,Sample Rate,Noise,Pts/Domain,# Domains,Seed,coef_l1,coef_l2,coef_linf,support_accuracy,support_tp,support_fp,support_fn,runtime
MIOSR,25,0.1,0.25,50,200,9,0.01722612866471233,0.020392568792478385,0.032656997917702046,1.0,3.0,0.0,0.0,2.752854585647583
STLSQ,25,0.1,0.25,50,200,9,0.01722612866471233,0.020392568792478385,0.032656997917702046,1.0,3.0,0.0,0.0,0.2620420455932617
SSR,25,0.1,0.25,50,200,9,0.017226128664716327,0.020392568792481254,0.03265699791770471,1.0,3.0,0.0,0.0,0.04837512969970703
SR3,25,0.1,0.25,50,200,9,0.01722612866471233,0.020392568792478385,0.032656997917702046,1.0,3.0,0.0,0.0,17.421878576278687
E-STLSQ,25,0.1,0.25,50,200,9,0.01722612866471233,0.020392568792478385,0.032656997917702046,1.0,3.0,0.0,0.0,0.13454651832580566
MIOSR,25,0.1,0.5,50,200,9,0.052252360474765704,0.05252173808976188,0.05954401642534091,1.0,3.0,0.0,0.0,2.666377544403076
STLSQ,25,0.1,0.5,50,200,9,0.052252360474765704,0.05252173808976188,0.05954401642534091,1.0,3.0,0.0,0.0,0.25011444091796875
SSR,25,0.1,0.5,50,200,9,0.05225236047476519,0.05252173808976141,0.05954401642534113,1.0,3.0,0.0,0.0,0.047553062438964844
SR3,25,0.1,0.5,50,200,9,0.052252360474765704,0.05252173808976188,0.05954401642534091,1.0,3.0,0.0,0.0,23.994384050369263
E-STLSQ,25,0.1,0.5,50,200,9,0.052252360474765704,0.05252173808976188,0.05954401642534091,1.0,3.0,0.0,0.0,0.1320199966430664
MIOSR,25,0.1,0.75,50,200,9,0.06963674996014928,0.06969718138214466,0.07305360301679009,1.0,3.0,0.0,0.0,2.646486759185791
STLSQ,25,0.1,0.75,50,200,9,0.06963674996014928,0.06969718138214466,0.07305360301679009,1.0,3.0,0.0,0.0,0.25777125358581543
