Method,Duration,Sample Rate,Noise,Pts/Domain,# Domains,Seed,coef_l1,coef_l2,coef_linf,support_accuracy,support_tp,support_fp,support_fn,runtime
MIOSR,25,0.1,0.25,50,200,42,0.04132365908907413,0.05053598152281922,0.07343352494038391,1.0,3.0,0.0,0.0,2.7835593223571777
STLSQ,25,0.1,0.25,50,200,42,0.04132365908907413,0.05053598152281922,0.07343352494038391,1.0,3.0,0.0,0.0,0.2615776062011719
SSR,25,0.1,0.25,50,200,42,0.04132365908906958,0.050535981522813196,0.07343352494037525,1.0,3.0,0.0,0.0,0.05130147933959961
SR3,25,0.1,0.25,50,200,42,0.04132365908907413,0.05053598152281922,0.07343352494038391,1.0,3.0,0.0,0.0,8.795074462890625
E-STLSQ,25,0.1,0.25,50,200,42,0.04132365908907413,0.05053598152281922,0.07343352494038391,1.0,3.0,0.0,0.0,0.14101696014404297
MIOSR,25,0.1,0.5,50,200,42,0.05831158633090442,0.07226175675121776,0.10662549193416426,1.0,3.0,0.0,0.0,2.7054829597473145
STLSQ,25,0.1,0.5,50,200,42,0.05831158633090442,0.07226175675121776,0.10662549193416426,1.0,3.0,0.0,0.0,0.27101635932922363
SSR,25,0.1,0.5,50,200,42,0.058311586330905385,0.07226175675121906,0.10662549193416582,1.0,3.0,0.0,0.0,0.05081772804260254
SR3,25,0.1,0.5,50,200,42,0.05831158633090442,0.07226175675121776,0.10662549193416426,1.0,3.0,0.0,0.0,14.592629194259644
E-STLSQ,25,0.1,0.5,50,200,42,0.05831158633090442,0.07226175675121776,0.10662549193416426,1.0,3.0,0.0,0.0,0.13399314880371094
MIOSR,25,0.1,0.75,50,200,42,0.0762998082758725,0.0957800283092183,0.1420589142542319,1.0,3.0,0.0,0.0,2.751455545425415
STLSQ,25,0.1,0.75,50,200,42,0.0762998082758725,0.0957800283092183,0.1420589142542319,1.0,3.0,0.0,0.0,0.28181958198547363
SSR,25,0.1,0.75,50,200,42,0.07629980827587142,0.09578002830921678,0.14205891425423,1.0,3.0,0.0,0.0,0.05059242248535156
SR3,25,0.1,0.75,50,200,42,0.0762998082758725,0.0957800283092183,0.1420589142542319,1.0,3.0,0.0,0.0,28.143243551254272
E-STLSQ,25,0.1,0.75,50,200,42,0.07180860397642037,0.08968307896506761,0.1338139996065787,1.0,3.0,0.0,0.0,0.12912416458129883
MIOSR,25,0.1,1.0,50,200,42,0.09635769893129298,0.12076844918950197,0.17925343173595798,1.0,3.0,0.0,0.0,2.916898250579834
STLSQ,25,0.1,1.0,50,200,42,0.09635769893129298,0.12076844918950197,0.17925343173595798,1.0,3.0,0.0,0.0,0.294025182723999
SSR,25,0.1,1.0,50,200,42,0.09635769893129031,0.12076844918949914,0.1792534317359541,1.0,3.0,0.0,0.0,0.050506591796875
SR3,25,0.1,1.0,50,200,42,0.09635769893129298,0.12076844918950197,0.17925343173595798,1.0,3.0,0.0,0.0,28.14657688140869
E-STLSQ,25,0.1,1.0,50,200,42,0.09635769893129298,0.12076844918950197,0.17925343173595798,1.0,3.0,0.0,0.0,0.13454174995422363
MIOSR,25,0.1,1.25,50,200,42,0.11875963227069523,0.1469546798040949,0.21776626293726364,1.0,3.0,0.0,0.0,2.711014986038208
STLSQ,25,0.1,1.25,50,200,42,0.11875963227069523,0.1469546798040949,0.21776626293726364,1.0,3.0,0.0,0.0,0.2782924175262451
SSR,25,0.1,1.25,50,200,42,0.11875963227069108,0.14695467980409016,0.2177662629372571,1.0,3.0,0.0,0.0,0.05056452751159668
SR3,25,0.1,1.25,50,200,42,0.11875963227069523,0.1469546798040949,0.21776626293726364,1.0,3.0,0.0,0.0,28.45739459991455
E-STLSQ,25,0.1,1.25,50,200,42,0.11875963227069523,0.1469546798040949,0.21776626293726364,1.0,3.0,0.0,0.0,0.13107061386108398
MIOSR,25,0.1,1.5,50,200,42,0.14259671745638877,0.1741156162448227,0.25720360714631885,1.0,3.0,0.0,0.0,2.8679463863372803
STLSQ,25,0.1,1.5,50,200,42,0.14259671745638877,0.1741156162448227,0.25720360714631885,1.0,3.0,0.0,0.0,0.2811744213104248
SSR,25,0.1,1.5,50,200,42,0.14259671745638777,0.17411561624482183,0.25720360714631785,1.0,3.0,0.0,0.0,0.051192283630371094
SR3,25,0.1,1.5,50,200,42,0.14259671745638877,0.1741156162448227,0.25720360714631885,1.0,3.0,0.0,0.0,39.62478852272034
E-STLSQ,25,0.1,1.5,50,200,42,0.14259671745638877,0.1741156162448227,0.25720360714631885,1.0,3.0,0.0,0.0,0.13472795486450195
MIOSR,25,0.1,1.75,50,200,42,0.16778872552906368,0.20207894008165808,0.2972248595400999,1.0,3.0,0.0,0.0,2.8749423027038574
STLSQ,25,0.1,1.75,50,200,42,0.16778872552906368,0.20207894008165808,0.2972248595400999,1.0,3.0,0.0,0.0,0.2833116054534912
SSR,25,0.1,1.75,50,200,42,0.1677887255290671,0.20207894008166216,0.2972248595401056,1.0,3.0,0.0,0.0,0.050664424896240234
SR3,25,0.1,1.75,50,200,42,0.15705146727527586,0.1885596472714883,0.2785350677628281,0.6,3.0,2.0,0.0,44.72333741188049
E-STLSQ,25,0.1,1.75,50,200,42,0.16778872552906368,0.20207894008165808,0.2972248595400999,1.0,3.0,0.0,0.0,0.13570117950439453
MIOSR,25,0.1,2.0,50,200,42,0.19428977786990387,0.23072002538487785,0.3375395633840833,1.0,3.0,0.0,0.0,2.8356876373291016
STLSQ,25,0.1,2.0,50,200,42,0.19428977786990387,0.23072002538487785,0.3375395633840833,1.0,3.0,0.0,0.0,0.27394747734069824
SSR,25,0.1,2.0,50,200,42,0.19428977786990567,0.23072002538487985,0.33753956338408586,1.0,3.0,0.0,0.0,0.050928354263305664
SR3,25,0.1,2.0,50,200,42,0.18471083618295123,0.21865743207318722,0.3206664980443682,0.5,3.0,3.0,0.0,50.853753328323364
E-STLSQ,25,0.1,2.0,50,200,42,0.19428977786990387,0.23072002538487785,0.3375395633840833,1.0,3.0,0.0,0.0,0.1375436782836914
MIOSR,25,0.1,2.25,50,200,42,0.22206896463244377,0.2599528508259424,0.37789808688147175,1.0,3.0,0.0,0.0,2.901430606842041
STLSQ,25,0.1,2.25,50,200,42,0.22206896463244377,0.2599528508259424,0.37789808688147175,1.0,3.0,0.0,0.0,0.27547526359558105
SSR,25,0.1,2.25,50,200,42,0.22206896463244766,0.25995285082594655,0.3778980868814774,1.0,3.0,0.0,0.0,0.050726890563964844
SR3,25,0.1,2.25,50,200,42,0.21208601472421637,0.24861785505997985,0.3627550503875596,0.5,3.0,3.0,0.0,50.21725058555603
E-STLSQ,25,0.1,2.25,50,200,42,0.22206896463244377,0.2599528508259424,0.37789808688147175,1.0,3.0,0.0,0.0,0.1306614875793457
MIOSR,25,0.1,2.5,50,200,42,0.251087741726464,0.2897154567853393,0.4180780598373335,1.0,3.0,0.0,0.0,2.8576912879943848
STLSQ,25,0.1,2.5,50,200,42,0.251087741726464,0.2897154567853393,0.4180780598373335,1.0,3.0,0.0,0.0,0.2821800708770752
SSR,25,0.1,2.5,50,200,42,0.25807431300870237,0.29723205116893825,0.4280333735565117,1.0,3.0,0.0,0.0,0.050902605056762695
SR3,25,0.1,2.5,50,200,42,0.2410013855718983,0.279781288604531,0.4061201198900706,0.5,3.0,3.0,0.0,47.62340068817139
E-STLSQ,25,0.1,2.5,50,200,42,0.251087741726464,0.2897154567853393,0.4180780598373335,1.0,3.0,0.0,0.0,0.14551091194152832
MIOSR,25,0.1,2.75,50,200,42,0.28127729490966186,0.31995171174393605,0.45786940078688954,1.0,3.0,0.0,0.0,2.953491449356079
STLSQ,25,0.1,2.75,50,200,42,0.28127729490966186,0.31995171174393605,0.45786940078688954,1.0,3.0,0.0,0.0,0.2836344242095947
SSR,25,0.1,2.75,50,200,42,0.3399823580075601,0.3830563617486987,0.5408024776147938,1.0,3.0,0.0,0.0,0.05058884620666504
SR3,25,0.1,2.75,50,200,42,0.2711952821507897,0.3117836922585371,0.4501737330664669,0.5,3.0,3.0,0.0,48.254385471343994
E-STLSQ,25,0.1,2.75,50,200,42,0.28127729490966186,0.31995171174393605,0.45786940078688954,1.0,3.0,0.0,0.0,0.13907122611999512
MIOSR,25,0.1,3.0,50,200,42,0.3125195453240556,0.3505921431898353,0.4970610717578894,1.0,3.0,0.0,0.0,2.960932970046997
STLSQ,25,0.1,3.0,50,200,42,0.3125195453240556,0.3505921431898353,0.4970610717578894,1.0,3.0,0.0,0.0,0.28555774688720703
SSR,25,0.1,3.0,50,200,42,0.5061820959141242,0.5562843465623329,0.7624791286825756,1.0,3.0,0.0,0.0,0.05010581016540527
SR3,25,0.1,3.0,50,200,42,0.32011943880810245,0.36507478731229964,0.5230789376415927,0.6,3.0,2.0,0.0,53.2907612323761
E-STLSQ,25,0.1,3.0,50,200,42,0.3125195453240556,0.3505921431898353,0.4970610717578894,1.0,3.0,0.0,0.0,0.1304013729095459
