Method,Duration,Sample Rate,Noise,Pts/Domain,# Domains,Seed,coef_l1,coef_l2,coef_linf,support_accuracy,support_tp,support_fp,support_fn,runtime
MIOSR,25,0.1,0.25,50,200,46,0.02353635808678071,0.02526085457758594,0.03272573263418699,1.0,3.0,0.0,0.0,2.7356574535369873
STLSQ,25,0.1,0.25,50,200,46,0.02353635808678071,0.02526085457758594,0.03272573263418699,1.0,3.0,0.0,0.0,0.2547891139984131
SSR,25,0.1,0.25,50,200,46,0.023536358086777565,0.0252608545775816,0.03272573263418077,1.0,3.0,0.0,0.0,0.050234317779541016
SR3,25,0.1,0.25,50,200,46,0.02353635808678071,0.02526085457758594,0.03272573263418699,1.0,3.0,0.0,0.0,6.280964612960815
E-STLSQ,25,0.1,0.25,50,200,46,0.02353635808678071,0.02526085457758594,0.03272573263418699,1.0,3.0,0.0,0.0,0.12752008438110352
MIOSR,25,0.1,0.5,50,200,46,0.02285769608201682,0.02290147606312869,0.02484831693626144,1.0,3.0,0.0,0.0,2.7670676708221436
STLSQ,25,0.1,0.5,50,200,46,0.02285769608201682,0.02290147606312869,0.02484831693626144,1.0,3.0,0.0,0.0,0.2694215774536133
SSR,25,0.1,0.5,50,200,46,0.022857696082014194,0.022901476063125956,0.024848316936256554,1.0,3.0,0.0,0.0,0.04958772659301758
SR3,25,0.1,0.5,50,200,46,0.02285769608201682,0.02290147606312869,0.02484831693626144,1.0,3.0,0.0,0.0,10.094599962234497
E-STLSQ,25,0.1,0.5,50,200,46,0.02285769608201682,0.02290147606312869,0.02484831693626144,1.0,3.0,0.0,0.0,0.1670207977294922
MIOSR,25,0.1,0.75,50,200,46,0.02481917314684216,0.025032072769186817,0.029404827594263327,1.0,3.0,0.0,0.0,2.8176474571228027
STLSQ,25,0.1,0.75,50,200,46,0.02481917314684216,0.025032072769186817,0.029404827594263327,1.0,3.0,0.0,0.0,0.2830049991607666
SSR,25,0.1,0.75,50,200,46,0.024819173146841567,0.025032072769186304,0.02940482759426355,1.0,3.0,0.0,0.0,0.0495448112487793
SR3,25,0.1,0.75,50,200,46,0.02481917314684216,0.025032072769186817,0.029404827594263327,1.0,3.0,0.0,0.0,33.65289616584778
E-STLSQ,25,0.1,0.75,50,200,46,0.02481917314684216,0.025032072769186817,0.029404827594263327,1.0,3.0,0.0,0.0,0.14125561714172363
MIOSR,25,0.1,1.0,50,200,46,0.029305704566406538,0.02949443584669127,0.03401422729276926,1.0,3.0,0.0,0.0,2.933448076248169
STLSQ,25,0.1,1.0,50,200,46,0.029305704566406538,0.02949443584669127,0.03401422729276926,1.0,3.0,0.0,0.0,0.2829012870788574
SSR,25,0.1,1.0,50,200,46,0.029305704566408058,0.0294944358466926,0.034014227292768595,1.0,3.0,0.0,0.0,0.04973554611206055
SR3,25,0.1,1.0,50,200,46,0.06757966371400338,0.0693579869490397,0.10354837824626584,0.6,3.0,2.0,0.0,37.998514890670776
E-STLSQ,25,0.1,1.0,50,200,46,0.06085540438825695,0.06838017693616315,0.10354837824626584,1.0,3.0,0.0,0.0,0.12501811981201172
MIOSR,25,0.1,1.25,50,200,46,0.03615551936869451,0.03616118421821762,0.03678085861776603,1.0,3.0,0.0,0.0,2.975956916809082
STLSQ,25,0.1,1.25,50,200,46,0.03615551936869451,0.03616118421821762,0.03678085861776603,1.0,3.0,0.0,0.0,0.2819969654083252
SSR,25,0.1,1.25,50,200,46,0.042524985635663794,0.043368724942640734,0.04994430078267542,1.0,3.0,0.0,0.0,0.04952549934387207
SR3,25,0.1,1.25,50,200,46,0.0958335071452953,0.08889083896400793,0.11452819660523794,0.5,3.0,3.0,0.0,37.61288499832153
E-STLSQ,25,0.1,1.25,50,200,46,0.05557533879055717,0.059836276802010355,0.0839465775830841,1.0,3.0,0.0,0.0,0.13078999519348145
MIOSR,25,0.1,1.5,50,200,46,0.04516223157685081,0.045984996906754734,0.051491397466964184,1.0,3.0,0.0,0.0,2.814411163330078
STLSQ,25,0.1,1.5,50,200,46,0.04516223157685081,0.045984996906754734,0.051491397466964184,1.0,3.0,0.0,0.0,0.2937033176422119
SSR,25,0.1,1.5,50,200,46,0.10593723939940276,0.12708498405642743,0.16928582192774078,1.0,3.0,0.0,0.0,0.04938507080078125
SR3,25,0.1,1.5,50,200,46,0.10169584899783853,0.09746498318431668,0.11561500608841369,0.5,3.0,3.0,0.0,50.668715476989746
E-STLSQ,25,0.1,1.5,50,200,46,0.04516223157685081,0.045984996906754734,0.051491397466964184,1.0,3.0,0.0,0.0,0.1554882526397705
MIOSR,25,0.1,1.75,50,200,46,0.056078052843653414,0.059818504090792604,0.07179393612352669,1.0,3.0,0.0,0.0,2.7164621353149414
STLSQ,25,0.1,1.75,50,200,46,0.056078052843653414,0.059818504090792604,0.07179393612352669,1.0,3.0,0.0,0.0,0.2929689884185791
SSR,25,0.1,1.75,50,200,46,0.11713642402040403,0.13917965034760463,0.18412318816721973,1.0,3.0,0.0,0.0,0.04950451850891113
SR3,25,0.1,1.75,50,200,46,0.2144274288782586,0.19113932972043343,0.24128450457036577,0.25,3.0,9.0,0.0,65.63637065887451
E-STLSQ,25,0.1,1.75,50,200,46,0.07529546653905313,0.0865230092854325,0.12189244114559306,1.0,3.0,0.0,0.0,0.14288640022277832
MIOSR,25,0.1,2.0,50,200,46,0.06861867818705074,0.0779988862369661,0.09697714489952158,1.0,3.0,0.0,0.0,2.671967029571533
STLSQ,25,0.1,2.0,50,200,46,0.06861867818705074,0.0779988862369661,0.09697714489952158,1.0,3.0,0.0,0.0,0.2942230701446533
SSR,25,0.1,2.0,50,200,46,0.1324012409832723,0.15480590195804145,0.20334872727304842,1.0,3.0,0.0,0.0,0.04961133003234863
SR3,25,0.1,2.0,50,200,46,0.25368190795554024,0.230071644043035,0.279782129669508,0.25,3.0,9.0,0.0,65.87758946418762
E-STLSQ,25,0.1,2.0,50,200,46,0.06861867818705074,0.0779988862369661,0.09697714489952158,1.0,3.0,0.0,0.0,0.1383836269378662
MIOSR,25,0.1,2.25,50,200,46,0.08247032463805859,0.10046054469508942,0.12662013655274174,1.0,3.0,0.0,0.0,2.790670871734619
STLSQ,25,0.1,2.25,50,200,46,0.08247032463805859,0.10046054469508942,0.12662013655274174,1.0,3.0,0.0,0.0,0.2898895740509033
SSR,25,0.1,2.25,50,200,46,0.15163702401341242,0.17388886060252653,0.22667236697673776,1.0,3.0,0.0,0.0,0.04976987838745117
SR3,25,0.1,2.25,50,200,46,0.2988347850754743,0.26831345544730334,0.3113367831119591,0.25,3.0,9.0,0.0,65.03927183151245
E-STLSQ,25,0.1,2.25,50,200,46,0.08247032463805859,0.10046054469508942,0.12662013655274174,1.0,3.0,0.0,0.0,0.1405177116394043
MIOSR,25,0.1,2.5,50,200,46,0.10915740622986041,0.12692064698756228,0.16021793589948174,1.0,3.0,0.0,0.0,2.720008134841919
STLSQ,25,0.1,2.5,50,200,46,0.10915740622986041,0.12692064698756228,0.16021793589948174,1.0,3.0,0.0,0.0,0.2838146686553955
SSR,25,0.1,2.5,50,200,46,0.174663413017795,0.19630984529083134,0.253718894474535,1.0,3.0,0.0,0.0,0.04965472221374512
SR3,25,0.1,2.5,50,200,46,0.3397472513389492,0.30206258615730525,0.3324233528592059,0.25,3.0,9.0,0.0,61.25070071220398
E-STLSQ,25,0.1,2.5,50,200,46,0.12236570968081173,0.13077503122505257,0.16021793589948174,1.0,3.0,0.0,0.0,0.1271975040435791
MIOSR,25,0.1,2.75,50,200,46,0.14039555734690964,0.15697727861474808,0.1971848751429548,1.0,3.0,0.0,0.0,2.7466769218444824
STLSQ,25,0.1,2.75,50,200,46,0.14039555734690964,0.15697727861474808,0.1971848751429548,1.0,3.0,0.0,0.0,0.27733898162841797
SSR,25,0.1,2.75,50,200,46,0.3682276673334737,0.399031707109523,0.5179958052919028,1.0,3.0,0.0,0.0,0.04956197738647461
SR3,25,0.1,2.75,50,200,46,0.37355757063340106,0.3287899025353968,0.3768597440992884,0.25,3.0,9.0,0.0,63.28298091888428
E-STLSQ,25,0.1,2.75,50,200,46,0.14039555734690964,0.15697727861474808,0.1971848751429548,1.0,3.0,0.0,0.0,0.13860344886779785
MIOSR,25,0.1,3.0,50,200,46,0.1747606705008599,0.19014655358517746,0.23686621700877808,1.0,3.0,0.0,0.0,2.8246219158172607
STLSQ,25,0.1,3.0,50,200,46,0.23138333443331302,0.20502444647977616,0.22268818318616768,0.6,3.0,2.0,0.0,0.27428150177001953
SSR,25,0.1,3.0,50,200,46,0.3868367778306456,0.4160779578510236,0.5355669870495376,1.0,3.0,0.0,0.0,0.04976010322570801
SR3,25,0.1,3.0,50,200,46,0.4003012179316554,0.348464888661435,0.40772474390633734,0.25,3.0,9.0,0.0,65.62774729728699
E-STLSQ,25,0.1,3.0,50,200,46,0.46793353918085173,0.6021471745654378,1.0,0.5,2.0,1.0,1.0,0.13503217697143555
