Method,Duration,Sample Rate,Noise,Seed,Dim,x0,runtime
Preprocessing,0.5,0.002,0.002,2,21,"(-0.7020933927588789, 0.29862616109350393)",0.0012969970703125
STLSQ,0.5,0.002,0.002,2,21,"(-0.7020933927588789, 0.29862616109350393)",0.003584146499633789
SSR,0.5,0.002,0.002,2,21,"(-0.7020933927588789, 0.29862616109350393)",0.007979869842529297
SR3,0.5,0.002,0.002,2,21,"(-0.7020933927588789, 0.29862616109350393)",0.04557228088378906
MIOSOS,0.5,0.002,0.002,2,21,"(-0.7020933927588789, 0.29862616109350393)",0.04226493835449219
MIOSOS-Opt,0.5,0.002,0.002,2,21,"(-0.7020933927588789, 0.29862616109350393)",0.032874107360839844
MIOSOS-Build,0.5,0.002,0.002,2,21,"(-0.7020933927588789, 0.29862616109350393)",0.0075109004974365234
Warm-MIOSOS,0.5,0.002,0.002,2,21,"(-0.7020933927588789, 0.29862616109350393)",0.030228853225708008
Warm-MIOSOS-Opt,0.5,0.002,0.002,2,21,"(-0.7020933927588789, 0.29862616109350393)",0.02389812469482422
Warm-MIOSOS-Build,0.5,0.002,0.002,2,21,"(-0.7020933927588789, 0.29862616109350393)",0.005107879638671875
Preprocessing,0.8277532798848107,0.002,0.002,2,21,"(-0.7020933927588789, 0.29862616109350393)",0.00090789794921875
STLSQ,0.8277532798848107,0.002,0.002,2,21,"(-0.7020933927588789, 0.29862616109350393)",0.004379987716674805
SSR,0.8277532798848107,0.002,0.002,2,21,"(-0.7020933927588789, 0.29862616109350393)",0.009953975677490234
SR3,0.8277532798848107,0.002,0.002,2,21,"(-0.7020933927588789, 0.29862616109350393)",0.004509925842285156
MIOSOS,0.8277532798848107,0.002,0.002,2,21,"(-0.7020933927588789, 0.29862616109350393)",0.0381932258605957
MIOSOS-Opt,0.8277532798848107,0.002,0.002,2,21,"(-0.7020933927588789, 0.29862616109350393)",0.03104090690612793
MIOSOS-Build,0.8277532798848107,0.002,0.002,2,21,"(-0.7020933927588789, 0.29862616109350393)",0.004659891128540039
Warm-MIOSOS,0.8277532798848107,0.002,0.002,2,21,"(-0.7020933927588789, 0.29862616109350393)",0.03477191925048828
Warm-MIOSOS-Opt,0.8277532798848107,0.002,0.002,2,21,"(-0.7020933927588789, 0.29862616109350393)",0.028269052505493164
Warm-MIOSOS-Build,0.8277532798848107,0.002,0.002,2,21,"(-0.7020933927588789, 0.29862616109350393)",0.005025148391723633
Preprocessing,1.3703509847201238,0.002,0.002,2,21,"(-0.7020933927588789, 0.29862616109350393)",0.0009829998016357422
STLSQ,1.3703509847201238,0.002,0.002,2,21,"(-0.7020933927588789, 0.29862616109350393)",0.006719827651977539
SSR,1.3703509847201238,0.002,0.002,2,21,"(-0.7020933927588789, 0.29862616109350393)",0.01643228530883789
SR3,1.3703509847201238,0.002,0.002,2,21,"(-0.7020933927588789, 0.29862616109350393)",0.006944179534912109
MIOSOS,1.3703509847201238,0.002,0.002,2,21,"(-0.7020933927588789, 0.29862616109350393)",0.03339791297912598
MIOSOS-Opt,1.3703509847201238,0.002,0.002,2,21,"(-0.7020933927588789, 0.29862616109350393)",0.02454829216003418
MIOSOS-Build,1.3703509847201238,0.002,0.002,2,21,"(-0.7020933927588789, 0.29862616109350393)",0.00508427619934082
Warm-MIOSOS,1.3703509847201238,0.002,0.002,2,21,"(-0.7020933927588789, 0.29862616109350393)",0.024274110794067383
