Method,Duration,Sample Rate,Noise,Seed,Dim,x0,runtime
Preprocessing,0.5,0.002,0.002,3,10,"(-1.0483130498069346, -0.3464375141894311)",0.001180887222290039
MIOSOS,0.5,0.002,0.002,3,10,"(-1.0483130498069346, -0.3464375141894311)",0.022770166397094727
MIOSOS-Opt,0.5,0.002,0.002,3,10,"(-1.0483130498069346, -0.3464375141894311)",0.013976335525512695
MIOSOS-Build,0.5,0.002,0.002,3,10,"(-1.0483130498069346, -0.3464375141894311)",0.0071430206298828125
Preprocessing,0.8277532798848107,0.002,0.002,3,10,"(-1.0483130498069346, -0.3464375141894311)",0.0007939338684082031
MIOSOS,0.8277532798848107,0.002,0.002,3,10,"(-1.0483130498069346, -0.3464375141894311)",0.020765066146850586
MIOSOS-Opt,0.8277532798848107,0.002,0.002,3,10,"(-1.0483130498069346, -0.3464375141894311)",0.014346837997436523
MIOSOS-Build,0.8277532798848107,0.002,0.002,3,10,"(-1.0483130498069346, -0.3464375141894311)",0.004457235336303711
Preprocessing,1.3703509847201238,0.002,0.002,3,10,"(-1.0483130498069346, -0.3464375141894311)",0.0008969306945800781
MIOSOS,1.3703509847201238,0.002,0.002,3,10,"(-1.0483130498069346, -0.3464375141894311)",0.019196033477783203
MIOSOS-Opt,1.3703509847201238,0.002,0.002,3,10,"(-1.0483130498069346, -0.3464375141894311)",0.012243986129760742
MIOSOS-Build,1.3703509847201238,0.002,0.002,3,10,"(-1.0483130498069346, -0.3464375141894311)",0.004578113555908203
Preprocessing,2.268625044390925,0.002,0.002,3,10,"(-1.0483130498069346, -0.3464375141894311)",0.0010800361633300781
MIOSOS,2.268625044390925,0.002,0.002,3,10,"(-1.0483130498069346, -0.3464375141894311)",0.020121097564697266
MIOSOS-Opt,2.268625044390925,0.002,0.002,3,10,"(-1.0483130498069346, -0.3464375141894311)",0.012363672256469727
MIOSOS-Build,2.268625044390925,0.002,0.002,3,10,"(-1.0483130498069346, -0.3464375141894311)",0.004468441009521484
Preprocessing,3.7557236426468257,0.002,0.002,3,10,"(-1.0483130498069346, -0.3464375141894311)",0.0013740062713623047
MIOSOS,3.7557236426468257,0.002,0.002,3,10,"(-1.0483130498069346, -0.3464375141894311)",0.02566695213317871
MIOSOS-Opt,3.7557236426468257,0.002,0.002,3,10,"(-1.0483130498069346, -0.3464375141894311)",0.016596317291259766
MIOSOS-Build,3.7557236426468257,0.002,0.002,3,10,"(-1.0483130498069346, -0.3464375141894311)",0.004380702972412109
Preprocessing,6.217625127083679,0.002,0.002,3,10,"(-1.0483130498069346, -0.3464375141894311)",0.0018229484558105469
MIOSOS,6.217625127083679,0.002,0.002,3,10,"(-1.0483130498069346, -0.3464375141894311)",0.027531147003173828
MIOSOS-Opt,6.217625127083679,0.002,0.002,3,10,"(-1.0483130498069346, -0.3464375141894311)",0.01570606231689453
MIOSOS-Build,6.217625127083679,0.002,0.002,3,10,"(-1.0483130498069346, -0.3464375141894311)",0.004642963409423828
Preprocessing,10.293319184075452,0.002,0.002,3,10,"(-1.0483130498069346, -0.3464375141894311)",0.0026712417602539062
MIOSOS,10.293319184075452,0.002,0.002,3,10,"(-1.0483130498069346, -0.3464375141894311)",0.02750706672668457
MIOSOS-Opt,10.293319184075452,0.002,0.002,3,10,"(-1.0483130498069346, -0.3464375141894311)",0.011715173721313477
MIOSOS-Build,10.293319184075452,0.002,0.002,3,10,"(-1.0483130498069346, -0.3464375141894311)",0.004516124725341797
Preprocessing,17.040657431039403,0.002,0.002,3,10,"(-1.0483130498069346, -0.3464375141894311)",0.003914833068847656
MIOSOS,17.040657431039403,0.002,0.002,3,10,"(-1.0483130498069346, -0.3464375141894311)",0.03355121612548828
MIOSOS-Opt,17.040657431039403,0.002,0.002,3,10,"(-1.0483130498069346, -0.3464375141894311)",0.010548114776611328
MIOSOS-Build,17.040657431039403,0.002,0.002,3,10,"(-1.0483130498069346, -0.3464375141894311)",0.004954099655151367
Preprocessing,28.210920159872682,0.002,0.002,3,10,"(-1.0483130498069346, -0.3464375141894311)",0.0062367916107177734
MIOSOS,28.210920159872682,0.002,0.002,3,10,"(-1.0483130498069346, -0.3464375141894311)",0.04546618461608887
MIOSOS-Opt,28.210920159872682,0.002,0.002,3,10,"(-1.0483130498069346, -0.3464375141894311)",0.010082483291625977
MIOSOS-Build,28.210920159872682,0.002,0.002,3,10,"(-1.0483130498069346, -0.3464375141894311)",0.005071878433227539
Preprocessing,46.70336338180629,0.002,0.002,3,10,"(-1.0483130498069346, -0.3464375141894311)",0.009884119033813477
MIOSOS,46.70336338180629,0.002,0.002,3,10,"(-1.0483130498069346, -0.3464375141894311)",0.06496000289916992
MIOSOS-Opt,46.70336338180629,0.002,0.002,3,10,"(-1.0483130498069346, -0.3464375141894311)",0.01157069206237793
MIOSOS-Build,46.70336338180629,0.002,0.002,3,10,"(-1.0483130498069346, -0.3464375141894311)",0.005266427993774414
Preprocessing,77.31772444188466,0.002,0.002,3,10,"(-1.0483130498069346, -0.3464375141894311)",0.015769243240356445
MIOSOS,77.31772444188466,0.002,0.002,3,10,"(-1.0483130498069346, -0.3464375141894311)",0.09521079063415527
MIOSOS-Opt,77.31772444188466,0.002,0.002,3,10,"(-1.0483130498069346, -0.3464375141894311)",0.011124134063720703
MIOSOS-Build,77.31772444188466,0.002,0.002,3,10,"(-1.0483130498069346, -0.3464375141894311)",0.005811929702758789
Preprocessing,128.0,0.002,0.002,3,10,"(-1.0483130498069346, -0.3464375141894311)",0.02547478675842285
MIOSOS,128.0,0.002,0.002,3,10,"(-1.0483130498069346, -0.3464375141894311)",0.14861512184143066
MIOSOS-Opt,128.0,0.002,0.002,3,10,"(-1.0483130498069346, -0.3464375141894311)",0.011431217193603516
MIOSOS-Build,128.0,0.002,0.002,3,10,"(-1.0483130498069346, -0.3464375141894311)",0.007061958312988281
