Method,Duration,Sample Rate,Noise,Seed,Dim,x0,runtime
Preprocessing,0.5,0.002,0.002,8,10,"(0.8641058515264519, -0.8813309981827752)",0.0012278556823730469
MIOSOS,0.5,0.002,0.002,8,10,"(0.8641058515264519, -0.8813309981827752)",0.020138025283813477
MIOSOS-Opt,0.5,0.002,0.002,8,10,"(0.8641058515264519, -0.8813309981827752)",0.01129603385925293
MIOSOS-Build,0.5,0.002,0.002,8,10,"(0.8641058515264519, -0.8813309981827752)",0.007225990295410156
Preprocessing,0.8277532798848107,0.002,0.002,8,10,"(0.8641058515264519, -0.8813309981827752)",0.0007789134979248047
MIOSOS,0.8277532798848107,0.002,0.002,8,10,"(0.8641058515264519, -0.8813309981827752)",0.016582250595092773
MIOSOS-Opt,0.8277532798848107,0.002,0.002,8,10,"(0.8641058515264519, -0.8813309981827752)",0.010465860366821289
MIOSOS-Build,0.8277532798848107,0.002,0.002,8,10,"(0.8641058515264519, -0.8813309981827752)",0.0043277740478515625
Preprocessing,1.3703509847201238,0.002,0.002,8,10,"(0.8641058515264519, -0.8813309981827752)",0.0008869171142578125
MIOSOS,1.3703509847201238,0.002,0.002,8,10,"(0.8641058515264519, -0.8813309981827752)",0.020935773849487305
MIOSOS-Opt,1.3703509847201238,0.002,0.002,8,10,"(0.8641058515264519, -0.8813309981827752)",0.014352083206176758
MIOSOS-Build,1.3703509847201238,0.002,0.002,8,10,"(0.8641058515264519, -0.8813309981827752)",0.00429081916809082
Preprocessing,2.268625044390925,0.002,0.002,8,10,"(0.8641058515264519, -0.8813309981827752)",0.0010340213775634766
MIOSOS,2.268625044390925,0.002,0.002,8,10,"(0.8641058515264519, -0.8813309981827752)",0.019922971725463867
MIOSOS-Opt,2.268625044390925,0.002,0.002,8,10,"(0.8641058515264519, -0.8813309981827752)",0.012260913848876953
MIOSOS-Build,2.268625044390925,0.002,0.002,8,10,"(0.8641058515264519, -0.8813309981827752)",0.004366159439086914
Preprocessing,3.7557236426468257,0.002,0.002,8,10,"(0.8641058515264519, -0.8813309981827752)",0.001421213150024414
MIOSOS,3.7557236426468257,0.002,0.002,8,10,"(0.8641058515264519, -0.8813309981827752)",0.022665977478027344
MIOSOS-Opt,3.7557236426468257,0.002,0.002,8,10,"(0.8641058515264519, -0.8813309981827752)",0.01318359375
MIOSOS-Build,3.7557236426468257,0.002,0.002,8,10,"(0.8641058515264519, -0.8813309981827752)",0.004602193832397461
Preprocessing,6.217625127083679,0.002,0.002,8,10,"(0.8641058515264519, -0.8813309981827752)",0.0020470619201660156
MIOSOS,6.217625127083679,0.002,0.002,8,10,"(0.8641058515264519, -0.8813309981827752)",0.029107093811035156
MIOSOS-Opt,6.217625127083679,0.002,0.002,8,10,"(0.8641058515264519, -0.8813309981827752)",0.016983985900878906
MIOSOS-Build,6.217625127083679,0.002,0.002,8,10,"(0.8641058515264519, -0.8813309981827752)",0.004739999771118164
Preprocessing,10.293319184075452,0.002,0.002,8,10,"(0.8641058515264519, -0.8813309981827752)",0.0027239322662353516
MIOSOS,10.293319184075452,0.002,0.002,8,10,"(0.8641058515264519, -0.8813309981827752)",0.025809049606323242
MIOSOS-Opt,10.293319184075452,0.002,0.002,8,10,"(0.8641058515264519, -0.8813309981827752)",0.010057926177978516
MIOSOS-Build,10.293319184075452,0.002,0.002,8,10,"(0.8641058515264519, -0.8813309981827752)",0.004567861557006836
Preprocessing,17.040657431039403,0.002,0.002,8,10,"(0.8641058515264519, -0.8813309981827752)",0.0042438507080078125
MIOSOS,17.040657431039403,0.002,0.002,8,10,"(0.8641058515264519, -0.8813309981827752)",0.03440594673156738
MIOSOS-Opt,17.040657431039403,0.002,0.002,8,10,"(0.8641058515264519, -0.8813309981827752)",0.011693954467773438
MIOSOS-Build,17.040657431039403,0.002,0.002,8,10,"(0.8641058515264519, -0.8813309981827752)",0.004723072052001953
Preprocessing,28.210920159872682,0.002,0.002,8,10,"(0.8641058515264519, -0.8813309981827752)",0.006422996520996094
MIOSOS,28.210920159872682,0.002,0.002,8,10,"(0.8641058515264519, -0.8813309981827752)",0.046563148498535156
MIOSOS-Opt,28.210920159872682,0.002,0.002,8,10,"(0.8641058515264519, -0.8813309981827752)",0.012496232986450195
MIOSOS-Build,28.210920159872682,0.002,0.002,8,10,"(0.8641058515264519, -0.8813309981827752)",0.00485992431640625
Preprocessing,46.70336338180629,0.002,0.002,8,10,"(0.8641058515264519, -0.8813309981827752)",0.010946989059448242
MIOSOS,46.70336338180629,0.002,0.002,8,10,"(0.8641058515264519, -0.8813309981827752)",0.06418085098266602
MIOSOS-Opt,46.70336338180629,0.002,0.002,8,10,"(0.8641058515264519, -0.8813309981827752)",0.010168075561523438
MIOSOS-Build,46.70336338180629,0.002,0.002,8,10,"(0.8641058515264519, -0.8813309981827752)",0.006375312805175781
Preprocessing,77.31772444188466,0.002,0.002,8,10,"(0.8641058515264519, -0.8813309981827752)",0.01709890365600586
MIOSOS,77.31772444188466,0.002,0.002,8,10,"(0.8641058515264519, -0.8813309981827752)",0.09580802917480469
MIOSOS-Opt,77.31772444188466,0.002,0.002,8,10,"(0.8641058515264519, -0.8813309981827752)",0.01167154312133789
MIOSOS-Build,77.31772444188466,0.002,0.002,8,10,"(0.8641058515264519, -0.8813309981827752)",0.007566213607788086
Preprocessing,128.0,0.002,0.002,8,10,"(0.8641058515264519, -0.8813309981827752)",0.02630925178527832
MIOSOS,128.0,0.002,0.002,8,10,"(0.8641058515264519, -0.8813309981827752)",0.1449298858642578
MIOSOS-Opt,128.0,0.002,0.002,8,10,"(0.8641058515264519, -0.8813309981827752)",0.011077165603637695
MIOSOS-Build,128.0,0.002,0.002,8,10,"(0.8641058515264519, -0.8813309981827752)",0.007071971893310547
