Method,Duration,Sample Rate,Noise,Seed,x0,insample_r2,validation_r2,validation_mse,test_r2,test_rmse,coef_l1,coef_l2,coef_linf,support_accuracy,support_tp,support_fp,support_fn,runtime,threshold,alpha,nu,group_sparsity
STLSQ,1.0,0.002,0.002,35,"(-0.8729551274653827, 0.2355449440859111)",0.40486268174367573,0.11849406032733117,0.012840224481321046,-1.2987700379940599,0.3912367526058483,1.1160993722091057,0.9366343638304789,1.0,0.15384615384615385,2.0,5.0,6.0,1.9341678619384766,0.13894954943731375,0.2,,
E-STLSQ,1.0,0.002,0.002,35,"(-0.8729551274653827, 0.2355449440859111)",0.3782981144594436,0.0986923532454812,0.013078069515130731,-1.7785942695989214,0.43094614750401916,1.194291723460778,1.0580413091810952,1.0,0.1,1.0,2.0,7.0,9.153614044189453,0.21209508879201905,0.2,,
SR3,1.0,0.002,0.002,35,"(-0.8729551274653827, 0.2355449440859111)",0.46595925847424613,-54795959.78689444,817379.313657392,-1144104704002854.5,7243400.047772395,149122558.6306866,74829081.08256964,67285436.86284637,0.19047619047619047,8.0,34.0,0.0,1.3078906536102295,0.00031622776601683794,,0.03333333333333333,
SSR,1.0,0.002,0.002,35,"(-0.8729551274653827, 0.2355449440859111)",0.3836318537382043,0.10731301307423863,0.012965934324271615,-1.798611392555599,0.43258701337658484,1.2563192367991989,1.0686584566271955,1.0,0.09090909090909091,1,3,7,0.2999753952026367,,"(0.05, 0.05)",,
MIOSR,1.0,0.002,0.002,35,"(-0.8729551274653827, 0.2355449440859111)",0.39706906371817896,0.12270198380888292,0.012765562885488552,-1.9082093859353493,0.43670698228792404,1.2891439985216582,1.1422481442820884,1.3420904559060123,0.09090909090909091,1,3,7,85.02235746383667,,"(0.05, 0)",,"(2, 2)"
STLSQ,1.2866648980094317,0.002,0.002,35,"(-0.8729551274653827, 0.2355449440859111)",0.4276798716598154,0.06206023963577534,0.014798829857519687,-2.017137879541443,0.44555205927107266,1.7287089214506162,1.5236523166778948,2.4010580128016,0.0,0.0,4.0,8.0,1.9153831005096436,0.21209508879201905,0.05,,
E-STLSQ,1.2866648980094317,0.002,0.002,35,"(-0.8729551274653827, 0.2355449440859111)",0.37902776585493025,0.05025584285922091,0.014959003665271104,-1.9455681037687254,0.44185089000418226,1.2993319529767027,1.1613510360619124,1.3751097062039714,0.0,0.0,2.0,8.0,10.00491738319397,0.21209508879201905,0.05,,
SR3,1.2866648980094317,0.002,0.002,35,"(-0.8729551274653827, 0.2355449440859111)",0.48307627586517377,-15250340.315705132,206257.8777265665,-1522726154935.975,280071.21397268097,5702220.948012361,3774947.323684639,4610636.42099456,0.19047619047619047,8.0,34.0,0.0,1.3659396171569824,0.00031622776601683794,,0.03333333333333333,
SSR,1.2866648980094317,0.002,0.002,35,"(-0.8729551274653827, 0.2355449440859111)",0.443258322472569,0.1258174760202293,0.013660568451479518,-2.8164557545424875,0.45961722889292866,3.405479505499792,3.0563378519483293,5.041768404546098,0.11764705882352941,2,9,6,0.3049435615539551,,"(1e-05, 0.01)",,
MIOSR,1.2866648980094317,0.002,0.002,35,"(-0.8729551274653827, 0.2355449440859111)",0.4370084354926417,0.1278121441401343,0.01360552011507362,-1.176904420898225,0.381933651225178,0.670449790793453,0.7512269192054614,1.0,0.4444444444444444,4,1,4,83.26125121116638,,"(0.01, 0.001)",,"(2, 3)"
STLSQ,1.6555065597696215,0.002,0.002,35,"(-0.8729551274653827, 0.2355449440859111)",0.4642848591361358,0.09304350580055343,0.014242801400061494,-1.5439806224764077,0.4056428374487287,6.742959240045042,6.357967079507632,10.302223428737541,0.17647058823529413,3.0,9.0,5.0,2.0365443229675293,0.10481131341546852,0.05,,
E-STLSQ,1.6555065597696215,0.002,0.002,35,"(-0.8729551274653827, 0.2355449440859111)",-0.04354470088495044,-0.10804065517116324,0.01748687429589805,-1.3147447404481933,0.3917629174202598,2.0249458870769397,2.0581630440780376,4.113802845121818,0.21428571428571427,3.0,6.0,5.0,10.878546953201294,0.1206792640639329,0.05,,
SR3,1.6555065597696215,0.002,0.002,35,"(-0.8729551274653827, 0.2355449440859111)",0.4764305348942267,-854028.9451103932,12845.789657095329,-8160815737.158251,20959.156876526937,410679.88590301183,215698.84412405116,229247.83476578337,0.19047619047619047,8.0,34.0,0.0,1.458921194076538,0.00031622776601683794,,0.03333333333333333,
SSR,1.6555065597696215,0.002,0.002,35,"(-0.8729551274653827, 0.2355449440859111)",0.43462640428294974,0.20689909809408802,0.012441755158525558,-7.866586021731402,0.7027164959901414,3.875940145453269,5.245497254948034,11.86726138752878,0.25,3,4,5,0.31522679328918457,,"(1e-05, 0.01)",,
MIOSR,1.6555065597696215,0.002,0.002,35,"(-0.8729551274653827, 0.2355449440859111)",0.46207617340445123,0.25300519912669184,0.011755238267967864,-0.7840903528043709,0.3413561147335735,1.0501679810171998,0.9271963891041426,1.0,0.25,3,4,5,79.07581424713135,,"(0.2, 0.01)",,"(4, 3)"
STLSQ,2.1300821788799253,0.002,0.002,35,"(-0.8729551274653827, 0.2355449440859111)",0.5312756594063401,0.21059028933234064,0.010993913668381183,-55.52423766378966,1.9067997447069889,12.2901397836105,12.467459195155525,17.87974344917905,0.3125,5.0,8.0,3.0,2.1320438385009766,0.10481131341546852,0.2,,
E-STLSQ,2.1300821788799253,0.002,0.002,35,"(-0.8729551274653827, 0.2355449440859111)",0.3987299763393232,0.13351915942378928,0.012628717533060704,-0.24494496514324532,0.2887192478682702,1.0262846139814241,0.9432509677062254,1.0,0.4,4.0,2.0,4.0,11.467160940170288,0.13894954943731375,0.2,,
SR3,2.1300821788799253,0.002,0.002,35,"(-0.8729551274653827, 0.2355449440859111)",0.53665845377298,-560465.5571258902,7548.051973497011,-342571371.2088321,4482.170887132807,118421.47220011923,60879.96593951325,72766.68678068947,0.19047619047619047,8.0,34.0,0.0,1.5444085597991943,0.00031622776601683794,,0.03333333333333333,
SSR,2.1300821788799253,0.002,0.002,35,"(-0.8729551274653827, 0.2355449440859111)",-2.7963045486362526,0.3011126046307855,0.009912826320288571,-0.5461259610909587,0.311797313371459,1.0315456058514358,1.3806037687622215,2.893690689240518,0.3333333333333333,3,1,5,0.3279452323913574,,"(0.2, 0.01)",,
MIOSR,2.1300821788799253,0.002,0.002,35,"(-0.8729551274653827, 0.2355449440859111)",0.5298115862099313,0.3256187768511718,0.009449890614332788,0.8863295970015942,0.07164865012583703,0.343456315987697,0.4823871936123315,1.0,0.5555555555555556,5,1,3,82.06742858886719,,"(0, 0.001)",,"(3, 3)"
STLSQ,2.7407019694402477,0.002,0.002,35,"(-0.8729551274653827, 0.2355449440859111)",0.7469030852060463,0.37451943068798144,0.007745186053063586,0.8898528306397454,0.07434607894472815,1.4943913585642117,1.3155131347053384,2.1930388891755306,0.3333333333333333,5.0,7.0,3.0,2.2945313453674316,0.1206792640639329,0.05,,
E-STLSQ,2.7407019694402477,0.002,0.002,35,"(-0.8729551274653827, 0.2355449440859111)",-1.093304709214162,0.3200892708517042,0.008826465509955106,0.7957170874398797,0.11127798688240664,0.6826607966088549,0.8169812710720844,1.0,0.25,2.0,0.0,6.0,12.997604608535767,0.3727593720314938,0.05,,
SR3,2.7407019694402477,0.002,0.002,35,"(-0.8729551274653827, 0.2355449440859111)",0.7497305792726651,-130225.6418041656,1815.8444001859189,-3919431.266162385,443.72250708327067,20220.80657330068,10530.739335254508,11232.683742252098,0.19047619047619047,8.0,34.0,0.0,1.6685450077056885,0.00031622776601683794,,0.03333333333333333,
SSR,2.7407019694402477,0.002,0.002,35,"(-0.8729551274653827, 0.2355449440859111)",0.7162984394838947,0.4057597105391278,0.007494869709110981,0.9453769853969174,0.05720790257361609,0.8978747189463063,0.8714275796041184,1.0,0.36363636363636365,4,3,4,0.33893346786499023,,"(0.2, 0.01)",,
MIOSR,2.7407019694402477,0.002,0.002,35,"(-0.8729551274653827, 0.2355449440859111)",0.7462318232362554,0.4110978350278607,0.007416917063971177,0.9955881315996887,0.015881413287529213,0.1453555803538614,0.19450795925366765,0.3604217908013141,0.75,6,0,2,83.81244921684265,,"(0.001, 0)",,"(3, 3)"
STLSQ,3.5263650199840852,0.002,0.002,35,"(-0.8729551274653827, 0.2355449440859111)",0.900774496778977,0.5090387534978242,0.005910548913855451,0.8837880479871127,0.07804829880701332,1.2090103790054634,1.012397980525578,1.0,0.38461538461538464,5.0,5.0,3.0,2.5403850078582764,0.15998587196060574,0.01,,
E-STLSQ,3.5263650199840852,0.002,0.002,35,"(-0.8729551274653827, 0.2355449440859111)",0.646001510404912,0.5031549894658859,0.005982377019538904,0.9080166356863133,0.07377857861875238,0.7112103478668289,0.8218279580664271,1.0,0.5,4.0,0.0,4.0,15.311606168746948,0.18420699693267165,0.01,,
SR3,3.5263650199840852,0.002,0.002,35,"(-0.8729551274653827, 0.2355449440859111)",0.9015007140041058,-113899.32924930449,936.9076301597967,-1101499.9562083143,255.97203266962455,7802.3121542081835,5129.4777702147585,8712.401863827812,0.19047619047619047,8.0,34.0,0.0,1.8506762981414795,0.00031622776601683794,,0.03333333333333333,
SSR,3.5263650199840852,0.002,0.002,35,"(-0.8729551274653827, 0.2355449440859111)",0.8858337014726949,0.5123144803349434,0.005884607209470287,0.7156618257394202,0.13590256810377493,3.5877587667835993,3.915705282629385,6.745323306131252,0.23076923076923078,3,5,5,0.35920166969299316,,"(0.01, 0.001)",,
MIOSR,3.5263650199840852,0.002,0.002,35,"(-0.8729551274653827, 0.2355449440859111)",0.9006836590551037,0.5227708998886615,0.005687301029839272,0.9212694573784118,0.06411364544583073,0.43097858339101713,0.5678874526807586,1.0,0.7,7,2,1,83.29174160957336,,"(0.001, 0.2)",,"(4, 5)"
STLSQ,4.53725008878185,0.002,0.002,35,"(-0.8729551274653827, 0.2355449440859111)",0.9477094943539732,0.6669950283405385,0.0051436478209294844,-1.4464786275913777,0.2709828228662468,7.24787961120822,5.912394528377608,6.369484818533731,0.2,4.0,12.0,4.0,2.954960584640503,0.10481131341546852,0.05,,
E-STLSQ,4.53725008878185,0.002,0.002,35,"(-0.8729551274653827, 0.2355449440859111)",0.906002851879957,0.646663643427903,0.005466837490357946,0.8969410324047853,0.07629739806917404,0.9042336364697844,0.9104233719755985,1.0,0.36363636363636365,4.0,3.0,4.0,17.63516926765442,0.1206792640639329,0.05,,
