Method,Duration,Sample Rate,Noise,Seed,x0,insample_r2,validation_r2,validation_mse,test_r2,test_rmse,coef_l1,coef_l2,coef_linf,support_accuracy,support_tp,support_fp,support_fn,runtime,threshold,alpha,nu,group_sparsity
STLSQ,1.0,0.002,0.002,38,"(-0.8839083161131916, 0.781512232163564)",0.45742499652035057,-0.19022925382178946,0.02238970699995917,-2.8034044561759486,0.5101796375838271,1.2063381386714243,0.9969640501456143,1.0,0.16666666666666666,2.0,4.0,6.0,1.919684648513794,0.15998587196060574,0.2,,
E-STLSQ,1.0,0.002,0.002,38,"(-0.8839083161131916, 0.781512232163564)",-1.0670882300510347,-0.8187317890840566,0.035036631572813934,-0.3798254736332809,0.32385247909018333,0.9733005663756511,0.9462176108863202,1.0,0.1111111111111111,1.0,1.0,7.0,8.86026382446289,0.21209508879201905,0.2,,
SR3,1.0,0.002,0.002,38,"(-0.8839083161131916, 0.781512232163564)",0.5349979017039648,-23552886.553303808,455891.52274993574,-1861633573882056.0,10109077.758541776,127883395.89834109,77246638.84251846,87547100.79817457,0.19047619047619047,8.0,34.0,0.0,1.3156776428222656,0.00031622776601683794,,0.03333333333333333,
SSR,1.0,0.002,0.002,38,"(-0.8839083161131916, 0.781512232163564)",0.5109302432575094,0.1305772447243232,0.016534211687254073,-0.9208641223389818,0.37502755434273477,1.499141934755692,1.2660898733034691,1.5010225403800923,0.16666666666666666,2,4,6,0.30182719230651855,,"(0.05, 0.2)",,
MIOSR,1.0,0.002,0.002,38,"(-0.8839083161131916, 0.781512232163564)",0.5109730396565667,0.13597162274249575,0.01643602469956683,-0.9933623789971755,0.38188606791943797,1.6157321199756178,1.3179654997890677,1.5156087773564906,0.07692307692307693,1,5,7,89.53504371643066,,"(0.2, 0.05)",,"(4, 2)"
STLSQ,1.2866648980094317,0.002,0.002,38,"(-0.8839083161131916, 0.781512232163564)",0.46347322769780785,-0.3024500920957494,0.025377160458501184,-4.602540208902304,0.6122968552114333,1.1800460349447188,1.0367765350763767,1.0,0.2,2.0,2.0,6.0,1.9398393630981445,0.18420699693267165,0.05,,
E-STLSQ,1.2866648980094317,0.002,0.002,38,"(-0.8839083161131916, 0.781512232163564)",0.0809594727913957,-0.6536579691154847,0.033531736414429004,-2.9713590570809965,0.5253271968544985,1.2070197709746444,1.0479403013126078,1.0,0.1,1.0,2.0,7.0,9.649645805358887,0.18420699693267165,0.05,,
SR3,1.2866648980094317,0.002,0.002,38,"(-0.8839083161131916, 0.781512232163564)",0.5819468462718973,-6122207.601149336,144881.38968581712,-5298240941834.542,533845.7475281686,9769498.400645642,5185040.807217338,4678569.367755205,0.19047619047619047,8.0,34.0,0.0,1.3796725273132324,0.00031622776601683794,,0.03333333333333333,
SSR,1.2866648980094317,0.002,0.002,38,"(-0.8839083161131916, 0.781512232163564)",0.5516246196675423,0.161014069015964,0.016802262703443538,-3.676753246001843,0.5837988242292339,4.4565224745611856,5.639135105743656,9.3748141337648,0.25,3,4,5,0.30916500091552734,,"(0.05, 0.0)",,
MIOSR,1.2866648980094317,0.002,0.002,38,"(-0.8839083161131916, 0.781512232163564)",0.5503263788274309,0.17228564009749497,0.016584820353316532,-0.8343214132190102,0.36472568957574236,1.3793463711482257,1.2371983189662685,1.5097225945250756,0.18181818181818182,2,3,6,88.0430555343628,,"(0.2, 0)",,"(3, 2)"
STLSQ,1.6555065597696215,0.002,0.002,38,"(-0.8839083161131916, 0.781512232163564)",0.5981935357472634,0.1052248798869625,0.015598223576604111,-0.55141301686242,0.3368401247438073,2.0535152899788884,1.6109615875889234,2.3636736267909253,0.14285714285714285,2.0,6.0,6.0,2.006319046020508,0.244205309454865,0.01,,
E-STLSQ,1.6555065597696215,0.002,0.002,38,"(-0.8839083161131916, 0.781512232163564)",-0.05663942791271248,-0.049377579820041706,0.018100518897093673,-0.502468604140263,0.33556284772647693,0.9514814026127519,0.9352840355225644,1.0,0.1111111111111111,1.0,1.0,7.0,10.957418203353882,0.32374575428176433,0.01,,
SR3,1.6555065597696215,0.002,0.002,38,"(-0.8839083161131916, 0.781512232163564)",0.619993315096608,-7779535.566598483,124459.85719687739,-59372756034.3586,56293.98215037755,975507.218102946,634808.6372133114,748881.0231446219,0.19047619047619047,8.0,34.0,0.0,1.460289716720581,0.00031622776601683794,,0.03333333333333333,
SSR,1.6555065597696215,0.002,0.002,38,"(-0.8839083161131916, 0.781512232163564)",0.6129858534943897,0.20241465768000083,0.013731523404882158,-0.09235301893119752,0.2864189729838263,1.4870506208585648,1.6550765981546682,3.019970295150253,0.3333333333333333,4,4,4,0.31542253494262695,,"(0.2, 0.01)",,
MIOSR,1.6555065597696215,0.002,0.002,38,"(-0.8839083161131916, 0.781512232163564)",0.6137691361918172,0.2380149211375029,0.01314101668534767,-0.9164864037625646,0.3397091029446696,2.2302641085039903,1.7156159941041413,2.1132874063515477,0.13333333333333333,2,7,6,76.14334011077881,,"(1e-05, 0.01)",,"(5, 4)"
STLSQ,2.1300821788799253,0.002,0.002,38,"(-0.8839083161131916, 0.781512232163564)",-0.8005948547769537,0.10569984935158322,0.01633792870264623,0.1992646381913006,0.22095492657871615,1.0990610067728044,1.1434082417852292,1.8822751126522153,0.2222222222222222,2.0,1.0,6.0,2.1568586826324463,0.32374575428176433,0.01,,
E-STLSQ,2.1300821788799253,0.002,0.002,38,"(-0.8839083161131916, 0.781512232163564)",0.17759614183451372,0.08366747017137377,0.0167549280824537,-0.4250586139572607,0.3270656655118197,1.0655960221793994,1.0033288606979252,1.0,0.2,2.0,2.0,6.0,11.956450700759888,0.1206792640639329,0.01,,
SR3,2.1300821788799253,0.002,0.002,38,"(-0.8839083161131916, 0.781512232163564)",0.6426131167378821,-691139.6417318411,12412.6022889426,-205919540.84514707,3678.5550936021964,63707.04808941052,38019.423338647044,56055.54943303042,0.19047619047619047,8.0,34.0,0.0,1.5593042373657227,0.00031622776601683794,,0.03333333333333333,
SSR,2.1300821788799253,0.002,0.002,38,"(-0.8839083161131916, 0.781512232163564)",0.6384481784755003,0.3526067194424132,0.011850405191351845,0.5756243716894544,0.16986915148488824,1.2089938688786408,1.0957201989764433,1.8882507108498334,0.3333333333333333,5,7,3,0.32948994636535645,,"(0.01, 0.001)",,
MIOSR,2.1300821788799253,0.002,0.002,38,"(-0.8839083161131916, 0.781512232163564)",0.6380941192739331,0.3514588690571571,0.011872441140386467,0.4386259788309898,0.16422401424201166,0.7933085681203073,0.8753452016231811,1.2325484093384529,0.36363636363636365,4,3,4,83.58761787414551,,"(0.001, 0.01)",,"(4, 3)"
STLSQ,2.7407019694402477,0.002,0.002,38,"(-0.8839083161131916, 0.781512232163564)",0.6391486293019298,0.3597153259042241,0.008936768503631724,0.3401872601773134,0.18550295231573896,1.9991560776856703,1.4552855671932488,1.7018668257509841,0.1875,3.0,8.0,5.0,2.346299886703491,0.13894954943731375,0.05,,
E-STLSQ,2.7407019694402477,0.002,0.002,38,"(-0.8839083161131916, 0.781512232163564)",-1.4875282689833222,0.3262681110354627,0.009424186737669787,0.5554566827728113,0.17570642608689233,0.8927575758582754,0.9073156881008717,1.0,0.2222222222222222,2.0,1.0,6.0,13.032470464706421,0.28117686979742307,0.05,,
