Method,Duration,Sample Rate,Noise,Seed,x0,insample_r2,validation_r2,validation_mse,test_r2,test_rmse,coef_l1,coef_l2,coef_linf,support_accuracy,support_tp,support_fp,support_fn,runtime,threshold,alpha,nu,group_sparsity
STLSQ,1.0,0.002,0.002,17,"(-0.2812050100079327, 0.9755738748840845)",-0.3148340221901606,-0.4857028125636178,0.02867082154645818,-1.3870592206452894,0.3983224377050981,1.6914301888482233,1.512018720310299,2.4688959995062723,0.09090909090909091,1.0,3.0,7.0,1.9009814262390137,0.3727593720314938,0.01,,
E-STLSQ,1.0,0.002,0.002,17,"(-0.2812050100079327, 0.9755738748840845)",-5.522130424237403,-7.554536127283989,0.1618686245781841,-0.03795997591254478,0.2767820493279633,1.0218334075666549,1.0025825353231514,1.0,0.125,1.0,0.0,7.0,9.314034461975098,0.21209508879201905,0.01,,
SR3,1.0,0.002,0.002,17,"(-0.2812050100079327, 0.9755738748840845)",0.703621993755177,-7466887.790444974,144266.06264707257,-370041445161819.8,4148885.9871132737,44996036.87227701,23624853.07032744,20514445.60628153,0.19047619047619047,8.0,34.0,0.0,1.2991137504577637,0.00031622776601683794,,0.03333333333333333,
SSR,1.0,0.002,0.002,17,"(-0.2812050100079327, 0.9755738748840845)",0.6882271912962343,0.07011484329972328,0.017829531082876347,-1.1841240082996036,0.3785545945954282,1.015410466581337,0.8792208674801317,1.0,0.36363636363636365,4,3,4,0.2968275547027588,,"(0.05, 0.05)",,
MIOSR,1.0,0.002,0.002,17,"(-0.2812050100079327, 0.9755738748840845)",0.6880380991463868,0.114139649264281,0.016984319189591573,-0.850791436653501,0.3428434955971138,1.4195533648394676,1.3091279370774611,1.9381642969804587,0.2,2,2,6,86.44713878631592,,"(0.2, 0)",,"(2, 2)"
STLSQ,1.2866648980094317,0.002,0.002,17,"(-0.2812050100079327, 0.9755738748840845)",0.6953528494557835,-0.809845971852269,0.032387130732194146,-1.813013409043536,0.42582731523289646,1.3125827119027005,1.180975809404424,1.6479078703828263,0.2,2.0,2.0,6.0,1.9407451152801514,0.21209508879201905,0.2,,
E-STLSQ,1.2866648980094317,0.002,0.002,17,"(-0.2812050100079327, 0.9755738748840845)",0.6441075050988038,-0.8513728685660431,0.03312517122420352,-2.0142922044015497,0.44089332122514924,1.2614945946976193,1.1427622682399867,1.5393693641369546,0.2,2.0,2.0,6.0,9.64961862564087,0.21209508879201905,0.2,,
SR3,1.2866648980094317,0.002,0.002,17,"(-0.2812050100079327, 0.9755738748840845)",0.7571376360061975,-1442121.062803841,25737.368202218495,-366778245351.111,130852.21056892272,1895378.699824596,1006486.6835987614,882452.5832495785,0.19047619047619047,8.0,34.0,0.0,1.3691022396087646,0.00031622776601683794,,0.03333333333333333,
SSR,1.2866648980094317,0.002,0.002,17,"(-0.2812050100079327, 0.9755738748840845)",0.7467552731712557,0.11224377330841123,0.01585758901611034,-1.3066671210121057,0.3942113450822382,2.660913053909245,2.4553077609540264,4.16971122085495,0.07692307692307693,1,5,7,0.3077664375305176,,"(1e-05, 0.01)",,
MIOSR,1.2866648980094317,0.002,0.002,17,"(-0.2812050100079327, 0.9755738748840845)",0.7475971178670244,0.0843403898617806,0.016350584037010285,-1.9863530356178791,0.44221737905322855,1.515114621765784,1.3126065259753368,2.1312789189541586,0.14285714285714285,2,6,6,84.62596774101257,,"(0.05, 0.2)",,"(3, 5)"
