Method,Duration,Sample Rate,Noise,Seed,x0,insample_r2,validation_r2,validation_mse,test_r2,test_rmse,coef_l1,coef_l2,coef_linf,support_accuracy,support_tp,support_fp,support_fn,runtime,threshold,alpha,nu,group_sparsity
STLSQ,1.0,0.002,0.002,31,"(-0.2760456303512215, 1.1976516830873325)",-0.21936720279202648,-0.7283962066688138,0.029718284448180827,-0.9966006527503491,0.36000788373155057,2.4105112443218135,2.693624874967378,5.652363828965684,0.0,0.0,3.0,8.0,1.9118916988372803,0.49417133613238334,0.01,,
E-STLSQ,1.0,0.002,0.002,31,"(-0.2760456303512215, 1.1976516830873325)",-0.6367570062479457,-6.573968921056856,0.1523439712533208,-0.2481049184665312,0.2891300238463638,1.267772171255626,1.1116049292897343,1.0,0.1111111111111111,1.0,1.0,7.0,9.527149438858032,0.42919342601287785,0.01,,
SR3,1.0,0.002,0.002,31,"(-0.2760456303512215, 1.1976516830873325)",0.800095926027129,-10785271.215663388,189628.83207913363,-177063711434705.8,2956731.012789252,35678702.05082189,19513860.75630398,20229204.766898375,0.19047619047619047,8.0,34.0,0.0,1.3171336650848389,0.00031622776601683794,,0.03333333333333333,
SSR,1.0,0.002,0.002,31,"(-0.2760456303512215, 1.1976516830873325)",0.7934781235026924,0.11821229846714798,0.015816351361467574,-2.2165869571072707,0.44412722891551865,0.8079830922648835,0.7960976686735365,1.0,0.4,4,2,4,0.3031148910522461,,"(0.01, 0.05)",,
MIOSR,1.0,0.002,0.002,31,"(-0.2760456303512215, 1.1976516830873325)",0.7934122886270547,0.11639986179135586,0.01584318519446449,-2.285535360601943,0.4509251161065445,1.148286081317204,0.9883864146665127,1.0,0.3,3,2,5,86.0774405002594,,"(0, 0.05)",,"(2, 3)"
STLSQ,1.2866648980094317,0.002,0.002,31,"(-0.2760456303512215, 1.1976516830873325)",0.8489952839998425,0.13494075496552982,0.016953800857130476,-17.936824894982255,1.0740965879714084,4.288303894463851,4.196640307054835,5.644198652688272,0.3076923076923077,4.0,5.0,4.0,1.935267686843872,0.15998587196060574,0.05,,
E-STLSQ,1.2866648980094317,0.002,0.002,31,"(-0.2760456303512215, 1.1976516830873325)",0.48803471390270015,0.14328088522823018,0.01689000676788111,-1.7925177042652365,0.41529848252367074,1.0361176663749907,0.9470334731807459,1.0,0.18181818181818182,2.0,3.0,6.0,9.920844078063965,0.15998587196060574,0.05,,
SR3,1.2866648980094317,0.002,0.002,31,"(-0.2760456303512215, 1.1976516830873325)",0.852323872301144,-7153167.045955364,107311.1026861957,-4753904286718.275,442729.2843877581,4256754.152510996,2679309.089028657,3262500.5906187976,0.19047619047619047,8.0,34.0,0.0,1.3815910816192627,0.00031622776601683794,,0.03333333333333333,
SSR,1.2866648980094317,0.002,0.002,31,"(-0.2760456303512215, 1.1976516830873325)",0.8491580672244898,0.20866949213041286,0.015323082627405206,0.5525371732175504,0.16571985667311737,0.6649087681221261,0.7323653700924468,1.0,0.4,4,2,4,0.3074977397918701,,"(0.05, 0.05)",,
MIOSR,1.2866648980094317,0.002,0.002,31,"(-0.2760456303512215, 1.1976516830873325)",0.8492717309934013,0.214379047922427,0.015207493036812847,-0.8300854585458856,0.3278379391828827,2.5042025585161656,2.5898102430740026,4.650656035456838,0.07692307692307693,1,5,7,82.95550012588501,,"(0.01, 1e-05)",,"(3, 3)"
