Method,Duration,Sample Rate,Noise,Seed,x0,insample_r2,validation_r2,validation_mse,test_r2,test_rmse,coef_l1,coef_l2,coef_linf,support_accuracy,support_tp,support_fp,support_fn,runtime,threshold,alpha,nu,group_sparsity
STLSQ,1.0,0.002,0.002,32,"(0.5918058879147966, -0.7256221871756616)",0.667701526967345,0.12864695885751626,0.013255252830861885,-3.9793693139028683,0.6033502321814146,1.5198818595329344,1.2392929229850074,1.3555772862145459,0.25,3.0,4.0,5.0,1.9034106731414795,0.18420699693267165,0.05,,
E-STLSQ,1.0,0.002,0.002,32,"(0.5918058879147966, -0.7256221871756616)",-0.40596108598499814,-0.36315370432734806,0.021603171811252164,-8.882423716123435,0.8514933630099835,1.7253901641154534,1.4360755418897615,1.8380712950202498,0.25,3.0,4.0,5.0,8.97666311264038,0.15998587196060574,0.05,,
SR3,1.0,0.002,0.002,32,"(0.5918058879147966, -0.7256221871756616)",0.6806721957326786,-21185472.611872368,285028.220094275,-719678093705900.5,5497292.641718067,34179817.78872896,29959497.718976576,47455278.49748928,0.19047619047619047,8.0,34.0,0.0,1.3169641494750977,0.00031622776601683794,,0.03333333333333333,
SSR,1.0,0.002,0.002,32,"(0.5918058879147966, -0.7256221871756616)",0.6622438438200724,0.1354588704669622,0.013206879673850803,-2.396433521322032,0.49643759072535004,1.228310168774877,1.0351854103755407,1.0,0.18181818181818182,2,3,6,0.30646395683288574,,"(0.05, 0.2)",,
MIOSR,1.0,0.002,0.002,32,"(0.5918058879147966, -0.7256221871756616)",0.6657051771808271,0.15049709874226208,0.012982040126489909,-0.4903295386721753,0.3211397032184382,2.1058963719570483,2.4844124594799233,5.368466494119101,0.09090909090909091,1,3,7,74.79362082481384,,"(0.01, 0)",,"(2, 2)"
STLSQ,1.2866648980094317,0.002,0.002,32,"(0.5918058879147966, -0.7256221871756616)",0.7657730282844568,0.1678951306538103,0.014650621927729715,-0.5091663832319477,0.3263373742410074,0.8940711479016252,0.8218538610398817,1.0,0.4,4.0,2.0,4.0,1.924821376800537,0.18420699693267165,0.05,,
E-STLSQ,1.2866648980094317,0.002,0.002,32,"(0.5918058879147966, -0.7256221871756616)",-0.40901228829748926,-1.164527274170065,0.03562957198845006,0.282246150587525,0.22107796300754537,0.9116589742223292,0.8769990531016171,1.0,0.3,3.0,2.0,5.0,9.765491247177124,0.18420699693267165,0.05,,
SR3,1.2866648980094317,0.002,0.002,32,"(0.5918058879147966, -0.7256221871756616)",0.7706719609510384,-2345091.6261646273,44188.36775022126,-1725276596291.323,273155.35138769506,2282678.795823381,1728654.8557959148,2249650.5294174957,0.19047619047619047,8.0,34.0,0.0,1.3879122734069824,0.00031622776601683794,,0.03333333333333333,
SSR,1.2866648980094317,0.002,0.002,32,"(0.5918058879147966, -0.7256221871756616)",0.7659179968558552,0.17734129204603466,0.014502255543638952,-0.16151314222815655,0.26942686645895153,2.1138375105532967,2.117360785262008,3.1115223255714684,0.18181818181818182,2,3,6,0.3094191551208496,,"(0.05, 1e-05)",,
MIOSR,1.2866648980094317,0.002,0.002,32,"(0.5918058879147966, -0.7256221871756616)",0.7660364585166858,0.1779101660271396,0.014492948505560817,-4.450436025415924,0.48357768640809934,4.480260290021051,5.556395482260346,9.602564276859194,0.2727272727272727,3,3,5,81.2327048778534,,"(0, 0)",,"(2, 4)"
STLSQ,1.6555065597696215,0.002,0.002,32,"(0.5918058879147966, -0.7256221871756616)",0.6717382852176508,0.07948862698687936,0.015485932470839422,-24.560879992684498,1.2546491789121603,7.293814490292205,9.92336357602851,21.137015448165677,0.07142857142857142,1.0,6.0,7.0,2.0262136459350586,0.7543120063354615,0.001,,
E-STLSQ,1.6555065597696215,0.002,0.002,32,"(0.5918058879147966, -0.7256221871756616)",-3.028568005420207,-7.560458572412317,0.10135531412602614,-0.09256119670478788,0.28483121708144454,1.0,1.0,1.0,0.0,0.0,0.0,8.0,11.35066843032837,0.7543120063354615,0.001,,
SR3,1.6555065597696215,0.002,0.002,32,"(0.5918058879147966, -0.7256221871756616)",0.8076011453039834,-7001099.390757337,76174.78358877073,-21903117063.183296,33294.791704475225,391805.23140341305,244942.37981436795,342858.79711874935,0.19047619047619047,8.0,34.0,0.0,1.4674620628356934,0.00031622776601683794,,0.03333333333333333,
SSR,1.6555065597696215,0.002,0.002,32,"(0.5918058879147966, -0.7256221871756616)",0.7770874332601163,0.14621693262671098,0.013796484228923576,0.3879883147223392,0.20138915656729636,0.775765771915361,0.8306354284378323,1.0,0.3333333333333333,3,1,5,0.31905412673950195,,"(0.2, 0.2)",,
MIOSR,1.6555065597696215,0.002,0.002,32,"(0.5918058879147966, -0.7256221871756616)",0.7982887779267871,0.14711115760861415,0.013735038265342718,0.37432062900844915,0.20354674462380343,0.9904071260470447,0.8994438417504289,1.0,0.2727272727272727,3,3,5,80.19758534431458,,"(0, 0.01)",,"(2, 4)"
STLSQ,2.1300821788799253,0.002,0.002,32,"(0.5918058879147966, -0.7256221871756616)",0.8586144380018161,0.1592400333087819,0.012778070135076558,-17.962726209379664,1.152876238509843,8.713007955006814,9.164052400669176,15.673701218766102,0.10526315789473684,2.0,11.0,6.0,2.1642751693725586,0.28117686979742307,0.001,,
E-STLSQ,2.1300821788799253,0.002,0.002,32,"(0.5918058879147966, -0.7256221871756616)",-1.561854016826409,-0.44827065935189025,0.02336975141248667,0.3447801741633155,0.2233310404727366,0.862500577680473,0.9153153998802851,1.0,0.125,1.0,0.0,7.0,12.494014501571655,0.28117686979742307,0.001,,
SR3,2.1300821788799253,0.002,0.002,32,"(0.5918058879147966, -0.7256221871756616)",0.8598362705013707,-196476.67602923658,2687.9777151235758,-49089476.6469443,1778.219293768812,47662.46401741533,23893.34101567848,22603.3161879212,0.19047619047619047,8.0,34.0,0.0,1.5667510032653809,0.00031622776601683794,,0.03333333333333333,
SSR,2.1300821788799253,0.002,0.002,32,"(0.5918058879147966, -0.7256221871756616)",0.8584492490606052,0.25079753030012336,0.011201719072961249,0.815184654695627,0.11509909070116112,1.7989870722583317,1.5926039540210954,2.761860973728961,0.26666666666666666,4,7,4,0.32948803901672363,,"(0.001, 0.01)",,
MIOSR,2.1300821788799253,0.002,0.002,32,"(0.5918058879147966, -0.7256221871756616)",0.8579017846301165,0.36437243996937707,0.009552082322807872,0.8774257896451795,0.08606344235095942,0.534534521151449,0.6501150117484886,1.0,0.5555555555555556,5,1,3,80.44920611381531,,"(0.001, 0.05)",,"(3, 3)"
STLSQ,2.7407019694402477,0.002,0.002,32,"(0.5918058879147966, -0.7256221871756616)",0.8818632518818621,0.3288628950634676,0.009156015024019123,0.7919405970426633,0.11836514953757749,1.8517010312264812,1.4528498633171278,2.456597122434974,0.2777777777777778,5.0,10.0,3.0,2.320481061935425,0.1206792640639329,0.01,,
E-STLSQ,2.7407019694402477,0.002,0.002,32,"(0.5918058879147966, -0.7256221871756616)",0.22393583884223334,0.30831421179210255,0.009393056621089902,0.7845123255499159,0.12416509698488039,0.6930127297164479,0.8177551963629298,1.0,0.25,2.0,0.0,6.0,13.338967084884644,0.32374575428176433,0.01,,
SR3,2.7407019694402477,0.002,0.002,32,"(0.5918058879147966, -0.7256221871756616)",0.8825357395369919,-34098.63581806279,404.80147600816315,-5633138.697744576,564.8739045892013,14516.242921633113,7701.57100052794,8891.498008424267,0.19047619047619047,8.0,34.0,0.0,1.6903293132781982,0.00031622776601683794,,0.03333333333333333,
SSR,2.7407019694402477,0.002,0.002,32,"(0.5918058879147966, -0.7256221871756616)",0.8800215331945148,0.3699963670716424,0.00868066705172596,0.6398244008011071,0.13231266639307543,1.6042743697622344,1.5368434435847351,2.642813528114367,0.35714285714285715,5,6,3,0.34407806396484375,,"(0.01, 0.01)",,
MIOSR,2.7407019694402477,0.002,0.002,32,"(0.5918058879147966, -0.7256221871756616)",0.8814664318212433,0.3715524356951383,0.00867019753365467,0.9392720114451164,0.054525139768153374,0.9340092113614,1.12350870092594,1.6888294275509843,0.5,5,2,3,76.20643424987793,,"(0, 1e-05)",,"(3, 4)"
STLSQ,3.5263650199840852,0.002,0.002,32,"(0.5918058879147966, -0.7256221871756616)",0.881675057065424,0.5522990736364481,0.006483818029140767,0.6064070412918582,0.15226667029035496,1.8092586862624613,1.3926347895943918,1.9352799253401862,0.29411764705882354,5.0,9.0,3.0,2.5913968086242676,0.09102981779915217,0.05,,
E-STLSQ,3.5263650199840852,0.002,0.002,32,"(0.5918058879147966, -0.7256221871756616)",0.8621975622073607,0.5159089766933891,0.00696098380755405,0.8102151610207452,0.11118852811477993,1.0545924511179092,0.9493522560523383,1.3589653635885912,0.38461538461538464,5.0,5.0,3.0,14.91464900970459,0.10481131341546852,0.05,,
SR3,3.5263650199840852,0.002,0.002,32,"(0.5918058879147966, -0.7256221871756616)",0.882274291109622,-161825.11414261707,1952.0578489064021,-1358180.5745585337,282.6946454848507,7251.821040166576,4033.00031393773,5106.686636924815,0.19047619047619047,8.0,34.0,0.0,1.869070291519165,0.00031622776601683794,,0.03333333333333333,
SSR,3.5263650199840852,0.002,0.002,32,"(0.5918058879147966, -0.7256221871756616)",0.8773430913402336,0.5846562316794898,0.006062722320454045,0.8809535983961396,0.08795800762138153,0.9242465705978753,0.8375811527046976,1.0,0.2857142857142857,4,6,4,0.364473819732666,,"(0.01, 0.05)",,
MIOSR,3.5263650199840852,0.002,0.002,32,"(0.5918058879147966, -0.7256221871756616)",0.8816542746246665,0.5983352484913675,0.005852317688468972,0.9999581569421231,0.00152970301871427,0.012617303256993074,0.015709881161178503,0.025594193186324832,1.0,8,0,0,79.56303548812866,,"(0.001, 0.001)",,"(4, 4)"
STLSQ,4.53725008878185,0.002,0.002,32,"(0.5918058879147966, -0.7256221871756616)",0.9202923967461742,0.5810987421116146,0.004713567324501604,0.9877523045765418,0.027955095369806802,0.8629990648178892,0.9592660494149612,1.887054464829984,0.42857142857142855,6.0,6.0,2.0,2.9470109939575195,0.09102981779915217,0.01,,
E-STLSQ,4.53725008878185,0.002,0.002,32,"(0.5918058879147966, -0.7256221871756616)",0.7166239035768471,0.5794806420526466,0.004787398845030429,0.9161361702173367,0.07545819625004398,0.5232210234076848,0.6694036329953467,1.0,0.625,5.0,0.0,3.0,18.109678745269775,0.13894954943731375,0.01,,
SR3,4.53725008878185,0.002,0.002,32,"(0.5918058879147966, -0.7256221871756616)",0.92092708864382,-2439.261385146922,17.316792967363188,-48566.59155132465,46.23155194843132,1591.2492179486183,1230.5703160141004,2007.2645213012725,0.14634146341463414,6.0,33.0,2.0,8.752239465713501,1.2354828882567457,,0.03333333333333333,
SSR,4.53725008878185,0.002,0.002,32,"(0.5918058879147966, -0.7256221871756616)",0.8823442027802743,0.558950620206101,0.004874298288950943,0.6161231355733731,0.14514095034789715,1.0659569248232392,1.2679538947691549,2.409992525623457,0.3333333333333333,3,1,5,0.39414381980895996,,"(0.001, 0.2)",,
MIOSR,4.53725008878185,0.002,0.002,32,"(0.5918058879147966, -0.7256221871756616)",0.920515486928108,0.5853378734461046,0.004667964256403917,0.9999609419997206,0.0014482284108514193,0.010699887176630762,0.014162093579431063,0.025968205043116366,1.0,8,0,0,79.38499808311462,,"(0, 0.001)",,"(4, 4)"
STLSQ,5.837920422725785,0.002,0.002,32,"(0.5918058879147966, -0.7256221871756616)",0.9521629031625443,0.6630592812991662,0.004031070986993729,0.9861730814043353,0.02459877556774028,0.3362156792067293,0.39727079486942773,0.8055285281666047,0.5,7.0,6.0,1.0,3.448270082473755,0.07906043210907697,0.01,,
