Method,Duration,Sample Rate,Noise,Seed,x0,insample_r2,validation_r2,validation_mse,test_r2,test_rmse,coef_l1,coef_l2,coef_linf,support_accuracy,support_tp,support_fp,support_fn,runtime,threshold,alpha,nu,group_sparsity
STLSQ,1.0,0.002,0.002,10,"(0.10155675776003616, -0.753563433178239)",0.38269512592227234,-0.05669737429376315,0.013926066106868553,-1.804251343856966,0.4333283861501721,1.091513458843828,0.9917209917298381,1.187435326115018,0.2727272727272727,3.0,3.0,5.0,1.3690133094787598,0.10481131341546852,0.01,,
E-STLSQ,1.0,0.002,0.002,10,"(0.10155675776003616, -0.753563433178239)",0.3777530823437607,-0.2869027957787944,0.01719881657164252,-2.1502610467795904,0.4590504892469654,1.1771682825608882,1.0393015542076613,1.0,0.1,1.0,2.0,7.0,6.765667200088501,0.15998587196060574,0.01,,
SR3,1.0,0.002,0.002,10,"(0.10155675776003616, -0.753563433178239)",0.4102503662501822,-14544780.606399631,184895.93107406795,-171638216132002.94,2945198.0482208543,53101699.28041557,27561272.54541762,26046174.334949322,0.19047619047619047,8.0,34.0,0.0,0.9525368213653564,0.00031622776601683794,,0.03333333333333333,
SSR,1.0,0.002,0.002,10,"(0.10155675776003616, -0.753563433178239)",0.38252656951634334,0.15064390963328878,0.011332147465490173,-0.15591033198444545,0.26455728671256684,3.6389389010562843,3.7643235617955266,6.6928630515068885,0.14285714285714285,2,6,6,0.2113513946533203,,"(0.001, 1e-05)",,
MIOSR,1.0,0.002,0.002,10,"(0.10155675776003616, -0.753563433178239)",0.3825269280260909,-0.019179515566160432,0.0134540301819098,-1.702151264775719,0.42523800497503805,1.0519630038162546,0.9674347347290293,1.0,0.2,2,2,6,93.25019478797913,,"(0, 0)",,"(2, 2)"
STLSQ,1.2866648980094317,0.002,0.002,10,"(0.10155675776003616, -0.753563433178239)",0.45131652744437967,0.21514257903605305,0.009407124226425303,-0.6290389212038752,0.3266505908060432,1.4278793695990393,1.112109271799971,1.0694745137098227,0.3076923076923077,4.0,5.0,4.0,1.3602397441864014,0.09102981779915217,0.2,,
E-STLSQ,1.2866648980094317,0.002,0.002,10,"(0.10155675776003616, -0.753563433178239)",0.354166405603086,-0.06253697591756241,0.012692831480182631,-1.3106245923316293,0.387698155806952,2.2839702484145246,2.1504584015267723,3.8312244453738797,0.3333333333333333,4.0,4.0,4.0,6.976877927780151,0.09102981779915217,0.2,,
SR3,1.2866648980094317,0.002,0.002,10,"(0.10155675776003616, -0.753563433178239)",0.47421081778082386,-10604066.134770446,114623.64349489457,-2758058405036.2393,365951.13131346693,4354526.924229513,2469802.3073293664,2640867.6931919507,0.19047619047619047,8.0,34.0,0.0,0.9908621311187744,0.00031622776601683794,,0.03333333333333333,
SSR,1.2866648980094317,0.002,0.002,10,"(0.10155675776003616, -0.753563433178239)",0.4504656403982847,0.2542809711130339,0.008958082084944353,-0.6100450984014256,0.32734586862046733,1.0625679819652034,0.9642597806212712,1.0,0.3,3,2,5,0.21526622772216797,,"(0.05, 0.05)",,
MIOSR,1.2866648980094317,0.002,0.002,10,"(0.10155675776003616, -0.753563433178239)",0.4495249454500567,0.22610158526041813,0.009248061423323885,0.011600809839491499,0.25757858977441306,0.9031528675677993,0.8806576265825501,1.0,0.4444444444444444,4,1,4,91.21767091751099,,"(0, 0.05)",,"(2, 3)"
STLSQ,1.6555065597696215,0.002,0.002,10,"(0.10155675776003616, -0.753563433178239)",0.5586025361266902,0.07921151773843632,0.012482593350508803,-4.841171181715827,0.5976703706353905,5.60494994780985,4.795020924324778,7.772069143112878,0.17647058823529413,3.0,9.0,5.0,1.4205520153045654,0.07906043210907697,0.2,,
E-STLSQ,1.6555065597696215,0.002,0.002,10,"(0.10155675776003616, -0.753563433178239)",0.510598681530471,-0.4774576691963537,0.019142896470359754,0.0740112507948796,0.24906443858445373,0.8943849509638951,0.875620521047958,1.0,0.3333333333333333,3.0,1.0,5.0,7.544179677963257,0.21209508879201905,0.2,,
SR3,1.6555065597696215,0.002,0.002,10,"(0.10155675776003616, -0.753563433178239)",0.5640507751598098,-372904.0368665267,5613.826775823673,-3151062910.88974,12871.927018442628,157978.2425812458,72871.58743406272,68091.95029981174,0.19047619047619047,8.0,34.0,0.0,1.0604021549224854,0.00031622776601683794,,0.03333333333333333,
SSR,1.6555065597696215,0.002,0.002,10,"(0.10155675776003616, -0.753563433178239)",0.556924149346503,0.27662106016397076,0.009850541622211053,-32.22214611482859,1.223728695843841,16.43389200149103,16.61929738111456,25.673162363065416,0.11764705882352941,2,9,6,0.2224900722503662,,"(0.01, 1e-05)",,
