Method,Duration,Sample Rate,Noise,Seed,Dim,x0,runtime
Preprocessing,0.5,0.002,0.002,1,10,"(-0.9626656152083075, 0.552933203326048)",0.0011692047119140625
STLSQ,0.5,0.002,0.002,1,10,"(-0.9626656152083075, 0.552933203326048)",0.0022957324981689453
SSR,0.5,0.002,0.002,1,10,"(-0.9626656152083075, 0.552933203326048)",0.0040318965911865234
SR3,0.5,0.002,0.002,1,10,"(-0.9626656152083075, 0.552933203326048)",0.001585245132446289
MIOSOS,0.5,0.002,0.002,1,10,"(-0.9626656152083075, 0.552933203326048)",0.023500919342041016
MIOSOS-Opt,0.5,0.002,0.002,1,10,"(-0.9626656152083075, 0.552933203326048)",0.014785051345825195
MIOSOS-Build,0.5,0.002,0.002,1,10,"(-0.9626656152083075, 0.552933203326048)",0.007171154022216797
Warm-MIOSOS,0.5,0.002,0.002,1,10,"(-0.9626656152083075, 0.552933203326048)",0.014130353927612305
Warm-MIOSOS-Opt,0.5,0.002,0.002,1,10,"(-0.9626656152083075, 0.552933203326048)",0.007399797439575195
Warm-MIOSOS-Build,0.5,0.002,0.002,1,10,"(-0.9626656152083075, 0.552933203326048)",0.005414247512817383
Preprocessing,0.8277532798848107,0.002,0.002,1,10,"(-0.9626656152083075, 0.552933203326048)",0.0008778572082519531
STLSQ,0.8277532798848107,0.002,0.002,1,10,"(-0.9626656152083075, 0.552933203326048)",0.0026776790618896484
SSR,0.8277532798848107,0.002,0.002,1,10,"(-0.9626656152083075, 0.552933203326048)",0.004375934600830078
SR3,0.8277532798848107,0.002,0.002,1,10,"(-0.9626656152083075, 0.552933203326048)",0.002087116241455078
MIOSOS,0.8277532798848107,0.002,0.002,1,10,"(-0.9626656152083075, 0.552933203326048)",0.016498088836669922
MIOSOS-Opt,0.8277532798848107,0.002,0.002,1,10,"(-0.9626656152083075, 0.552933203326048)",0.010465621948242188
MIOSOS-Build,0.8277532798848107,0.002,0.002,1,10,"(-0.9626656152083075, 0.552933203326048)",0.004261016845703125
Warm-MIOSOS,0.8277532798848107,0.002,0.002,1,10,"(-0.9626656152083075, 0.552933203326048)",0.010265827178955078
Warm-MIOSOS-Opt,0.8277532798848107,0.002,0.002,1,10,"(-0.9626656152083075, 0.552933203326048)",0.00446319580078125
Warm-MIOSOS-Build,0.8277532798848107,0.002,0.002,1,10,"(-0.9626656152083075, 0.552933203326048)",0.004441022872924805
Preprocessing,1.3703509847201238,0.002,0.002,1,10,"(-0.9626656152083075, 0.552933203326048)",0.0008828639984130859
STLSQ,1.3703509847201238,0.002,0.002,1,10,"(-0.9626656152083075, 0.552933203326048)",0.0036249160766601562
SSR,1.3703509847201238,0.002,0.002,1,10,"(-0.9626656152083075, 0.552933203326048)",0.005519866943359375
SR3,1.3703509847201238,0.002,0.002,1,10,"(-0.9626656152083075, 0.552933203326048)",0.002916097640991211
