Method,Duration,Sample Rate,Noise,Seed,Dim,x0,runtime
Preprocessing,0.5,0.002,0.002,5,10,"(0.20751648572829975, 1.1670603347896162)",0.0011987686157226562
STLSQ,0.5,0.002,0.002,5,10,"(0.20751648572829975, 1.1670603347896162)",0.002087116241455078
SSR,0.5,0.002,0.002,5,10,"(0.20751648572829975, 1.1670603347896162)",0.0041539669036865234
SR3,0.5,0.002,0.002,5,10,"(0.20751648572829975, 1.1670603347896162)",0.0016140937805175781
MIOSOS,0.5,0.002,0.002,5,10,"(0.20751648572829975, 1.1670603347896162)",0.023834943771362305
MIOSOS-Opt,0.5,0.002,0.002,5,10,"(0.20751648572829975, 1.1670603347896162)",0.015270233154296875
MIOSOS-Build,0.5,0.002,0.002,5,10,"(0.20751648572829975, 1.1670603347896162)",0.007122993469238281
Warm-MIOSOS,0.5,0.002,0.002,5,10,"(0.20751648572829975, 1.1670603347896162)",0.011352062225341797
Warm-MIOSOS-Opt,0.5,0.002,0.002,5,10,"(0.20751648572829975, 1.1670603347896162)",0.005873918533325195
Warm-MIOSOS-Build,0.5,0.002,0.002,5,10,"(0.20751648572829975, 1.1670603347896162)",0.004347085952758789
Preprocessing,0.8277532798848107,0.002,0.002,5,10,"(0.20751648572829975, 1.1670603347896162)",0.0007948875427246094
STLSQ,0.8277532798848107,0.002,0.002,5,10,"(0.20751648572829975, 1.1670603347896162)",0.002574920654296875
SSR,0.8277532798848107,0.002,0.002,5,10,"(0.20751648572829975, 1.1670603347896162)",0.004466056823730469
SR3,0.8277532798848107,0.002,0.002,5,10,"(0.20751648572829975, 1.1670603347896162)",0.0020987987518310547
MIOSOS,0.8277532798848107,0.002,0.002,5,10,"(0.20751648572829975, 1.1670603347896162)",0.015203237533569336
MIOSOS-Opt,0.8277532798848107,0.002,0.002,5,10,"(0.20751648572829975, 1.1670603347896162)",0.009110212326049805
MIOSOS-Build,0.8277532798848107,0.002,0.002,5,10,"(0.20751648572829975, 1.1670603347896162)",0.004368782043457031
Warm-MIOSOS,0.8277532798848107,0.002,0.002,5,10,"(0.20751648572829975, 1.1670603347896162)",0.007416248321533203
Warm-MIOSOS-Opt,0.8277532798848107,0.002,0.002,5,10,"(0.20751648572829975, 1.1670603347896162)",0.0018820762634277344
Warm-MIOSOS-Build,0.8277532798848107,0.002,0.002,5,10,"(0.20751648572829975, 1.1670603347896162)",0.00428009033203125
Preprocessing,1.3703509847201238,0.002,0.002,5,10,"(0.20751648572829975, 1.1670603347896162)",0.0008821487426757812
STLSQ,1.3703509847201238,0.002,0.002,5,10,"(0.20751648572829975, 1.1670603347896162)",0.0033948421478271484
SSR,1.3703509847201238,0.002,0.002,5,10,"(0.20751648572829975, 1.1670603347896162)",0.005965232849121094
SR3,1.3703509847201238,0.002,0.002,5,10,"(0.20751648572829975, 1.1670603347896162)",0.0029189586639404297
MIOSOS,1.3703509847201238,0.002,0.002,5,10,"(0.20751648572829975, 1.1670603347896162)",0.012820959091186523
MIOSOS-Opt,1.3703509847201238,0.002,0.002,5,10,"(0.20751648572829975, 1.1670603347896162)",0.006305694580078125
MIOSOS-Build,1.3703509847201238,0.002,0.002,5,10,"(0.20751648572829975, 1.1670603347896162)",0.00428009033203125
Warm-MIOSOS,1.3703509847201238,0.002,0.002,5,10,"(0.20751648572829975, 1.1670603347896162)",0.01123809814453125
Warm-MIOSOS-Opt,1.3703509847201238,0.002,0.002,5,10,"(0.20751648572829975, 1.1670603347896162)",0.005373716354370117
Warm-MIOSOS-Build,1.3703509847201238,0.002,0.002,5,10,"(0.20751648572829975, 1.1670603347896162)",0.00434112548828125
Preprocessing,2.268625044390925,0.002,0.002,5,10,"(0.20751648572829975, 1.1670603347896162)",0.001024007797241211
STLSQ,2.268625044390925,0.002,0.002,5,10,"(0.20751648572829975, 1.1670603347896162)",0.0047528743743896484
SSR,2.268625044390925,0.002,0.002,5,10,"(0.20751648572829975, 1.1670603347896162)",0.007819890975952148
SR3,2.268625044390925,0.002,0.002,5,10,"(0.20751648572829975, 1.1670603347896162)",0.0044558048248291016
MIOSOS,2.268625044390925,0.002,0.002,5,10,"(0.20751648572829975, 1.1670603347896162)",0.02435016632080078
