Method,Duration,Sample Rate,Noise,Seed,Dim,x0,runtime
Preprocessing,0.5,0.002,0.002,2,10,"(-0.7020933927588789, 0.29862616109350393)",0.0012238025665283203
STLSQ,0.5,0.002,0.002,2,10,"(-0.7020933927588789, 0.29862616109350393)",0.0023391246795654297
SSR,0.5,0.002,0.002,2,10,"(-0.7020933927588789, 0.29862616109350393)",0.004166841506958008
SR3,0.5,0.002,0.002,2,10,"(-0.7020933927588789, 0.29862616109350393)",0.0016241073608398438
MIOSOS,0.5,0.002,0.002,2,10,"(-0.7020933927588789, 0.29862616109350393)",0.025143861770629883
MIOSOS-Opt,0.5,0.002,0.002,2,10,"(-0.7020933927588789, 0.29862616109350393)",0.016475677490234375
MIOSOS-Build,0.5,0.002,0.002,2,10,"(-0.7020933927588789, 0.29862616109350393)",0.007194042205810547
Warm-MIOSOS,0.5,0.002,0.002,2,10,"(-0.7020933927588789, 0.29862616109350393)",0.012984037399291992
Warm-MIOSOS-Opt,0.5,0.002,0.002,2,10,"(-0.7020933927588789, 0.29862616109350393)",0.007315158843994141
Warm-MIOSOS-Build,0.5,0.002,0.002,2,10,"(-0.7020933927588789, 0.29862616109350393)",0.004533052444458008
Preprocessing,0.8277532798848107,0.002,0.002,2,10,"(-0.7020933927588789, 0.29862616109350393)",0.0008051395416259766
STLSQ,0.8277532798848107,0.002,0.002,2,10,"(-0.7020933927588789, 0.29862616109350393)",0.0023298263549804688
SSR,0.8277532798848107,0.002,0.002,2,10,"(-0.7020933927588789, 0.29862616109350393)",0.0043981075286865234
SR3,0.8277532798848107,0.002,0.002,2,10,"(-0.7020933927588789, 0.29862616109350393)",0.0020990371704101562
MIOSOS,0.8277532798848107,0.002,0.002,2,10,"(-0.7020933927588789, 0.29862616109350393)",0.01962113380432129
MIOSOS-Opt,0.8277532798848107,0.002,0.002,2,10,"(-0.7020933927588789, 0.29862616109350393)",0.01353597640991211
MIOSOS-Build,0.8277532798848107,0.002,0.002,2,10,"(-0.7020933927588789, 0.29862616109350393)",0.004331827163696289
Warm-MIOSOS,0.8277532798848107,0.002,0.002,2,10,"(-0.7020933927588789, 0.29862616109350393)",0.012544870376586914
Warm-MIOSOS-Opt,0.8277532798848107,0.002,0.002,2,10,"(-0.7020933927588789, 0.29862616109350393)",0.006716012954711914
Warm-MIOSOS-Build,0.8277532798848107,0.002,0.002,2,10,"(-0.7020933927588789, 0.29862616109350393)",0.004486799240112305
Preprocessing,1.3703509847201238,0.002,0.002,2,10,"(-0.7020933927588789, 0.29862616109350393)",0.0008687973022460938
STLSQ,1.3703509847201238,0.002,0.002,2,10,"(-0.7020933927588789, 0.29862616109350393)",0.0033540725708007812
SSR,1.3703509847201238,0.002,0.002,2,10,"(-0.7020933927588789, 0.29862616109350393)",0.005858182907104492
SR3,1.3703509847201238,0.002,0.002,2,10,"(-0.7020933927588789, 0.29862616109350393)",0.0028960704803466797
MIOSOS,1.3703509847201238,0.002,0.002,2,10,"(-0.7020933927588789, 0.29862616109350393)",0.019687891006469727
MIOSOS-Opt,1.3703509847201238,0.002,0.002,2,10,"(-0.7020933927588789, 0.29862616109350393)",0.013019800186157227
MIOSOS-Build,1.3703509847201238,0.002,0.002,2,10,"(-0.7020933927588789, 0.29862616109350393)",0.004367828369140625
Warm-MIOSOS,1.3703509847201238,0.002,0.002,2,10,"(-0.7020933927588789, 0.29862616109350393)",0.011178016662597656
Warm-MIOSOS-Opt,1.3703509847201238,0.002,0.002,2,10,"(-0.7020933927588789, 0.29862616109350393)",0.005226850509643555
Warm-MIOSOS-Build,1.3703509847201238,0.002,0.002,2,10,"(-0.7020933927588789, 0.29862616109350393)",0.004413127899169922
Preprocessing,2.268625044390925,0.002,0.002,2,10,"(-0.7020933927588789, 0.29862616109350393)",0.0010571479797363281
STLSQ,2.268625044390925,0.002,0.002,2,10,"(-0.7020933927588789, 0.29862616109350393)",0.00494384765625
SSR,2.268625044390925,0.002,0.002,2,10,"(-0.7020933927588789, 0.29862616109350393)",0.007753133773803711
SR3,2.268625044390925,0.002,0.002,2,10,"(-0.7020933927588789, 0.29862616109350393)",0.004508018493652344
MIOSOS,2.268625044390925,0.002,0.002,2,10,"(-0.7020933927588789, 0.29862616109350393)",0.018866777420043945
MIOSOS-Opt,2.268625044390925,0.002,0.002,2,10,"(-0.7020933927588789, 0.29862616109350393)",0.011336803436279297
MIOSOS-Build,2.268625044390925,0.002,0.002,2,10,"(-0.7020933927588789, 0.29862616109350393)",0.004353046417236328
Warm-MIOSOS,2.268625044390925,0.002,0.002,2,10,"(-0.7020933927588789, 0.29862616109350393)",0.015225887298583984
Warm-MIOSOS-Opt,2.268625044390925,0.002,0.002,2,10,"(-0.7020933927588789, 0.29862616109350393)",0.008831977844238281
Warm-MIOSOS-Build,2.268625044390925,0.002,0.002,2,10,"(-0.7020933927588789, 0.29862616109350393)",0.004478931427001953
Preprocessing,3.7557236426468257,0.002,0.002,2,10,"(-0.7020933927588789, 0.29862616109350393)",0.0013399124145507812
STLSQ,3.7557236426468257,0.002,0.002,2,10,"(-0.7020933927588789, 0.29862616109350393)",0.007332801818847656
SSR,3.7557236426468257,0.002,0.002,2,10,"(-0.7020933927588789, 0.29862616109350393)",0.011950254440307617
SR3,3.7557236426468257,0.002,0.002,2,10,"(-0.7020933927588789, 0.29862616109350393)",0.006905794143676758
MIOSOS,3.7557236426468257,0.002,0.002,2,10,"(-0.7020933927588789, 0.29862616109350393)",0.02573108673095703
MIOSOS-Opt,3.7557236426468257,0.002,0.002,2,10,"(-0.7020933927588789, 0.29862616109350393)",0.016612768173217773
MIOSOS-Build,3.7557236426468257,0.002,0.002,2,10,"(-0.7020933927588789, 0.29862616109350393)",0.004496097564697266
Warm-MIOSOS,3.7557236426468257,0.002,0.002,2,10,"(-0.7020933927588789, 0.29862616109350393)",0.021330833435058594
Warm-MIOSOS-Opt,3.7557236426468257,0.002,0.002,2,10,"(-0.7020933927588789, 0.29862616109350393)",0.014064311981201172
Warm-MIOSOS-Build,3.7557236426468257,0.002,0.002,2,10,"(-0.7020933927588789, 0.29862616109350393)",0.0045888423919677734
Preprocessing,6.217625127083679,0.002,0.002,2,10,"(-0.7020933927588789, 0.29862616109350393)",0.001811981201171875
STLSQ,6.217625127083679,0.002,0.002,2,10,"(-0.7020933927588789, 0.29862616109350393)",0.011298179626464844
SSR,6.217625127083679,0.002,0.002,2,10,"(-0.7020933927588789, 0.29862616109350393)",0.017334938049316406
SR3,6.217625127083679,0.002,0.002,2,10,"(-0.7020933927588789, 0.29862616109350393)",0.08018684387207031
MIOSOS,6.217625127083679,0.002,0.002,2,10,"(-0.7020933927588789, 0.29862616109350393)",0.027840852737426758
MIOSOS-Opt,6.217625127083679,0.002,0.002,2,10,"(-0.7020933927588789, 0.29862616109350393)",0.015066862106323242
MIOSOS-Build,6.217625127083679,0.002,0.002,2,10,"(-0.7020933927588789, 0.29862616109350393)",0.0044519901275634766
Warm-MIOSOS,6.217625127083679,0.002,0.002,2,10,"(-0.7020933927588789, 0.29862616109350393)",0.02138805389404297
Warm-MIOSOS-Opt,6.217625127083679,0.002,0.002,2,10,"(-0.7020933927588789, 0.29862616109350393)",0.01293635368347168
Warm-MIOSOS-Build,6.217625127083679,0.002,0.002,2,10,"(-0.7020933927588789, 0.29862616109350393)",0.0046460628509521484
Preprocessing,10.293319184075452,0.002,0.002,2,10,"(-0.7020933927588789, 0.29862616109350393)",0.0025522708892822266
STLSQ,10.293319184075452,0.002,0.002,2,10,"(-0.7020933927588789, 0.29862616109350393)",0.014020204544067383
