Method,Duration,Sample Rate,Noise,Seed,Dim,x0,runtime
Preprocessing,0.5,0.002,0.002,4,10,"(1.0017306827192554, -0.21053648096015729)",0.0011928081512451172
STLSQ,0.5,0.002,0.002,4,10,"(1.0017306827192554, -0.21053648096015729)",0.0020859241485595703
SSR,0.5,0.002,0.002,4,10,"(1.0017306827192554, -0.21053648096015729)",0.004240989685058594
SR3,0.5,0.002,0.002,4,10,"(1.0017306827192554, -0.21053648096015729)",0.0016162395477294922
MIOSOS,0.5,0.002,0.002,4,10,"(1.0017306827192554, -0.21053648096015729)",0.02365589141845703
MIOSOS-Opt,0.5,0.002,0.002,4,10,"(1.0017306827192554, -0.21053648096015729)",0.014990091323852539
MIOSOS-Build,0.5,0.002,0.002,4,10,"(1.0017306827192554, -0.21053648096015729)",0.007193565368652344
Warm-MIOSOS,0.5,0.002,0.002,4,10,"(1.0017306827192554, -0.21053648096015729)",0.007737874984741211
Warm-MIOSOS-Opt,0.5,0.002,0.002,4,10,"(1.0017306827192554, -0.21053648096015729)",0.002295255661010742
Warm-MIOSOS-Build,0.5,0.002,0.002,4,10,"(1.0017306827192554, -0.21053648096015729)",0.004395008087158203
Preprocessing,0.8277532798848107,0.002,0.002,4,10,"(1.0017306827192554, -0.21053648096015729)",0.000782012939453125
STLSQ,0.8277532798848107,0.002,0.002,4,10,"(1.0017306827192554, -0.21053648096015729)",0.002529144287109375
SSR,0.8277532798848107,0.002,0.002,4,10,"(1.0017306827192554, -0.21053648096015729)",0.004452705383300781
SR3,0.8277532798848107,0.002,0.002,4,10,"(1.0017306827192554, -0.21053648096015729)",0.00205230712890625
MIOSOS,0.8277532798848107,0.002,0.002,4,10,"(1.0017306827192554, -0.21053648096015729)",0.01648569107055664
MIOSOS-Opt,0.8277532798848107,0.002,0.002,4,10,"(1.0017306827192554, -0.21053648096015729)",0.010123014450073242
MIOSOS-Build,0.8277532798848107,0.002,0.002,4,10,"(1.0017306827192554, -0.21053648096015729)",0.004551887512207031
Warm-MIOSOS,0.8277532798848107,0.002,0.002,4,10,"(1.0017306827192554, -0.21053648096015729)",0.01161503791809082
Warm-MIOSOS-Opt,0.8277532798848107,0.002,0.002,4,10,"(1.0017306827192554, -0.21053648096015729)",0.00551152229309082
Warm-MIOSOS-Build,0.8277532798848107,0.002,0.002,4,10,"(1.0017306827192554, -0.21053648096015729)",0.004767894744873047
Preprocessing,1.3703509847201238,0.002,0.002,4,10,"(1.0017306827192554, -0.21053648096015729)",0.0008909702301025391
STLSQ,1.3703509847201238,0.002,0.002,4,10,"(1.0017306827192554, -0.21053648096015729)",0.003370046615600586
SSR,1.3703509847201238,0.002,0.002,4,10,"(1.0017306827192554, -0.21053648096015729)",0.005646705627441406
SR3,1.3703509847201238,0.002,0.002,4,10,"(1.0017306827192554, -0.21053648096015729)",0.0029380321502685547
MIOSOS,1.3703509847201238,0.002,0.002,4,10,"(1.0017306827192554, -0.21053648096015729)",0.021242856979370117
MIOSOS-Opt,1.3703509847201238,0.002,0.002,4,10,"(1.0017306827192554, -0.21053648096015729)",0.014446020126342773
MIOSOS-Build,1.3703509847201238,0.002,0.002,4,10,"(1.0017306827192554, -0.21053648096015729)",0.0045201778411865234
Warm-MIOSOS,1.3703509847201238,0.002,0.002,4,10,"(1.0017306827192554, -0.21053648096015729)",0.017206907272338867
Warm-MIOSOS-Opt,1.3703509847201238,0.002,0.002,4,10,"(1.0017306827192554, -0.21053648096015729)",0.01112818717956543
Warm-MIOSOS-Build,1.3703509847201238,0.002,0.002,4,10,"(1.0017306827192554, -0.21053648096015729)",0.0045168399810791016
Preprocessing,2.268625044390925,0.002,0.002,4,10,"(1.0017306827192554, -0.21053648096015729)",0.0010607242584228516
STLSQ,2.268625044390925,0.002,0.002,4,10,"(1.0017306827192554, -0.21053648096015729)",0.004937887191772461
SSR,2.268625044390925,0.002,0.002,4,10,"(1.0017306827192554, -0.21053648096015729)",0.008446216583251953
SR3,2.268625044390925,0.002,0.002,4,10,"(1.0017306827192554, -0.21053648096015729)",0.0044362545013427734
MIOSOS,2.268625044390925,0.002,0.002,4,10,"(1.0017306827192554, -0.21053648096015729)",0.022273778915405273
MIOSOS-Opt,2.268625044390925,0.002,0.002,4,10,"(1.0017306827192554, -0.21053648096015729)",0.01441502571105957
MIOSOS-Build,2.268625044390925,0.002,0.002,4,10,"(1.0017306827192554, -0.21053648096015729)",0.004628896713256836
Warm-MIOSOS,2.268625044390925,0.002,0.002,4,10,"(1.0017306827192554, -0.21053648096015729)",0.01335597038269043
Warm-MIOSOS-Opt,2.268625044390925,0.002,0.002,4,10,"(1.0017306827192554, -0.21053648096015729)",0.006806373596191406
Warm-MIOSOS-Build,2.268625044390925,0.002,0.002,4,10,"(1.0017306827192554, -0.21053648096015729)",0.004567861557006836
Preprocessing,3.7557236426468257,0.002,0.002,4,10,"(1.0017306827192554, -0.21053648096015729)",0.001386880874633789
STLSQ,3.7557236426468257,0.002,0.002,4,10,"(1.0017306827192554, -0.21053648096015729)",0.007661104202270508
SSR,3.7557236426468257,0.002,0.002,4,10,"(1.0017306827192554, -0.21053648096015729)",0.011542081832885742
SR3,3.7557236426468257,0.002,0.002,4,10,"(1.0017306827192554, -0.21053648096015729)",0.006917715072631836
MIOSOS,3.7557236426468257,0.002,0.002,4,10,"(1.0017306827192554, -0.21053648096015729)",0.029361963272094727
MIOSOS-Opt,3.7557236426468257,0.002,0.002,4,10,"(1.0017306827192554, -0.21053648096015729)",0.02018427848815918
MIOSOS-Build,3.7557236426468257,0.002,0.002,4,10,"(1.0017306827192554, -0.21053648096015729)",0.004468679428100586
Warm-MIOSOS,3.7557236426468257,0.002,0.002,4,10,"(1.0017306827192554, -0.21053648096015729)",0.026586055755615234
Warm-MIOSOS-Opt,3.7557236426468257,0.002,0.002,4,10,"(1.0017306827192554, -0.21053648096015729)",0.01926565170288086
Warm-MIOSOS-Build,3.7557236426468257,0.002,0.002,4,10,"(1.0017306827192554, -0.21053648096015729)",0.004618406295776367
Preprocessing,6.217625127083679,0.002,0.002,4,10,"(1.0017306827192554, -0.21053648096015729)",0.001833200454711914
STLSQ,6.217625127083679,0.002,0.002,4,10,"(1.0017306827192554, -0.21053648096015729)",0.011276006698608398
SSR,6.217625127083679,0.002,0.002,4,10,"(1.0017306827192554, -0.21053648096015729)",0.01752185821533203
SR3,6.217625127083679,0.002,0.002,4,10,"(1.0017306827192554, -0.21053648096015729)",0.010605096817016602
MIOSOS,6.217625127083679,0.002,0.002,4,10,"(1.0017306827192554, -0.21053648096015729)",0.025688886642456055
MIOSOS-Opt,6.217625127083679,0.002,0.002,4,10,"(1.0017306827192554, -0.21053648096015729)",0.014266729354858398
MIOSOS-Build,6.217625127083679,0.002,0.002,4,10,"(1.0017306827192554, -0.21053648096015729)",0.004443168640136719
Warm-MIOSOS,6.217625127083679,0.002,0.002,4,10,"(1.0017306827192554, -0.21053648096015729)",0.018741130828857422
Warm-MIOSOS-Opt,6.217625127083679,0.002,0.002,4,10,"(1.0017306827192554, -0.21053648096015729)",0.009017229080200195
Warm-MIOSOS-Build,6.217625127083679,0.002,0.002,4,10,"(1.0017306827192554, -0.21053648096015729)",0.004611968994140625
Preprocessing,10.293319184075452,0.002,0.002,4,10,"(1.0017306827192554, -0.21053648096015729)",0.002607107162475586
STLSQ,10.293319184075452,0.002,0.002,4,10,"(1.0017306827192554, -0.21053648096015729)",0.013831377029418945
SSR,10.293319184075452,0.002,0.002,4,10,"(1.0017306827192554, -0.21053648096015729)",0.023650646209716797
SR3,10.293319184075452,0.002,0.002,4,10,"(1.0017306827192554, -0.21053648096015729)",0.031703948974609375
MIOSOS,10.293319184075452,0.002,0.002,4,10,"(1.0017306827192554, -0.21053648096015729)",0.02846527099609375
MIOSOS-Opt,10.293319184075452,0.002,0.002,4,10,"(1.0017306827192554, -0.21053648096015729)",0.013106822967529297
MIOSOS-Build,10.293319184075452,0.002,0.002,4,10,"(1.0017306827192554, -0.21053648096015729)",0.004469156265258789
Warm-MIOSOS,10.293319184075452,0.002,0.002,4,10,"(1.0017306827192554, -0.21053648096015729)",0.02439117431640625
Warm-MIOSOS-Opt,10.293319184075452,0.002,0.002,4,10,"(1.0017306827192554, -0.21053648096015729)",0.014093160629272461
Warm-MIOSOS-Build,10.293319184075452,0.002,0.002,4,10,"(1.0017306827192554, -0.21053648096015729)",0.004764080047607422
Preprocessing,17.040657431039403,0.002,0.002,4,10,"(1.0017306827192554, -0.21053648096015729)",0.004045009613037109
STLSQ,17.040657431039403,0.002,0.002,4,10,"(1.0017306827192554, -0.21053648096015729)",0.0211641788482666
SSR,17.040657431039403,0.002,0.002,4,10,"(1.0017306827192554, -0.21053648096015729)",0.03870511054992676
SR3,17.040657431039403,0.002,0.002,4,10,"(1.0017306827192554, -0.21053648096015729)",0.03490400314331055
MIOSOS,17.040657431039403,0.002,0.002,4,10,"(1.0017306827192554, -0.21053648096015729)",0.03655409812927246
MIOSOS-Opt,17.040657431039403,0.002,0.002,4,10,"(1.0017306827192554, -0.21053648096015729)",0.014306783676147461
MIOSOS-Build,17.040657431039403,0.002,0.002,4,10,"(1.0017306827192554, -0.21053648096015729)",0.004739046096801758
Warm-MIOSOS,17.040657431039403,0.002,0.002,4,10,"(1.0017306827192554, -0.21053648096015729)",0.025545120239257812
Warm-MIOSOS-Opt,17.040657431039403,0.002,0.002,4,10,"(1.0017306827192554, -0.21053648096015729)",0.012171030044555664
Warm-MIOSOS-Build,17.040657431039403,0.002,0.002,4,10,"(1.0017306827192554, -0.21053648096015729)",0.00492095947265625
Preprocessing,28.210920159872682,0.002,0.002,4,10,"(1.0017306827192554, -0.21053648096015729)",0.006059169769287109
STLSQ,28.210920159872682,0.002,0.002,4,10,"(1.0017306827192554, -0.21053648096015729)",0.03216361999511719
SSR,28.210920159872682,0.002,0.002,4,10,"(1.0017306827192554, -0.21053648096015729)",0.05675816535949707
SR3,28.210920159872682,0.002,0.002,4,10,"(1.0017306827192554, -0.21053648096015729)",0.06961727142333984
MIOSOS,28.210920159872682,0.002,0.002,4,10,"(1.0017306827192554, -0.21053648096015729)",0.045472145080566406
MIOSOS-Opt,28.210920159872682,0.002,0.002,4,10,"(1.0017306827192554, -0.21053648096015729)",0.011498689651489258
MIOSOS-Build,28.210920159872682,0.002,0.002,4,10,"(1.0017306827192554, -0.21053648096015729)",0.0056421756744384766
Warm-MIOSOS,28.210920159872682,0.002,0.002,4,10,"(1.0017306827192554, -0.21053648096015729)",0.030396223068237305
Warm-MIOSOS-Opt,28.210920159872682,0.002,0.002,4,10,"(1.0017306827192554, -0.21053648096015729)",0.011899232864379883
Warm-MIOSOS-Build,28.210920159872682,0.002,0.002,4,10,"(1.0017306827192554, -0.21053648096015729)",0.005090951919555664
Preprocessing,46.70336338180629,0.002,0.002,4,10,"(1.0017306827192554, -0.21053648096015729)",0.009585142135620117
STLSQ,46.70336338180629,0.002,0.002,4,10,"(1.0017306827192554, -0.21053648096015729)",0.05313611030578613
SSR,46.70336338180629,0.002,0.002,4,10,"(1.0017306827192554, -0.21053648096015729)",0.0943610668182373
SR3,46.70336338180629,0.002,0.002,4,10,"(1.0017306827192554, -0.21053648096015729)",0.10128617286682129
MIOSOS,46.70336338180629,0.002,0.002,4,10,"(1.0017306827192554, -0.21053648096015729)",0.06426596641540527
MIOSOS-Opt,46.70336338180629,0.002,0.002,4,10,"(1.0017306827192554, -0.21053648096015729)",0.013786792755126953
MIOSOS-Build,46.70336338180629,0.002,0.002,4,10,"(1.0017306827192554, -0.21053648096015729)",0.005341053009033203
Warm-MIOSOS,46.70336338180629,0.002,0.002,4,10,"(1.0017306827192554, -0.21053648096015729)",0.03855609893798828
Warm-MIOSOS-Opt,46.70336338180629,0.002,0.002,4,10,"(1.0017306827192554, -0.21053648096015729)",0.011641979217529297
Warm-MIOSOS-Build,46.70336338180629,0.002,0.002,4,10,"(1.0017306827192554, -0.21053648096015729)",0.005408287048339844
Preprocessing,77.31772444188466,0.002,0.002,4,10,"(1.0017306827192554, -0.21053648096015729)",0.016231775283813477
STLSQ,77.31772444188466,0.002,0.002,4,10,"(1.0017306827192554, -0.21053648096015729)",0.08786988258361816
SSR,77.31772444188466,0.002,0.002,4,10,"(1.0017306827192554, -0.21053648096015729)",0.149169921875
SR3,77.31772444188466,0.002,0.002,4,10,"(1.0017306827192554, -0.21053648096015729)",0.1550438404083252
MIOSOS,77.31772444188466,0.002,0.002,4,10,"(1.0017306827192554, -0.21053648096015729)",0.09422516822814941
MIOSOS-Opt,77.31772444188466,0.002,0.002,4,10,"(1.0017306827192554, -0.21053648096015729)",0.013314962387084961
MIOSOS-Build,77.31772444188466,0.002,0.002,4,10,"(1.0017306827192554, -0.21053648096015729)",0.005944013595581055
Warm-MIOSOS,77.31772444188466,0.002,0.002,4,10,"(1.0017306827192554, -0.21053648096015729)",0.051853179931640625
Warm-MIOSOS-Opt,77.31772444188466,0.002,0.002,4,10,"(1.0017306827192554, -0.21053648096015729)",0.010480403900146484
Warm-MIOSOS-Build,77.31772444188466,0.002,0.002,4,10,"(1.0017306827192554, -0.21053648096015729)",0.006006717681884766
Preprocessing,128.0,0.002,0.002,4,10,"(1.0017306827192554, -0.21053648096015729)",0.026384830474853516
