Method,Duration,Sample Rate,Noise,Pts/Domain,# Domains,Seed,x0,test_r2,test_rmse,coef_l1,coef_l2,coef_linf,support_accuracy,support_tp,support_fp,support_fn,runtime,threshold,alpha,nu,group_sparsity
STLSQ,50,0.002,0.01,400,2400,23,"(0.034595767693178514, 2.6817756228888845)",0.999662604462831,0.09247733973824665,0.062092730819437655,0.058314653949849166,0.0634293324412211,0.6666666666666666,4.0,2.0,0.0,5.461860656738281,22.788026464072555,0.01,,
SSR,50,0.002,0.01,400,2400,23,"(0.034595767693178514, 2.6817756228888845)",0.9780622802032722,0.7498476394930711,0.4108348211352695,0.3539513550038781,0.3374586074731916,0.4444444444444444,4,5,0,0.26017332077026367,,"(0.0, 1e-05)",,
SR3,50,0.002,0.01,400,2400,23,"(0.034595767693178514, 2.6817756228888845)",0.9599438141640657,1.0126903065131396,0.33351656144771835,0.32773012361396275,0.3333333333333333,0.5,3.0,2.0,1.0,160.25320959091187,27.0040153838336,,0.03333333333333333,
E-STLSQ,50,0.002,0.01,400,2400,23,"(0.034595767693178514, 2.6817756228888845)",0.99981520654675,0.06832617109892454,0.04713441228472455,0.04420260510832249,0.04794953233555077,0.6666666666666666,4.0,2.0,0.0,9.04555606842041,32.0,0.01,,
MIOSR,50,0.002,0.01,400,2400,23,"(0.034595767693178514, 2.6817756228888845)",0.9999689932909434,0.02756731920798408,0.0005461959998288718,0.0006827265888137467,0.0007465426035815348,1.0,4,0,0,54.695571422576904,,"(0, 0)",,"(1, 3)"
STLSQ,50,0.002,0.014273992181725854,400,2400,23,"(0.034595767693178514, 2.6817756228888845)",0.999639882460022,0.09558533347178892,0.062350813470385735,0.05857451349008116,0.06394618585390166,0.6666666666666666,4.0,2.0,0.0,5.33937668800354,22.788026464072555,0.01,,
SSR,50,0.002,0.014273992181725854,400,2400,23,"(0.034595767693178514, 2.6817756228888845)",0.9762682780222098,0.778433317331731,0.49241619166960543,0.4326321442695999,0.4343624472032897,0.5714285714285714,4,3,0,0.2531592845916748,,"(0.0, 0.001)",,
SR3,50,0.002,0.014273992181725854,400,2400,23,"(0.034595767693178514, 2.6817756228888845)",0.8696640661327091,1.82680911107543,0.5982331071984983,0.5878973724793884,0.597731354067072,0.6666666666666666,4.0,2.0,0.0,207.13649606704712,19.230256787594467,,0.03333333333333333,
E-STLSQ,50,0.002,0.014273992181725854,400,2400,23,"(0.034595767693178514, 2.6817756228888845)",0.9998080139646142,0.06968760353290013,0.04624548490431737,0.04337358471631923,0.0472551181896493,0.6666666666666666,4.0,2.0,0.0,8.957098245620728,32.0,0.01,,
MIOSR,50,0.002,0.014273992181725854,400,2400,23,"(0.034595767693178514, 2.6817756228888845)",0.9999705771276781,0.026806654862549788,0.001123425022297217,0.0013735155790672742,0.0014787358093767782,1.0,4,0,0,52.96495175361633,,"(0, 0)",,"(1, 3)"
STLSQ,50,0.002,0.02037468528039708,400,2400,23,"(0.034595767693178514, 2.6817756228888845)",0.9996250364306839,0.097600976876202,0.05988872055583523,0.05638590809779413,0.06223999485085496,0.6666666666666666,4.0,2.0,0.0,5.295130491256714,22.788026464072555,0.01,,
SSR,50,0.002,0.02037468528039708,400,2400,23,"(0.034595767693178514, 2.6817756228888845)",0.9760337300024469,0.782271548328869,0.49267150668186344,0.4329759329372001,0.4355149847785293,0.5714285714285714,4,3,0,0.2544238567352295,,"(0.0, 0.001)",,
SR3,50,0.002,0.02037468528039708,400,2400,23,"(0.034595767693178514, 2.6817756228888845)",0.799712949809622,2.264608358056675,0.7402340180348088,0.7273609176316809,0.7395223739247484,0.6666666666666666,4.0,2.0,0.0,207.45534753799438,19.230256787594467,,0.03333333333333333,
E-STLSQ,50,0.002,0.02037468528039708,400,2400,23,"(0.034595767693178514, 2.6817756228888845)",0.9998019101668693,0.07085791787789901,0.042999037554247804,0.04044340804872082,0.0447026616220918,0.6666666666666666,4.0,2.0,0.0,8.856319427490234,32.0,0.01,,
MIOSR,50,0.002,0.02037468528039708,400,2400,23,"(0.034595767693178514, 2.6817756228888845)",0.9999720100074688,0.026106127890796138,0.0023026453894308546,0.0027803874260552332,0.0031102198274113313,1.0,4,0,0,55.904764890670776,,"(0, 0)",,"(1, 3)"
STLSQ,50,0.002,0.029082809839751277,400,2400,23,"(0.034595767693178514, 2.6817756228888845)",0.9995861897717205,0.10266587715325086,0.05406180845667287,0.05138544289482783,0.05836626128390865,0.6666666666666666,4.0,2.0,0.0,5.316442966461182,22.788026464072555,0.01,,
SSR,50,0.002,0.029082809839751277,400,2400,23,"(0.034595767693178514, 2.6817756228888845)",0.9755401898347797,0.7902896281897384,0.4931704370883071,0.43368746933508073,0.43790265418518226,0.5714285714285714,4,3,0,0.2528066635131836,,"(0.0, 0.001)",,
SR3,50,0.002,0.029082809839751277,400,2400,23,"(0.034595767693178514, 2.6817756228888845)",0.7421694293771575,2.531003818601798,0.9032188635691366,0.816844128922885,0.8450158393442244,0.25,4.0,12.0,0.0,228.4752767086029,0.5925044765593883,,0.03333333333333333,
E-STLSQ,50,0.002,0.029082809839751277,400,2400,23,"(0.034595767693178514, 2.6817756228888845)",0.9997606893809688,0.07805631035799716,0.037499755354496525,0.03576691724905851,0.041009451174499244,0.6666666666666666,4.0,2.0,0.0,8.800047874450684,32.0,0.01,,
MIOSR,50,0.002,0.029082809839751277,400,2400,23,"(0.034595767693178514, 2.6817756228888845)",0.9999669333130171,0.028554802445108322,0.0047048606800879356,0.005640307830987559,0.0064663931205307295,1.0,4,0,0,58.69076061248779,,"(0, 0)",,"(1, 3)"
STLSQ,50,0.002,0.04151278002752295,400,2400,23,"(0.034595767693178514, 2.6817756228888845)",0.9994155724078162,0.12227389885543789,0.0431241188816137,0.042937853442945643,0.051995288858495727,0.6666666666666666,4.0,2.0,0.0,5.286357164382935,22.788026464072555,0.01,,
SSR,50,0.002,0.04151278002752295,400,2400,23,"(0.034595767693178514, 2.6817756228888845)",0.9744712613205296,0.8073921915680936,0.49417084975684183,0.4352010611840216,0.4427841581663461,0.5714285714285714,4,3,0,0.2547135353088379,,"(0.0, 0.001)",,
SR3,50,0.002,0.04151278002752295,400,2400,23,"(0.034595767693178514, 2.6817756228888845)",0.7059541360062147,2.704643729960509,0.9677844624553149,0.8692793267908815,0.891467842045996,0.25,4.0,12.0,0.0,194.0684995651245,0.9859537217481,,0.03333333333333333,
