Method,Duration,Sample Rate,Noise,Pts/Domain,# Domains,Seed,x0,test_r2,test_rmse,coef_l1,coef_l2,coef_linf,support_accuracy,support_tp,support_fp,support_fn,runtime,threshold,alpha,nu,group_sparsity
STLSQ,50,0.002,0.01,400,2400,43,"(-0.7698908672204421, 0.6543992356768884)",0.99973549916481,0.07943026596002004,0.03906290037844021,0.03710109819485074,0.04103820160696259,0.6666666666666666,4.0,2.0,0.0,5.209174394607544,24.80661639972334,0.01,,
SSR,50,0.002,0.01,400,2400,43,"(-0.7698908672204421, 0.6543992356768884)",0.9999747618438978,0.02411750175794638,0.001157706019769264,0.0014445954322807287,0.0016986294191340494,1.0,4,0,0,0.24779391288757324,,"(1e-05, 0.0)",,
SR3,50,0.002,0.01,400,2400,43,"(-0.7698908672204421, 0.6543992356768884)",0.9942131192838659,0.37234545362651866,0.14109308004598037,0.12838418806034863,0.1445517658622886,0.5714285714285714,4.0,3.0,0.0,217.36888933181763,4.173403723868075,,0.3333333333333333,
E-STLSQ,50,0.002,0.01,400,2400,43,"(-0.7698908672204421, 0.6543992356768884)",0.9997910862472918,0.0705771985905127,0.03396037486557447,0.03220520287794944,0.035311773702492534,0.6666666666666666,4.0,2.0,0.0,8.677551984786987,29.396062530255215,0.01,,
MIOSR,50,0.002,0.01,400,2400,43,"(-0.7698908672204421, 0.6543992356768884)",0.9999747582877816,0.024117686566147177,0.0011564560493545345,0.0014445889865681099,0.0016986294192030311,1.0,4,0,0,55.87954306602478,,"(0, 0)",,"(1, 3)"
STLSQ,50,0.002,0.014273992181725854,400,2400,43,"(-0.7698908672204421, 0.6543992356768884)",0.9997640395042021,0.07499760803919206,0.038157042570788446,0.03633437607828591,0.04016957635692483,0.6666666666666666,4.0,2.0,0.0,5.216427326202393,24.80661639972334,0.01,,
SSR,50,0.002,0.014273992181725854,400,2400,43,"(-0.7698908672204421, 0.6543992356768884)",0.9832937085765417,0.6330874129341988,0.3652860199338282,0.3143369418394522,0.3000179199432605,0.4444444444444444,4,5,0,0.24389147758483887,,"(1e-05, 1e-05)",,
SR3,50,0.002,0.014273992181725854,400,2400,43,"(-0.7698908672204421, 0.6543992356768884)",0.9816085008449743,0.6636428648064504,0.24215842488988898,0.22466773616250715,0.24569782147388938,0.5714285714285714,4.0,3.0,0.0,197.63892674446106,4.173403723868075,,0.3333333333333333,
E-STLSQ,50,0.002,0.014273992181725854,400,2400,43,"(-0.7698908672204421, 0.6543992356768884)",0.9998194111722369,0.06558982048581191,0.03216127361970723,0.030724292216964225,0.03416179506604555,0.6666666666666666,4.0,2.0,0.0,8.638801574707031,29.396062530255215,0.01,,
MIOSR,50,0.002,0.014273992181725854,400,2400,43,"(-0.7698908672204421, 0.6543992356768884)",0.9999755548509766,0.023716773419482317,0.0018767443516643778,0.0023295390977118606,0.002771546057300641,1.0,4,0,0,55.40266013145447,,"(0, 0)",,"(1, 3)"
STLSQ,50,0.002,0.02037468528039708,400,2400,43,"(-0.7698908672204421, 0.6543992356768884)",0.9998061216966718,0.0679379180366546,0.036952516924372056,0.0352856434002521,0.038710976835402956,0.6666666666666666,4.0,2.0,0.0,5.1599485874176025,24.80661639972334,0.01,,
SSR,50,0.002,0.02037468528039708,400,2400,43,"(-0.7698908672204421, 0.6543992356768884)",0.9793501363606405,0.7041013976735432,0.3331384921233299,0.3054091298386151,0.2942687799414629,0.4444444444444444,4,5,0,0.2443375587463379,,"(0.001, 1e-05)",,
SR3,50,0.002,0.02037468528039708,400,2400,43,"(-0.7698908672204421, 0.6543992356768884)",0.9612102724788721,0.9633457121255032,0.3330991114731391,0.32609569602817995,0.3333333333333333,0.5,3.0,2.0,1.0,171.76932978630066,16.227942191477233,,0.03333333333333333,
E-STLSQ,50,0.002,0.02037468528039708,400,2400,43,"(-0.7698908672204421, 0.6543992356768884)",0.9998545418734699,0.058817579950618794,0.03084624632995442,0.02959635874145999,0.03272103816567462,0.6666666666666666,4.0,2.0,0.0,8.595320463180542,29.396062530255215,0.01,,
MIOSR,50,0.002,0.02037468528039708,400,2400,43,"(-0.7698908672204421, 0.6543992356768884)",0.9999741544521319,0.024418240210743986,0.0031355259904885524,0.0038675372425996525,0.0046575802392430825,1.0,4,0,0,55.50734186172485,,"(0, 0)",,"(1, 3)"
