Method,Duration,Sample Rate,Noise,Pts/Domain,# Domains,Seed,x0,test_r2,test_rmse,coef_l1,coef_l2,coef_linf,support_accuracy,support_tp,support_fp,support_fn,runtime,threshold,alpha,nu,group_sparsity
STLSQ,50,0.002,0.01,400,2400,41,"(-0.4981527525101197, -2.7234250759643297)",0.9984699143226596,0.18420177183221825,0.10790975871595115,0.10167963603878696,0.11099934485899048,0.6666666666666666,4.0,2.0,0.0,5.482036828994751,20.933695339968374,0.01,,
SSR,50,0.002,0.01,400,2400,41,"(-0.4981527525101197, -2.7234250759643297)",0.9751743752603723,0.7431144564276855,0.49132083111244595,0.43191480078391503,0.43419869733538285,0.5714285714285714,4,3,0,0.26460933685302734,,"(0.0, 0.001)",,
SR3,50,0.002,0.01,400,2400,41,"(-0.4981527525101197, -2.7234250759643297)",0.9596532049726978,0.9439081112315479,0.33351555524375376,0.327618072988832,0.3333333333333333,0.5,3.0,2.0,1.0,72.50662851333618,24.80661639972334,,0.03333333333333333,
E-STLSQ,50,0.002,0.01,400,2400,41,"(-0.4981527525101197, -2.7234250759643297)",0.9986877639704141,0.17058606959208533,0.09856213921284568,0.09287712803686476,0.1012711048638133,0.6666666666666666,4.0,2.0,0.0,8.984878301620483,24.80661639972334,0.01,,
MIOSR,50,0.002,0.01,400,2400,41,"(-0.4981527525101197, -2.7234250759643297)",0.9999737985476115,0.023486197773200535,0.0010251465450976244,0.00124633818394768,0.0013446426166002408,1.0,4,0,0,55.688475370407104,,"(0, 0)",,"(1, 3)"
STLSQ,50,0.002,0.014273992181725854,400,2400,41,"(-0.4981527525101197, -2.7234250759643297)",0.9984005509887659,0.18833571150147083,0.11259898102668414,0.10603427139311448,0.1153484055529912,0.6666666666666666,4.0,2.0,0.0,5.239572763442993,20.933695339968374,0.01,,
SSR,50,0.002,0.014273992181725854,400,2400,41,"(-0.4981527525101197, -2.7234250759643297)",0.975005805024203,0.745631313997092,0.49187814599810675,0.4324634780560838,0.4351598521215436,0.5714285714285714,4,3,0,0.24767708778381348,,"(0.0, 0.001)",,
SR3,50,0.002,0.014273992181725854,400,2400,41,"(-0.4981527525101197, -2.7234250759643297)",0.9054058231979661,1.445835425715186,0.5382233921755548,0.4968559982777423,0.5464395191170904,0.5714285714285714,4.0,3.0,0.0,77.21234488487244,10.615962432218847,,0.03333333333333333,
E-STLSQ,50,0.002,0.014273992181725854,400,2400,41,"(-0.4981527525101197, -2.7234250759643297)",0.9986169675556209,0.17513703461995106,0.10251204644969018,0.09660081176801504,0.10517966979212368,0.6666666666666666,4.0,2.0,0.0,8.682084798812866,24.80661639972334,0.01,,
MIOSR,50,0.002,0.014273992181725854,400,2400,41,"(-0.4981527525101197, -2.7234250759643297)",0.9999749401363053,0.022938187201138292,0.0017391277135390681,0.0021005675759674875,0.002326798207346492,1.0,4,0,0,55.30919885635376,,"(0, 0)",,"(1, 3)"
