Method,Duration,Sample Rate,Noise,Pts/Domain,# Domains,Seed,x0,test_r2,test_rmse,coef_l1,coef_l2,coef_linf,support_accuracy,support_tp,support_fp,support_fn,runtime,threshold,alpha,nu,group_sparsity
STLSQ,50,0.002,0.01,400,2400,6,"(0.7857203028720032, -1.0081211681929367)",0.999257984675363,0.13900856108288903,0.06475577636132236,0.061048494760889326,0.06698170835086674,0.6666666666666666,4.0,2.0,0.0,5.416601181030273,22.788026464072555,0.01,,
SSR,50,0.002,0.01,400,2400,6,"(0.7857203028720032, -1.0081211681929367)",0.979242972560721,0.7346009658232863,0.4183598071860186,0.3576944892348077,0.3374265109614039,0.4,4,6,0,0.25644588470458984,,"(0.0, 1e-05)",,
SR3,50,0.002,0.01,400,2400,6,"(0.7857203028720032, -1.0081211681929367)",0.9636091689995334,0.9736745247655149,0.32272962772818237,0.3031954621988822,0.32606839203165416,0.5714285714285714,4.0,3.0,0.0,116.98407912254333,4.945520777762913,,0.3333333333333333,
E-STLSQ,50,0.002,0.01,400,2400,6,"(0.7857203028720032, -1.0081211681929367)",0.9993745210028051,0.12761793865856824,0.05944806576677759,0.05595052529623812,0.06111170780848596,0.6666666666666666,4.0,2.0,0.0,9.452658414840698,27.0040153838336,0.01,,
MIOSR,50,0.002,0.01,400,2400,6,"(0.7857203028720032, -1.0081211681929367)",0.999959663102407,0.031698381099702605,0.0007298728999350912,0.0007928872928600918,0.0008924426875879613,1.0,4,0,0,53.9186065196991,,"(0, 0)",,"(1, 3)"
STLSQ,50,0.002,0.014273992181725854,400,2400,6,"(0.7857203028720032, -1.0081211681929367)",0.9992158536150187,0.14290256056516942,0.06708966446552186,0.06321559464636481,0.06921778064283164,0.6666666666666666,4.0,2.0,0.0,5.364471435546875,22.788026464072555,0.01,,
SSR,50,0.002,0.014273992181725854,400,2400,6,"(0.7857203028720032, -1.0081211681929367)",0.9768677996557678,0.7726221297761363,0.4902204627020148,0.4303181223434976,0.4315155339978958,0.5714285714285714,4,3,0,0.253098726272583,,"(0.0, 0.001)",,
SR3,50,0.002,0.014273992181725854,400,2400,6,"(0.7857203028720032, -1.0081211681929367)",0.9188241481261288,1.4541118705245921,0.47033459002138917,0.451330318640241,0.47265905379822365,0.5714285714285714,4.0,3.0,0.0,178.1159942150116,7.559901026468853,,0.1,
E-STLSQ,50,0.002,0.014273992181725854,400,2400,6,"(0.7857203028720032, -1.0081211681929367)",0.9993466586277894,0.1304295484102397,0.06167597958284333,0.057983334656373633,0.063097151014975,0.6666666666666666,4.0,2.0,0.0,9.30193543434143,27.0040153838336,0.01,,
MIOSR,50,0.002,0.014273992181725854,400,2400,6,"(0.7857203028720032, -1.0081211681929367)",0.9999596530995063,0.031706343161922355,0.0007859522005115721,0.0008322402616663066,0.0008893154012419302,1.0,4,0,0,53.59513998031616,,"(0, 0)",,"(1, 3)"
